NUTS1;NUTS2;NUTS3;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;POP_AUT_NAT;POP_FOR_NAT;POP_TOTAL;REF_DATE
AT2;AT22;AT224;617;Weiz;61715;Gutenberg an der Raabklamm;1239;17;1256;01.01.2012
AT2;AT22;AT224;617;Weiz;61716;Markt Hartmannsdorf;2828;119;2947;01.01.2012
AT2;AT22;AT224;617;Weiz;61717;Haslau bei Birkfeld;441;2;443;01.01.2012
AT2;AT22;AT224;617;Weiz;61718;Hirnsdorf;682;17;699;01.01.2012
AT2;AT22;AT224;617;Weiz;61719;Hofstätten an der Raab;1947;97;2044;01.01.2012
AT2;AT22;AT224;617;Weiz;61720;Hohenau an der Raab;1287;26;1313;01.01.2012
AT2;AT22;AT224;617;Weiz;61721;Ilztal;1698;35;1733;01.01.2012
AT2;AT22;AT224;617;Weiz;61722;Koglhof;1091;29;1120;01.01.2012
AT2;AT22;AT224;617;Weiz;61723;Krottendorf;2296;78;2374;01.01.2012
AT2;AT22;AT224;617;Weiz;61724;Kulm bei Weiz;476;7;483;01.01.2012
AT2;AT22;AT224;617;Weiz;61725;Labuch;768;17;785;01.01.2012
AT2;AT22;AT224;617;Weiz;61726;Laßnitzthal;1043;45;1088;01.01.2012
AT2;AT22;AT224;617;Weiz;61727;Ludersdorf-Wilfersdorf;1940;98;2038;01.01.2012
AT2;AT22;AT224;617;Weiz;61728;Miesenbach bei Birkfeld;737;5;742;01.01.2012
AT2;AT22;AT224;617;Weiz;61729;Mitterdorf an der Raab;2019;54;2073;01.01.2012
AT2;AT22;AT224;617;Weiz;61730;Mortantsch;1970;38;2008;01.01.2012
AT2;AT22;AT224;617;Weiz;61731;Naas;1367;19;1386;01.01.2012
AT2;AT22;AT224;617;Weiz;61732;Naintsch;611;3;614;01.01.2012
AT2;AT22;AT224;617;Weiz;61733;Neudorf bei Passail;489;8;497;01.01.2012
AT2;AT22;AT224;617;Weiz;61734;Nitscha;1416;30;1446;01.01.2012
AT2;AT22;AT224;617;Weiz;61735;Oberrettenbach;458;7;465;01.01.2012
AT2;AT22;AT224;617;Weiz;61736;Passail;1954;42;1996;01.01.2012
AT2;AT22;AT224;617;Weiz;61737;Pischelsdorf in der Steiermark;2462;38;2500;01.01.2012
AT2;AT22;AT224;617;Weiz;61739;Preßguts;395;3;398;01.01.2012
AT2;AT22;AT224;617;Weiz;61740;Puch bei Weiz;2064;34;2098;01.01.2012
AT2;AT22;AT224;617;Weiz;61741;Ratten;1141;44;1185;01.01.2012
AT2;AT22;AT224;617;Weiz;61742;Reichendorf;601;11;612;01.01.2012
AT2;AT22;AT224;617;Weiz;61743;Rettenegg;752;8;760;01.01.2012
AT2;AT22;AT224;617;Weiz;61744;Sankt Kathrein am Hauenstein;671;8;679;01.01.2012
AT2;AT22;AT224;617;Weiz;61745;Sankt Kathrein am Offenegg;1138;10;1148;01.01.2012
AT2;AT22;AT224;617;Weiz;61746;Sankt Margarethen an der Raab;3846;69;3915;01.01.2012
AT2;AT22;AT224;617;Weiz;61747;Sankt Ruprecht an der Raab;1977;100;2077;01.01.2012
AT2;AT22;AT224;617;Weiz;61748;Sinabelkirchen;3842;204;4046;01.01.2012
AT2;AT22;AT224;617;Weiz;61749;Stenzengreith;510;6;516;01.01.2012
AT2;AT22;AT224;617;Weiz;61750;Strallegg;1968;33;2001;01.01.2012
AT2;AT22;AT224;617;Weiz;61751;Thannhausen;2283;73;2356;01.01.2012
AT2;AT22;AT224;617;Weiz;61752;Ungerdorf;833;19;852;01.01.2012
AT2;AT22;AT224;617;Weiz;61753;Unterfladnitz;1458;41;1499;01.01.2012
AT2;AT22;AT224;617;Weiz;61754;Waisenegg;1092;1;1093;01.01.2012
AT2;AT22;AT224;617;Weiz;61755;Weiz;8183;722;8905;01.01.2012
AT2;AT22;AT226;620;Murtal;62001;Amering;1055;8;1063;01.01.2012
AT2;AT22;AT226;620;Murtal;62002;Apfelberg;1076;53;1129;01.01.2012
AT2;AT22;AT226;620;Murtal;62003;Bretstein;307;2;309;01.01.2012
AT2;AT22;AT226;620;Murtal;62004;Eppenstein;1232;14;1246;01.01.2012
AT2;AT22;AT226;620;Murtal;62005;Feistritz bei Knittelfeld;752;20;772;01.01.2012
AT2;AT22;AT226;620;Murtal;62006;Flatschach;204;1;205;01.01.2012
AT2;AT22;AT226;620;Murtal;62007;Fohnsdorf;7533;350;7883;01.01.2012
AT2;AT22;AT226;620;Murtal;62008;Gaal;1379;54;1433;01.01.2012
AT2;AT22;AT226;620;Murtal;62009;Großlobming;1148;43;1191;01.01.2012
AT2;AT22;AT226;620;Murtal;62010;Hohentauern;452;6;458;01.01.2012
AT2;AT22;AT226;620;Murtal;62011;Judenburg;8698;596;9294;01.01.2012
AT2;AT22;AT226;620;Murtal;62012;Kleinlobming;626;23;649;01.01.2012
AT2;AT22;AT226;620;Murtal;62013;Knittelfeld;10153;1382;11535;01.01.2012
AT2;AT22;AT226;620;Murtal;62014;Kobenz;1785;54;1839;01.01.2012
AT2;AT22;AT226;620;Murtal;62015;Maria Buch-Feistritz;2254;31;2285;01.01.2012
AT2;AT22;AT226;620;Murtal;62016;Obdach;2013;86;2099;01.01.2012
AT2;AT22;AT226;620;Murtal;62017;Oberkurzheim;700;12;712;01.01.2012
AT2;AT22;AT226;620;Murtal;62018;Oberweg;564;12;576;01.01.2012
AT2;AT22;AT226;620;Murtal;62019;Oberzeiring;812;46;858;01.01.2012
AT2;AT22;AT226;620;Murtal;62020;Pöls;2363;60;2423;01.01.2012
AT2;AT22;AT226;620;Murtal;62021;Pusterwald;477;9;486;01.01.2012
AT2;AT22;AT226;620;Murtal;62022;Rachau;575;29;604;01.01.2012
AT2;AT22;AT226;620;Murtal;62023;Reifling;381;4;385;01.01.2012
AT2;AT22;AT226;620;Murtal;62024;Reisstraße;170;4;174;01.01.2012
AT2;AT22;AT226;620;Murtal;62025;Sankt Anna am Lavantegg;402;12;414;01.01.2012
AT2;AT22;AT226;620;Murtal;62026;Sankt Georgen ob Judenburg;865;18;883;01.01.2012
AT2;AT22;AT226;620;Murtal;62027;Sankt Johann am Tauern;472;16;488;01.01.2012
AT2;AT22;AT226;620;Murtal;62028;Sankt Lorenzen bei Knittelfeld;767;26;793;01.01.2012
AT2;AT22;AT226;620;Murtal;62029;Sankt Marein bei Knittelfeld;1146;75;1221;01.01.2012
AT2;AT22;AT226;620;Murtal;62030;Sankt Margarethen bei Knittelfeld;1285;45;1330;01.01.2012
AT2;AT22;AT226;620;Murtal;62031;Sankt Oswald-Möderbrugg;1152;22;1174;01.01.2012
AT2;AT22;AT226;620;Murtal;62032;Sankt Peter ob Judenburg;1090;19;1109;01.01.2012
AT2;AT22;AT226;620;Murtal;62033;Sankt Wolfgang-Kienberg;358;12;370;01.01.2012
AT2;AT22;AT226;620;Murtal;62034;Seckau;1229;35;1264;01.01.2012
AT2;AT22;AT226;620;Murtal;62035;Spielberg;4942;166;5108;01.01.2012
AT2;AT22;AT226;620;Murtal;62036;Unzmarkt-Frauenburg;1337;36;1373;01.01.2012
AT2;AT22;AT226;620;Murtal;62037;Weißkirchen in Steiermark;1269;43;1312;01.01.2012
AT2;AT22;AT226;620;Murtal;62038;Zeltweg;6585;578;7163;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62101;Aflenz Kurort;956;44;1000;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62102;Aflenz Land;1406;78;1484;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62103;Allerheiligen im Mürztal;1920;22;1942;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62104;Altenberg an der Rax;330;5;335;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62105;Breitenau am Hochlantsch;1758;44;1802;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62106;Bruck an der Mur;11588;926;12514;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62107;Etmißl;503;7;510;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62108;Frauenberg;156;2;158;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62109;Ganz;345;2;347;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62110;Gußwerk;1247;40;1287;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62111;Halltal;329;3;332;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62112;Kapellen;590;6;596;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62113;Kapfenberg;18737;2906;21643;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62114;Kindberg;5240;218;5458;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62115;Krieglach;5049;119;5168;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62116;Langenwang;3877;120;3997;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62117;Mariazell;1354;136;1490;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62118;Mitterdorf im Mürztal;2342;76;2418;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62119;Mürzhofen;914;31;945;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62120;Mürzsteg;391;240;631;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62121;Mürzzuschlag;7885;772;8657;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62122;Neuberg an der Mürz;1218;87;1305;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62123;Oberaich;3048;69;3117;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62124;Parschlug;1712;25;1737;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62125;Pernegg an der Mur;2310;83;2393;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62126;Sankt Ilgen;272;3;275;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62127;Sankt Katharein an der Laming;977;10;987;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62128;Sankt Lorenzen im Mürztal;3357;140;3497;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62129;Sankt Marein im Mürztal;2392;131;2523;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62130;Sankt Sebastian;966;44;1010;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62131;Spital am Semmering;1524;88;1612;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62132;Stanz im Mürztal;1899;21;1920;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62133;Thörl;1589;61;1650;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62134;Tragöß;963;36;999;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62135;Turnau;1524;40;1564;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62136;Veitsch;2395;102;2497;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62137;Wartberg im Mürztal;2047;35;2082;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62201;Altenmarkt bei Fürstenfeld;1134;18;1152;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62202;Bad Blumau;1558;60;1618;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62203;Bad Waltersdorf;2102;85;2187;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62204;Blaindorf;651;14;665;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62205;Buch-St. Magdalena;2146;18;2164;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62206;Burgau;961;30;991;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62207;Dechantskirchen;1597;16;1613;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62208;Dienersdorf;667;34;701;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62209;Ebersdorf;1199;28;1227;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62210;Eichberg;1201;10;1211;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62211;Friedberg;2542;30;2572;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62212;Fürstenfeld;5516;460;5976;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62213;Grafendorf bei Hartberg;2466;65;2531;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62214;Greinbach;1741;33;1774;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62215;Großhart;624;5;629;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62216;Großsteinbach;1289;35;1324;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62217;Großwilfersdorf;1301;85;1386;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62218;Hainersdorf;644;16;660;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62219;Hartberg;6067;471;6538;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62220;Hartberg Umgebung;2022;123;2145;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62221;Hartl;808;10;818;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62222;Hofkirchen bei Hartberg;626;2;628;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62223;Ilz;2467;94;2561;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62224;Kaibing;366;8;374;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62225;Kaindorf;1393;74;1467;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62226;Lafnitz;1319;68;1387;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62227;Limbach bei Neudau;328;3;331;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62228;Loipersdorf bei Fürstenfeld;1335;52;1387;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62229;Mönichwald;883;13;896;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62230;Nestelbach im Ilztal;1094;13;1107;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62231;Neudau;1042;170;1212;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62232;Ottendorf an der Rittschein;1473;28;1501;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62233;Pinggau;3026;56;3082;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62234;Pöllau;2026;37;2063;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62235;Pöllauberg;2064;34;2098;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62236;Puchegg;551;5;556;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62237;Rabenwald;608;5;613;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62238;Riegersberg;980;9;989;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62239;Rohr bei Hartberg;1042;48;1090;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62240;Rohrbach an der Lafnitz;1038;28;1066;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62241;Saifen-Boden;1044;4;1048;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62242;Sankt Jakob im Walde;1043;27;1070;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62243;Sankt Johann bei Herberstein;353;18;371;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62244;Sankt Johann in der Haide;1904;87;1991;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62245;Sankt Lorenzen am Wechsel;1558;12;1570;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62246;Schachen bei Vorau;1183;7;1190;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62247;Schäffern;1370;84;1454;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62248;Schlag bei Thalberg;911;19;930;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62249;Schönegg bei Pöllau;1350;31;1381;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62250;Sebersdorf;1385;23;1408;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62251;Siegersdorf bei Herberstein;287;3;290;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62252;Söchau;1388;48;1436;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62253;Sonnhofen;1027;11;1038;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62254;Stambach;629;6;635;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62255;Stein;479;5;484;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62256;Stubenberg;2258;60;2318;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62257;Tiefenbach bei Kaindorf;677;14;691;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62258;Übersbach;1128;29;1157;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62259;Vorau;1328;29;1357;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62260;Vornholz;716;3;719;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62261;Waldbach;698;13;711;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62262;Wenigzell;1400;20;1420;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62263;Wörth an der Lafnitz;346;17;363;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62301;Auersbach;862;16;878;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62302;Aug-Radisch;283;5;288;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62303;Bad Gleichenberg;2012;212;2224;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62304;Bad Radkersburg;1216;107;1323;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62305;Bairisch Kölldorf;1020;44;1064;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62306;Baumgarten bei Gnas;571;4;575;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62307;Bierbaum am Auersbach;460;18;478;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62308;Breitenfeld an der Rittschein;769;17;786;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62309;Deutsch Goritz;1217;14;1231;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62310;Dietersdorf am Gnasbach;365;5;370;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62311;Edelsbach bei Feldbach;1359;35;1394;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62312;Edelstauden;450;1;451;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62313;Eichfeld;873;13;886;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62314;Eichkögl;1194;34;1228;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62315;Fehring;2906;130;3036;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62316;Feldbach;3904;733;4637;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62317;Fladnitz im Raabtal;740;13;753;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62318;Frannach;554;6;560;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62319;Frutten-Gießelsdorf;634;10;644;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62320;Glojach;244;0;244;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62321;Gnas;1884;46;1930;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62322;Gniebing-Weißenbach;2108;81;2189;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62323;Gosdorf;1079;71;1150;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62324;Gossendorf;895;10;905;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62325;Grabersdorf;345;6;351;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62326;Halbenrain;1741;48;1789;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62327;Hatzendorf;1718;19;1737;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62328;Hof bei Straden;863;17;880;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62329;Hohenbrugg-Weinberg;959;14;973;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62330;Jagerberg;1654;11;1665;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62331;Johnsdorf-Brunn;727;55;782;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62332;Kapfenstein;1582;26;1608;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62333;Kirchbach in Steiermark;1525;30;1555;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62334;Kirchberg an der Raab;1938;55;1993;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62335;Klöch;1207;16;1223;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62336;Kohlberg;520;5;525;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62337;Kornberg bei Riegersburg;1133;11;1144;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62338;Krusdorf;394;6;400;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62339;Leitersdorf im Raabtal;649;16;665;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62340;Lödersdorf;676;30;706;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62341;Maierdorf;527;6;533;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62342;Merkendorf;1115;35;1150;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62343;Mettersdorf am Saßbach;1290;28;1318;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62344;Mitterlabill;409;5;414;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62345;Mühldorf bei Feldbach;2976;88;3064;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62346;Mureck;1470;124;1594;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62347;Murfeld;1627;38;1665;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62348;Oberdorf am Hochegg;712;14;726;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62349;Oberstorcha;620;16;636;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62350;Paldau;2052;36;2088;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62351;Perlsdorf;352;0;352;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62352;Pertlstein;773;25;798;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62353;Petersdorf II;828;36;864;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62354;Pirching am Traubenberg;1575;51;1626;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62355;Poppendorf;684;8;692;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62356;Raabau;583;5;588;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62357;Radkersburg Umgebung;1687;72;1759;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62358;Raning;801;8;809;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62359;Ratschendorf;598;19;617;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62360;Riegersburg;2329;63;2392;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62361;Sankt Anna am Aigen;1722;32;1754;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62362;Sankt Peter am Ottersbach;2219;39;2258;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62363;Sankt Stefan im Rosental;3724;79;3803;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62364;Schwarzau im Schwarzautal;631;9;640;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62365;Stainz bei Straden;973;21;994;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62366;Straden;1467;84;1551;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62367;Studenzen;683;10;693;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62368;Tieschen;1301;14;1315;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62369;Trautmannsdorf in Oststeiermark;844;15;859;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62370;Trössing;274;3;277;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62371;Unterauersbach;444;5;449;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62372;Unterlamm;1234;23;1257;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62373;Weinburg am Saßbach;1024;29;1053;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62374;Zerlach;1692;21;1713;01.01.2012
