NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;OEVP   ;FPOE   ;BZOE   ;GRUE   ;FRANK  ;NEOS   ;SLP    ;PIRAT  ;WANDL  ;KPOE   ;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;89;596;363;2;70;64;42;7;104;14;42;1;4;1;12;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;90;570;344;3;129;38;51;11;64;10;25;0;4;0;9;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;91;501;271;4;72;49;41;4;44;12;32;0;4;1;8;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;92;665;339;8;124;17;86;4;56;11;16;1;4;1;11;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;93;711;355;4;148;28;89;7;35;19;15;0;3;1;6;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;94;687;385;7;181;24;76;9;41;17;18;1;4;1;6;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;95;542;327;6;116;28;32;9;82;10;26;0;7;1;10;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;96;595;373;2;94;49;31;3;135;10;34;2;4;0;9;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;97;521;298;3;69;31;26;12;102;6;40;1;3;1;4;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;98;853;429;2;125;31;89;5;123;16;24;0;3;1;10;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;99;709;408;8;103;29;33;9;143;9;52;1;6;1;14;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;100;298;198;1;62;23;11;5;60;7;20;1;4;0;4;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;101;512;335;4;180;19;95;2;12;14;4;0;3;0;2;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;102;544;352;4;189;18;83;12;21;14;6;0;1;2;2;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;103;341;207;2;102;5;44;3;31;5;10;0;2;0;3;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;104;634;360;7;129;26;78;7;65;11;22;0;6;0;9;                                                                                         
AT1;AT13;AT130;90201;4;9;3;2;105;0;6773;76;1797;999;769;117;2010;214;543;10;74;26;138;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;1;660;357;4;94;35;60;6;103;13;27;3;2;1;9;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;2;667;397;5;109;39;53;3;120;11;37;3;5;0;12;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;3;667;328;6;115;32;73;8;62;9;11;1;3;0;8;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;4;493;293;11;96;38;52;9;49;6;18;1;1;0;12;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;5;542;289;2;88;25;47;5;78;11;23;2;4;0;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;6;595;306;3;99;38;70;4;67;6;11;2;1;1;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;7;676;371;6;121;29;64;6;76;22;34;1;5;0;7;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;8;581;279;4;79;47;69;2;48;8;10;2;4;1;5;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;9;541;286;3;96;19;75;2;52;10;17;2;3;1;6;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;10;496;251;0;127;24;60;5;17;8;2;0;2;0;6;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;11;634;344;8;137;30;91;5;37;13;12;0;7;0;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;12;492;242;2;77;35;42;1;55;12;12;1;3;0;2;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;13;626;327;4;147;28;96;5;22;10;11;0;1;1;2;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;14;527;311;3;89;56;80;10;45;4;13;0;3;1;7;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;15;521;262;4;102;35;52;4;42;3;14;0;3;0;3;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;16;525;261;2;95;35;48;10;44;2;18;1;2;0;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;17;668;373;2;173;32;110;8;23;9;10;1;0;1;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;18;494;246;5;96;30;64;3;23;7;13;0;4;0;1;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;19;692;395;11;170;23;125;11;29;15;7;0;2;0;2;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;20;480;266;3;139;22;71;6;11;7;3;0;4;0;0;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;21;460;270;3;90;34;49;1;46;12;21;0;7;0;7;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;22;546;312;3;137;26;103;4;16;13;8;0;0;0;2;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;23;708;367;7;146;37;63;4;53;9;33;1;6;0;8;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;24;749;425;6;200;28;121;8;20;21;7;1;4;0;9;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;25;659;376;5;167;30;76;10;42;10;19;0;10;2;5;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;26;783;512;5;177;48;135;17;89;13;20;0;3;0;5;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;27;824;428;4;189;24;106;3;52;19;17;2;2;1;9;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;28;481;292;4;117;21;58;7;50;8;13;1;9;0;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;29;505;314;2;103;26;70;6;70;13;18;0;1;2;3;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;30;749;384;1;184;19;127;4;15;17;6;0;2;0;9;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;31;746;374;1;186;26;105;2;21;16;6;2;2;0;7;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;32;583;265;3;126;20;78;3;15;10;5;0;1;0;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;33;758;364;4;160;39;108;7;15;8;10;0;5;0;8;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;34;671;380;5;128;47;69;13;60;12;33;1;4;3;5;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;35;701;379;4;158;35;70;7;59;10;26;0;3;0;7;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;36;624;341;6;142;33;84;9;31;9;16;1;6;0;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;37;702;402;3;206;21;107;5;15;18;13;2;6;0;6;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;38;728;451;12;212;30;133;6;19;15;16;0;0;1;7;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;39;534;287;4;114;30;84;2;20;15;11;0;1;0;6;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;40;686;399;2;151;33;89;4;70;13;21;0;4;0;12;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;41;628;300;8;148;12;89;1;15;11;5;2;2;0;7;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;42;599;280;3;140;18;74;4;21;8;8;0;1;1;2;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;43;470;303;1;134;36;71;7;29;8;9;1;2;0;5;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;44;459;246;4;97;34;49;1;28;9;17;1;1;1;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;45;479;262;6;121;20;60;1;28;13;11;0;1;0;1;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;46;527;242;2;104;12;72;5;27;3;8;1;2;0;6;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;47;514;294;3;104;34;44;16;59;8;20;0;4;0;2;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;48;570;308;5;113;22;72;7;61;9;11;1;2;2;3;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;49;615;260;4;113;9;90;2;20;6;5;0;5;0;6;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;50;526;260;4;115;16;71;3;22;15;4;2;1;0;7;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;51;550;257;2;101;29;68;3;23;10;15;1;1;0;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;52;621;353;6;135;22;72;9;53;26;27;0;0;1;2;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;53;624;344;7;117;32;84;5;62;8;14;0;5;0;10;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;54;431;230;4;50;26;58;5;47;10;20;0;4;0;6;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;55;531;297;6;115;34;61;7;40;13;9;0;6;1;5;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;56;466;252;1;91;37;71;4;28;6;7;0;5;0;2;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;57;573;349;8;115;81;61;8;44;12;14;2;1;0;3;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;58;601;323;3;110;31;64;10;64;14;15;0;5;1;6;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;59;580;309;7;125;31;58;6;42;14;17;0;4;1;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;60;628;310;12;111;33;56;7;54;5;14;0;4;3;11;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;61;461;252;5;100;28;60;9;24;9;12;1;1;0;3;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;62;565;289;3;83;43;65;6;56;8;18;0;3;0;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;63;615;340;2;116;40;66;11;49;13;23;0;7;1;12;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;64;855;403;10;192;31;81;5;41;11;21;0;4;1;6;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;65;532;304;3;129;16;88;7;33;11;11;0;1;0;5;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;66;665;364;4;126;28;73;9;71;21;27;0;2;1;2;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;67;346;145;6;54;8;20;2;28;3;16;2;3;1;2;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;68;550;311;5;70;25;34;3;124;9;30;1;3;2;5;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;69;597;339;5;144;25;91;2;32;18;12;0;5;0;5;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;70;631;278;5;129;26;77;2;20;8;4;1;3;0;3;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;71;648;356;4;142;31;107;5;30;12;18;0;4;0;3;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;72;596;331;2;118;60;51;14;34;22;20;0;6;0;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;73;535;298;3;119;27;77;4;37;2;20;0;2;0;7;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;74;736;394;4;96;51;84;4;93;12;41;1;2;0;6;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;75;1111;330;4;100;33;93;6;53;14;21;0;2;0;4;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;76;749;468;5;215;46;78;3;62;18;19;4;4;2;12;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;77;622;339;2;113;41;82;4;51;14;28;1;1;0;2;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;78;479;256;3;79;30;53;2;59;11;11;0;3;0;5;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;79;522;303;2;104;44;79;4;36;9;14;1;2;0;8;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;80;644;348;6;139;36;89;12;31;11;17;0;1;1;5;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;81;667;324;2;111;26;44;3;85;10;23;1;6;5;8;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;82;393;239;6;64;22;45;3;61;4;22;2;3;1;6;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;83;587;337;2;95;30;35;8;109;17;24;1;4;4;8;                                                                                         
AT1;AT13;AT130;92001;4;9;3;20;84;0;4805;54;1671;645;764;75;1006;169;276;6;48;13;78;                                                                                         
AT1;AT13;AT130;;4;9;3;93;1;0;677;7;157;148;105;25;121;31;64;0;10;3;6;                                                                                         
AT1;AT13;AT130;;4;9;3;93;2;0;498;8;166;70;62;10;105;19;40;1;5;3;9;                                                                                         
AT1;AT13;AT130;;4;9;3;93;3;0;451;5;57;53;33;16;198;7;60;1;2;3;16;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;1;941;0;0;0;0;0;0;0;0;0;0;0;0;0;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;2;982;510;5;177;53;131;15;58;32;22;0;7;0;10;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;3;916;488;3;162;53;128;6;74;26;23;0;3;1;9;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;4;1771;489;7;143;71;119;9;77;15;33;0;7;0;8;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;5;582;297;4;126;22;87;3;22;12;15;0;2;0;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;6;651;342;6;135;22;88;6;34;20;16;2;8;1;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;7;742;386;6;161;37;96;14;30;17;15;1;5;0;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;8;663;332;5;132;32;103;4;24;14;11;0;5;0;2;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;9;446;214;6;57;34;48;2;28;9;13;2;7;0;8;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;10;793;405;5;157;48;94;5;43;14;25;0;4;0;10;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;11;938;593;13;258;37;159;24;48;11;24;0;11;2;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;12;403;213;4;94;12;76;3;6;5;10;0;0;0;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;13;996;485;12;198;21;180;4;29;21;4;2;6;1;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;14;796;416;12;219;29;91;3;43;7;7;1;1;1;2;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;15;751;415;2;195;35;97;9;46;16;8;0;1;3;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;16;828;416;6;137;54;109;3;55;20;18;1;5;1;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;17;542;253;3;96;25;81;6;17;9;9;1;3;0;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;18;707;347;4;140;25;110;5;36;11;9;0;1;2;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;19;600;304;4;104;44;66;6;43;10;19;0;2;0;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;20;727;321;3;117;39;70;8;41;13;15;3;4;1;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;21;588;302;2;109;44;53;8;44;12;16;1;4;0;9;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;22;749;340;9;129;37;90;9;32;18;8;0;3;0;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;23;554;277;5;104;10;116;5;18;7;3;0;0;2;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;24;774;352;9;164;20;113;4;19;3;10;0;3;0;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;25;578;311;2;159;14;101;9;13;2;4;0;2;0;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;26;702;343;5;149;33;97;5;26;11;9;0;2;0;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;27;538;275;1;104;21;80;3;31;12;12;1;3;0;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;28;672;432;8;136;30;154;9;47;23;19;0;0;0;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;29;728;403;3;183;27;135;2;21;17;7;1;1;0;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;30;827;446;8;201;44;143;4;19;13;7;0;0;0;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;31;838;456;9;181;40;152;7;33;14;13;0;1;1;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;32;880;509;7;185;60;146;11;48;16;21;0;5;1;9;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;33;801;350;7;141;20;104;8;24;19;14;0;8;0;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;34;683;291;4;120;22;88;1;24;13;12;0;1;0;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;35;789;348;4;113;48;92;6;42;12;20;1;3;0;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;36;479;247;2;107;28;52;5;27;12;7;0;2;0;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;37;572;256;4;93;21;66;6;35;8;15;2;3;0;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;38;798;374;5;128;43;76;7;57;18;25;0;4;1;10;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;39;781;419;7;172;46;90;9;58;12;20;0;2;0;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;40;523;258;2;108;22;62;3;32;11;14;0;4;0;0;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;41;832;436;7;147;56;115;15;50;14;23;0;4;0;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;42;885;519;2;217;46;171;9;25;32;12;0;2;0;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;43;750;375;5;148;29;80;6;61;17;20;0;2;1;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;44;748;334;7;112;33;100;5;40;13;16;0;3;0;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;45;799;439;9;159;45;111;9;58;11;31;0;3;1;2;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;46;913;509;9;199;52;120;18;54;29;21;0;4;0;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;47;926;540;12;188;56;166;11;40;23;31;1;5;0;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;48;811;438;10;160;44;102;5;56;21;30;1;6;0;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;49;447;210;3;80;28;48;4;25;8;9;1;1;0;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;50;604;296;3;121;28;58;5;43;11;17;2;2;0;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;51;502;276;5;100;27;85;3;29;9;9;0;2;1;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;52;708;387;8;175;45;79;3;47;9;16;0;2;0;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;53;652;295;6;107;39;82;2;34;6;9;1;7;0;2;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;54;750;334;3;132;17;128;5;22;11;8;2;1;2;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;55;717;328;9;118;27;97;7;33;16;14;0;2;0;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;56;1139;608;4;245;53;215;9;30;29;16;0;2;1;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;57;462;241;4;103;32;49;8;20;12;8;1;0;0;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;58;727;453;5;176;24;132;16;48;21;23;0;4;0;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;59;502;285;3;112;23;104;7;12;13;8;1;2;0;0;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;60;885;416;8;155;34;143;9;35;18;9;0;4;0;1;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;61;829;425;4;145;72;109;9;49;22;11;0;2;0;2;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;62;672;321;5;126;32;92;6;30;10;16;0;2;0;2;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;63;863;460;3;184;49;120;14;43;16;19;0;3;1;8;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;64;915;524;6;201;49;173;12;42;14;15;1;4;1;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;65;700;345;4;122;23;120;6;27;15;14;1;9;0;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;66;837;423;8;171;29;142;8;30;14;13;0;4;0;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;67;1032;585;10;242;59;166;9;37;25;18;0;8;2;9;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;68;735;351;5;165;48;76;8;24;11;11;0;1;0;2;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;69;981;549;7;233;38;178;9;39;22;15;0;3;0;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;70;925;517;9;213;60;130;15;45;16;18;0;4;0;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;71;828;380;8;147;39;109;8;32;10;19;1;3;1;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;72;909;462;7;173;37;136;6;55;20;10;1;4;2;11;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;73;977;499;6;229;48;128;13;27;22;15;0;1;0;10;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;74;1064;577;14;238;43;191;9;36;25;15;1;1;1;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;75;1182;622;12;284;33;198;12;26;20;17;1;6;2;11;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;76;676;374;5;169;29;102;7;22;19;11;0;4;0;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;77;805;433;10;168;41;123;13;27;13;20;0;8;2;8;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;78;862;413;9;184;28;141;12;16;10;5;1;1;0;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;79;918;512;8;195;56;156;13;31;21;15;0;1;0;16;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;80;1053;562;13;253;42;169;10;30;13;20;2;4;1;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;81;916;393;8;190;21;131;3;15;11;5;0;3;2;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;82;493;218;2;103;6;85;2;9;6;2;0;2;0;1;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;83;1058;522;6;303;49;111;4;18;15;13;0;1;0;2;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;84;1078;612;9;221;63;203;18;33;22;29;0;8;0;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;85;1014;601;11;237;58;155;13;68;19;27;0;6;0;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;86;993;526;5;232;42;167;8;34;8;13;0;4;0;13;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;87;730;409;6;177;44;101;11;30;23;10;0;3;1;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;88;713;397;5;151;47;85;6;43;10;34;0;5;0;11;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;89;1067;542;12;229;42;123;18;61;18;25;0;8;1;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;90;904;520;11;200;32;161;18;36;33;18;0;3;1;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;91;908;490;10;166;13;216;8;28;22;18;0;2;2;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;92;819;472;10;186;35;109;14;67;19;25;0;0;0;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;93;890;614;7;199;82;138;24;70;36;50;1;2;0;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;94;985;688;12;238;92;157;29;74;29;44;0;3;1;9;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;95;619;364;4;147;25;121;6;21;19;12;0;0;0;9;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;96;1068;618;9;246;46;178;13;58;22;28;0;4;2;12;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;97;561;317;3;144;24;82;11;18;15;12;0;3;0;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;98;779;440;6;198;30;147;9;16;20;8;0;2;0;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;99;708;408;10;179;27;136;7;17;21;3;4;0;0;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;100;977;625;13;230;43;199;15;48;29;32;0;4;1;11;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;101;706;451;2;185;41;144;8;23;24;18;0;1;1;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;102;1193;558;6;221;26;207;7;37;27;12;0;6;1;8;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;103;974;507;4;192;45;132;15;51;27;29;0;6;0;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;104;1005;565;13;169;67;129;9;96;21;53;0;2;0;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;105;572;364;8;114;53;66;11;72;11;26;0;0;0;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;106;830;561;18;270;45;151;13;21;23;8;5;2;2;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;107;858;571;12;194;47;202;15;39;24;26;0;4;1;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;108;954;603;17;223;58;166;18;62;17;29;1;4;0;8;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;109;910;634;19;227;35;216;16;53;28;22;0;7;1;10;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;110;953;568;6;196;47;227;8;25;27;19;1;3;0;9;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;111;660;377;9;124;19;163;8;19;18;7;0;3;1;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;112;955;570;14;208;38;193;11;34;33;22;4;5;2;6;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;113;713;408;10;144;34;149;4;28;17;16;0;1;1;4;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;114;981;600;9;242;30;215;25;26;20;24;1;2;1;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;115;1061;625;9;328;50;170;1;27;19;12;0;0;1;8;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;116;856;530;9;244;24;172;14;26;20;14;0;2;0;5;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;117;760;476;14;204;39;149;16;29;12;10;0;3;0;0;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;118;735;491;9;182;18;201;7;26;11;23;1;1;3;9;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;119;812;533;15;206;32;172;16;36;26;23;0;4;0;3;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;120;1033;624;9;246;31;234;10;32;28;17;0;7;0;10;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;121;714;414;6;193;38;109;10;28;17;6;1;3;2;1;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;122;1049;660;10;331;42;189;15;14;34;14;3;1;0;7;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;123;1019;622;12;289;38;203;9;23;21;14;0;2;1;10;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;124;1107;655;4;300;54;205;6;23;36;18;2;5;0;2;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;125;972;542;9;245;45;163;7;21;28;12;0;1;2;9;                                                                                         
AT1;AT13;AT130;91001;4;9;4;10;126;860;511;8;221;27;190;7;15;21;17;0;2;0;3;                                                                                         
