NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;POP_TOTAL;POP_MEN;POP_WOMEN;REF_DATE
AT1;AT13;AT130;90601;0;29463;14135;15328;01.01.2007
AT1;AT13;AT130;90701;0;29955;14232;15723;01.01.2007
AT1;AT13;AT130;90801;0;23613;11390;12223;01.01.2007
AT1;AT13;AT130;90901;0;39160;18589;20571;01.01.2007
AT1;AT13;AT130;91001;0;169413;81852;87561;01.01.2007
AT1;AT13;AT130;91101;0;82903;40286;42617;01.01.2007
AT1;AT13;AT130;91201;0;85011;40668;44343;01.01.2007
AT1;AT13;AT130;91301;0;51304;22949;28355;01.01.2007
AT1;AT13;AT130;91401;0;83246;39064;44182;01.01.2007
AT1;AT13;AT130;91501;0;70228;34551;35677;01.01.2007
AT1;AT13;AT130;91601;0;93877;45340;48537;01.01.2007
AT1;AT13;AT130;91701;0;52626;25416;27210;01.01.2007
AT1;AT13;AT130;91801;0;47333;21905;25428;01.01.2007
AT1;AT13;AT130;91901;0;67832;30675;37157;01.01.2007
AT1;AT13;AT130;92001;0;81719;39960;41759;01.01.2007
AT1;AT13;AT130;92101;0;137335;65585;71750;01.01.2007
AT1;AT13;AT130;92201;0;149083;71284;77799;01.01.2007
AT1;AT13;AT130;92301;0;90291;42150;48141;01.01.2007
AT1;AT13;AT130;90101;0;16976;8133;8843;01.01.2008
AT1;AT13;AT130;90201;0;93463;45974;47489;01.01.2008
AT1;AT13;AT130;90301;0;83050;39291;43759;01.01.2008
AT1;AT13;AT130;90401;0;30262;14154;16108;01.01.2008
AT1;AT13;AT130;90501;0;52434;25409;27025;01.01.2008
AT1;AT13;AT130;90601;0;29430;14118;15312;01.01.2008
AT1;AT13;AT130;90701;0;30054;14176;15878;01.01.2008
AT1;AT13;AT130;90801;0;23703;11409;12294;01.01.2008
AT1;AT13;AT130;90901;0;39466;18674;20792;01.01.2008
AT1;AT13;AT130;91001;0;171113;82621;88492;01.01.2008
AT1;AT13;AT130;91101;0;85834;41785;44049;01.01.2008
AT1;AT13;AT130;91201;0;85736;41045;44691;01.01.2008
AT1;AT13;AT130;91301;0;51127;22911;28216;01.01.2008
AT1;AT13;AT130;91401;0;83751;39417;44334;01.01.2008
AT1;AT13;AT130;91501;0;70291;34659;35632;01.01.2008
AT1;AT13;AT130;91601;0;94193;45554;48639;01.01.2008
AT1;AT13;AT130;91701;0;52414;25281;27133;01.01.2008
AT1;AT13;AT130;91801;0;47478;21982;25496;01.01.2008
AT1;AT13;AT130;91901;0;67961;30763;37198;01.01.2008
AT1;AT13;AT130;92001;0;81648;39861;41787;01.01.2008
AT1;AT13;AT130;92101;0;138678;66249;72429;01.01.2008
AT1;AT13;AT130;92201;0;150967;72197;78770;01.01.2008
AT1;AT13;AT130;92301;0;91192;42640;48552;01.01.2008
AT1;AT13;AT130;90101;0;16623;8000;8623;01.01.2009
AT1;AT13;AT130;90201;0;93822;46206;47616;01.01.2009
AT1;AT13;AT130;90301;0;82979;39171;43808;01.01.2009
AT1;AT13;AT130;90401;0;30348;14259;16089;01.01.2009
AT1;AT13;AT130;90501;0;52288;25376;26912;01.01.2009
AT1;AT13;AT130;90601;0;29197;13997;15200;01.01.2009
AT1;AT13;AT130;90701;0;29878;14067;15811;01.01.2009
AT1;AT13;AT130;90801;0;23639;11368;12271;01.01.2009
AT1;AT13;AT130;90901;0;39167;18522;20645;01.01.2009
AT1;AT13;AT130;91001;0;173227;83691;89536;01.01.2009
AT1;AT13;AT130;91101;0;87966;42890;45076;01.01.2009
AT1;AT13;AT130;91201;0;86950;41636;45314;01.01.2009
AT1;AT13;AT130;91301;0;50981;22955;28026;01.01.2009
AT1;AT13;AT130;91401;0;83980;39571;44409;01.01.2009
AT1;AT13;AT130;91501;0;70600;34739;35861;01.01.2009
AT1;AT13;AT130;91601;0;94526;45774;48752;01.01.2009
AT1;AT13;AT130;91701;0;52253;25258;26995;01.01.2009
AT1;AT13;AT130;91801;0;47619;22093;25526;01.01.2009
AT1;AT13;AT130;91901;0;67837;30814;37023;01.01.2009
AT1;AT13;AT130;92001;0;81986;40051;41935;01.01.2009
AT1;AT13;AT130;92101;0;139498;66687;72811;01.01.2009
AT1;AT13;AT130;92201;0;153148;73333;79815;01.01.2009
AT1;AT13;AT130;92301;0;91623;42879;48744;01.01.2009
AT1;AT13;AT130;90101;0;16525;7926;8599;01.01.2010
AT1;AT13;AT130;90201;0;94735;46633;48102;01.01.2010
AT1;AT13;AT130;90301;0;83061;39292;43769;01.01.2010
AT1;AT13;AT130;90401;0;30331;14246;16085;01.01.2010
AT1;AT13;AT130;90501;0;52354;25394;26960;01.01.2010
AT1;AT13;AT130;90601;0;29323;14132;15191;01.01.2010
AT1;AT13;AT130;90701;0;30069;14234;15835;01.01.2010
AT1;AT13;AT130;90801;0;23435;11351;12084;01.01.2010
AT1;AT13;AT130;90901;0;39344;18663;20681;01.01.2010
AT1;AT13;AT130;91001;0;174749;84463;90286;01.01.2010
AT1;AT13;AT130;91101;0;89461;43592;45869;01.01.2010
AT1;AT13;AT130;91201;0;87462;41895;45567;01.01.2010
AT1;AT13;AT130;91301;0;51015;23051;27964;01.01.2010
AT1;AT13;AT130;91401;0;84090;39734;44356;01.01.2010
AT1;AT13;AT130;91501;0;70830;34871;35959;01.01.2010
AT1;AT13;AT130;91601;0;94816;45980;48836;01.01.2010
AT1;AT13;AT130;91701;0;52328;25238;27090;01.01.2010
AT1;AT13;AT130;91801;0;47693;22056;25637;01.01.2010
AT1;AT13;AT130;91901;0;67865;30953;36912;01.01.2010
AT1;AT13;AT130;92001;0;82083;40092;41991;01.01.2010
AT1;AT13;AT130;92101;0;140647;67201;73446;01.01.2010
AT1;AT13;AT130;92201;0;155527;74455;81072;01.01.2010
AT1;AT13;AT130;92301;0;92252;43229;49023;01.01.2010
AT1;AT13;AT130;90101;0;16385;7835;8550;01.01.2011
AT1;AT13;AT130;90201;0;95302;46797;48505;01.01.2011
AT1;AT13;AT130;90301;0;83955;39765;44190;01.01.2011
AT1;AT13;AT130;90401;0;30541;14335;16206;01.01.2011
AT1;AT13;AT130;90501;0;52753;25774;26979;01.01.2011
AT1;AT13;AT130;90601;0;29308;14075;15233;01.01.2011
AT1;AT13;AT130;90701;0;30062;14175;15887;01.01.2011
AT1;AT13;AT130;90801;0;23379;11302;12077;01.01.2011
AT1;AT13;AT130;90901;0;39315;18642;20673;01.01.2011
AT1;AT13;AT130;91001;0;176558;85504;91054;01.01.2011
AT1;AT13;AT130;91101;0;90394;44071;46323;01.01.2011
AT1;AT13;AT130;91201;0;88023;42163;45860;01.01.2011
AT1;AT13;AT130;91301;0;50966;23074;27892;01.01.2011
AT1;AT13;AT130;91401;0;84566;40007;44559;01.01.2011
AT1;AT13;AT130;91501;0;71491;35303;36188;01.01.2011
AT1;AT13;AT130;91601;0;94951;46068;48883;01.01.2011
AT1;AT13;AT130;91701;0;52293;25255;27038;01.01.2011
AT1;AT13;AT130;91801;0;47575;21966;25609;01.01.2011
AT1;AT13;AT130;91901;0;68079;31121;36958;01.01.2011
AT1;AT13;AT130;92001;0;82969;40624;42345;01.01.2011
AT1;AT13;AT130;92101;0;142199;67981;74218;01.01.2011
AT1;AT13;AT130;92201;0;158417;75889;82528;01.01.2011
AT1;AT13;AT130;92301;0;93374;43760;49614;01.01.2011
AT1;AT13;AT130;90101;0;16290;7799;8491;01.01.2012
AT1;AT13;AT130;90201;0;96582;47534;49048;01.01.2012
AT1;AT13;AT130;90301;0;84574;40162;44412;01.01.2012
AT1;AT13;AT130;90401;0;30724;14464;16260;01.01.2012
AT1;AT13;AT130;90501;0;52581;25684;26897;01.01.2012
AT1;AT13;AT130;90601;0;29388;14091;15297;01.01.2012
AT1;AT13;AT130;90701;0;30101;14226;15875;01.01.2012
AT1;AT13;AT130;90801;0;23560;11387;12173;01.01.2012
AT1;AT13;AT130;90901;0;39431;18720;20711;01.01.2012
AT1;AT13;AT130;91001;0;178358;86499;91859;01.01.2012
AT1;AT13;AT130;91101;0;91223;44451;46772;01.01.2012
AT1;AT13;AT130;91201;0;88515;42363;46152;01.01.2012
AT1;AT13;AT130;91301;0;50650;22978;27672;01.01.2012
AT1;AT13;AT130;91401;0;84973;40304;44669;01.01.2012
AT1;AT13;AT130;91501;0;71651;35429;36222;01.01.2012
AT1;AT13;AT130;91601;0;95704;46623;49081;01.01.2012
AT1;AT13;AT130;91701;0;52647;25414;27233;01.01.2012
AT1;AT13;AT130;91801;0;47632;21930;25702;01.01.2012
AT1;AT13;AT130;91901;0;68460;31405;37055;01.01.2012
AT1;AT13;AT130;92001;0;83351;40802;42549;01.01.2012
AT1;AT13;AT130;92101;0;144263;69099;75164;01.01.2012
AT1;AT13;AT130;92201;0;161957;77612;84345;01.01.2012
AT1;AT13;AT130;92301;0;94469;44357;50112;01.01.2012
AT1;AT13;AT130;90101;0;16268;7784;8484;01.01.2013
AT1;AT13;AT130;90201;0;96866;47189;49677;01.01.2013
AT1;AT13;AT130;90301;0;85508;40482;45026;01.01.2013
AT1;AT13;AT130;90401;0;30989;14584;16405;01.01.2013
AT1;AT13;AT130;90501;0;53071;25989;27082;01.01.2013
AT1;AT13;AT130;90601;0;30117;14534;15583;01.01.2013
AT1;AT13;AT130;90701;0;30309;14393;15916;01.01.2013
AT1;AT13;AT130;90801;0;23930;11631;12299;01.01.2013
AT1;AT13;AT130;90901;0;39968;19018;20950;01.01.2013
AT1;AT13;AT130;91001;0;182595;89401;93194;01.01.2013
AT1;AT13;AT130;91101;0;92274;44930;47344;01.01.2013
AT1;AT13;AT130;91201;0;89616;42972;46644;01.01.2013
AT1;AT13;AT130;91301;0;50831;23173;27658;01.01.2013
AT1;AT13;AT130;91401;0;86248;41039;45209;01.01.2013
AT1;AT13;AT130;91501;0;73527;36356;37171;01.01.2013
AT1;AT13;AT130;91601;0;97565;47645;49920;01.01.2013
AT1;AT13;AT130;91701;0;53489;25924;27565;01.01.2013
AT1;AT13;AT130;91801;0;48162;22164;25998;01.01.2013
AT1;AT13;AT130;91901;0;68892;31669;37223;01.01.2013
AT1;AT13;AT130;92001;0;83977;41107;42870;01.01.2013
AT1;AT13;AT130;92101;0;146516;70250;76266;01.01.2013
AT1;AT13;AT130;92201;0;165265;79115;86150;01.01.2013
AT1;AT13;AT130;92301;0;95263;44767;50496;01.01.2013
AT1;AT13;AT130;90101;0;16131;7726;8405;01.01.2014
AT1;AT13;AT130;90201;0;99597;48650;50947;01.01.2014
AT1;AT13;AT130;90301;0;86454;41085;45369;01.01.2014
AT1;AT13;AT130;90401;0;31452;14903;16549;01.01.2014
AT1;AT13;AT130;90501;0;53610;26299;27311;01.01.2014
AT1;AT13;AT130;90601;0;30613;14833;15780;01.01.2014
AT1;AT13;AT130;90701;0;30792;14703;16089;01.01.2014
AT1;AT13;AT130;90801;0;24279;11855;12424;01.01.2014
AT1;AT13;AT130;90901;0;40528;19286;21242;01.01.2014
AT1;AT13;AT130;91001;0;186450;91638;94812;01.01.2014
AT1;AT13;AT130;91101;0;93440;45541;47899;01.01.2014
AT1;AT13;AT130;91201;0;90874;43752;47122;01.01.2014
AT1;AT13;AT130;91301;0;51275;23505;27770;01.01.2014
AT1;AT13;AT130;91401;0;87597;41727;45870;01.01.2014
AT1;AT13;AT130;91501;0;74791;37220;37571;01.01.2014
AT1;AT13;AT130;91601;0;99094;48451;50643;01.01.2014
AT1;AT13;AT130;91701;0;54422;26528;27894;01.01.2014
AT1;AT13;AT130;91801;0;48365;22208;26157;01.01.2014
AT1;AT13;AT130;91901;0;69242;31849;37393;01.01.2014
AT1;AT13;AT130;92001;0;84305;41200;43105;01.01.2014
AT1;AT13;AT130;92101;0;148947;71633;77314;01.01.2014
AT1;AT13;AT130;92201;0;168394;80684;87710;01.01.2014
AT1;AT13;AT130;92301;0;96094;45320;50774;01.01.2014
