Migrationshintergrund in Wien gemeldeter Personen nach Geschlecht und Wiener Zählbezirk;;;;;;;;;;;;;;;;;;
Migration background of residents in Vienna by sex and Vienna subdistrict;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_HRV;POP_ROU;POP_CZE;POP_HUN;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;92201;2201;2;1019;18;17;21;21;2;2;15;10;5;119;789;20110101
AT1;AT13;AT130;92201;2202;2;2177;62;29;42;31;20;9;20;18;10;248;1688;20110101
AT1;AT13;AT130;92201;2203;2;715;31;5;14;7;1;5;10;10;8;44;580;20110101
AT1;AT13;AT130;92201;2204;2;1940;42;17;35;37;13;1;14;29;14;117;1621;20110101
AT1;AT13;AT130;92201;2205;2;2562;32;16;47;70;8;6;17;36;20;198;2112;20110101
AT1;AT13;AT130;92201;2206;2;5950;190;172;60;128;48;24;37;75;35;583;4598;20110101
AT1;AT13;AT130;92201;2207;2;2429;40;9;44;76;16;14;24;25;14;211;1956;20110101
AT1;AT13;AT130;92201;2208;2;7800;381;242;83;297;133;57;109;81;49;1116;5252;20110101
AT1;AT13;AT130;92201;2209;2;7159;333;227;128;176;66;38;63;112;39;853;5124;20110101
AT1;AT13;AT130;92201;2210;2;3255;77;51;60;75;31;32;37;36;24;525;2307;20110101
AT1;AT13;AT130;92201;2211;2;5705;245;110;95;153;59;31;97;83;59;728;4045;20110101
AT1;AT13;AT130;92201;2212;2;1732;69;88;30;33;11;12;9;33;11;251;1185;20110101
AT1;AT13;AT130;92201;2213;2;3410;138;86;55;65;29;23;35;50;19;341;2569;20110101
AT1;AT13;AT130;92201;2214;2;2661;49;25;47;38;9;6;11;34;12;141;2289;20110101
AT1;AT13;AT130;92201;2215;2;4644;193;181;85;92;42;16;40;75;51;355;3514;20110101
AT1;AT13;AT130;92201;2216;2;607;21;12;9;9;6;0;1;9;4;42;494;20110101
AT1;AT13;AT130;92201;2217;2;622;12;3;9;12;1;3;6;7;6;44;519;20110101
AT1;AT13;AT130;92201;2218;2;2657;77;44;30;58;19;18;19;45;13;196;2138;20110101
AT1;AT13;AT130;92201;2219;2;2915;184;86;56;57;42;27;52;40;26;275;2070;20110101
AT1;AT13;AT130;92201;2220;2;1453;55;58;29;17;10;5;17;22;10;182;1048;20110101
AT1;AT13;AT130;92201;2221;2;574;28;4;9;9;3;2;0;8;5;44;462;20110101
AT1;AT13;AT130;92201;2222;2;3439;72;19;49;233;29;16;32;54;13;316;2606;20110101
AT1;AT13;AT130;92201;2223;2;2226;72;23;37;37;12;6;10;22;22;277;1708;20110101
AT1;AT13;AT130;92201;2224;2;2967;44;14;53;122;25;14;28;36;27;246;2358;20110101
AT1;AT13;AT130;92201;2225;2;980;14;2;20;11;2;3;4;17;13;55;839;20110101
AT1;AT13;AT130;92201;2226;2;1891;32;1;56;25;3;3;13;28;18;149;1563;20110101
AT1;AT13;AT130;92201;2227;2;3213;50;16;73;54;11;14;21;35;22;253;2664;20110101
