Geburtsland in Wien gemeldeter Personen nach Geschlecht und Alter;;;;;;;;;;;;;;;;;;;
Country of birth of residents in Vienna by sex and age;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;AGE;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_HRV;POP_ROU;POP_CZE;POP_HUN;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;00000;0000;1;1;8990;28;17;41;26;3;0;19;9;11;229;8607;20110101
AT1;AT13;AT130;00000;0000;1;2;9058;36;16;61;30;7;3;38;4;20;278;8565;20110101
AT1;AT13;AT130;00000;0000;1;3;8582;50;32;53;35;5;6;29;12;20;367;7973;20110101
AT1;AT13;AT130;00000;0000;1;4;8590;67;20;67;48;14;3;39;13;28;398;7893;20110101
AT1;AT13;AT130;00000;0000;1;5;8319;65;30;70;61;14;4;43;10;22;379;7621;20110101
AT1;AT13;AT130;00000;0000;1;6;8458;95;50;98;74;11;7;35;15;25;463;7585;20110101
AT1;AT13;AT130;00000;0000;1;7;8208;123;72;76;75;17;2;49;8;19;496;7271;20110101
AT1;AT13;AT130;00000;0000;1;8;8198;167;114;92;59;22;7;44;8;25;563;7097;20110101
AT1;AT13;AT130;00000;0000;1;9;7832;179;145;79;67;39;9;43;3;20;612;6636;20110101
AT1;AT13;AT130;00000;0000;1;10;8061;215;186;68;86;31;20;51;12;25;700;6667;20110101
AT1;AT13;AT130;00000;0000;1;11;7744;219;213;80;87;33;8;55;15;15;651;6368;20110101
AT1;AT13;AT130;00000;0000;1;12;7859;281;229;75;58;33;13;60;9;27;669;6405;20110101
AT1;AT13;AT130;00000;0000;1;13;8069;297;259;91;73;44;16;64;17;28;694;6486;20110101
AT1;AT13;AT130;00000;0000;1;14;8335;285;268;78;61;31;10;57;14;26;688;6817;20110101
AT1;AT13;AT130;00000;0000;1;15;8177;269;253;74;63;29;12;46;8;22;663;6738;20110101
AT1;AT13;AT130;00000;0000;1;16;8700;274;264;72;66;36;19;62;8;25;692;7182;20110101
AT1;AT13;AT130;00000;0000;1;17;8719;317;266;74;47;33;23;53;9;23;725;7149;20110101
AT1;AT13;AT130;00000;0000;1;18;9084;329;268;104;83;115;33;57;11;28;921;7135;20110101
AT1;AT13;AT130;00000;0000;1;19;9813;405;489;115;92;217;52;100;12;30;1035;7266;20110101
AT1;AT13;AT130;00000;0000;1;20;10727;524;619;211;122;274;75;136;20;59;1301;7386;20110101
AT1;AT13;AT130;00000;0000;1;21;11132;621;706;296;120;276;69;193;24;40;1301;7486;20110101
AT1;AT13;AT130;00000;0000;1;22;11690;668;710;336;194;363;76;227;21;61;1517;7517;20110101
AT1;AT13;AT130;00000;0000;1;23;11821;713;752;395;220;330;78;252;22;76;1713;7270;20110101
AT1;AT13;AT130;00000;0000;1;24;12271;720;796;410;254;366;79;254;29;76;1853;7434;20110101
AT1;AT13;AT130;00000;0000;1;25;12704;751;854;532;291;409;97;267;26;81;1899;7497;20110101
AT1;AT13;AT130;00000;0000;1;26;13282;819;877;522;356;440;92;269;31;82;2018;7776;20110101
AT1;AT13;AT130;00000;0000;1;27;13192;819;773;525;370;443;97;245;36;98;2075;7711;20110101
AT1;AT13;AT130;00000;0000;1;28;13604;745;875;543;347;402;74;246;32;107;2129;8104;20110101
AT1;AT13;AT130;00000;0000;1;29;13780;766;906;584;374;392;85;256;44;144;2088;8141;20110101
AT1;AT13;AT130;00000;0000;1;30;13549;813;922;588;439;371;75;242;48;143;2192;7716;20110101
AT1;AT13;AT130;00000;0000;1;31;13006;820;907;524;448;377;89;266;43;133;2156;7243;20110101
AT1;AT13;AT130;00000;0000;1;32;12574;835;858;495;467;308;85;245;50;129;2185;6917;20110101
AT1;AT13;AT130;00000;0000;1;33;12363;873;807;524;437;328;74;237;64;143;2148;6728;20110101
AT1;AT13;AT130;00000;0000;1;34;12342;857;776;463;412;325;64;225;65;177;2142;6836;20110101
AT1;AT13;AT130;00000;0000;1;35;12558;848;682;469;426;344;64;208;53;159;2139;7166;20110101
AT1;AT13;AT130;00000;0000;1;36;12614;868;776;434;373;282;70;213;52;145;2082;7319;20110101
AT1;AT13;AT130;00000;0000;1;37;12236;814;794;399;342;333;69;194;63;116;1914;7198;20110101
AT1;AT13;AT130;00000;0000;1;38;12762;905;851;460;340;392;83;178;38;109;1954;7452;20110101
AT1;AT13;AT130;00000;0000;1;39;13009;989;846;445;375;384;85;229;32;90;1833;7701;20110101
AT1;AT13;AT130;00000;0000;1;40;13305;1067;804;384;359;379;94;212;31;94;1883;7998;20110101
AT1;AT13;AT130;00000;0000;1;41;14063;1193;838;414;328;451;111;245;34;116;1814;8519;20110101
AT1;AT13;AT130;00000;0000;1;42;14542;1201;778;409;335;462;138;244;46;105;1899;8925;20110101
AT1;AT13;AT130;00000;0000;1;43;14450;1091;703;426;332;526;115;253;51;83;1806;9064;20110101
AT1;AT13;AT130;00000;0000;1;44;14285;1029;791;376;331;515;102;114;49;92;1849;9037;20110101
AT1;AT13;AT130;00000;0000;1;45;14380;1119;1083;350;359;449;126;139;51;83;1800;8821;20110101
AT1;AT13;AT130;00000;0000;1;46;14328;986;935;369;347;449;120;134;60;64;1803;9061;20110101
AT1;AT13;AT130;00000;0000;1;47;14118;1050;805;314;353;390;111;122;53;91;1834;8995;20110101
AT1;AT13;AT130;00000;0000;1;48;13601;909;713;296;363;423;92;131;33;74;1781;8786;20110101
AT1;AT13;AT130;00000;0000;1;49;13090;937;677;256;399;362;104;114;36;94;1594;8517;20110101
AT1;AT13;AT130;00000;0000;1;50;12506;929;733;261;377;343;97;92;66;90;1575;7943;20110101
AT1;AT13;AT130;00000;0000;1;51;11959;803;710;224;416;323;80;111;48;86;1435;7723;20110101
AT1;AT13;AT130;00000;0000;1;52;11237;855;547;172;441;329;78;108;60;91;1316;7240;20110101
AT1;AT13;AT130;00000;0000;1;53;10937;846;479;193;470;268;83;105;51;108;1299;7035;20110101
AT1;AT13;AT130;00000;0000;1;54;10348;883;568;172;440;288;90;98;73;132;1192;6412;20110101
AT1;AT13;AT130;00000;0000;1;55;9877;910;628;188;510;276;69;111;57;162;1124;5842;20110101
AT1;AT13;AT130;00000;0000;1;56;9328;1012;467;151;416;286;86;77;81;147;1036;5569;20110101
AT1;AT13;AT130;00000;0000;1;57;8845;1022;376;135;412;277;76;82;64;155;1008;5238;20110101
AT1;AT13;AT130;00000;0000;1;58;8843;1296;298;103;377;315;73;78;57;109;937;5200;20110101
AT1;AT13;AT130;00000;0000;1;59;8290;1127;251;119;337;238;87;68;67;111;816;5069;20110101
AT1;AT13;AT130;00000;0000;1;60;8777;1272;359;111;267;247;87;69;76;92;857;5340;20110101
AT1;AT13;AT130;00000;0000;1;61;8945;1094;326;107;272;237;90;54;67;99;757;5842;20110101
AT1;AT13;AT130;00000;0000;1;62;9647;999;282;155;222;168;56;50;93;101;780;6741;20110101
AT1;AT13;AT130;00000;0000;1;63;9814;821;269;172;147;144;53;48;82;102;718;7258;20110101
AT1;AT13;AT130;00000;0000;1;64;7535;634;230;224;166;168;41;61;95;87;633;5196;20110101
AT1;AT13;AT130;00000;0000;1;65;7046;466;232;361;112;93;33;31;227;85;574;4832;20110101
AT1;AT13;AT130;00000;0000;1;66;8993;579;161;308;140;108;21;41;373;86;547;6629;20110101
AT1;AT13;AT130;00000;0000;1;67;8832;507;124;258;120;86;33;46;279;86;531;6762;20110101
AT1;AT13;AT130;00000;0000;1;68;8255;451;130;231;87;71;25;45;272;80;491;6372;20110101
AT1;AT13;AT130;00000;0000;1;69;9096;421;110;237;69;76;31;41;270;75;509;7257;20110101
AT1;AT13;AT130;00000;0000;1;70;9303;370;112;234;56;79;22;31;300;73;442;7584;20110101
AT1;AT13;AT130;00000;0000;1;71;8592;324;87;224;60;56;19;48;220;76;428;7050;20110101
AT1;AT13;AT130;00000;0000;1;72;5135;277;82;140;36;51;12;40;137;68;416;3876;20110101
AT1;AT13;AT130;00000;0000;1;73;4357;277;76;126;32;53;19;31;158;77;364;3144;20110101
AT1;AT13;AT130;00000;0000;1;74;3998;212;55;91;35;43;16;37;151;80;314;2964;20110101
AT1;AT13;AT130;00000;0000;1;75;3791;188;53;99;38;33;10;30;119;58;300;2863;20110101
AT1;AT13;AT130;00000;0000;1;76;3560;186;60;73;30;28;5;27;127;52;286;2686;20110101
AT1;AT13;AT130;00000;0000;1;77;3535;169;52;44;27;18;9;24;106;52;215;2819;20110101
AT1;AT13;AT130;00000;0000;1;78;3470;132;58;28;30;12;5;17;128;37;200;2823;20110101
AT1;AT13;AT130;00000;0000;1;79;3305;157;31;40;14;11;4;26;118;33;185;2686;20110101
AT1;AT13;AT130;00000;0000;1;80;3347;120;24;39;21;11;6;21;130;49;186;2740;20110101
AT1;AT13;AT130;00000;0000;1;81;2970;112;11;37;18;3;3;27;106;47;141;2465;20110101
AT1;AT13;AT130;00000;0000;1;82;2846;71;12;48;16;12;4;15;123;25;125;2395;20110101
AT1;AT13;AT130;00000;0000;1;83;2536;68;15;22;11;4;3;23;107;33;111;2139;20110101
AT1;AT13;AT130;00000;0000;1;84;2320;55;10;18;12;3;2;22;88;24;94;1992;20110101
AT1;AT13;AT130;00000;0000;1;85;2083;28;8;22;9;1;0;21;92;20;93;1789;20110101
AT1;AT13;AT130;00000;0000;1;86;1744;39;8;15;15;1;3;16;58;26;63;1500;20110101
AT1;AT13;AT130;00000;0000;1;87;1523;23;1;14;15;0;2;13;68;27;76;1284;20110101
AT1;AT13;AT130;00000;0000;1;88;1298;29;3;18;8;0;3;14;41;24;78;1080;20110101
AT1;AT13;AT130;00000;0000;1;89;955;14;6;13;7;3;1;13;52;12;48;786;20110101
AT1;AT13;AT130;00000;0000;1;90;810;17;3;19;14;1;2;8;36;15;40;655;20110101
AT1;AT13;AT130;00000;0000;1;91;525;18;0;9;4;2;0;5;39;11;29;408;20110101
AT1;AT13;AT130;00000;0000;1;92;300;8;1;4;1;0;0;3;16;8;23;236;20110101
AT1;AT13;AT130;00000;0000;1;93;209;2;1;6;1;0;0;4;15;3;8;169;20110101
AT1;AT13;AT130;00000;0000;1;94;170;2;0;7;1;0;0;4;9;1;9;137;20110101
AT1;AT13;AT130;00000;0000;1;95;131;1;2;4;0;0;0;3;7;1;4;109;20110101
AT1;AT13;AT130;00000;0000;1;96;128;4;0;3;0;0;1;1;3;4;10;102;20110101
AT1;AT13;AT130;00000;0000;1;97;90;1;0;0;1;0;0;1;2;1;7;77;20110101
AT1;AT13;AT130;00000;0000;1;98;56;1;0;1;1;0;0;0;1;1;2;49;20110101
AT1;AT13;AT130;00000;0000;1;99;32;2;0;0;0;0;0;0;1;1;2;26;20110101
AT1;AT13;AT130;00000;0000;1;100;28;0;0;0;0;0;0;0;3;0;0;25;20110101
AT1;AT13;AT130;00000;0000;1;101;8;1;0;0;0;0;0;0;0;1;0;6;20110101
AT1;AT13;AT130;00000;0000;1;102;9;0;0;0;0;0;0;0;0;0;1;8;20110101
AT1;AT13;AT130;00000;0000;1;103;4;2;0;0;0;0;0;0;0;1;0;1;20110101
AT1;AT13;AT130;00000;0000;1;104;2;0;0;0;0;0;0;0;0;0;0;2;20110101
AT1;AT13;AT130;00000;0000;2;0;8624;7;6;29;10;2;2;8;3;9;105;8443;20120101
AT1;AT13;AT130;00000;0000;2;1;8678;24;9;46;14;7;2;19;8;18;197;8334;20120101
AT1;AT13;AT130;00000;0000;2;2;8326;32;6;41;31;8;3;40;6;15;289;7855;20120101
AT1;AT13;AT130;00000;0000;2;3;8305;35;21;61;30;6;3;42;11;24;344;7728;20120101
AT1;AT13;AT130;00000;0000;2;4;8196;45;17;92;43;10;4;41;9;37;377;7521;20120101
AT1;AT13;AT130;00000;0000;2;5;8340;65;28;92;42;15;4;48;11;23;426;7586;20120101
AT1;AT13;AT130;00000;0000;2;6;7954;62;36;69;51;19;7;61;13;29;416;7191;20120101
AT1;AT13;AT130;00000;0000;2;7;7807;71;57;71;56;16;7;45;17;30;476;6961;20120101
AT1;AT13;AT130;00000;0000;2;8;7645;149;71;89;58;22;5;46;11;17;510;6667;20120101
AT1;AT13;AT130;00000;0000;2;9;7881;152;104;98;60;19;5;38;12;23;624;6746;20120101
AT1;AT13;AT130;00000;0000;2;10;7597;188;159;82;69;34;6;43;8;24;648;6336;20120101
AT1;AT13;AT130;00000;0000;2;11;7717;209;197;76;62;38;12;66;13;18;679;6347;20120101
AT1;AT13;AT130;00000;0000;2;12;7493;197;199;76;85;28;11;54;6;26;682;6129;20120101
AT1;AT13;AT130;00000;0000;2;13;7553;268;235;75;78;44;21;49;11;23;680;6069;20120101
AT1;AT13;AT130;00000;0000;2;14;7673;286;245;88;67;36;13;60;16;30;698;6134;20120101
AT1;AT13;AT130;00000;0000;2;15;7976;288;223;82;74;33;17;75;5;19;749;6411;20120101
AT1;AT13;AT130;00000;0000;2;16;7988;284;233;76;57;29;13;67;12;16;723;6478;20120101
AT1;AT13;AT130;00000;0000;2;17;8299;265;238;82;83;28;17;59;12;22;767;6726;20120101
AT1;AT13;AT130;00000;0000;2;18;8785;281;224;96;70;33;22;84;14;29;784;7148;20120101
AT1;AT13;AT130;00000;0000;2;19;10082;370;329;171;117;113;25;163;15;60;1069;7650;20120101
AT1;AT13;AT130;00000;0000;2;20;11305;424;451;277;133;298;52;212;26;105;1273;8054;20120101
AT1;AT13;AT130;00000;0000;2;21;12056;574;553;361;178;289;67;279;21;102;1644;7988;20120101
AT1;AT13;AT130;00000;0000;2;22;12543;606;699;442;201;387;88;360;36;99;1779;7846;20120101
AT1;AT13;AT130;00000;0000;2;23;13294;686;696;490;279;417;107;430;38;146;2027;7978;20120101
AT1;AT13;AT130;00000;0000;2;24;13432;792;794;503;318;387;91;404;62;136;2166;7779;20120101
AT1;AT13;AT130;00000;0000;2;25;13554;758;817;576;365;405;98;430;45;125;2299;7636;20120101
AT1;AT13;AT130;00000;0000;2;26;13667;838;776;556;416;444;82;351;64;169;2339;7632;20120101
AT1;AT13;AT130;00000;0000;2;27;14163;854;780;597;418;472;116;394;65;158;2424;7885;20120101
AT1;AT13;AT130;00000;0000;2;28;14316;812;741;575;493;456;94;340;73;185;2621;7926;20120101
AT1;AT13;AT130;00000;0000;2;29;14536;825;703;595;478;397;118;340;78;176;2573;8253;20120101
AT1;AT13;AT130;00000;0000;2;30;14602;837;777;596;518;426;84;402;92;207;2667;7996;20120101
AT1;AT13;AT130;00000;0000;2;31;14024;800;761;597;525;396;113;420;104;191;2689;7428;20120101
AT1;AT13;AT130;00000;0000;2;32;13072;788;738;548;528;362;123;376;110;198;2470;6831;20120101
AT1;AT13;AT130;00000;0000;2;33;12807;786;740;462;553;342;78;405;122;226;2385;6708;20120101
AT1;AT13;AT130;00000;0000;2;34;12640;871;736;470;497;327;104;378;109;230;2466;6452;20120101
AT1;AT13;AT130;00000;0000;2;35;12493;895;675;475;518;342;80;360;141;194;2444;6369;20120101
AT1;AT13;AT130;00000;0000;2;36;12704;854;710;463;500;352;91;342;113;229;2343;6707;20120101
AT1;AT13;AT130;00000;0000;2;37;13054;870;854;407;446;381;109;359;116;204;2290;7018;20120101
