NUTS1;NUTS2;NUTS3;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;POP_AUT_BORN;POP_FOR_BORN;POP_TOTAL;REF_DATE
AT2;AT22;AT221;606;Graz-Umgebung;60604;Dobl;1624;128;1752;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60605;Edelsgrub;699;27;726;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60606;Eggersdorf bei Graz;1968;160;2128;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60607;Eisbach;2804;169;2973;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60608;Feldkirchen bei Graz;4665;930;5595;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60609;Fernitz;3068;199;3267;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60610;Frohnleiten;5540;424;5964;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60611;Gössendorf;3377;371;3748;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60612;Grambach;1531;137;1668;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60613;Gratkorn;6874;709;7583;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60614;Gratwein;3327;369;3696;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60615;Großstübing;336;6;342;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60616;Gschnaidt;342;3;345;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60617;Hart bei Graz;4109;390;4499;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60618;Haselsdorf-Tobelbad;1257;86;1343;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60619;Hausmannstätten;2665;249;2914;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60620;Hitzendorf;3465;167;3632;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60621;Höf-Präbach;1323;90;1413;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60622;Judendorf-Straßengel;5367;404;5771;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60623;Kainbach bei Graz;2515;174;2689;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60624;Kalsdorf bei Graz;5029;999;6028;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60625;Krumegg;1379;55;1434;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60626;Kumberg;3505;157;3662;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60627;Langegg bei Graz;818;29;847;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60628;Laßnitzhöhe;2429;193;2622;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60629;Lieboch;4350;399;4749;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60630;Mellach;1158;64;1222;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60631;Nestelbach bei Graz;1048;54;1102;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60632;Peggau;1856;293;2149;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60633;Pirka;2941;329;3270;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60634;Hart-Purgstall;1538;66;1604;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60635;Raaba;1935;269;2204;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60636;Röthelstein;204;13;217;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60637;Rohrbach-Steinberg;1379;37;1416;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60639;Sankt Bartholomä;1316;68;1384;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60640;Sankt Marein bei Graz;1210;47;1257;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60641;Sankt Oswald bei Plankenwarth;1148;40;1188;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60642;Sankt Radegund bei Graz;1924;98;2022;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60643;Schrems bei Frohnleiten;570;28;598;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60644;Seiersberg;6234;1077;7311;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60645;Semriach;3040;255;3295;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60646;Stattegg;2555;218;2773;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60647;Stiwoll;695;12;707;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60648;Thal;2061;183;2244;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60649;Tulwitz;504;2;506;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60650;Tyrnau;150;1;151;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60651;Übelbach;1905;82;1987;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60652;Unterpremstätten;3369;362;3731;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60653;Vasoldsberg;3944;241;4185;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60654;Weinitzen;2438;148;2586;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60655;Werndorf;1947;257;2204;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60656;Wundschuh;1444;88;1532;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60657;Zettling;1429;143;1572;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60658;Zwaring-Pöls;1477;78;1555;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61001;Allerheiligen bei Wildon;1338;83;1421;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61002;Arnfels;990;96;1086;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61003;Berghausen;612;30;642;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61004;Breitenfeld am Tannenriegel;187;3;190;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61005;Ehrenhausen;951;75;1026;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61006;Eichberg-Trautenburg;737;37;774;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61007;Empersdorf;1261;55;1316;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61008;Gabersdorf;1081;49;1130;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61009;Gamlitz;2994;179;3173;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61010;Glanz an der Weinstraße;1317;69;1386;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61011;Gleinstätten;1392;65;1457;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61012;Gralla;1999;151;2150;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61013;Großklein;2188;109;2297;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61014;Hainsdorf im Schwarzautal;278;2;280;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61015;Heiligenkreuz am Waasen;1846;81;1927;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61016;Heimschuh;1924;56;1980;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61017;Hengsberg;1328;68;1396;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61018;Kaindorf an der Sulm;2331;233;2564;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61019;Kitzeck im Sausal;1160;61;1221;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61020;Lang;1147;69;1216;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61021;Lebring-Sankt Margarethen;1868;173;2041;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61022;Leibnitz;6909;939;7848;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61023;Leutschach;532;29;561;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61024;Oberhaag;2143;81;2224;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61025;Obervogau;799;69;868;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61026;Pistorf;1345;71;1416;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61027;Ragnitz;1381;59;1440;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61028;Ratsch an der Weinstraße;401;33;434;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61029;Retznei;400;21;421;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61030;Sankt Andrä-Höch;1661;72;1733;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61031;Sankt Georgen an der Stiefing;1035;56;1091;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61032;Sankt Johann im Saggautal;2004;44;2048;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61033;Sankt Nikolai im Sausal;2134;101;2235;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61034;Sankt Nikolai ob Draßling;1020;53;1073;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61035;Sankt Ulrich am Waasen;715;49;764;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61036;Sankt Veit am Vogau;1852;77;1929;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61037;Schloßberg;1044;44;1088;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61038;Seggauberg;903;55;958;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61039;Spielfeld;854;110;964;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61040;Stocking;1374;58;1432;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61041;Straß in Steiermark;1569;183;1752;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61042;Sulztal an der Weinstraße;122;4;126;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61043;Tillmitsch;3025;176;3201;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61044;Vogau;1016;77;1093;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61045;Wagna;4765;603;5368;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61046;Weitendorf;1423;97;1520;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61047;Wildon;2303;316;2619;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61048;Wolfsberg im Schwarzautal;741;54;795;01.01.2013
AT2;AT22;AT223;611;Leoben;61101;Eisenerz;4344;311;4655;01.01.2013
AT2;AT22;AT223;611;Leoben;61104;Hieflau;705;35;740;01.01.2013
AT2;AT22;AT223;611;Leoben;61105;Kalwang;996;67;1063;01.01.2013
AT2;AT22;AT223;611;Leoben;61106;Kammern im Liesingtal;1578;75;1653;01.01.2013
AT2;AT22;AT223;611;Leoben;61107;Kraubath an der Mur;1230;51;1281;01.01.2013
AT2;AT22;AT223;611;Leoben;61108;Leoben;20708;3637;24345;01.01.2013
AT2;AT22;AT223;611;Leoben;61109;Mautern in Steiermark;1734;72;1806;01.01.2013
AT2;AT22;AT223;611;Leoben;61110;Niklasdorf;2336;234;2570;01.01.2013
AT2;AT22;AT223;611;Leoben;61111;Proleb;1505;56;1561;01.01.2013
AT2;AT22;AT223;611;Leoben;61112;Radmer;625;10;635;01.01.2013
AT2;AT22;AT223;611;Leoben;61113;Sankt Michael in Obersteiermark;2851;173;3024;01.01.2013
AT2;AT22;AT223;611;Leoben;61114;Sankt Peter-Freienstein;2262;174;2436;01.01.2013
AT2;AT22;AT223;611;Leoben;61115;Sankt Stefan ob Leoben;1899;64;1963;01.01.2013
AT2;AT22;AT223;611;Leoben;61116;Traboch;1308;72;1380;01.01.2013
AT2;AT22;AT223;611;Leoben;61118;Vordernberg;981;74;1055;01.01.2013
AT2;AT22;AT223;611;Leoben;61119;Wald am Schoberpaß;570;50;620;01.01.2013
AT2;AT22;AT223;611;Leoben;61120;Trofaiach;10505;735;11240;01.01.2013
AT2;AT22;AT222;612;Liezen;61201;Admont;2284;198;2482;01.01.2013
AT2;AT22;AT222;612;Liezen;61202;Aich;855;71;926;01.01.2013
AT2;AT22;AT222;612;Liezen;61203;Aigen im Ennstal;2464;96;2560;01.01.2013
AT2;AT22;AT222;612;Liezen;61204;Altaussee;1613;171;1784;01.01.2013
AT2;AT22;AT222;612;Liezen;61205;Altenmarkt bei Sankt Gallen;801;48;849;01.01.2013
AT2;AT22;AT222;612;Liezen;61206;Ardning;1158;48;1206;01.01.2013
AT2;AT22;AT222;612;Liezen;61207;Bad Aussee;4227;630;4857;01.01.2013
AT2;AT22;AT222;612;Liezen;61208;Donnersbach;1056;36;1092;01.01.2013
AT2;AT22;AT222;612;Liezen;61209;Donnersbachwald;312;5;317;01.01.2013
AT2;AT22;AT222;612;Liezen;61210;Gaishorn am See;951;47;998;01.01.2013
AT2;AT22;AT222;612;Liezen;61211;Gams bei Hieflau;539;26;565;01.01.2013
AT2;AT22;AT222;612;Liezen;61212;Gössenberg;273;10;283;01.01.2013
AT2;AT22;AT222;612;Liezen;61213;Gröbming;2514;299;2813;01.01.2013
AT2;AT22;AT222;612;Liezen;61214;Großsölk;458;26;484;01.01.2013
AT2;AT22;AT222;612;Liezen;61215;Grundlsee;1165;73;1238;01.01.2013
AT2;AT22;AT222;612;Liezen;61216;Hall;1701;66;1767;01.01.2013
AT2;AT22;AT222;612;Liezen;61217;Haus;2222;180;2402;01.01.2013
AT2;AT22;AT222;612;Liezen;61218;Irdning;2610;145;2755;01.01.2013
AT2;AT22;AT222;612;Liezen;61219;Johnsbach;129;12;141;01.01.2013
AT2;AT22;AT222;612;Liezen;61220;Kleinsölk;578;12;590;01.01.2013
AT2;AT22;AT222;612;Liezen;61221;Landl;1213;66;1279;01.01.2013
AT2;AT22;AT222;612;Liezen;61222;Lassing;1595;63;1658;01.01.2013
AT2;AT22;AT222;612;Liezen;61223;Liezen;5827;976;6803;01.01.2013
AT2;AT22;AT222;612;Liezen;61224;Michaelerberg;522;27;549;01.01.2013
AT2;AT22;AT222;612;Liezen;61225;Mitterberg;1089;67;1156;01.01.2013
AT2;AT22;AT222;612;Liezen;61226;Bad Mitterndorf;2705;374;3079;01.01.2013
AT2;AT22;AT222;612;Liezen;61227;Niederöblarn;575;26;601;01.01.2013
AT2;AT22;AT222;612;Liezen;61228;Öblarn;1308;140;1448;01.01.2013
AT2;AT22;AT222;612;Liezen;61229;Oppenberg;238;5;243;01.01.2013
AT2;AT22;AT222;612;Liezen;61230;Palfau;388;8;396;01.01.2013
AT2;AT22;AT222;612;Liezen;61232;Pichl-Preunegg;864;55;919;01.01.2013
AT2;AT22;AT222;612;Liezen;61233;Pichl-Kainisch;712;47;759;01.01.2013
AT2;AT22;AT222;612;Liezen;61234;Pruggern;568;52;620;01.01.2013
AT2;AT22;AT222;612;Liezen;61235;Pürgg-Trautenfels;835;84;919;01.01.2013
AT2;AT22;AT222;612;Liezen;61236;Ramsau am Dachstein;2498;297;2795;01.01.2013
AT2;AT22;AT222;612;Liezen;61237;Rohrmoos-Untertal;1326;77;1403;01.01.2013
AT2;AT22;AT222;612;Liezen;61238;Rottenmann;4445;620;5065;01.01.2013
AT2;AT22;AT222;612;Liezen;61239;Sankt Gallen;1345;67;1412;01.01.2013
AT2;AT22;AT222;612;Liezen;61240;Sankt Martin am Grimming;734;36;770;01.01.2013
AT2;AT22;AT222;612;Liezen;61241;Sankt Nikolai im Sölktal;472;14;486;01.01.2013
AT2;AT22;AT222;612;Liezen;61242;Schladming;3673;662;4335;01.01.2013
AT2;AT22;AT222;612;Liezen;61243;Selzthal;1527;131;1658;01.01.2013
AT2;AT22;AT222;612;Liezen;61244;Stainach;1662;284;1946;01.01.2013
AT2;AT22;AT222;612;Liezen;61245;Tauplitz;901;94;995;01.01.2013
AT2;AT22;AT222;612;Liezen;61246;Treglwang;344;21;365;01.01.2013
AT2;AT22;AT222;612;Liezen;61247;Trieben;3099;279;3378;01.01.2013
AT2;AT22;AT222;612;Liezen;61248;Weißenbach an der Enns;468;28;496;01.01.2013
AT2;AT22;AT222;612;Liezen;61249;Weißenbach bei Liezen;1056;60;1116;01.01.2013
AT2;AT22;AT222;612;Liezen;61250;Weng im Gesäuse;567;28;595;01.01.2013
AT2;AT22;AT222;612;Liezen;61251;Wildalpen;498;15;513;01.01.2013
AT2;AT22;AT222;612;Liezen;61252;Wörschach;1099;75;1174;01.01.2013
AT2;AT22;AT226;614;Murau;61401;Dürnstein in der Steiermark;262;13;275;01.01.2013
AT2;AT22;AT226;614;Murau;61403;Frojach-Katsch;1108;32;1140;01.01.2013
AT2;AT22;AT226;614;Murau;61404;Krakaudorf;625;25;650;01.01.2013
AT2;AT22;AT226;614;Murau;61405;Krakauhintermühlen;530;9;539;01.01.2013
AT2;AT22;AT226;614;Murau;61406;Krakauschatten;299;14;313;01.01.2013
AT2;AT22;AT226;614;Murau;61407;Kulm am Zirbitz;318;3;321;01.01.2013
AT2;AT22;AT226;614;Murau;61408;Laßnitz bei Murau;1001;48;1049;01.01.2013
AT2;AT22;AT226;614;Murau;61409;Mariahof;1310;31;1341;01.01.2013
AT2;AT22;AT226;614;Murau;61410;Mühlen;896;22;918;01.01.2013
AT2;AT22;AT226;614;Murau;61411;Murau;1942;182;2124;01.01.2013
AT2;AT22;AT226;614;Murau;61412;Neumarkt in Steiermark;1654;108;1762;01.01.2013
AT2;AT22;AT226;614;Murau;61413;Niederwölz;579;29;608;01.01.2013
AT2;AT22;AT226;614;Murau;61414;Oberwölz Stadt;960;35;995;01.01.2013
AT2;AT22;AT226;614;Murau;61415;Oberwölz Umgebung;769;15;784;01.01.2013
AT2;AT22;AT226;614;Murau;61416;Perchau am Sattel;291;6;297;01.01.2013
AT2;AT22;AT226;614;Murau;61417;Predlitz-Turrach;709;109;818;01.01.2013
AT2;AT22;AT226;614;Murau;61418;Ranten;1032;11;1043;01.01.2013
AT2;AT22;AT226;614;Murau;61419;Rinegg;149;9;158;01.01.2013
AT2;AT22;AT226;614;Murau;61420;Sankt Blasen;537;19;556;01.01.2013
AT2;AT22;AT226;614;Murau;61421;Sankt Georgen ob Murau;1253;114;1367;01.01.2013
AT2;AT22;AT226;614;Murau;61422;Sankt Lambrecht;1280;145;1425;01.01.2013
AT2;AT22;AT226;614;Murau;61423;Sankt Lorenzen bei Scheifling;602;31;633;01.01.2013
AT2;AT22;AT226;614;Murau;61424;Sankt Marein bei Neumarkt;907;27;934;01.01.2013
AT2;AT22;AT226;614;Murau;61425;Sankt Peter am Kammersberg;2036;64;2100;01.01.2013
AT2;AT22;AT226;614;Murau;61427;Scheifling;1456;69;1525;01.01.2013
AT2;AT22;AT226;614;Murau;61428;Schöder;977;22;999;01.01.2013
AT2;AT22;AT226;614;Murau;61429;Schönberg-Lachtal;421;21;442;01.01.2013
AT2;AT22;AT226;614;Murau;61430;Stadl an der Mur;946;36;982;01.01.2013
AT2;AT22;AT226;614;Murau;61431;Stolzalpe;415;28;443;01.01.2013
AT2;AT22;AT226;614;Murau;61432;Teufenbach;638;62;700;01.01.2013
AT2;AT22;AT226;614;Murau;61433;Triebendorf;140;3;143;01.01.2013
AT2;AT22;AT226;614;Murau;61434;Winklern bei Oberwölz;850;16;866;01.01.2013
AT2;AT22;AT226;614;Murau;61435;Zeutschach;215;6;221;01.01.2013
AT2;AT22;AT226;614;Murau;61436;St.Ruprecht-Falkendorf;461;7;468;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61601;Bärnbach;4972;301;5273;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61602;Edelschrott;1541;56;1597;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61603;Gallmannsegg;304;8;312;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61604;Geistthal;803;22;825;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61605;Gößnitz;428;14;442;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61606;Graden;477;8;485;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61607;Hirschegg;651;19;670;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61608;Kainach bei Voitsberg;654;17;671;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61609;Köflach;8976;677;9653;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61610;Kohlschwarz;687;22;709;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61611;Krottendorf-Gaisfeld;2379;89;2468;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61612;Ligist;3091;107;3198;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61613;Maria Lankowitz;2024;137;2161;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61614;Modriach;193;11;204;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61615;Mooskirchen;2009;85;2094;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61616;Pack;407;7;414;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61617;Piberegg;347;10;357;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61618;Rosental an der Kainach;1594;90;1684;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61619;Salla;275;9;284;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61620;Sankt Johann-Köppling;1699;86;1785;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61621;Sankt Martin am Wöllmißberg;800;17;817;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61622;Söding;2050;115;2165;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61623;Södingberg;797;22;819;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61624;Stallhofen;3055;78;3133;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61625;Voitsberg;8918;640;9558;01.01.2013
AT2;AT22;AT224;617;Weiz;61701;Albersdorf-Prebuch;1880;116;1996;01.01.2013
AT2;AT22;AT224;617;Weiz;61702;Anger;809;34;843;01.01.2013
AT2;AT22;AT224;617;Weiz;61703;Arzberg;532;14;546;01.01.2013
AT2;AT22;AT224;617;Weiz;61704;Baierdorf bei Anger;1597;36;1633;01.01.2013
AT2;AT22;AT224;617;Weiz;61705;Birkfeld;1553;49;1602;01.01.2013
AT2;AT22;AT224;617;Weiz;61706;Etzersdorf-Rollsdorf;1101;21;1122;01.01.2013
AT2;AT22;AT224;617;Weiz;61707;Feistritz bei Anger;1042;33;1075;01.01.2013
AT2;AT22;AT224;617;Weiz;61708;Fischbach;1512;18;1530;01.01.2013
AT2;AT22;AT224;617;Weiz;61709;Fladnitz an der Teichalm;1139;47;1186;01.01.2013
AT2;AT22;AT224;617;Weiz;61710;Floing;1190;22;1212;01.01.2013
AT2;AT22;AT224;617;Weiz;61711;Gasen;921;10;931;01.01.2013
AT2;AT22;AT224;617;Weiz;61712;Gersdorf an der Feistritz;1183;30;1213;01.01.2013
AT2;AT22;AT224;617;Weiz;61713;Gleisdorf;5119;704;5823;01.01.2013
AT2;AT22;AT224;617;Weiz;61714;Gschaid bei Birkfeld;908;12;920;01.01.2013
AT2;AT22;AT224;617;Weiz;61715;Gutenberg an der Raabklamm;1208;24;1232;01.01.2013
AT2;AT22;AT224;617;Weiz;61716;Markt Hartmannsdorf;2803;160;2963;01.01.2013
AT2;AT22;AT224;617;Weiz;61717;Haslau bei Birkfeld;432;9;441;01.01.2013
AT2;AT22;AT224;617;Weiz;61718;Hirnsdorf;660;28;688;01.01.2013
AT2;AT22;AT224;617;Weiz;61719;Hofstätten an der Raab;1920;159;2079;01.01.2013
AT2;AT22;AT224;617;Weiz;61720;Hohenau an der Raab;1278;32;1310;01.01.2013
