NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;VAR A  ;VAR B  ;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;29;795;344;20;179;145;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;30;746;321;15;180;126;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;31;736;378;27;175;176;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;32;765;351;17;165;169;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;33;739;285;12;128;145;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;34;808;380;14;234;132;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;35;527;202;13;108;81;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;36;672;255;11;146;98;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;37;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;38;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;39;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;40;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;41;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;42;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;43;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;44;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;90901;4;9;2;9;45;0;1475;34;790;651;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;1;419;167;17;95;55;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;2;641;225;12;144;69;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;3;670;359;19;244;96;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;4;537;211;11;124;76;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;5;533;250;8;136;106;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;6;424;174;8;93;73;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;7;537;219;14;132;73;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;8;610;245;12;152;81;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;9;571;227;6;137;84;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;10;502;188;10;103;75;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;11;545;195;8;122;65;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;12;370;153;2;86;65;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;13;421;157;4;108;45;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;14;494;225;13;128;84;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;15;475;211;4;127;80;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;16;472;208;9;106;93;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;17;380;148;6;87;55;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;18;1618;221;13;118;90;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;19;275;217;10;120;87;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;20;547;209;5;116;88;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;21;392;143;3;67;73;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;22;322;112;1;60;51;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;23;541;195;10;107;78;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;24;532;219;5;121;93;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;25;440;175;7;107;61;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;26;405;165;6;93;66;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;27;332;155;4;74;77;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;28;532;205;14;108;83;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;29;566;220;7;119;94;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;30;479;172;13;94;65;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;31;606;276;18;175;83;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;32;724;314;11;197;106;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;33;570;248;6;135;107;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;34;311;143;6;72;65;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;35;480;165;6;100;59;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;36;467;183;8;130;45;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;37;540;208;13;115;80;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;38;502;246;5;126;115;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;39;486;192;6;105;81;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;40;643;184;4;110;70;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;41;402;153;3;90;60;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;42;531;173;7;100;66;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;43;576;199;2;110;87;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;44;649;276;15;161;100;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;45;592;240;10;141;89;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;46;660;252;13;130;109;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;47;362;114;5;53;56;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;48;391;163;9;83;71;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;49;556;184;7;101;76;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;50;558;274;14;136;124;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;51;565;227;6;121;100;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;52;524;197;4;100;93;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;53;459;177;9;101;67;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;54;567;244;14;135;95;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;55;540;210;7;109;94;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;56;618;276;7;158;111;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;57;459;162;3;88;71;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;58;608;181;2;94;85;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;59;592;256;12;141;103;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;60;514;183;9;116;58;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;61;537;175;8;93;74;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;62;472;162;8;96;58;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;63;618;206;6;135;65;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;64;404;133;3;70;60;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;65;473;197;9;124;64;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;66;558;196;7;113;76;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;67;467;172;4;91;77;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;68;618;182;8;110;64;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;69;1001;394;15;256;123;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;70;732;282;9;173;100;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;71;648;191;5;92;94;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;72;521;171;5;85;81;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;73;369;131;2;74;55;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;74;611;205;5;108;92;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;75;404;111;3;56;52;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;76;371;123;0;70;53;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;77;464;169;1;86;82;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;78;527;216;3;121;92;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;79;595;166;4;79;83;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;80;499;149;1;80;68;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;81;501;100;2;53;45;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;82;496;198;1;114;83;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;83;353;225;6;128;91;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;84;536;298;5;202;91;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;85;331;107;2;68;37;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;86;473;181;5;74;102;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;87;617;169;4;97;68;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;88;253;75;2;28;45;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;89;653;345;9;196;140;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;90;455;242;2;126;114;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;91;551;229;10;135;84;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;92;490;226;7;115;104;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;93;627;336;11;184;141;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;94;608;300;7;163;130;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;95;571;219;3;112;104;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;96;508;211;9;116;86;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;97;551;162;4;96;62;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;98;607;195;2;115;78;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;99;640;194;4;106;84;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;100;534;175;1;103;71;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;101;658;208;9;122;77;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;102;390;131;3;76;52;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;103;554;156;1;103;52;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;104;469;153;5;92;56;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;105;512;205;0;113;92;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;106;449;179;2;106;71;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;107;973;387;12;241;134;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;108;553;258;9;152;97;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;109;1367;582;26;392;164;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;110;1159;430;20;267;143;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;111;0;0;0;0;0;                                                                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;112;0;2371;52;1333;986;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;1;668;255;14;143;98;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;2;669;281;12;167;102;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;3;665;211;8;113;90;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;4;491;206;4;99;103;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;5;553;196;4;117;75;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;6;596;187;8;94;85;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;7;685;273;13;155;105;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;8;588;202;3;110;89;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;9;560;198;7;104;87;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;10;508;136;2;85;49;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;11;638;219;10;118;91;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;12;491;168;13;95;60;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;13;692;271;6;149;116;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;14;464;221;4;101;116;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;15;533;174;10;90;74;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;16;517;164;3;91;70;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;17;664;214;0;113;101;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;18;507;139;3;76;60;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;19;687;259;7;124;128;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;20;480;150;1;83;66;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;21;610;258;9;168;81;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;22;549;205;2;91;112;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;23;551;192;1;112;79;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;24;749;255;0;144;111;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;25;696;279;10;145;124;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;26;809;364;11;186;167;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;27;838;272;8;159;105;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;28;481;239;2;148;89;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;29;505;214;8;123;83;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;30;709;183;2;101;80;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;31;732;211;6;112;93;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;32;584;144;3;78;63;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;33;770;231;5;111;115;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;34;677;254;6;138;110;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;35;705;275;8;149;118;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;36;617;212;2;121;89;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;37;704;200;3;106;91;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;38;726;322;2;152;168;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;39;545;172;2;96;74;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;40;690;246;5;138;103;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;41;633;156;3;84;69;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;42;604;173;3;92;78;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;43;476;189;3;101;85;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;44;463;184;5;105;74;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;45;476;148;1;76;71;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;46;543;124;4;67;53;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;47;527;211;11;130;70;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;48;569;215;8;111;96;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;49;630;132;0;69;63;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;50;531;154;3;80;71;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;51;547;159;3;79;77;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;52;616;222;3;126;93;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;53;620;242;3;137;102;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;54;447;170;1;91;78;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;55;539;200;5;90;105;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;56;462;166;2;102;62;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;57;589;232;11;112;109;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;58;615;229;11;139;79;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;59;586;189;3;108;78;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;60;630;198;8;103;87;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;61;468;193;6;104;83;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;62;580;205;9;106;90;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;63;625;204;2;124;78;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;64;861;279;6;176;97;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;65;546;211;5;130;76;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;66;674;271;6;138;127;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;67;348;115;5;63;47;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;68;541;268;20;155;93;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;69;613;232;4;110;118;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;70;629;140;1;64;75;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;71;647;233;9;110;114;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;72;609;256;1;127;128;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;73;542;193;6;109;78;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;74;735;268;9;151;108;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;75;1110;224;8;122;94;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;76;760;376;16;193;167;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;77;626;277;4;152;121;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;78;494;160;6;87;67;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;79;519;181;8;99;74;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;80;649;226;4;131;91;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;81;667;244;4;167;73;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;82;389;175;7;92;76;                                                                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;83;568;204;11;125;68;                                                                                                                                                                 
