NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;VAR A  ;VAR B  ;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;73;684;217;1;114;102;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;74;570;230;4;123;103;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;75;799;325;2;175;148;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;76;479;255;2;141;112;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;77;437;121;4;57;60;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;78;809;330;7;161;162;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;79;774;377;5;209;163;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;80;606;301;5;141;155;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;81;497;191;4;104;83;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;82;814;271;3;121;147;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;83;619;164;1;85;78;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;84;939;378;7;216;155;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;85;437;151;1;78;72;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;86;745;238;3;137;98;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;87;486;232;8;108;116;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;88;459;135;0;75;60;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;89;633;289;6;175;108;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;90;511;187;3;101;83;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;91;527;230;1;116;113;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;92;392;127;2;68;57;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;93;409;105;1;52;52;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;94;519;163;0;90;73;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;95;524;216;2;108;106;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;96;484;204;0;123;81;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;97;706;277;3;148;126;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;98;506;147;0;78;69;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;99;428;170;3;88;79;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;100;506;180;1;100;79;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;101;382;137;1;74;62;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;102;529;164;6;93;65;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;103;418;154;1;81;72;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;104;547;160;1;66;93;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;105;547;197;2;115;80;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;106;838;461;7;285;169;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;107;632;292;6;138;148;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;108;669;387;8;221;158;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;109;479;203;2;102;99;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;110;408;163;1;87;75;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;111;700;409;4;236;169;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;112;560;233;3;138;92;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;113;779;237;3;116;118;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;114;665;161;2;75;84;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;115;473;102;5;41;56;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;116;649;185;4;98;83;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;117;556;198;1;106;91;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;118;537;144;4;69;71;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;119;552;230;9;127;94;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;120;504;132;1;71;60;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;121;476;114;0;60;54;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;122;477;133;0;80;53;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;123;321;90;1;42;47;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;124;439;147;3;74;70;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;125;580;202;2;126;74;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;126;736;293;9;132;152;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;127;575;224;4;122;98;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;128;380;151;1;79;71;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;129;763;418;4;226;188;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;130;701;368;12;170;186;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;131;723;349;6;182;161;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;132;809;424;9;227;188;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;133;746;282;4;174;104;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;134;690;343;8;176;159;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;135;699;314;9;161;144;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;136;598;239;1;137;101;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;137;901;404;9;227;168;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;138;456;202;1;107;94;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;139;487;173;7;91;75;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;140;494;200;2;111;87;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;141;385;180;5;97;78;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;142;748;432;8;239;185;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;143;755;373;8;214;151;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;144;782;400;12;223;165;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;145;538;283;9;142;132;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;146;331;108;1;65;42;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;147;318;123;2;74;47;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;148;438;249;6;135;108;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;149;616;232;2;115;115;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;150;728;356;7;211;138;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;151;490;167;3;71;93;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;152;500;161;2;77;82;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;153;541;202;7;90;105;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;154;546;194;3;106;85;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;155;578;321;10;155;156;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;156;765;437;13;198;226;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;157;581;309;3;177;129;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;158;857;463;16;215;232;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;159;1121;526;15;281;230;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;160;835;341;10;185;146;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;161;600;250;7;142;101;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;162;723;388;10;229;149;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;163;722;390;11;186;193;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;164;736;409;12;209;188;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;165;556;256;6;155;95;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;166;530;302;14;168;120;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;167;700;249;3;141;105;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;168;851;379;8;194;177;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;169;517;223;6;128;89;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;170;569;236;3;114;119;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;171;333;118;0;67;51;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;172;657;235;4;121;110;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;173;0;41;5;16;20;                                                                                                                                                                 
AT1;AT13;AT130;92101;4;9;7;21;174;0;3178;169;1601;1408;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;1;857;416;16;249;151;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;2;884;322;13;205;104;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;3;935;344;8;231;105;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;4;402;164;3;76;85;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;5;666;190;1;123;66;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;6;633;341;7;229;105;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;7;855;247;3;151;93;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;8;765;277;3;150;124;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;9;855;358;5;191;162;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;10;857;357;10;186;161;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;11;747;297;2;154;141;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;12;950;414;10;218;186;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;13;1085;531;12;276;243;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;14;772;346;14;179;153;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;15;821;386;8;218;160;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;16;929;550;13;330;207;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;17;808;325;4;171;150;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;18;710;191;2;118;71;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;19;841;397;2;218;177;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;20;593;191;1;93;97;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;21;969;302;2;164;136;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;22;1332;245;4;111;130;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;23;459;249;4;138;107;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;24;887;316;7;150;159;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;25;1003;362;5;181;176;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;26;697;285;5;169;111;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;27;460;180;4;92;84;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;28;574;195;1;110;84;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;29;569;167;1;90;76;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;30;775;283;2;133;148;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;31;742;372;9;205;158;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;32;936;382;18;203;161;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;33;914;415;3;233;179;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;34;966;314;5;182;127;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;35;884;358;7;200;151;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;36;1023;396;6;240;150;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;37;716;275;3;139;133;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;38;454;175;2;90;83;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;39;854;377;4;199;174;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;40;936;486;12;281;193;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;41;839;301;3;175;123;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;42;917;411;12;195;204;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;43;892;308;2;174;132;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;44;557;238;0;139;99;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;45;874;396;6;198;192;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;46;1013;385;7;226;152;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;47;847;384;11;208;165;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;48;695;271;7;132;132;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;49;701;335;7;176;152;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;50;917;354;5;166;183;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;51;810;301;6;160;135;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;52;891;418;7;223;188;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;53;690;261;3;121;137;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;54;681;189;5;79;105;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;55;904;257;2;147;108;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;56;880;366;9;173;184;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;57;774;324;8;176;140;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;58;710;186;3;104;79;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;59;789;263;1;138;124;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;60;840;344;3;184;157;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;61;844;323;3;174;146;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;62;757;318;3;175;140;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;63;506;205;4;106;95;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;64;846;230;1;115;114;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;65;827;266;3;149;114;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;66;720;291;4;159;128;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;67;845;203;1;124;78;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;68;930;230;2;111;117;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;69;858;253;4;134;115;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;70;876;290;3;133;154;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;71;850;364;8;180;176;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;72;869;383;9;194;180;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;73;699;221;6;113;102;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;74;735;307;9;165;133;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;75;479;198;2;127;69;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;76;759;361;12;177;172;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;77;815;346;12;186;148;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;78;918;457;7;266;184;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;79;625;320;4;211;105;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;80;528;299;12;163;124;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;81;705;356;11;209;136;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;82;881;433;13;237;183;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;83;701;348;10;205;133;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;84;777;373;2;219;152;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;85;905;266;4;150;112;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;86;922;314;7;173;134;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;87;771;388;13;220;155;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;88;857;347;5;195;147;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;89;787;321;7;179;135;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;90;728;307;6;175;126;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;91;921;380;4;217;159;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;92;1026;416;7;248;161;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;93;1137;502;12;265;225;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;94;855;442;6;291;145;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;95;1094;457;9;258;190;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;96;950;414;8;237;169;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;97;897;346;13;171;162;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;98;983;414;5;235;174;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;99;929;463;8;269;186;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;100;901;411;17;237;157;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;101;886;341;5;187;149;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;102;832;300;8;184;108;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;103;861;372;8;217;147;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;104;807;425;13;251;161;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;105;586;283;2;146;135;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;106;712;311;2;172;137;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;107;806;404;8;241;155;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;108;752;381;15;208;158;                                                                                                                                                                 
AT1;AT13;AT130;92201;4;9;7;22;109;665;345;7;210;128;                                                                                                                                                                 
