NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;OEVP   ;GRUE   ;FPOE   ;BZOE   ;KPOE   ;LIF    ;DEM    ;MUT    ;KI     ;CPOE   ;WIR    ;ECHT6  ;IGS    ;ECHT8  ;PH     ;AKTIV  ;AL     ;SLP    ;WIFF   ;IBFS   ;         
AT1;AT13;AT130;90901;4;1;9;9;17;766;323;5;114;50;100;39;1;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;18;842;365;4;116;48;110;68;11;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;19;835;356;13;136;56;75;57;3;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;20;967;416;9;121;66;128;76;6;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;21;889;379;6;144;52;121;40;4;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;22;803;379;5;122;78;96;59;5;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;23;908;462;8;141;96;118;67;7;13;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;24;897;483;15;157;94;128;74;5;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;25;1196;507;12;148;120;156;53;6;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;26;973;481;11;140;101;148;70;1;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;27;1013;495;11;119;124;156;55;4;14;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;28;890;413;10;111;127;112;34;10;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;29;939;454;12;111;136;123;49;2;12;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;30;876;439;8;121;115;116;50;4;7;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;31;840;414;18;103;131;107;37;5;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;32;938;402;11;89;120;108;54;5;6;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;33;853;383;8;120;96;67;65;12;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;34;849;392;10;111;63;140;55;4;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;35;642;288;5;93;42;90;34;4;12;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;36;753;312;7;110;50;80;50;5;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;37;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;46;0;712;6;227;89;335;25;4;17;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;47;0;2783;45;910;738;703;283;25;39;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;48;0;973;12;210;248;388;67;12;17;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;90901;4;1;9;9;49;0;198;1;62;30;98;3;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;0;0;519;18;281;49;27;127;2;8;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;1;839;311;6;123;47;29;97;6;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;2;505;312;6;133;36;45;76;2;9;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;3;470;274;5;135;11;21;90;4;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;4;617;271;4;120;27;29;81;2;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;5;750;338;18;143;24;36;106;3;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;6;540;404;18;234;21;14;99;11;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;7;548;226;7;80;38;37;58;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;8;409;243;0;108;25;38;60;2;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;9;748;307;2;132;36;41;78;5;8;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;10;478;269;10;125;16;10;100;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;11;808;288;27;94;44;33;81;3;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;12;716;290;3;149;23;13;93;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;13;490;294;21;154;10;19;82;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;14;578;331;11;176;28;26;82;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;15;769;350;8;166;24;34;102;6;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;16;582;268;5;132;20;20;90;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;17;461;283;3;144;12;10;105;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;18;783;369;10;172;23;22;132;3;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;19;563;329;4;155;20;7;134;3;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;20;674;277;8;102;37;25;97;0;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;21;925;422;9;245;27;28;95;6;7;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;22;775;339;7;165;30;27;102;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;23;493;299;11;137;17;11;115;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;24;804;327;9;152;28;31;102;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;25;600;309;6;122;23;36;111;2;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;26;683;308;6;159;13;19;101;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;27;545;311;7;166;15;9;104;6;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;28;464;159;9;76;9;10;49;1;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;29;732;436;6;143;82;44;158;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;30;414;221;7;111;8;8;83;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;31;700;316;20;110;43;33;99;1;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;32;528;303;9;161;11;11;102;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;33;994;383;19;140;53;36;122;7;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;34;454;195;4;79;38;17;52;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;35;244;169;2;63;73;1;25;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;36;556;395;8;171;66;33;101;2;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;37;617;257;5;102;31;29;84;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;38;586;246;4;124;16;15;80;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;39;275;187;6;84;6;10;76;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;40;569;233;6;105;7;6;103;3;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;41;599;239;3;129;4;7;89;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;42;497;288;11;136;14;11;110;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;43;450;244;3;135;8;6;88;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;44;418;229;7;116;8;8;87;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;45;609;225;5;103;16;17;71;4;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;46;422;266;10;131;15;10;94;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;47;753;299;10;123;24;33;98;1;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;48;483;191;5;111;10;9;48;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;49;688;403;10;181;25;10;168;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;50;1041;583;17;227;41;44;236;12;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;51;823;389;9;176;27;22;140;4;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;52;1104;578;11;291;51;54;152;4;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;53;867;323;6;156;24;18;110;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;54;682;466;11;209;37;27;171;5;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;55;463;186;4;81;15;13;67;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;56;649;337;7;149;24;25;122;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;57;628;314;6;146;35;12;107;0;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;58;474;214;8;108;10;10;70;1;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;59;624;312;5;165;13;12;115;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;60;1056;681;22;212;149;64;216;6;8;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;61;430;139;6;54;16;13;45;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;62;896;563;20;177;112;62;173;6;7;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;63;650;241;1;104;44;15;69;3;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;64;387;168;1;74;15;10;62;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;65;921;319;7;154;24;33;88;2;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;66;821;468;13;122;99;43;169;11;3;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;67;666;323;13;143;16;34;103;6;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;68;941;353;8;167;34;41;93;2;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;69;453;277;3;82;83;30;73;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;70;795;367;7;190;33;29;101;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;71;759;522;12;174;147;40;136;6;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;72;839;390;8;189;39;33;114;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;73;598;260;10;131;19;16;76;4;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;74;663;279;7;125;24;19;91;5;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;75;546;299;2;122;24;15;128;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;76;479;238;9;118;14;16;78;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;77;503;253;6;112;35;13;81;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;78;660;308;5;134;28;31;92;8;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;79;771;292;4;130;27;20;100;1;3;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;80;435;239;18;118;9;7;86;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;81;431;227;12;104;3;11;92;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;82;649;287;11;140;8;14;108;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;83;604;350;11;152;49;50;77;5;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;84;810;378;5;170;44;29;119;4;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;85;566;282;12;118;26;23;92;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;86;703;348;14;143;46;38;100;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;87;521;206;8;97;15;21;64;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;88;987;405;11;181;34;39;124;6;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;89;554;292;5;109;3;8;163;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;90;834;573;18;327;37;15;158;10;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;91;613;363;9;157;15;12;164;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;92;775;466;11;146;98;53;144;6;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;93;777;308;8;141;33;39;78;1;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;94;849;402;8;191;20;28;147;2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;95;619;325;13;148;22;20;112;3;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;96;420;263;4;141;12;6;92;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;97;646;356;10;177;18;17;128;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;98;666;367;3;183;32;12;122;8;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;99;787;326;17;159;33;16;93;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;100;546;321;20;179;14;7;97;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;101;863;365;8;148;16;21;166;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;102;822;428;9;189;27;40;139;5;14;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;103;875;336;7;143;30;25;119;7;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;104;486;267;5;105;41;20;84;4;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;105;622;344;12;146;17;12;151;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;106;572;318;13;133;22;11;134;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;107;783;368;5;151;39;23;135;11;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;108;584;284;10;130;13;17;107;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;109;825;434;10;178;66;33;135;1;6;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;110;512;226;6;91;15;6;103;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;111;860;568;7;248;22;16;268;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;112;787;333;3;163;7;12;132;7;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;113;522;284;5;154;23;7;87;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;114;428;230;10;96;12;8;96;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;115;567;320;8;158;15;22;110;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;116;437;250;18;88;36;16;87;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;117;528;276;5;145;37;12;67;6;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;118;490;278;10;115;16;11;123;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;119;796;414;13;183;33;16;154;2;7;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;120;599;345;7;197;17;19;96;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;121;639;257;10;107;26;36;71;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;122;736;429;6;209;25;22;154;4;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;123;713;325;4;173;20;19;101;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;124;522;242;7;95;23;18;87;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;125;624;364;8;161;18;17;149;2;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;126;762;289;4;159;18;12;91;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;127;519;227;11;122;20;12;55;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;128;648;341;10;129;40;24;122;7;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;129;587;331;10;112;41;28;130;5;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;130;560;304;11;154;19;6;111;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;131;639;346;6;200;10;4;114;4;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;132;401;199;5;97;8;7;79;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;133;597;349;10;198;23;9;99;4;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;134;403;208;8;104;16;14;59;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;135;602;310;4;205;11;9;77;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;136;1082;533;21;212;70;73;143;2;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;137;658;320;13;139;40;38;72;5;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;138;495;234;7;104;15;14;83;3;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;139;559;338;14;151;26;18;119;2;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;140;571;303;4;145;11;19;116;2;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;141;715;346;7;176;19;13;123;5;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;142;729;345;10;181;22;9;111;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;143;645;332;5;165;28;19;106;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;144;532;249;3;124;11;11;91;2;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;145;634;392;7;143;56;51;115;7;5;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;146;761;323;7;155;7;8;140;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;147;412;175;4;86;7;10;66;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;148;678;298;6;154;6;6;121;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;         
AT1;AT13;AT130;91001;4;1;10;10;149;623;304;2;188;12;8;87;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;         
