Wanderung gegenüber Wien nach Migrationshintergrund und Geschlecht;;;;;;;;;;;;;;;
Migration in Vienna by migrationbackground and sex;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;MIG_BACKGROUND;MIG_NET_TOTAL;MIG_NET_EXT;IMM_EXT;EMI_EXT;MIG_NET_INT;IMM_INT;EMI_INT;MIG_VIE_INT;REF_DATE
AT1;AT13;AT130;00000;00000000;1;BGR;283;277;440;163;6;37;31;369;2002
AT1;AT13;AT130;00000;00000000;1;CZE;24;43;140;97;-19;55;74;299;2002
AT1;AT13;AT130;00000;00000000;1;REST-EU;248;265;1319;1054;-17;160;177;1087;2002
AT1;AT13;AT130;00000;00000000;1;SCG;1614;1507;3058;1551;107;485;378;5889;2002
AT1;AT13;AT130;00000;00000000;1;TUR;2219;2053;2814;761;166;473;307;5661;2002
AT1;AT13;AT130;00000;00000000;1;BIH;645;561;783;222;84;197;113;1746;2002
AT1;AT13;AT130;00000;00000000;1;HRV;464;438;710;272;26;104;78;1118;2002
AT1;AT13;AT130;00000;00000000;1;MKD;312;309;495;186;3;48;45;708;2002
AT1;AT13;AT130;00000;00000000;1;RUS;207;182;282;100;25;55;30;274;2002
AT1;AT13;AT130;00000;00000000;1;CHN;569;502;621;119;67;162;95;518;2002
AT1;AT13;AT130;00000;00000000;1;OTHER;2698;2215;5920;3705;483;1272;789;8895;2002
AT1;AT13;AT130;00000;00000000;2;AUT;-2134;-931;1389;2320;-1203;8879;10082;35166;2003
AT1;AT13;AT130;00000;00000000;2;DEU;492;546;1081;535;-54;238;292;1202;2003
AT1;AT13;AT130;00000;00000000;2;POL;525;538;979;441;-13;113;126;1206;2003
AT1;AT13;AT130;00000;00000000;2;ROU;694;694;1105;411;0;167;167;978;2003
AT1;AT13;AT130;00000;00000000;2;SVK;343;370;636;266;-27;72;99;566;2003
AT1;AT13;AT130;00000;00000000;2;HUN;127;129;369;240;-2;98;100;469;2003
AT1;AT13;AT130;00000;00000000;2;BGR;367;347;560;213;20;61;41;566;2003
AT1;AT13;AT130;00000;00000000;2;CZE;2;39;206;167;-37;82;119;474;2003
AT1;AT13;AT130;00000;00000000;2;REST-EU;222;208;1088;880;14;156;142;975;2003
AT1;AT13;AT130;00000;00000000;2;SCG;2048;2011;3014;1003;37;394;357;5967;2003
