Wanderung gegenüber Wien nach Migrationshintergrund und Geschlecht;;;;;;;;;;;;;;;
Migration in Vienna by migrationbackground and sex;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;MIG_BACKGROUND;MIG_NET_TOTAL;MIG_NET_EXT;IMM_EXT;EMI_EXT;MIG_NET_INT;IMM_INT;EMI_INT;MIG_VIE_INT;REF_DATE
AT1;AT13;AT130;00000;00000000;1;AUT;-352;-759;2912;3671;407;10900;10493;37397;2010
AT1;AT13;AT130;00000;00000000;1;DEU;1094;1139;2552;1413;-45;432;477;2396;2010
AT1;AT13;AT130;00000;00000000;1;POL;349;390;1489;1099;-41;128;169;1907;2010
AT1;AT13;AT130;00000;00000000;1;ROU;637;760;2274;1514;-123;190;313;1661;2010
AT1;AT13;AT130;00000;00000000;1;SVK;-7;30;523;493;-37;67;104;488;2010
AT1;AT13;AT130;00000;00000000;1;HUN;276;281;930;649;-5;126;131;531;2010
AT1;AT13;AT130;00000;00000000;1;BGR;328;330;1067;737;-2;42;44;633;2010
AT1;AT13;AT130;00000;00000000;1;CZE;-33;3;156;153;-36;33;69;253;2010
AT1;AT13;AT130;00000;00000000;1;REST-EU;481;499;2192;1693;-18;201;219;1632;2010
AT1;AT13;AT130;00000;00000000;1;SCG;598;674;2986;2312;-76;339;415;6228;2010
AT1;AT13;AT130;00000;00000000;1;TUR;421;415;1508;1093;6;382;376;5502;2010
AT1;AT13;AT130;00000;00000000;1;BIH;53;30;392;362;23;221;198;1756;2010
AT1;AT13;AT130;00000;00000000;1;HRV;-8;7;403;396;-15;96;111;890;2010
AT1;AT13;AT130;00000;00000000;1;MKD;92;111;422;311;-19;60;79;715;2010
AT1;AT13;AT130;00000;00000000;1;RUS;372;94;375;281;278;466;188;1216;2010
AT1;AT13;AT130;00000;00000000;1;CHN;-98;-125;392;517;27;152;125;679;2010
AT1;AT13;AT130;00000;00000000;1;OTHER;630;-364;5112;5476;994;2200;1206;11554;2010
AT1;AT13;AT130;00000;00000000;2;AUT;-1123;-786;1085;1871;-337;10928;11265;36735;2011
AT1;AT13;AT130;00000;00000000;2;DEU;735;811;2167;1356;-76;396;472;2605;2011
AT1;AT13;AT130;00000;00000000;2;POL;823;894;1690;796;-71;137;208;2117;2011
AT1;AT13;AT130;00000;00000000;2;ROU;744;783;2124;1341;-39;235;274;2099;2011
AT1;AT13;AT130;00000;00000000;2;SVK;441;518;1124;606;-77;108;185;1103;2011
AT1;AT13;AT130;00000;00000000;2;HUN;488;484;1170;686;4;159;155;874;2011
AT1;AT13;AT130;00000;00000000;2;BGR;415;441;1028;587;-26;55;81;1022;2011
AT1;AT13;AT130;00000;00000000;2;CZE;-18;45;272;227;-63;62;125;459;2011
AT1;AT13;AT130;00000;00000000;2;REST-EU;500;493;2024;1531;7;221;214;1576;2011
AT1;AT13;AT130;00000;00000000;2;SCG;205;235;1750;1515;-30;347;377;5276;2011
AT1;AT13;AT130;00000;00000000;2;TUR;205;133;765;632;72;247;175;3460;2011
AT1;AT13;AT130;00000;00000000;2;BIH;280;199;417;218;81;252;171;1604;2011
AT1;AT13;AT130;00000;00000000;2;HRV;81;63;289;226;18;123;105;808;2011
AT1;AT13;AT130;00000;00000000;2;MKD;79;72;201;129;7;52;45;577;2011
AT1;AT13;AT130;00000;00000000;2;RUS;713;303;632;329;410;549;139;1492;2011
AT1;AT13;AT130;00000;00000000;2;CHN;115;63;419;356;52;165;113;809;2011
AT1;AT13;AT130;00000;00000000;2;OTHER;1461;765;4111;3346;696;1337;641;7689;2011
AT1;AT13;AT130;00000;00000000;1;AUT;-871;-680;2610;3290;-191;10816;11007;37470;2011
AT1;AT13;AT130;00000;00000000;1;DEU;681;781;2505;1724;-100;408;508;2694;2011
AT1;AT13;AT130;00000;00000000;1;POL;1260;1323;2614;1291;-63;134;197;2046;2011
AT1;AT13;AT130;00000;00000000;1;ROU;626;725;2391;1666;-99;204;303;1713;2011
AT1;AT13;AT130;00000;00000000;1;SVK;186;228;824;596;-42;66;108;504;2011
AT1;AT13;AT130;00000;00000000;1;HUN;437;494;1318;824;-57;115;172;667;2011
AT1;AT13;AT130;00000;00000000;1;BGR;291;321;1088;767;-30;36;66;789;2011
AT1;AT13;AT130;00000;00000000;1;CZE;36;63;255;192;-27;39;66;231;2011
AT1;AT13;AT130;00000;00000000;1;REST-EU;446;501;2410;1909;-55;237;292;1778;2011
AT1;AT13;AT130;00000;00000000;1;SCG;-78;22;2473;2451;-100;364;464;5854;2011
AT1;AT13;AT130;00000;00000000;1;TUR;256;190;1452;1262;66;370;304;5448;2011
AT1;AT13;AT130;00000;00000000;1;BIH;130;102;591;489;28;218;190;1881;2011
AT1;AT13;AT130;00000;00000000;1;HRV;13;19;356;337;-6;85;91;880;2011
AT1;AT13;AT130;00000;00000000;1;MKD;11;73;342;269;-62;61;123;751;2011
AT1;AT13;AT130;00000;00000000;1;RUS;431;77;393;316;354;515;161;1388;2011
AT1;AT13;AT130;00000;00000000;1;CHN;54;25;441;416;29;137;108;784;2011
AT1;AT13;AT130;00000;00000000;1;OTHER;1768;623;5514;4891;1145;2451;1306;12096;2011
AT1;AT13;AT130;00000;00000000;2;AUT;-121;-731;1155;1886;610;11831;11221;37343;2012
AT1;AT13;AT130;00000;00000000;2;DEU;1144;1208;2607;1399;-64;407;471;2598;2012
AT1;AT13;AT130;00000;00000000;2;POL;993;1054;1913;859;-61;157;218;2286;2012
AT1;AT13;AT130;00000;00000000;2;ROU;940;1009;2312;1303;-69;242;311;2150;2012
AT1;AT13;AT130;00000;00000000;2;SVK;588;650;1288;638;-62;151;213;1348;2012
AT1;AT13;AT130;00000;00000000;2;HUN;1011;1042;1742;700;-31;180;211;1134;2012
AT1;AT13;AT130;00000;00000000;2;BGR;593;587;1191;604;6;80;74;1028;2012
AT1;AT13;AT130;00000;00000000;2;CZE;84;110;354;244;-26;65;91;512;2012
AT1;AT13;AT130;00000;00000000;2;REST-EU;1099;1112;2613;1501;-13;228;241;1735;2012
AT1;AT13;AT130;00000;00000000;2;SCG;743;807;2092;1285;-64;311;375;5152;2012
AT1;AT13;AT130;00000;00000000;2;TUR;262;282;871;589;-20;248;268;3593;2012
AT1;AT13;AT130;00000;00000000;2;BIH;324;267;473;206;57;253;196;1623;2012
AT1;AT13;AT130;00000;00000000;2;HRV;137;114;334;220;23;117;94;835;2012
AT1;AT13;AT130;00000;00000000;2;MKD;135;137;251;114;-2;40;42;501;2012
AT1;AT13;AT130;00000;00000000;2;RUS;767;405;740;335;362;534;172;1690;2012
AT1;AT13;AT130;00000;00000000;2;CHN;212;196;493;297;16;143;127;907;2012
AT1;AT13;AT130;00000;00000000;2;OTHER;2761;1969;4901;2932;792;1487;695;8099;2012
AT1;AT13;AT130;00000;00000000;1;AUT;121;-700;2578;3278;821;11509;10688;38073;2012
AT1;AT13;AT130;00000;00000000;1;DEU;1114;1164;2812;1648;-50;418;468;2771;2012
AT1;AT13;AT130;00000;00000000;1;POL;1226;1305;2758;1453;-79;137;216;2424;2012
AT1;AT13;AT130;00000;00000000;1;ROU;562;749;2464;1715;-187;194;381;1868;2012
AT1;AT13;AT130;00000;00000000;1;SVK;368;424;1029;605;-56;80;136;627;2012
AT1;AT13;AT130;00000;00000000;1;HUN;798;832;1930;1098;-34;156;190;884;2012
AT1;AT13;AT130;00000;00000000;1;BGR;380;396;1142;746;-16;56;72;840;2012
AT1;AT13;AT130;00000;00000000;1;CZE;15;53;259;206;-38;37;75;249;2012
AT1;AT13;AT130;00000;00000000;1;REST-EU;1177;1217;3213;1996;-40;255;295;2034;2012
AT1;AT13;AT130;00000;00000000;1;SCG;525;676;2695;2019;-151;312;463;5794;2012
AT1;AT13;AT130;00000;00000000;1;TUR;164;177;1397;1220;-13;367;380;5546;2012
AT1;AT13;AT130;00000;00000000;1;BIH;268;264;668;404;4;212;208;1743;2012
AT1;AT13;AT130;00000;00000000;1;HRV;134;118;419;301;16;99;83;926;2012
AT1;AT13;AT130;00000;00000000;1;MKD;89;123;377;254;-34;51;85;727;2012
AT1;AT13;AT130;00000;00000000;1;RUS;511;156;520;364;355;522;167;1736;2012
AT1;AT13;AT130;00000;00000000;1;CHN;50;42;420;378;8;133;125;716;2012
AT1;AT13;AT130;00000;00000000;1;OTHER;3140;1907;6650;4743;1233;2768;1535;13150;2012
AT1;AT13;AT130;00000;00000000;2;AUT;-1427;-773;1184;1957;-654;10832;11486;35889;2013
AT1;AT13;AT130;00000;00000000;2;DEU;947;1048;2586;1538;-101;376;477;2885;2013
AT1;AT13;AT130;00000;00000000;2;POL;1083;1154;1966;812;-71;178;249;2470;2013
AT1;AT13;AT130;00000;00000000;2;ROU;814;905;2188;1283;-91;268;359;2092;2013
AT1;AT13;AT130;00000;00000000;2;SVK;656;743;1355;612;-87;147;234;1349;2013
AT1;AT13;AT130;00000;00000000;2;HUN;1392;1445;2267;822;-53;184;237;1494;2013
AT1;AT13;AT130;00000;00000000;2;BGR;454;461;1219;758;-7;64;71;1134;2013
AT1;AT13;AT130;00000;00000000;2;CZE;53;113;363;250;-60;59;119;540;2013
AT1;AT13;AT130;00000;00000000;2;REST-EU;953;1000;2842;1842;-47;208;255;1985;2013
AT1;AT13;AT130;00000;00000000;2;SCG;788;860;2176;1316;-72;303;375;5231;2013
AT1;AT13;AT130;00000;00000000;2;TUR;351;362;916;554;-11;248;259;3373;2013
AT1;AT13;AT130;00000;00000000;2;BIH;380;384;622;238;-4;218;222;1631;2013
AT1;AT13;AT130;00000;00000000;2;HRV;420;402;599;197;18;124;106;897;2013
AT1;AT13;AT130;00000;00000000;2;MKD;121;141;272;131;-20;44;64;573;2013
AT1;AT13;AT130;00000;00000000;2;RUS;618;330;777;447;288;480;192;1652;2013
AT1;AT13;AT130;00000;00000000;2;CHN;207;197;542;345;10;141;131;914;2013
AT1;AT13;AT130;00000;00000000;2;OTHER;2988;2255;5731;3476;733;1577;844;8639;2013
AT1;AT13;AT130;00000;00000000;1;AUT;-892;-809;2517;3326;-83;10774;10857;36931;2013
AT1;AT13;AT130;00000;00000000;1;DEU;884;998;2793;1795;-114;385;499;2767;2013
AT1;AT13;AT130;00000;00000000;1;POL;1374;1416;2799;1383;-42;167;209;2668;2013
AT1;AT13;AT130;00000;00000000;1;ROU;705;901;2447;1546;-196;219;415;1768;2013
AT1;AT13;AT130;00000;00000000;1;SVK;536;615;1249;634;-79;89;168;690;2013
AT1;AT13;AT130;00000;00000000;1;HUN;1361;1430;2443;1013;-69;175;244;1217;2013
AT1;AT13;AT130;00000;00000000;1;BGR;520;531;1309;778;-11;67;78;915;2013
AT1;AT13;AT130;00000;00000000;1;CZE;58;83;300;217;-25;46;71;255;2013
AT1;AT13;AT130;00000;00000000;1;REST-EU;1533;1538;3573;2035;-5;290;295;2261;2013
AT1;AT13;AT130;00000;00000000;1;SCG;620;774;2835;2061;-154;354;508;5846;2013
AT1;AT13;AT130;00000;00000000;1;TUR;186;229;1445;1216;-43;325;368;5243;2013
AT1;AT13;AT130;00000;00000000;1;BIH;415;454;899;445;-39;212;251;1874;2013
AT1;AT13;AT130;00000;00000000;1;HRV;558;567;860;293;-9;126;135;1027;2013
AT1;AT13;AT130;00000;00000000;1;MKD;155;210;432;222;-55;38;93;773;2013
AT1;AT13;AT130;00000;00000000;1;RUS;387;131;552;421;256;444;188;1547;2013
AT1;AT13;AT130;00000;00000000;1;CHN;119;84;424;340;35;160;125;762;2013
AT1;AT13;AT130;00000;00000000;1;OTHER;3394;2163;7232;5069;1231;2998;1767;13984;2013
