NUTS1;NUTS2;NUTS3;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;POP_AUT_BORN;POP_FOR_BORN;POP_TOTAL;REF_DATE
AT2;AT22;AT224;617;Weiz;61715;Gutenberg an der Raabklamm;1230;26;1256;01.01.2012
AT2;AT22;AT224;617;Weiz;61716;Markt Hartmannsdorf;2789;158;2947;01.01.2012
AT2;AT22;AT224;617;Weiz;61717;Haslau bei Birkfeld;437;6;443;01.01.2012
AT2;AT22;AT224;617;Weiz;61718;Hirnsdorf;672;27;699;01.01.2012
AT2;AT22;AT224;617;Weiz;61719;Hofstätten an der Raab;1890;154;2044;01.01.2012
AT2;AT22;AT224;617;Weiz;61720;Hohenau an der Raab;1283;30;1313;01.01.2012
AT2;AT22;AT224;617;Weiz;61721;Ilztal;1676;57;1733;01.01.2012
AT2;AT22;AT224;617;Weiz;61722;Koglhof;1080;40;1120;01.01.2012
AT2;AT22;AT224;617;Weiz;61723;Krottendorf;2238;136;2374;01.01.2012
AT2;AT22;AT224;617;Weiz;61724;Kulm bei Weiz;475;8;483;01.01.2012
AT2;AT22;AT224;617;Weiz;61725;Labuch;764;21;785;01.01.2012
AT2;AT22;AT224;617;Weiz;61726;Laßnitzthal;1020;68;1088;01.01.2012
AT2;AT22;AT224;617;Weiz;61727;Ludersdorf-Wilfersdorf;1895;143;2038;01.01.2012
AT2;AT22;AT224;617;Weiz;61728;Miesenbach bei Birkfeld;736;6;742;01.01.2012
AT2;AT22;AT224;617;Weiz;61729;Mitterdorf an der Raab;1987;86;2073;01.01.2012
AT2;AT22;AT224;617;Weiz;61730;Mortantsch;1949;59;2008;01.01.2012
AT2;AT22;AT224;617;Weiz;61731;Naas;1356;30;1386;01.01.2012
AT2;AT22;AT224;617;Weiz;61732;Naintsch;610;4;614;01.01.2012
AT2;AT22;AT224;617;Weiz;61733;Neudorf bei Passail;490;7;497;01.01.2012
AT2;AT22;AT224;617;Weiz;61734;Nitscha;1386;60;1446;01.01.2012
AT2;AT22;AT224;617;Weiz;61735;Oberrettenbach;457;8;465;01.01.2012
AT2;AT22;AT224;617;Weiz;61736;Passail;1931;65;1996;01.01.2012
AT2;AT22;AT224;617;Weiz;61737;Pischelsdorf in der Steiermark;2426;74;2500;01.01.2012
AT2;AT22;AT224;617;Weiz;61739;Preßguts;389;9;398;01.01.2012
AT2;AT22;AT224;617;Weiz;61740;Puch bei Weiz;2043;55;2098;01.01.2012
AT2;AT22;AT224;617;Weiz;61741;Ratten;1140;45;1185;01.01.2012
AT2;AT22;AT224;617;Weiz;61742;Reichendorf;596;16;612;01.01.2012
AT2;AT22;AT224;617;Weiz;61743;Rettenegg;750;10;760;01.01.2012
AT2;AT22;AT224;617;Weiz;61744;Sankt Kathrein am Hauenstein;668;11;679;01.01.2012
AT2;AT22;AT224;617;Weiz;61745;Sankt Kathrein am Offenegg;1130;18;1148;01.01.2012
AT2;AT22;AT224;617;Weiz;61746;Sankt Margarethen an der Raab;3813;102;3915;01.01.2012
AT2;AT22;AT224;617;Weiz;61747;Sankt Ruprecht an der Raab;1952;125;2077;01.01.2012
AT2;AT22;AT224;617;Weiz;61748;Sinabelkirchen;3811;235;4046;01.01.2012
AT2;AT22;AT224;617;Weiz;61749;Stenzengreith;506;10;516;01.01.2012
AT2;AT22;AT224;617;Weiz;61750;Strallegg;1966;35;2001;01.01.2012
AT2;AT22;AT224;617;Weiz;61751;Thannhausen;2261;95;2356;01.01.2012
AT2;AT22;AT224;617;Weiz;61752;Ungerdorf;824;28;852;01.01.2012
AT2;AT22;AT224;617;Weiz;61753;Unterfladnitz;1444;55;1499;01.01.2012
AT2;AT22;AT224;617;Weiz;61754;Waisenegg;1088;5;1093;01.01.2012
AT2;AT22;AT224;617;Weiz;61755;Weiz;7866;1039;8905;01.01.2012
AT2;AT22;AT226;620;Murtal;62001;Amering;1047;16;1063;01.01.2012
AT2;AT22;AT226;620;Murtal;62002;Apfelberg;1044;85;1129;01.01.2012
AT2;AT22;AT226;620;Murtal;62003;Bretstein;304;5;309;01.01.2012
AT2;AT22;AT226;620;Murtal;62004;Eppenstein;1223;23;1246;01.01.2012
AT2;AT22;AT226;620;Murtal;62005;Feistritz bei Knittelfeld;740;32;772;01.01.2012
AT2;AT22;AT226;620;Murtal;62006;Flatschach;204;1;205;01.01.2012
AT2;AT22;AT226;620;Murtal;62007;Fohnsdorf;7402;481;7883;01.01.2012
AT2;AT22;AT226;620;Murtal;62008;Gaal;1370;63;1433;01.01.2012
AT2;AT22;AT226;620;Murtal;62009;Großlobming;1136;55;1191;01.01.2012
AT2;AT22;AT226;620;Murtal;62010;Hohentauern;440;18;458;01.01.2012
AT2;AT22;AT226;620;Murtal;62011;Judenburg;8425;869;9294;01.01.2012
AT2;AT22;AT226;620;Murtal;62012;Kleinlobming;628;21;649;01.01.2012
AT2;AT22;AT226;620;Murtal;62013;Knittelfeld;9921;1614;11535;01.01.2012
AT2;AT22;AT226;620;Murtal;62014;Kobenz;1733;106;1839;01.01.2012
AT2;AT22;AT226;620;Murtal;62015;Maria Buch-Feistritz;2227;58;2285;01.01.2012
AT2;AT22;AT226;620;Murtal;62016;Obdach;2004;95;2099;01.01.2012
AT2;AT22;AT226;620;Murtal;62017;Oberkurzheim;692;20;712;01.01.2012
AT2;AT22;AT226;620;Murtal;62018;Oberweg;554;22;576;01.01.2012
AT2;AT22;AT226;620;Murtal;62019;Oberzeiring;810;48;858;01.01.2012
AT2;AT22;AT226;620;Murtal;62020;Pöls;2308;115;2423;01.01.2012
AT2;AT22;AT226;620;Murtal;62021;Pusterwald;475;11;486;01.01.2012
AT2;AT22;AT226;620;Murtal;62022;Rachau;580;24;604;01.01.2012
AT2;AT22;AT226;620;Murtal;62023;Reifling;376;9;385;01.01.2012
AT2;AT22;AT226;620;Murtal;62024;Reisstraße;169;5;174;01.01.2012
AT2;AT22;AT226;620;Murtal;62025;Sankt Anna am Lavantegg;400;14;414;01.01.2012
AT2;AT22;AT226;620;Murtal;62026;Sankt Georgen ob Judenburg;858;25;883;01.01.2012
AT2;AT22;AT226;620;Murtal;62027;Sankt Johann am Tauern;472;16;488;01.01.2012
AT2;AT22;AT226;620;Murtal;62028;Sankt Lorenzen bei Knittelfeld;757;36;793;01.01.2012
AT2;AT22;AT226;620;Murtal;62029;Sankt Marein bei Knittelfeld;1136;85;1221;01.01.2012
AT2;AT22;AT226;620;Murtal;62030;Sankt Margarethen bei Knittelfeld;1262;68;1330;01.01.2012
AT2;AT22;AT226;620;Murtal;62031;Sankt Oswald-Möderbrugg;1137;37;1174;01.01.2012
AT2;AT22;AT226;620;Murtal;62032;Sankt Peter ob Judenburg;1076;33;1109;01.01.2012
AT2;AT22;AT226;620;Murtal;62033;Sankt Wolfgang-Kienberg;358;12;370;01.01.2012
AT2;AT22;AT226;620;Murtal;62034;Seckau;1211;53;1264;01.01.2012
AT2;AT22;AT226;620;Murtal;62035;Spielberg;4827;281;5108;01.01.2012
AT2;AT22;AT226;620;Murtal;62036;Unzmarkt-Frauenburg;1318;55;1373;01.01.2012
AT2;AT22;AT226;620;Murtal;62037;Weißkirchen in Steiermark;1241;71;1312;01.01.2012
AT2;AT22;AT226;620;Murtal;62038;Zeltweg;6374;789;7163;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62101;Aflenz Kurort;932;68;1000;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62102;Aflenz Land;1385;99;1484;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62103;Allerheiligen im Mürztal;1903;39;1942;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62104;Altenberg an der Rax;323;12;335;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62105;Breitenau am Hochlantsch;1742;60;1802;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62106;Bruck an der Mur;11258;1256;12514;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62107;Etmißl;497;13;510;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62108;Frauenberg;155;3;158;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62109;Ganz;343;4;347;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62110;Gußwerk;1230;57;1287;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62111;Halltal;324;8;332;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62112;Kapellen;588;8;596;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62113;Kapfenberg;17838;3805;21643;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62114;Kindberg;5129;329;5458;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62115;Krieglach;4973;195;5168;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62116;Langenwang;3808;189;3997;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62117;Mariazell;1335;155;1490;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62118;Mitterdorf im Mürztal;2304;114;2418;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62119;Mürzhofen;896;49;945;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62120;Mürzsteg;379;252;631;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62121;Mürzzuschlag;7735;922;8657;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62122;Neuberg an der Mürz;1181;124;1305;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62123;Oberaich;2983;134;3117;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62124;Parschlug;1673;64;1737;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62125;Pernegg an der Mur;2268;125;2393;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62126;Sankt Ilgen;270;5;275;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62127;Sankt Katharein an der Laming;961;26;987;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62128;Sankt Lorenzen im Mürztal;3231;266;3497;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62129;Sankt Marein im Mürztal;2310;213;2523;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62130;Sankt Sebastian;939;71;1010;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62131;Spital am Semmering;1489;123;1612;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62132;Stanz im Mürztal;1898;22;1920;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62133;Thörl;1556;94;1650;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62134;Tragöß;948;51;999;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62135;Turnau;1494;70;1564;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62136;Veitsch;2368;129;2497;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62137;Wartberg im Mürztal;2008;74;2082;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62201;Altenmarkt bei Fürstenfeld;1127;25;1152;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62202;Bad Blumau;1541;77;1618;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62203;Bad Waltersdorf;2076;111;2187;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62204;Blaindorf;645;20;665;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62205;Buch-St. Magdalena;2137;27;2164;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62206;Burgau;929;62;991;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62207;Dechantskirchen;1587;26;1613;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62208;Dienersdorf;665;36;701;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62209;Ebersdorf;1195;32;1227;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62210;Eichberg;1194;17;1211;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62211;Friedberg;2518;54;2572;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62212;Fürstenfeld;5320;656;5976;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62213;Grafendorf bei Hartberg;2441;90;2531;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62214;Greinbach;1727;47;1774;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62215;Großhart;622;7;629;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62216;Großsteinbach;1281;43;1324;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62217;Großwilfersdorf;1293;93;1386;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62218;Hainersdorf;644;16;660;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62219;Hartberg;5893;645;6538;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62220;Hartberg Umgebung;2023;122;2145;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62221;Hartl;804;14;818;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62222;Hofkirchen bei Hartberg;621;7;628;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62223;Ilz;2437;124;2561;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62224;Kaibing;365;9;374;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62225;Kaindorf;1364;103;1467;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62226;Lafnitz;1306;81;1387;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62227;Limbach bei Neudau;326;5;331;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62228;Loipersdorf bei Fürstenfeld;1310;77;1387;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62229;Mönichwald;876;20;896;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62230;Nestelbach im Ilztal;1083;24;1107;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62231;Neudau;970;242;1212;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62232;Ottendorf an der Rittschein;1468;33;1501;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62233;Pinggau;3002;80;3082;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62234;Pöllau;1993;70;2063;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62235;Pöllauberg;2059;39;2098;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62236;Puchegg;550;6;556;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62237;Rabenwald;609;4;613;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62238;Riegersberg;978;11;989;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62239;Rohr bei Hartberg;1027;63;1090;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62240;Rohrbach an der Lafnitz;1023;43;1066;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62241;Saifen-Boden;1043;5;1048;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62242;Sankt Jakob im Walde;1040;30;1070;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62243;Sankt Johann bei Herberstein;348;23;371;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62244;Sankt Johann in der Haide;1895;96;1991;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62245;Sankt Lorenzen am Wechsel;1550;20;1570;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62246;Schachen bei Vorau;1181;9;1190;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62247;Schäffern;1366;88;1454;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62248;Schlag bei Thalberg;906;24;930;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62249;Schönegg bei Pöllau;1347;34;1381;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62250;Sebersdorf;1370;38;1408;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62251;Siegersdorf bei Herberstein;285;5;290;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62252;Söchau;1364;72;1436;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62253;Sonnhofen;1028;10;1038;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62254;Stambach;630;5;635;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62255;Stein;475;9;484;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62256;Stubenberg;2228;90;2318;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62257;Tiefenbach bei Kaindorf;672;19;691;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62258;Übersbach;1114;43;1157;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62259;Vorau;1313;44;1357;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62260;Vornholz;710;9;719;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62261;Waldbach;693;18;711;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62262;Wenigzell;1392;28;1420;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62263;Wörth an der Lafnitz;333;30;363;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62301;Auersbach;856;22;878;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62302;Aug-Radisch;280;8;288;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62303;Bad Gleichenberg;1957;267;2224;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62304;Bad Radkersburg;1135;188;1323;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62305;Bairisch Kölldorf;1001;63;1064;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62306;Baumgarten bei Gnas;570;5;575;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62307;Bierbaum am Auersbach;459;19;478;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62308;Breitenfeld an der Rittschein;763;23;786;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62309;Deutsch Goritz;1199;32;1231;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62310;Dietersdorf am Gnasbach;361;9;370;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62311;Edelsbach bei Feldbach;1343;51;1394;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62312;Edelstauden;444;7;451;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62313;Eichfeld;856;30;886;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62314;Eichkögl;1182;46;1228;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62315;Fehring;2875;161;3036;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62316;Feldbach;3829;808;4637;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62317;Fladnitz im Raabtal;730;23;753;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62318;Frannach;550;10;560;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62319;Frutten-Gießelsdorf;624;20;644;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62320;Glojach;239;5;244;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62321;Gnas;1872;58;1930;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62322;Gniebing-Weißenbach;2091;98;2189;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62323;Gosdorf;1040;110;1150;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62324;Gossendorf;893;12;905;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62325;Grabersdorf;342;9;351;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62326;Halbenrain;1692;97;1789;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62327;Hatzendorf;1710;27;1737;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62328;Hof bei Straden;857;23;880;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62329;Hohenbrugg-Weinberg;954;19;973;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62330;Jagerberg;1644;21;1665;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62331;Johnsdorf-Brunn;728;54;782;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62332;Kapfenstein;1563;45;1608;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62333;Kirchbach in Steiermark;1510;45;1555;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62334;Kirchberg an der Raab;1915;78;1993;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62335;Klöch;1171;52;1223;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62336;Kohlberg;520;5;525;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62337;Kornberg bei Riegersburg;1124;20;1144;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62338;Krusdorf;388;12;400;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62339;Leitersdorf im Raabtal;643;22;665;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62340;Lödersdorf;674;32;706;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62341;Maierdorf;520;13;533;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62342;Merkendorf;1101;49;1150;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62343;Mettersdorf am Saßbach;1284;34;1318;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62344;Mitterlabill;404;10;414;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62345;Mühldorf bei Feldbach;2914;150;3064;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62346;Mureck;1378;216;1594;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62347;Murfeld;1584;81;1665;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62348;Oberdorf am Hochegg;694;32;726;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62349;Oberstorcha;617;19;636;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62350;Paldau;2036;52;2088;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62351;Perlsdorf;350;2;352;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62352;Pertlstein;756;42;798;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62353;Petersdorf II;823;41;864;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62354;Pirching am Traubenberg;1558;68;1626;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62355;Poppendorf;683;9;692;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62356;Raabau;576;12;588;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62357;Radkersburg Umgebung;1604;155;1759;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62358;Raning;795;14;809;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62359;Ratschendorf;593;24;617;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62360;Riegersburg;2319;73;2392;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62361;Sankt Anna am Aigen;1702;52;1754;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62362;Sankt Peter am Ottersbach;2200;58;2258;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62363;Sankt Stefan im Rosental;3713;90;3803;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62364;Schwarzau im Schwarzautal;627;13;640;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62365;Stainz bei Straden;952;42;994;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62366;Straden;1450;101;1551;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62367;Studenzen;674;19;693;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62368;Tieschen;1281;34;1315;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62369;Trautmannsdorf in Oststeiermark;827;32;859;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62370;Trössing;270;7;277;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62371;Unterauersbach;443;6;449;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62372;Unterlamm;1219;38;1257;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62373;Weinburg am Saßbach;1008;45;1053;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62374;Zerlach;1683;30;1713;01.01.2012
