NUTS1;NUTS2;NUTS3;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;POP_MEN;POP_WOMEN;POP_TOTAL;REF_DATE
AT2;AT22;AT226;614;Murau;61430;Stadl an der Mur;491;491;982;01.01.2013
AT2;AT22;AT226;614;Murau;61431;Stolzalpe;205;238;443;01.01.2013
AT2;AT22;AT226;614;Murau;61432;Teufenbach;333;367;700;01.01.2013
AT2;AT22;AT226;614;Murau;61433;Triebendorf;75;68;143;01.01.2013
AT2;AT22;AT226;614;Murau;61434;Winklern bei Oberwölz;431;435;866;01.01.2013
AT2;AT22;AT226;614;Murau;61435;Zeutschach;99;122;221;01.01.2013
AT2;AT22;AT226;614;Murau;61436;St.Ruprecht-Falkendorf;243;225;468;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61601;Bärnbach;2532;2741;5273;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61602;Edelschrott;824;773;1597;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61603;Gallmannsegg;161;151;312;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61604;Geistthal;427;398;825;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61605;Gößnitz;229;213;442;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61606;Graden;227;258;485;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61607;Hirschegg;332;338;670;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61608;Kainach bei Voitsberg;326;345;671;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61609;Köflach;4570;5083;9653;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61610;Kohlschwarz;359;350;709;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61611;Krottendorf-Gaisfeld;1265;1203;2468;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61612;Ligist;1570;1628;3198;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61613;Maria Lankowitz;1052;1109;2161;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61614;Modriach;108;96;204;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61615;Mooskirchen;1011;1083;2094;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61616;Pack;199;215;414;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61617;Piberegg;187;170;357;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61618;Rosental an der Kainach;837;847;1684;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61619;Salla;136;148;284;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61620;Sankt Johann-Köppling;875;910;1785;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61621;Sankt Martin am Wöllmißberg;416;401;817;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61622;Söding;1078;1087;2165;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61623;Södingberg;421;398;819;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61624;Stallhofen;1549;1584;3133;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61625;Voitsberg;4591;4967;9558;01.01.2013
AT2;AT22;AT224;617;Weiz;61701;Albersdorf-Prebuch;987;1009;1996;01.01.2013
AT2;AT22;AT224;617;Weiz;61702;Anger;391;452;843;01.01.2013
AT2;AT22;AT224;617;Weiz;61703;Arzberg;283;263;546;01.01.2013
AT2;AT22;AT224;617;Weiz;61704;Baierdorf bei Anger;827;806;1633;01.01.2013
AT2;AT22;AT224;617;Weiz;61705;Birkfeld;770;832;1602;01.01.2013
AT2;AT22;AT224;617;Weiz;61706;Etzersdorf-Rollsdorf;565;557;1122;01.01.2013
AT2;AT22;AT224;617;Weiz;61707;Feistritz bei Anger;548;527;1075;01.01.2013
AT2;AT22;AT224;617;Weiz;61708;Fischbach;770;760;1530;01.01.2013
AT2;AT22;AT224;617;Weiz;61709;Fladnitz an der Teichalm;588;598;1186;01.01.2013
AT2;AT22;AT224;617;Weiz;61710;Floing;598;614;1212;01.01.2013
AT2;AT22;AT224;617;Weiz;61711;Gasen;462;469;931;01.01.2013
