NUTS1;NUTS2;NUTS3;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;POP_0_14;POP_15_29;POP_30_44;POP_45_59;POP_60_74;POP_75;POP_TOTAL;REF_DATE
AT2;AT22;AT221;606;Graz-Umgebung;60640;Sankt Marein bei Graz;174;215;261;319;182;106;1257;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60641;Sankt Oswald bei Plankenwarth;153;199;233;316;186;101;1188;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60642;Sankt Radegund bei Graz;283;323;388;522;336;170;2022;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60643;Schrems bei Frohnleiten;96;126;135;125;62;54;598;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60644;Seiersberg;1072;1279;1628;1786;1029;517;7311;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60645;Semriach;555;563;660;739;484;294;3295;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60646;Stattegg;437;384;595;664;516;177;2773;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60647;Stiwoll;104;98;149;182;113;61;707;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60648;Thal;358;342;453;562;393;136;2244;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60649;Tulwitz;86;86;110;105;72;47;506;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60650;Tyrnau;27;28;36;25;29;6;151;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60651;Übelbach;221;353;362;481;338;232;1987;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60652;Unterpremstätten;468;643;738;913;600;369;3731;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60653;Vasoldsberg;616;669;900;1020;711;269;4185;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60654;Weinitzen;371;404;523;624;490;174;2586;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60655;Werndorf;328;365;543;519;318;131;2204;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60656;Wundschuh;231;257;342;345;253;104;1532;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60657;Zettling;249;284;393;386;172;88;1572;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60658;Zwaring-Pöls;250;246;362;369;238;90;1555;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61001;Allerheiligen bei Wildon;185;219;330;334;224;129;1421;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61002;Arnfels;166;191;226;226;188;89;1086;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61003;Berghausen;98;111;141;154;94;44;642;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61004;Breitenfeld am Tannenriegel;18;37;38;49;31;17;190;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61005;Ehrenhausen;135;174;208;254;176;79;1026;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61006;Eichberg-Trautenburg;106;149;152;190;112;65;774;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61007;Empersdorf;189;191;345;308;183;100;1316;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61008;Gabersdorf;169;237;250;241;146;87;1130;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61009;Gamlitz;461;565;694;693;496;264;3173;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61010;Glanz an der Weinstraße;210;229;293;300;210;144;1386;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61011;Gleinstätten;236;258;325;331;193;114;1457;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61012;Gralla;339;412;542;496;266;95;2150;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61013;Großklein;322;409;490;536;359;181;2297;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61014;Hainsdorf im Schwarzautal;41;51;51;71;37;29;280;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61015;Heiligenkreuz am Waasen;282;385;394;461;248;157;1927;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61016;Heimschuh;301;341;415;454;301;168;1980;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61017;Hengsberg;215;227;324;329;210;91;1396;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61018;Kaindorf an der Sulm;303;455;537;622;449;198;2564;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61019;Kitzeck im Sausal;155;185;258;300;222;101;1221;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61020;Lang;172;212;271;314;168;79;1216;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61021;Lebring-Sankt Margarethen;271;341;426;529;328;146;2041;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61022;Leibnitz;1088;1503;1641;1783;1223;610;7848;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61023;Leutschach;100;115;109;121;63;53;561;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61024;Oberhaag;301;394;458;521;362;188;2224;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61025;Obervogau;135;169;181;205;110;68;868;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61026;Pistorf;175;303;286;364;191;97;1416;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61027;Ragnitz;180;265;303;346;222;124;1440;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61028;Ratsch an der Weinstraße;76;68;101;88;71;30;434;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61029;Retznei;71;76;100;89;58;27;421;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61030;Sankt Andrä-Höch;208;295;348;443;289;150;1733;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61031;Sankt Georgen an der Stiefing;155;183;209;280;168;96;1091;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61032;Sankt Johann im Saggautal;265;388;415;498;319;163;2048;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61033;Sankt Nikolai im Sausal;285;377;429;577;351;216;2235;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61034;Sankt Nikolai ob Draßling;151;165;230;262;173;92;1073;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61035;Sankt Ulrich am Waasen;103;133;164;196;123;45;764;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61036;Sankt Veit am Vogau;298;348;378;461;291;153;1929;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61037;Schloßberg;152;218;198;274;148;98;1088;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61038;Seggauberg;110;148;177;256;183;84;958;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61039;Spielfeld;122;173;206;234;164;65;964;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61040;Stocking;203;224;328;338;227;112;1432;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61041;Straß in Steiermark;263;307;400;372;277;133;1752;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61042;Sulztal an der Weinstraße;15;20;32;27;24;8;126;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61043;Tillmitsch;410;558;725;853;484;171;3201;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61044;Vogau;160;198;228;281;143;83;1093;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61045;Wagna;722;950;1160;1293;817;426;5368;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61046;Weitendorf;216;278;329;351;216;130;1520;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61047;Wildon;376;455;576;580;418;214;2619;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61048;Wolfsberg im Schwarzautal;97;141;163;200;116;78;795;01.01.2013
AT2;AT22;AT223;611;Leoben;61101;Eisenerz;360;514;614;1092;1198;877;4655;01.01.2013
AT2;AT22;AT223;611;Leoben;61104;Hieflau;54;81;112;175;201;117;740;01.01.2013
AT2;AT22;AT223;611;Leoben;61105;Kalwang;141;157;210;242;198;115;1063;01.01.2013
AT2;AT22;AT223;611;Leoben;61106;Kammern im Liesingtal;222;275;324;380;273;179;1653;01.01.2013
AT2;AT22;AT223;611;Leoben;61107;Kraubath an der Mur;134;197;256;331;223;140;1281;01.01.2013
AT2;AT22;AT223;611;Leoben;61108;Leoben;2657;4833;4412;5404;4428;2611;24345;01.01.2013
AT2;AT22;AT223;611;Leoben;61109;Mautern in Steiermark;218;282;299;453;307;247;1806;01.01.2013
AT2;AT22;AT223;611;Leoben;61110;Niklasdorf;328;405;466;595;489;287;2570;01.01.2013
AT2;AT22;AT223;611;Leoben;61111;Proleb;177;220;300;399;310;155;1561;01.01.2013
AT2;AT22;AT223;611;Leoben;61112;Radmer;53;87;92;169;130;104;635;01.01.2013
AT2;AT22;AT223;611;Leoben;61113;Sankt Michael in Obersteiermark;373;449;608;722;528;344;3024;01.01.2013
AT2;AT22;AT223;611;Leoben;61114;Sankt Peter-Freienstein;333;343;467;553;436;304;2436;01.01.2013
AT2;AT22;AT223;611;Leoben;61115;Sankt Stefan ob Leoben;249;293;363;452;369;237;1963;01.01.2013
AT2;AT22;AT223;611;Leoben;61116;Traboch;164;210;293;373;228;112;1380;01.01.2013
AT2;AT22;AT223;611;Leoben;61118;Vordernberg;91;131;161;287;224;161;1055;01.01.2013
AT2;AT22;AT223;611;Leoben;61119;Wald am Schoberpaß;78;95;109;150;116;72;620;01.01.2013
AT2;AT22;AT223;611;Leoben;61120;Trofaiach;1330;1607;2039;2675;2290;1299;11240;01.01.2013
AT2;AT22;AT222;612;Liezen;61201;Admont;321;428;467;580;453;233;2482;01.01.2013
AT2;AT22;AT222;612;Liezen;61202;Aich;168;177;181;210;121;69;926;01.01.2013
AT2;AT22;AT222;612;Liezen;61203;Aigen im Ennstal;386;416;499;615;430;214;2560;01.01.2013
AT2;AT22;AT222;612;Liezen;61204;Altaussee;203;280;300;438;386;177;1784;01.01.2013
AT2;AT22;AT222;612;Liezen;61205;Altenmarkt bei Sankt Gallen;112;141;148;204;143;101;849;01.01.2013
AT2;AT22;AT222;612;Liezen;61206;Ardning;154;182;237;315;210;108;1206;01.01.2013
AT2;AT22;AT222;612;Liezen;61207;Bad Aussee;595;722;834;1112;985;609;4857;01.01.2013
AT2;AT22;AT222;612;Liezen;61208;Donnersbach;169;199;221;254;150;99;1092;01.01.2013
AT2;AT22;AT222;612;Liezen;61209;Donnersbachwald;36;59;58;73;66;25;317;01.01.2013
AT2;AT22;AT222;612;Liezen;61210;Gaishorn am See;116;167;173;267;165;110;998;01.01.2013
AT2;AT22;AT222;612;Liezen;61211;Gams bei Hieflau;65;77;110;129;118;66;565;01.01.2013
AT2;AT22;AT222;612;Liezen;61212;Gössenberg;51;59;52;67;36;18;283;01.01.2013
AT2;AT22;AT222;612;Liezen;61213;Gröbming;440;543;565;586;449;230;2813;01.01.2013
AT2;AT22;AT222;612;Liezen;61214;Großsölk;64;73;97;127;75;48;484;01.01.2013
AT2;AT22;AT222;612;Liezen;61215;Grundlsee;142;165;239;296;243;153;1238;01.01.2013
AT2;AT22;AT222;612;Liezen;61216;Hall;219;277;342;413;346;170;1767;01.01.2013
AT2;AT22;AT222;612;Liezen;61217;Haus;350;443;452;589;378;190;2402;01.01.2013
AT2;AT22;AT222;612;Liezen;61218;Irdning;433;522;516;620;412;252;2755;01.01.2013
AT2;AT22;AT222;612;Liezen;61219;Johnsbach;21;15;25;32;29;19;141;01.01.2013
AT2;AT22;AT222;612;Liezen;61220;Kleinsölk;98;116;104;132;89;51;590;01.01.2013
AT2;AT22;AT222;612;Liezen;61221;Landl;156;184;234;273;233;199;1279;01.01.2013
AT2;AT22;AT222;612;Liezen;61222;Lassing;243;274;319;365;283;174;1658;01.01.2013
AT2;AT22;AT222;612;Liezen;61223;Liezen;941;1150;1341;1552;1183;636;6803;01.01.2013
AT2;AT22;AT222;612;Liezen;61224;Michaelerberg;97;104;120;102;71;55;549;01.01.2013
AT2;AT22;AT222;612;Liezen;61225;Mitterberg;191;174;277;248;174;92;1156;01.01.2013
AT2;AT22;AT222;612;Liezen;61226;Bad Mitterndorf;395;499;572;722;602;289;3079;01.01.2013
AT2;AT22;AT222;612;Liezen;61227;Niederöblarn;114;122;126;119;88;32;601;01.01.2013
AT2;AT22;AT222;612;Liezen;61228;Öblarn;218;254;294;297;234;151;1448;01.01.2013
AT2;AT22;AT222;612;Liezen;61229;Oppenberg;37;42;47;54;38;25;243;01.01.2013
AT2;AT22;AT222;612;Liezen;61230;Palfau;55;64;80;85;71;41;396;01.01.2013
AT2;AT22;AT222;612;Liezen;61232;Pichl-Preunegg;145;179;194;205;119;77;919;01.01.2013
AT2;AT22;AT222;612;Liezen;61233;Pichl-Kainisch;106;124;159;178;137;55;759;01.01.2013
AT2;AT22;AT222;612;Liezen;61234;Pruggern;94;114;139;133;97;43;620;01.01.2013
AT2;AT22;AT222;612;Liezen;61235;Pürgg-Trautenfels;110;177;159;214;126;133;919;01.01.2013
AT2;AT22;AT222;612;Liezen;61236;Ramsau am Dachstein;463;472;621;601;451;187;2795;01.01.2013
AT2;AT22;AT222;612;Liezen;61237;Rohrmoos-Untertal;253;268;287;289;205;101;1403;01.01.2013
AT2;AT22;AT222;612;Liezen;61238;Rottenmann;665;868;963;1117;984;468;5065;01.01.2013
AT2;AT22;AT222;612;Liezen;61239;Sankt Gallen;190;212;251;313;258;188;1412;01.01.2013
AT2;AT22;AT222;612;Liezen;61240;Sankt Martin am Grimming;138;124;159;172;117;60;770;01.01.2013
AT2;AT22;AT222;612;Liezen;61241;Sankt Nikolai im Sölktal;80;81;89;109;85;42;486;01.01.2013
AT2;AT22;AT222;612;Liezen;61242;Schladming;601;757;901;1026;686;364;4335;01.01.2013
AT2;AT22;AT222;612;Liezen;61243;Selzthal;175;269;317;436;295;166;1658;01.01.2013
AT2;AT22;AT222;612;Liezen;61244;Stainach;243;306;371;440;411;175;1946;01.01.2013
AT2;AT22;AT222;612;Liezen;61245;Tauplitz;124;140;199;240;208;84;995;01.01.2013
AT2;AT22;AT222;612;Liezen;61246;Treglwang;45;63;72;86;66;33;365;01.01.2013
AT2;AT22;AT222;612;Liezen;61247;Trieben;356;515;597;779;662;469;3378;01.01.2013
AT2;AT22;AT222;612;Liezen;61248;Weißenbach an der Enns;72;106;99;81;76;62;496;01.01.2013
AT2;AT22;AT222;612;Liezen;61249;Weißenbach bei Liezen;130;168;209;310;201;98;1116;01.01.2013
AT2;AT22;AT222;612;Liezen;61250;Weng im Gesäuse;87;108;105;153;94;48;595;01.01.2013
AT2;AT22;AT222;612;Liezen;61251;Wildalpen;55;73;92;125;102;66;513;01.01.2013
AT2;AT22;AT222;612;Liezen;61252;Wörschach;188;198;232;268;203;85;1174;01.01.2013
AT2;AT22;AT226;614;Murau;61401;Dürnstein in der Steiermark;26;51;52;68;50;28;275;01.01.2013
AT2;AT22;AT226;614;Murau;61403;Frojach-Katsch;182;186;251;262;165;94;1140;01.01.2013
AT2;AT22;AT226;614;Murau;61404;Krakaudorf;91;114;131;169;93;52;650;01.01.2013
AT2;AT22;AT226;614;Murau;61405;Krakauhintermühlen;73;103;104;153;54;52;539;01.01.2013
AT2;AT22;AT226;614;Murau;61406;Krakauschatten;54;64;63;70;48;14;313;01.01.2013
AT2;AT22;AT226;614;Murau;61407;Kulm am Zirbitz;33;67;65;69;59;28;321;01.01.2013
AT2;AT22;AT226;614;Murau;61408;Laßnitz bei Murau;156;164;212;226;186;105;1049;01.01.2013
AT2;AT22;AT226;614;Murau;61409;Mariahof;208;236;282;284;224;107;1341;01.01.2013
AT2;AT22;AT226;614;Murau;61410;Mühlen;124;174;161;195;157;107;918;01.01.2013
AT2;AT22;AT226;614;Murau;61411;Murau;217;322;390;494;389;312;2124;01.01.2013
AT2;AT22;AT226;614;Murau;61412;Neumarkt in Steiermark;216;288;322;425;312;199;1762;01.01.2013
AT2;AT22;AT226;614;Murau;61413;Niederwölz;88;104;145;128;88;55;608;01.01.2013
AT2;AT22;AT226;614;Murau;61414;Oberwölz Stadt;148;167;203;223;153;101;995;01.01.2013
AT2;AT22;AT226;614;Murau;61415;Oberwölz Umgebung;104;130;151;191;138;70;784;01.01.2013
AT2;AT22;AT226;614;Murau;61416;Perchau am Sattel;32;63;49;84;45;24;297;01.01.2013
AT2;AT22;AT226;614;Murau;61417;Predlitz-Turrach;97;158;160;202;140;61;818;01.01.2013
AT2;AT22;AT226;614;Murau;61418;Ranten;176;173;207;228;162;97;1043;01.01.2013
AT2;AT22;AT226;614;Murau;61419;Rinegg;25;28;37;32;24;12;158;01.01.2013
AT2;AT22;AT226;614;Murau;61420;Sankt Blasen;71;97;113;149;70;56;556;01.01.2013
AT2;AT22;AT226;614;Murau;61421;Sankt Georgen ob Murau;196;219;278;342;217;115;1367;01.01.2013
AT2;AT22;AT226;614;Murau;61422;Sankt Lambrecht;136;231;255;342;259;202;1425;01.01.2013
AT2;AT22;AT226;614;Murau;61423;Sankt Lorenzen bei Scheifling;89;119;116;162;88;59;633;01.01.2013
AT2;AT22;AT226;614;Murau;61424;Sankt Marein bei Neumarkt;158;172;168;210;135;91;934;01.01.2013
AT2;AT22;AT226;614;Murau;61425;Sankt Peter am Kammersberg;307;361;430;466;333;203;2100;01.01.2013
AT2;AT22;AT226;614;Murau;61427;Scheifling;218;261;297;351;245;153;1525;01.01.2013
AT2;AT22;AT226;614;Murau;61428;Schöder;143;164;194;245;142;111;999;01.01.2013
AT2;AT22;AT226;614;Murau;61429;Schönberg-Lachtal;71;84;100;87;67;33;442;01.01.2013
AT2;AT22;AT226;614;Murau;61430;Stadl an der Mur;117;170;190;237;157;111;982;01.01.2013
AT2;AT22;AT226;614;Murau;61431;Stolzalpe;67;72;79;133;61;31;443;01.01.2013
AT2;AT22;AT226;614;Murau;61432;Teufenbach;85;127;131;163;84;110;700;01.01.2013
AT2;AT22;AT226;614;Murau;61433;Triebendorf;23;26;22;34;27;11;143;01.01.2013
AT2;AT22;AT226;614;Murau;61434;Winklern bei Oberwölz;126;132;159;206;136;107;866;01.01.2013
AT2;AT22;AT226;614;Murau;61435;Zeutschach;25;40;43;48;35;30;221;01.01.2013
AT2;AT22;AT226;614;Murau;61436;St.Ruprecht-Falkendorf;67;74;91;105;81;50;468;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61601;Bärnbach;715;858;1116;1167;899;518;5273;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61602;Edelschrott;215;227;319;369;276;191;1597;01.01.2013
