NUTS2;LAU2_CODE;LAU2_NAME;POP_TOTAL;YEAR
AT33;30101;Krems an der Donau;18011;1869
AT33;30201;Sankt Pölten;14470;1869
AT33;30301;Waidhofen an der Ybbs;7957;1869
AT33;30401;Wiener Neustadt;20619;1869
AT33;30501;Allhartsberg;1064;1869
AT33;30502;Amstetten;4313;1869
AT33;30503;Ardagger;2840;1869
AT33;30504;Aschbach-Markt;2498;1869
AT33;30506;Behamberg;1307;1869
AT33;30507;Biberbach;1366;1869
AT33;30508;Ennsdorf;425;1869
AT33;30509;Ernsthofen;1075;1869
AT33;30510;Ertl;1024;1869
AT33;30511;Euratsfeld;1371;1869
AT33;30512;Ferschnitz;1009;1869
AT33;30514;Haag;3929;1869
AT33;30515;Haidershofen;1813;1869
AT33;30516;Hollenstein an der Ybbs;2477;1869
AT33;30517;Kematen an der Ybbs;378;1869
AT33;30520;Neuhofen an der Ybbs;1611;1869
AT33;30521;Neustadtl an der Donau;2442;1869
AT33;30522;Oed-Oehling;734;1869
AT33;30524;Opponitz;1000;1869
AT33;30526;Sankt Georgen am Reith;641;1869
AT33;30527;Sankt Georgen am Ybbsfelde;1257;1869
AT33;30529;Sankt Pantaleon-Erla;1475;1869
AT33;30530;Sankt Peter in der Au;3205;1869
AT33;30531;Sankt Valentin;2616;1869
AT33;30532;Seitenstetten;1931;1869
AT33;30533;Sonntagberg;1144;1869
AT33;30534;Strengberg;2286;1869
AT33;30536;Viehdorf;1015;1869
AT33;30538;Wallsee-Sindelburg;1677;1869
AT33;30539;Weistrach;1794;1869
AT33;30541;Winklarn;566;1869
AT33;30542;Wolfsbach;1842;1869
AT33;30543;Ybbsitz;3164;1869
AT33;30544;Zeillern;1308;1869
AT33;30601;Alland;2082;1869
AT33;30602;Altenmarkt an der Triesting;2044;1869
AT33;30603;Bad Vöslau;4176;1869
AT33;30604;Baden;10621;1869
AT33;30605;Berndorf;3331;1869
AT33;30607;Ebreichsdorf;3099;1869
AT33;30608;Enzesfeld-Lindabrunn;902;1869
AT33;30609;Furth an der Triesting;1116;1869
AT33;30612;Günselsdorf;220;1869
AT33;30613;Heiligenkreuz;900;1869
AT33;30614;Hernstein;1328;1869
AT33;30615;Hirtenberg;868;1869
AT33;30616;Klausen-Leopoldsdorf;1434;1869
AT33;30618;Kottingbrunn;1301;1869
AT33;30620;Leobersdorf;1762;1869
AT33;30621;Mitterndorf an der Fischa;279;1869
AT33;30623;Oberwaltersdorf;1025;1869
AT33;30625;Pfaffstätten;1281;1869
AT33;30626;Pottendorf;4286;1869
AT33;30627;Pottenstein;2259;1869
AT33;30629;Reisenberg;1122;1869
AT33;30631;Schönau an der Triesting;919;1869
AT33;30633;Seibersdorf;863;1869
AT33;30635;Sooß;497;1869
AT33;30636;Tattendorf;773;1869
AT33;30637;Teesdorf;983;1869
AT33;30639;Traiskirchen;3909;1869
AT33;30641;Trumau;1847;1869
AT33;30645;Weissenbach an der Triesting;1176;1869
AT33;30646;Blumau-Neurißhof;660;1869
AT33;30701;Au am Leithaberge;812;1869
AT33;30702;Bad Deutsch-Altenburg;833;1869
AT33;30703;Berg;0;1869
AT33;30704;Bruck an der Leitha;5431;1869
AT33;30706;Enzersdorf an der Fischa;1908;1869
AT33;30708;Göttlesbrunn-Arbesthal;1374;1869
AT33;30709;Götzendorf an der Leitha;1347;1869
AT33;30710;Hainburg a.d.Donau;4598;1869
AT33;30711;Haslau-Maria Ellend;557;1869
AT33;30712;Höflein;1081;1869
AT33;30713;Hof am Leithaberge;1158;1869
AT33;30715;Hundsheim;679;1869
AT33;30716;Mannersdorf am Leithagebirge;2378;1869
AT33;30718;Petronell-Carnuntum;834;1869
AT33;30719;Prellenkirchen;1564;1869
AT33;30721;Rohrau;1396;1869
AT33;30722;Scharndorf;1047;1869
AT33;30724;Sommerein;1692;1869
AT33;30726;Trautmannsdorf an der Leitha;2253;1869
AT33;30728;Wolfsthal;1606;1869
AT33;30801;Aderklaa;256;1869
AT33;30802;Andlersdorf;188;1869
AT33;30803;Angern an der March;2468;1869
AT33;30804;Auersthal;1273;1869
AT33;30805;Bad Pirawarth;1710;1869
AT33;30808;Deutsch-Wagram;763;1869
AT33;30810;Drösing;1325;1869
AT33;30811;Dürnkrut;1941;1869
AT33;30812;Ebenthal;860;1869
AT33;30813;Eckartsau;1293;1869
AT33;30814;Engelhartstetten;1807;1869
AT33;30817;Gänserndorf;1267;1869
AT33;30819;Glinzendorf;234;1869
AT33;30821;Groß-Enzersdorf;3041;1869
AT33;30822;Großhofen;116;1869
AT33;30824;Groß-Schweinbarth;1229;1869
AT33;30825;Haringsee;819;1869
AT33;30826;Hauskirchen;1367;1869
AT33;30827;Hohenau an der March;2078;1869
AT33;30828;Hohenruppersdorf;1308;1869
AT33;30829;Jedenspeigen;1363;1869
AT33;30830;Lassee;1008;1869
AT33;30831;Leopoldsdorf im Marchfelde;912;1869
AT33;30834;Mannsdorf an der Donau;365;1869
AT33;30835;Marchegg;1792;1869
AT33;30836;Markgrafneusiedl;423;1869
AT33;30838;Matzen-Raggendorf;2238;1869
AT33;30841;Neusiedl an der Zaya;982;1869
AT33;30842;Obersiebenbrunn;584;1869
AT33;30844;Orth an der Donau;1089;1869
AT33;30845;Palterndorf-Dobermannsdorf;1204;1869
AT33;30846;Parbasdorf;183;1869
AT33;30848;Prottes;824;1869
AT33;30849;Raasdorf;269;1869
AT33;30850;Ringelsdorf-Niederabsdorf;1932;1869
AT33;30852;Schönkirchen-Reyersdorf;969;1869
AT33;30854;Spannberg;978;1869
AT33;30856;Strasshof an der Nordbahn;56;1869
AT33;30857;Sulz im Weinviertel;2022;1869
AT33;30858;Untersiebenbrunn;424;1869
AT33;30859;Velm-Götzendorf;1056;1869
AT33;30860;Weikendorf;1235;1869
AT33;30863;Zistersdorf;5917;1869
AT33;30865;Weiden an der March;1184;1869
AT33;30902;Amaliendorf-Aalfang;2000;1869
AT33;30903;Brand-Nagelberg;2294;1869
AT33;30904;Eggern;1346;1869
AT33;30906;Eisgarn;1224;1869
AT33;30908;Gmünd;2855;1869
AT33;30909;Großdietmanns;2186;1869
AT33;30910;Bad Großpertholz;3009;1869
AT33;30912;Großschönau;1492;1869
AT33;30913;Moorbad Harbach;1544;1869
AT33;30915;Haugschlag;1134;1869
AT33;30916;Heidenreichstein;3915;1869
AT33;30917;Hirschbach;913;1869
AT33;30920;Hoheneich;1457;1869
AT33;30921;Kirchberg am Walde;2415;1869
AT33;30925;Litschau;4645;1869
AT33;30929;Reingers;1530;1869
AT33;30932;Sankt Martin;1979;1869
AT33;30935;Schrems;4943;1869
AT33;30939;Unserfrau-Altweitra;1434;1869
AT33;30940;Waldenstein;1224;1869
AT33;30942;Weitra;4092;1869
AT33;31001;Alberndorf im Pulkautal;1087;1869
AT33;31008;Göllersdorf;2940;1869
AT33;31009;Grabern;2206;1869
AT33;31014;Guntersdorf;2064;1869
AT33;31015;Hadres;3825;1869
AT33;31016;Hardegg;3173;1869
AT33;31018;Haugsdorf;2916;1869
AT33;31019;Heldenberg;1579;1869
AT33;31021;Hohenwarth-Mühlbach a.M.;2182;1869
AT33;31022;Hollabrunn;8654;1869
AT33;31025;Mailberg;1293;1869
AT33;31026;Maissau;2848;1869
AT33;31028;Nappersdorf-Kammersdorf;2302;1869
AT33;31033;Pernersdorf;2395;1869
AT33;31035;Pulkau;3237;1869
AT33;31036;Ravelsbach;2179;1869
AT33;31037;Retz;5748;1869
AT33;31038;Retzbach;2298;1869
AT33;31041;Schrattenthal;1468;1869
AT33;31042;Seefeld-Kadolz;1957;1869
AT33;31043;Sitzendorf an der Schmida;4152;1869
AT33;31051;Wullersdorf;3919;1869
AT33;31052;Zellerndorf;4108;1869
AT33;31053;Ziersdorf;3261;1869
AT33;31101;Altenburg;903;1869
AT33;31102;Brunn an der Wild;1423;1869
AT33;31103;Burgschleinitz-Kühnring;1892;1869
AT33;31104;Drosendorf-Zissersdorf;2358;1869
AT33;31105;Eggenburg;2431;1869
AT33;31106;Gars am Kamp;2947;1869
AT33;31107;Geras;2442;1869
AT33;31109;Horn;2975;1869
AT33;31110;Irnfritz-Messern;1793;1869
AT33;31111;Japons;1564;1869
AT33;31113;Langau;878;1869
AT33;31114;Meiseldorf;1257;1869
AT33;31117;Pernegg;1121;1869
AT33;31119;Röhrenbach;1068;1869
AT33;31120;Röschitz;1837;1869
AT33;31121;Rosenburg-Mold;1040;1869
AT33;31123;Sankt Bernhard-Frauenhofen;1409;1869
AT33;31124;Sigmundsherberg;1860;1869
AT33;31129;Weitersfeld;3157;1869
AT33;31130;Straning-Grafenberg;1699;1869
AT33;31201;Bisamberg;984;1869
AT33;31202;Enzersfeld;908;1869
AT33;31203;Ernstbrunn;3425;1869
AT33;31204;Großmugl;2253;1869
AT33;31205;Großrußbach;1806;1869
AT33;31206;Hagenbrunn;851;1869
AT33;31207;Harmannsdorf;3135;1869
AT33;31208;Hausleiten;3002;1869
AT33;31213;Korneuburg;4929;1869
AT33;31214;Langenzersdorf;1513;1869
AT33;31215;Leitzersdorf;1236;1869
AT33;31216;Leobendorf;1658;1869
AT33;31224;Rußbach;1690;1869
AT33;31226;Sierndorf;2639;1869
AT33;31227;Spillern;494;1869
AT33;31228;Stetteldorf am Wagram;1295;1869
AT33;31229;Stetten;535;1869
AT33;31230;Stockerau;7868;1869
AT33;31234;Niederhollabrunn;2111;1869
AT33;31301;Aggsbach;744;1869
AT33;31302;Albrechtsberg an der Großen Krems;1577;1869
AT33;31303;Bergern im Dunkelsteinerwald;1400;1869
AT33;31304;Dürnstein;1180;1869
AT33;31308;Etsdorf-Haitzendorf;3240;1869
AT33;31309;Furth bei Göttweig;1509;1869
AT33;31310;Gedersdorf;1442;1869
AT33;31311;Gföhl;4077;1869
AT33;31315;Hadersdorf-Kammern;1070;1869
AT33;31319;Jaidhof;1794;1869
AT33;31321;Krumau am Kamp;1408;1869
AT33;31322;Langenlois;7057;1869
AT33;31323;Lengenfeld;1448;1869
AT33;31324;Lichtenau im Waldviertel;2885;1869
AT33;31326;Maria Laach am Jauerling;1245;1869
AT33;31327;Mautern an der Donau;1413;1869
AT33;31330;Mühldorf;1484;1869
AT33;31333;Paudorf;1379;1869
AT33;31336;Rastenfeld;2076;1869
AT33;31337;Rohrendorf bei Krems;960;1869
AT33;31338;Rossatz-Arnsdorf;1680;1869
AT33;31340;Sankt Leonhard am Hornerwald;2485;1869
AT33;31343;Senftenberg;1694;1869
AT33;31344;Spitz;2087;1869
AT33;31346;Straß im Straßertale;1922;1869
AT33;31347;Stratzing;1152;1869
AT33;31350;Weinzierl am Walde;1850;1869
AT33;31351;Weißenkirchen in der Wachau;2020;1869
AT33;31355;Schönberg am Kamp;2413;1869
AT33;31356;Droß;0;1869
AT33;31401;Annaberg;1078;1869
AT33;31402;Eschenau;842;1869
AT33;31403;Hainfeld;2337;1869
AT33;31404;Hohenberg;1529;1869
AT33;31405;Kaumberg;988;1869
AT33;31406;Kleinzell;1353;1869
AT33;31407;Lilienfeld;2255;1869
AT33;31408;Mitterbach am Erlaufsee;554;1869
AT33;31409;Ramsau;948;1869
AT33;31410;Rohrbach an der Gölsen;556;1869
AT33;31411;Sankt Aegyd am Neuwalde;2585;1869
AT33;31412;Sankt Veit an der Gölsen;2609;1869
AT33;31413;Traisen;710;1869
AT33;31414;Türnitz;2779;1869
AT33;31502;Artstetten-Pöbring;1372;1869
AT33;31503;Bergland;1550;1869
AT33;31504;Bischofstetten;902;1869
AT33;31505;Blindenmarkt;1047;1869
AT33;31506;Dorfstetten;771;1869
AT33;31507;Dunkelsteinerwald;2468;1869
AT33;31508;Erlauf;844;1869
AT33;31509;Golling an der Erlauf;238;1869
AT33;31511;Hofamt Priel;1213;1869
AT33;31513;Hürm;1845;1869
AT33;31514;Kilb;2293;1869
AT33;31515;Kirnberg an der Mank;816;1869
AT33;31516;Klein-Pöchlarn;484;1869
AT33;31517;Krummnußbaum;760;1869
AT33;31519;Leiben;853;1869
AT33;31520;Loosdorf;1481;1869
AT33;31521;Mank;1829;1869
AT33;31522;Marbach an der Donau;1308;1869
AT33;31523;Maria Taferl;642;1869
AT33;31524;Melk;2595;1869
AT33;31525;Münichreith-Laimbach;1478;1869
AT33;31527;Neumarkt an der Ybbs;821;1869
AT33;31528;Nöchling;943;1869
AT33;31530;Persenbeug-Gottsdorf;859;1869
AT33;31531;Petzenkirchen;401;1869
AT33;31533;Pöchlarn;1756;1869
AT33;31534;Pöggstall;2966;1869
AT33;31535;Raxendorf;1508;1869
AT33;31537;Ruprechtshofen;1648;1869
AT33;31539;Sankt Leonhard am Forst;2492;1869
AT33;31540;Sankt Martin-Karlsbach;1313;1869
AT33;31541;Sankt Oswald;1142;1869
AT33;31542;Schönbühel-Aggsbach;1161;1869
AT33;31543;Schollach;1045;1869
AT33;31546;Weiten;1478;1869
AT33;31549;Ybbs an der Donau;4075;1869
AT33;31550;Zelking-Matzleinsdorf;1210;1869
AT33;31551;Texingtal;1378;1869
AT33;31552;Yspertal;1802;1869
AT33;31553;Emmersdorf an der Donau;1465;1869
AT33;31601;Altlichtenwarth;931;1869
AT33;31603;Asparn an der Zaya;2442;1869
AT33;31604;Bernhardsthal;2847;1869
AT33;31605;Bockfließ;1540;1869
AT33;31606;Drasenhofen;2564;1869
AT33;31608;Falkenstein;864;1869
AT33;31609;Fallbach;1407;1869
AT33;31611;Gaubitsch;0;1869
AT33;31612;Gaweinstal;3787;1869
AT33;31613;Gnadendorf;1945;1869
AT33;31614;Großebersdorf;1795;1869
AT33;31615;Groß-Engersdorf;1523;1869
AT33;31616;Großharras;2156;1869
AT33;31617;Großkrut;2078;1869
AT33;31620;Hausbrunn;1280;1869
AT33;31621;Herrnbaumgarten;1530;1869
AT33;31622;Hochleithen;1370;1869
AT33;31627;Kreuttal;1062;1869
AT33;31628;Kreuzstetten;1325;1869
AT33;31629;Laa an der Thaya;4486;1869
AT33;31630;Ladendorf;2504;1869
AT33;31633;Mistelbach;7458;1869
AT33;31634;Neudorf bei Staatz;1834;1869
AT33;31636;Niederleis;979;1869
AT33;31642;Pillichsdorf;1071;1869
AT33;31644;Poysdorf;7071;1869
AT33;31645;Rabensburg;1582;1869
AT33;31646;Schrattenberg;1493;1869
AT33;31649;Staatz;2497;1869
AT33;31650;Stronsdorf;2672;1869
AT33;31651;Ulrichskirchen-Schleinbach;2143;1869
AT33;31652;Unterstinkenbrunn;0;1869
AT33;31653;Wildendürnbach;2370;1869
AT33;31654;Wilfersdorf;2103;1869
AT33;31655;Wolkersdorf im Weinviertel;2915;1869
AT33;31657;Gartenbrunn^;1679;1869
AT33;31658;Ottenthal;1094;1869
AT33;31701;Achau;590;1869
AT33;31702;Biedermannsdorf;936;1869
AT33;31703;Breitenfurt bei Wien;751;1869
AT33;31704;Brunn am Gebirge;2089;1869
AT33;31706;Gaaden;808;1869
AT33;31707;Gießhübl;422;1869
AT33;31709;Gumpoldskirchen;2103;1869
AT33;31710;Guntramsdorf;2141;1869
AT33;31711;Hennersdorf;728;1869
AT33;31712;Hinterbrühl;1231;1869
AT33;31713;Kaltenleutgeben;866;1869
AT33;31714;Laab im Walde;388;1869
AT33;31715;Laxenburg;1065;1869
AT33;31716;Maria Enzersdorf;1086;1869
AT33;31717;Mödling;4923;1869
AT33;31718;Münchendorf;1040;1869
AT33;31719;Perchtoldsdorf;3273;1869
AT33;31723;Vösendorf;1503;1869
AT33;31725;Wiener Neudorf;1658;1869
AT33;31726;Wienerwald;1315;1869
AT33;31801;Altendorf;270;1869
AT33;31802;Aspang-Markt;1021;1869
AT33;31803;Aspangberg-Sankt Peter;2262;1869
AT33;31804;Breitenau;441;1869
AT33;31805;Breitenstein;656;1869
AT33;31806;Buchbach;218;1869
AT33;31807;Edlitz;805;1869
AT33;31808;Enzenreith;943;1869
AT33;31809;Feistritz am Wechsel;1051;1869
AT33;31810;Gloggnitz;3688;1869
AT33;31811;Grafenbach-Sankt Valentin;746;1869
AT33;31812;Grimmenstein;722;1869
AT33;31813;Grünbach am Schneeberg;1082;1869
AT33;31814;Kirchberg am Wechsel;2242;1869
AT33;31815;Mönichkirchen;479;1869
AT33;31817;Natschbach-Loipersbach;502;1869
AT33;31818;Neunkirchen;6540;1869
AT33;31820;Otterthal;363;1869
AT33;31821;Payerbach;1893;1869
AT33;31823;Pitten;1572;1869
AT33;31825;Prigglitz;661;1869
AT33;31826;Puchberg am Schneeberg;2249;1869
AT33;31827;Raach am Hochgebirge;467;1869
AT33;31829;Reichenau an der Rax;3419;1869
AT33;31830;Sankt Corona am Wechsel;344;1869
AT33;31831;Sankt Egyden am Steinfeld;1250;1869
AT33;31832;Scheiblingkirchen-Thernberg;1642;1869
AT33;31833;Schottwien;838;1869
AT33;31834;Schrattenbach;374;1869
AT33;31835;Schwarzau am Steinfelde;713;1869
AT33;31836;Schwarzau im Gebirge;2114;1869
AT33;31837;Seebenstein;587;1869
AT33;31838;Semmering;135;1869
AT33;31839;Ternitz;4509;1869
AT33;31840;Thomasberg;1331;1869
AT33;31841;Trattenbach;692;1869
AT33;31842;Vöstenhof;221;1869
AT33;31843;Warth;1407;1869
AT33;31844;Wartmannstetten;1156;1869
AT33;31845;Willendorf;453;1869
AT33;31846;Wimpassing im Schwarzatale;766;1869
AT33;31847;Würflach;710;1869
AT33;31848;Zöbern;1431;1869
AT33;31849;Höflein an der Hohen Wand;452;1869
AT33;31901;Altlengbach;1788;1869
AT33;31902;Asperhofen;1920;1869
AT33;31903;Böheimkirchen;3033;1869
AT33;31904;Brand-Laaben;1661;1869
AT33;31905;Eichgraben;578;1869
AT33;31906;Frankenfels;1461;1869
AT33;31907;Gerersdorf;717;1869
AT33;31909;Hofstetten-Grünau;1690;1869
AT33;31910;Hafnerbach;1471;1869
AT33;31911;Haunoldstein;597;1869
AT33;31912;Herzogenburg;4322;1869
AT33;31913;Inzersdorf-Getzersdorf;1293;1869
AT33;31915;Kapelln;1409;1869
AT33;31916;Karlstetten;1217;1869
AT33;31917;Kasten bei Böheimkirchen;986;1869
AT33;31918;Kirchberg an der Pielach;1947;1869
AT33;31919;Kirchstetten;1312;1869
AT33;31920;Loich;572;1869
AT33;31921;Maria-Anzbach;1114;1869
AT33;31922;Markersdorf-Haindorf;986;1869
AT33;31923;Michelbach;931;1869
AT33;31925;Neidling;1029;1869
AT33;31926;Neulengbach;3985;1869
AT33;31927;Neustift-Innermanzing;575;1869
AT33;31928;Nußdorf ob der Traisen;1338;1869
AT33;31929;Ober-Grafendorf;2378;1869
AT33;31930;Obritzberg-Rust;2120;1869
AT33;31932;Prinzersdorf;330;1869
AT33;31934;Pyhra;2969;1869
AT33;31935;Rabenstein an der Pielach;1359;1869
AT33;31938;Sankt Margarethen an der Sierning;784;1869
AT33;31939;Schwarzenbach an der Pielach;656;1869
AT33;31940;Statzendorf;751;1869
AT33;31941;Stössing;964;1869
AT33;31943;Traismauer;3240;1869
AT33;31945;Weinburg;614;1869
AT33;31946;Weißenkirchen an der Perschling;1717;1869
AT33;31947;Wilhelmsburg;3241;1869
AT33;31948;Wölbling;1460;1869
AT33;32001;Gaming;3398;1869
AT33;32002;Göstling an der Ybbs;2031;1869
AT33;32003;Gresten;1051;1869
AT33;32004;Gresten-Land;1457;1869
AT33;32005;Lunz am See;1701;1869
AT33;32006;Oberndorf an der Melk;2216;1869
AT33;32007;Puchenstuben;598;1869
AT33;32008;Purgstall an der Erlauf;2911;1869
AT33;32009;Randegg;1704;1869
AT33;32010;Reinsberg;785;1869
AT33;32011;Sankt Anton an der Jeßnitz;1556;1869
AT33;32012;Sankt Georgen an der Leys;899;1869
AT33;32013;Scheibbs;3076;1869
AT33;32014;Steinakirchen am Forst;1826;1869
AT33;32015;Wang;926;1869
AT33;32016;Wieselburg;951;1869
AT33;32017;Wieselburg-Land;1874;1869
AT33;32018;Wolfpassing;1014;1869
AT33;32101;Absdorf;869;1869
AT33;32104;Atzenbrugg;1962;1869
AT33;32106;Fels am Wagram;2004;1869
AT33;32107;Grafenwörth;3055;1869
AT33;32109;Großriedenthal;1260;1869
AT33;32110;Großweikersdorf;2759;1869
AT33;32112;Judenau-Baumgarten;1663;1869
AT33;32114;Kirchberg am Wagram;4073;1869
AT33;32115;Königsbrunn am Wagram;1588;1869
AT33;32116;Königstetten;1097;1869
AT33;32119;Langenrohr;1188;1869
AT33;32120;Michelhausen;1964;1869
AT33;32131;Sieghartskirchen;4353;1869
AT33;32132;Sitzenberg-Reidling;1448;1869
AT33;32134;Tulbing;1620;1869
AT33;32135;Tulln an der Donau;5229;1869
AT33;32139;Würmla;1434;1869
AT33;32140;Zeiselmauer-Wolfpassing;1052;1869
AT33;32141;Zwentendorf an der Donau;2562;1869
AT33;32142;Sankt Andrä-Wördern;2496;1869
AT33;32143;Muckendorf-Wipfing;0;1869
AT33;32202;Dietmanns;1824;1869
AT33;32203;Dobersberg;2260;1869
AT33;32206;Gastern;2189;1869
AT33;32207;Groß-Siegharts;4247;1869
AT33;32209;Karlstein an der Thaya;2791;1869
AT33;32210;Kautzen;2700;1869
AT33;32212;Ludweis-Aigen;2518;1869
AT33;32214;Pfaffenschlag bei Waidhofen a.d.Thaya;1570;1869
AT33;32216;Raabs an der Thaya;5908;1869
AT33;32217;Thaya;2478;1869
AT33;32219;Vitis;3329;1869
AT33;32220;Waidhofen an der Thaya;3894;1869
AT33;32221;Waidhofen an der Thaya-Land;1297;1869
AT33;32222;Waldkirchen an der Thaya;1538;1869
AT33;32223;Windigsteig;1549;1869
AT33;32301;Bad Fischau-Brunn;1315;1869
AT33;32302;Bad Schönau;653;1869
AT33;32304;Ebenfurth;2513;1869
AT33;32305;Eggendorf;1020;1869
AT33;32306;Erlach;1388;1869
AT33;32307;Felixdorf;950;1869
AT33;32308;Gutenstein;1752;1869
AT33;32309;Hochneukirchen-Gschaidt;1726;1869
AT33;32310;Hochwolkersdorf;995;1869
AT33;32311;Hohe Wand;1044;1869
AT33;32312;Hollenthon;1072;1869
AT33;32313;Katzelsdorf;871;1869
AT33;32314;Kirchschlag in der Buckligen Welt;2779;1869
AT33;32315;Krumbach;2124;1869
AT33;32316;Lanzenkirchen;1811;1869
AT33;32317;Lichtenegg;1535;1869
AT33;32318;Lichtenwörth;1758;1869
AT33;32319;Markt Piesting;1846;1869
AT33;32320;Matzendorf-Hölles;516;1869
AT33;32321;Miesenbach;958;1869
AT33;32322;Muggendorf;666;1869
AT33;32323;Pernitz;778;1869
AT33;32324;Rohr im Gebirge;883;1869
AT33;32325;Bromberg;1520;1869
AT33;32326;Schwarzenbach;1178;1869
AT33;32327;Sollenau;1271;1869
AT33;32330;Theresienfeld;754;1869
AT33;32331;Waidmannsfeld;781;1869
AT33;32332;Waldegg;2054;1869
AT33;32333;Walpersbach;1109;1869
AT33;32334;Weikersdorf am Steinfelde;747;1869
AT33;32335;Wiesmath;1750;1869
AT33;32336;Winzendorf-Muthmannsdorf;929;1869
AT33;32337;Wöllersdorf-Steinabrückl;2235;1869
AT33;32338;Zillingdorf;846;1869
AT33;32401;Ebergassing;2228;1869
AT33;32402;Fischamend;1919;1869
AT33;32403;Gablitz;753;1869
AT33;32404;Gerasdorf bei Wien;1330;1869
AT33;32405;Gramatneusiedl;1335;1869
AT33;32406;Himberg;2526;1869
AT33;32407;Klein-Neusiedl;823;1869
AT33;32408;Klosterneuburg;9429;1869
AT33;32409;Lanzendorf;389;1869
AT33;32410;Leopoldsdorf;1111;1869
AT33;32411;Maria-Lanzendorf;341;1869
AT33;32412;Mauerbach;1157;1869
AT33;32413;Moosbrunn;826;1869
AT33;32415;Pressbaum;1888;1869
AT33;32416;Purkersdorf;1423;1869
AT33;32417;Rauchenwarth;584;1869
AT33;32418;Schwadorf;1381;1869
AT33;32419;Schwechat;7458;1869
AT33;32421;Tullnerbach;505;1869
AT33;32423;Wolfsgraben;416;1869
AT33;32424;Zwölfaxing;510;1869
AT33;32501;Allentsteig;3549;1869
AT33;32502;Arbesbach;1783;1869
AT33;32503;Bärnkopf;659;1869
AT33;32504;Echsenbach;1040;1869
AT33;32505;Göpfritz an der Wild;2834;1869
AT33;32506;Grafenschlag;1313;1869
AT33;32508;Groß-Gerungs;5787;1869
AT33;32509;Großgöttfritz;1478;1869
AT33;32511;Gutenbrunn;598;1869
AT33;32514;Kirchschlag;921;1869
AT33;32515;Kottes-Purk;2513;1869
AT33;32516;Langschlag;2736;1869
AT33;32517;Martinsberg;1492;1869
AT33;32518;Ottenschlag;1402;1869
AT33;32519;Altmelon;1316;1869
AT33;32520;Pölla;4940;1869
AT33;32521;Rappottenstein;2490;1869
AT33;32522;Sallingberg;1771;1869
AT33;32523;Schönbach;1236;1869
AT33;32524;Schwarzenau;1639;1869
AT33;32525;Schweiggers;2724;1869
AT33;32528;Traunstein;1534;1869
AT33;32529;Waldhausen;1891;1869
AT33;32530;Zwettl-Niederösterreich;12643;1869
AT33;30101;Krems an der Donau;18936;1880
AT33;30201;Sankt Pölten;16963;1880
AT33;30301;Waidhofen an der Ybbs;8102;1880
AT33;30401;Wiener Neustadt;22048;1880
AT33;30501;Allhartsberg;1109;1880
AT33;30502;Amstetten;6086;1880
AT33;30503;Ardagger;2818;1880
AT33;30504;Aschbach-Markt;2449;1880
AT33;30506;Behamberg;1186;1880
AT33;30507;Biberbach;1410;1880
AT33;30508;Ennsdorf;490;1880
AT33;30509;Ernsthofen;1100;1880
AT33;30510;Ertl;1037;1880
AT33;30511;Euratsfeld;1405;1880
AT33;30512;Ferschnitz;1025;1880
AT33;30514;Haag;3915;1880
AT33;30515;Haidershofen;1878;1880
AT33;30516;Hollenstein an der Ybbs;2128;1880
AT33;30517;Kematen an der Ybbs;484;1880
AT33;30520;Neuhofen an der Ybbs;1604;1880
AT33;30521;Neustadtl an der Donau;2464;1880
AT33;30522;Oed-Oehling;749;1880
AT33;30524;Opponitz;949;1880
AT33;30526;Sankt Georgen am Reith;641;1880
AT33;30527;Sankt Georgen am Ybbsfelde;1281;1880
AT33;30529;Sankt Pantaleon-Erla;1509;1880
AT33;30530;Sankt Peter in der Au;3393;1880
AT33;30531;Sankt Valentin;3211;1880
AT33;30532;Seitenstetten;2041;1880
AT33;30533;Sonntagberg;1544;1880
AT33;30534;Strengberg;2316;1880
AT33;30536;Viehdorf;1029;1880
AT33;30538;Wallsee-Sindelburg;1756;1880
AT33;30539;Weistrach;1739;1880
AT33;30541;Winklarn;650;1880
AT33;30542;Wolfsbach;1819;1880
AT33;30543;Ybbsitz;3215;1880
AT33;30544;Zeillern;1358;1880
AT33;30601;Alland;2044;1880
AT33;30602;Altenmarkt an der Triesting;2280;1880
AT33;30603;Bad Vöslau;5453;1880
AT33;30604;Baden;13342;1880
AT33;30605;Berndorf;4172;1880
AT33;30607;Ebreichsdorf;3940;1880
AT33;30608;Enzesfeld-Lindabrunn;1067;1880
AT33;30609;Furth an der Triesting;1095;1880
AT33;30612;Günselsdorf;226;1880
AT33;30613;Heiligenkreuz;921;1880
AT33;30614;Hernstein;1362;1880
AT33;30615;Hirtenberg;833;1880
AT33;30616;Klausen-Leopoldsdorf;1498;1880
AT33;30618;Kottingbrunn;1584;1880
AT33;30620;Leobersdorf;1939;1880
AT33;30621;Mitterndorf an der Fischa;438;1880
AT33;30623;Oberwaltersdorf;1246;1880
AT33;30625;Pfaffstätten;1362;1880
AT33;30626;Pottendorf;4768;1880
AT33;30627;Pottenstein;2592;1880
AT33;30629;Reisenberg;1160;1880
AT33;30631;Schönau an der Triesting;1095;1880
AT33;30633;Seibersdorf;939;1880
AT33;30635;Sooß;654;1880
AT33;30636;Tattendorf;829;1880
AT33;30637;Teesdorf;1006;1880
AT33;30639;Traiskirchen;4380;1880
AT33;30641;Trumau;1871;1880
AT33;30645;Weissenbach an der Triesting;1190;1880
