NUTS2;LAU2_CODE;LAU2_NAME;POP_TOTAL;YEAR
AT33;32503;Bärnkopf;622;1934
AT33;32504;Echsenbach;1226;1934
AT33;32505;Göpfritz an der Wild;2874;1934
AT33;32506;Grafenschlag;1200;1934
AT33;32508;Groß-Gerungs;5440;1934
AT33;32509;Großgöttfritz;1395;1934
AT33;32511;Gutenbrunn;1136;1934
AT33;32514;Kirchschlag;1022;1934
AT33;32515;Kottes-Purk;2330;1934
AT33;32516;Langschlag;2552;1934
AT33;32517;Martinsberg;1450;1934
AT33;32518;Ottenschlag;1357;1934
AT33;32519;Altmelon;1155;1934
AT33;32520;Pölla;4410;1934
AT33;32521;Rappottenstein;2296;1934
AT33;32522;Sallingberg;1808;1934
AT33;32523;Schönbach;1134;1934
AT33;32524;Schwarzenau;1956;1934
AT33;32525;Schweiggers;2544;1934
AT33;32528;Traunstein;1483;1934
AT33;32529;Waldhausen;1858;1934
AT33;32530;Zwettl-Niederösterreich;12746;1934
AT33;30101;Krems an der Donau;23654;1939
AT33;30201;Sankt Pölten;48627;1939
AT33;30301;Waidhofen an der Ybbs;11132;1939
AT33;30401;Wiener Neustadt;39344;1939
AT33;30501;Allhartsberg;1381;1939
AT33;30502;Amstetten;18574;1939
AT33;30503;Ardagger;2763;1939
AT33;30504;Aschbach-Markt;2903;1939
AT33;30506;Behamberg;1556;1939
AT33;30507;Biberbach;1712;1939
AT33;30508;Ennsdorf;801;1939
AT33;30509;Ernsthofen;1279;1939
AT33;30510;Ertl;1040;1939
AT33;30511;Euratsfeld;1587;1939
AT33;30512;Ferschnitz;1107;1939
AT33;30514;Haag;4492;1939
AT33;30515;Haidershofen;2113;1939
AT33;30516;Hollenstein an der Ybbs;2297;1939
AT33;30517;Kematen an der Ybbs;1395;1939
AT33;30520;Neuhofen an der Ybbs;1878;1939
AT33;30521;Neustadtl an der Donau;2274;1939
AT33;30522;Oed-Oehling;1118;1939
AT33;30524;Opponitz;989;1939
AT33;30526;Sankt Georgen am Reith;675;1939
AT33;30527;Sankt Georgen am Ybbsfelde;1533;1939
AT33;30529;Sankt Pantaleon-Erla;1787;1939
AT33;30530;Sankt Peter in der Au;3979;1939
AT33;30531;Sankt Valentin;5379;1939
AT33;30532;Seitenstetten;2292;1939
AT33;30533;Sonntagberg;4100;1939
AT33;30534;Strengberg;2196;1939
AT33;30536;Viehdorf;1131;1939
AT33;30538;Wallsee-Sindelburg;1776;1939
AT33;30539;Weistrach;1934;1939
AT33;30541;Winklarn;958;1939
AT33;30542;Wolfsbach;1893;1939
AT33;30543;Ybbsitz;3575;1939
AT33;30544;Zeillern;1505;1939
AT33;30601;Alland;2211;1939
AT33;30602;Altenmarkt an der Triesting;2077;1939
AT33;30603;Bad Vöslau;9848;1939
AT33;30604;Baden;24111;1939
AT33;30605;Berndorf;10959;1939
AT33;30607;Ebreichsdorf;4651;1939
AT33;30608;Enzesfeld-Lindabrunn;2156;1939
AT33;30609;Furth an der Triesting;967;1939
AT33;30612;Günselsdorf;1153;1939
AT33;30613;Heiligenkreuz;987;1939
AT33;30614;Hernstein;1471;1939
AT33;30615;Hirtenberg;2410;1939
AT33;30616;Klausen-Leopoldsdorf;1548;1939
AT33;30618;Kottingbrunn;2608;1939
AT33;30620;Leobersdorf;3793;1939
AT33;30621;Mitterndorf an der Fischa;704;1939
AT33;30623;Oberwaltersdorf;1817;1939
AT33;30625;Pfaffstätten;2324;1939
AT33;30626;Pottendorf;5217;1939
AT33;30627;Pottenstein;3754;1939
AT33;30629;Reisenberg;1041;1939
AT33;30631;Schönau an der Triesting;1279;1939
AT33;30633;Seibersdorf;890;1939
AT33;30635;Sooß;779;1939
AT33;30636;Tattendorf;803;1939
AT33;30637;Teesdorf;1628;1939
AT33;30639;Traiskirchen;8908;1939
AT33;30641;Trumau;1849;1939
AT33;30645;Weissenbach an der Triesting;1912;1939
AT33;30646;Blumau-Neurißhof;1240;1939
AT33;30701;Au am Leithaberge;806;1939
AT33;30702;Bad Deutsch-Altenburg;1452;1939
AT33;30703;Berg;0;1939
AT33;30704;Bruck an der Leitha;7816;1939
AT33;30706;Enzersdorf an der Fischa;1970;1939
AT33;30708;Göttlesbrunn-Arbesthal;1211;1939
AT33;30709;Götzendorf an der Leitha;1707;1939
AT33;30710;Hainburg a.d.Donau;7052;1939
AT33;30711;Haslau-Maria Ellend;841;1939
AT33;30712;Höflein;1030;1939
AT33;30713;Hof am Leithaberge;1230;1939
AT33;30715;Hundsheim;653;1939
AT33;30716;Mannersdorf am Leithagebirge;3935;1939
AT33;30718;Petronell-Carnuntum;1137;1939
AT33;30719;Prellenkirchen;1512;1939
AT33;30721;Rohrau;1602;1939
AT33;30722;Scharndorf;1095;1939
AT33;30724;Sommerein;1620;1939
AT33;30726;Trautmannsdorf an der Leitha;2401;1939
AT33;30728;Wolfsthal;1663;1939
AT33;30801;Aderklaa;309;1939
AT33;30802;Andlersdorf;310;1939
AT33;30803;Angern an der March;3974;1939
AT33;30804;Auersthal;1849;1939
AT33;30805;Bad Pirawarth;1717;1939
AT33;30808;Deutsch-Wagram;4144;1939
AT33;30810;Drösing;1756;1939
AT33;30811;Dürnkrut;2710;1939
AT33;30812;Ebenthal;1022;1939
AT33;30813;Eckartsau;1533;1939
AT33;30814;Engelhartstetten;2905;1939
AT33;30817;Gänserndorf;3437;1939
AT33;30819;Glinzendorf;334;1939
AT33;30821;Groß-Enzersdorf;5529;1939
AT33;30822;Großhofen;135;1939
AT33;30824;Groß-Schweinbarth;1262;1939
AT33;30825;Haringsee;1301;1939
AT33;30826;Hauskirchen;1375;1939
AT33;30827;Hohenau an der March;4025;1939
AT33;30828;Hohenruppersdorf;1397;1939
AT33;30829;Jedenspeigen;1557;1939
AT33;30830;Lassee;2317;1939
AT33;30831;Leopoldsdorf im Marchfelde;2112;1939
AT33;30834;Mannsdorf an der Donau;450;1939
AT33;30835;Marchegg;3434;1939
AT33;30836;Markgrafneusiedl;786;1939
AT33;30838;Matzen-Raggendorf;2446;1939
AT33;30841;Neusiedl an der Zaya;1335;1939
AT33;30842;Obersiebenbrunn;1562;1939
AT33;30844;Orth an der Donau;1738;1939
AT33;30845;Palterndorf-Dobermannsdorf;1612;1939
AT33;30846;Parbasdorf;236;1939
AT33;30848;Prottes;1169;1939
AT33;30849;Raasdorf;720;1939
AT33;30850;Ringelsdorf-Niederabsdorf;2317;1939
AT33;30852;Schönkirchen-Reyersdorf;1279;1939
AT33;30854;Spannberg;1111;1939
AT33;30856;Strasshof an der Nordbahn;2499;1939
AT33;30857;Sulz im Weinviertel;1875;1939
AT33;30858;Untersiebenbrunn;1236;1939
AT33;30859;Velm-Götzendorf;1090;1939
AT33;30860;Weikendorf;1971;1939
AT33;30863;Zistersdorf;7041;1939
AT33;30865;Weiden an der March;1484;1939
AT33;30902;Amaliendorf-Aalfang;1624;1939
AT33;30903;Brand-Nagelberg;2497;1939
AT33;30904;Eggern;1216;1939
AT33;30906;Eisgarn;1171;1939
AT33;30908;Gmünd;5727;1939
AT33;30909;Großdietmanns;2149;1939
AT33;30910;Bad Großpertholz;2592;1939
AT33;30912;Großschönau;1353;1939
AT33;30913;Moorbad Harbach;1271;1939
AT33;30915;Haugschlag;870;1939
AT33;30916;Heidenreichstein;5438;1939
AT33;30917;Hirschbach;640;1939
AT33;30920;Hoheneich;1160;1939
AT33;30921;Kirchberg am Walde;2054;1939
AT33;30925;Litschau;3913;1939
AT33;30929;Reingers;1074;1939
AT33;30932;Sankt Martin;1764;1939
AT33;30935;Schrems;5624;1939
AT33;30939;Unserfrau-Altweitra;1225;1939
AT33;30940;Waldenstein;1058;1939
AT33;30942;Weitra;3374;1939
AT33;31001;Alberndorf im Pulkautal;940;1939
AT33;31008;Göllersdorf;2858;1939
AT33;31009;Grabern;1764;1939
AT33;31014;Guntersdorf;1715;1939
AT33;31015;Hadres;3363;1939
AT33;31016;Hardegg;2790;1939
AT33;31018;Haugsdorf;2884;1939
AT33;31019;Heldenberg;1432;1939
AT33;31021;Hohenwarth-Mühlbach a.M.;1945;1939
AT33;31022;Hollabrunn;12518;1939
AT33;31025;Mailberg;1194;1939
AT33;31026;Maissau;2456;1939
AT33;31028;Nappersdorf-Kammersdorf;2060;1939
AT33;31033;Pernersdorf;1936;1939
AT33;31035;Pulkau;2556;1939
AT33;31036;Ravelsbach;2096;1939
AT33;31037;Retz;5794;1939
AT33;31038;Retzbach;2074;1939
AT33;31041;Schrattenthal;1452;1939
AT33;31042;Seefeld-Kadolz;2271;1939
AT33;31043;Sitzendorf an der Schmida;3541;1939
AT33;31051;Wullersdorf;3741;1939
AT33;31052;Zellerndorf;3864;1939
AT33;31053;Ziersdorf;3627;1939
AT33;31101;Altenburg;852;1939
AT33;31102;Brunn an der Wild;1252;1939
AT33;31103;Burgschleinitz-Kühnring;1852;1939
AT33;31104;Drosendorf-Zissersdorf;2459;1939
AT33;31105;Eggenburg;4930;1939
AT33;31106;Gars am Kamp;4013;1939
AT33;31107;Geras;2399;1939
AT33;31109;Horn;5612;1939
AT33;31110;Irnfritz-Messern;1874;1939
AT33;31111;Japons;1292;1939
AT33;31113;Langau;1104;1939
AT33;31114;Meiseldorf;1467;1939
AT33;31117;Pernegg;1216;1939
AT33;31119;Röhrenbach;1076;1939
AT33;31120;Röschitz;1715;1939
AT33;31121;Rosenburg-Mold;1118;1939
AT33;31123;Sankt Bernhard-Frauenhofen;1222;1939
AT33;31124;Sigmundsherberg;2593;1939
AT33;31129;Weitersfeld;2736;1939
AT33;31130;Straning-Grafenberg;1459;1939
AT33;31201;Bisamberg;1812;1939
AT33;31202;Enzersfeld;1065;1939
AT33;31203;Ernstbrunn;4204;1939
AT33;31204;Großmugl;2176;1939
AT33;31205;Großrußbach;1958;1939
AT33;31206;Hagenbrunn;1017;1939
AT33;31207;Harmannsdorf;3391;1939
AT33;31208;Hausleiten;2842;1939
AT33;31213;Korneuburg;9893;1939
AT33;31214;Langenzersdorf;4302;1939
AT33;31215;Leitzersdorf;1179;1939
AT33;31216;Leobendorf;2208;1939
AT33;31224;Rußbach;1539;1939
AT33;31226;Sierndorf;3021;1939
AT33;31227;Spillern;872;1939
AT33;31228;Stetteldorf am Wagram;1252;1939
AT33;31229;Stetten;891;1939
AT33;31230;Stockerau;13924;1939
AT33;31234;Niederhollabrunn;2063;1939
AT33;31301;Aggsbach;669;1939
AT33;31302;Albrechtsberg an der Großen Krems;1532;1939
AT33;31303;Bergern im Dunkelsteinerwald;1438;1939
AT33;31304;Dürnstein;1082;1939
AT33;31308;Etsdorf-Haitzendorf;2941;1939
AT33;31309;Furth bei Göttweig;1783;1939
AT33;31310;Gedersdorf;1386;1939
AT33;31311;Gföhl;3921;1939
AT33;31315;Hadersdorf-Kammern;1107;1939
AT33;31319;Jaidhof;1626;1939
AT33;31321;Krumau am Kamp;1296;1939
AT33;31322;Langenlois;7243;1939
AT33;31323;Lengenfeld;1191;1939
AT33;31324;Lichtenau im Waldviertel;2702;1939
AT33;31326;Maria Laach am Jauerling;1071;1939
AT33;31327;Mautern an der Donau;1762;1939
AT33;31330;Mühldorf;1440;1939
AT33;31333;Paudorf;1773;1939
AT33;31336;Rastenfeld;1682;1939
AT33;31337;Rohrendorf bei Krems;1068;1939
AT33;31338;Rossatz-Arnsdorf;1346;1939
AT33;31340;Sankt Leonhard am Hornerwald;1938;1939
AT33;31343;Senftenberg;1922;1939
AT33;31344;Spitz;2170;1939
AT33;31346;Straß im Straßertale;1578;1939
AT33;31347;Stratzing;973;1939
AT33;31350;Weinzierl am Walde;1597;1939
AT33;31351;Weißenkirchen in der Wachau;1604;1939
AT33;31355;Schönberg am Kamp;2284;1939
AT33;31356;Droß;0;1939
AT33;31401;Annaberg;1177;1939
AT33;31402;Eschenau;948;1939
AT33;31403;Hainfeld;3831;1939
AT33;31404;Hohenberg;2180;1939
AT33;31405;Kaumberg;974;1939
AT33;31406;Kleinzell;1205;1939
AT33;31407;Lilienfeld;2973;1939
AT33;31408;Mitterbach am Erlaufsee;673;1939
AT33;31409;Ramsau;883;1939
AT33;31410;Rohrbach an der Gölsen;1107;1939
AT33;31411;Sankt Aegyd am Neuwalde;3054;1939
AT33;31412;Sankt Veit an der Gölsen;3701;1939
AT33;31413;Traisen;3023;1939
AT33;31414;Türnitz;2685;1939
AT33;31502;Artstetten-Pöbring;1170;1939
AT33;31503;Bergland;1636;1939
AT33;31504;Bischofstetten;1043;1939
AT33;31505;Blindenmarkt;1526;1939
AT33;31506;Dorfstetten;782;1939
AT33;31507;Dunkelsteinerwald;2144;1939
AT33;31508;Erlauf;1149;1939
AT33;31509;Golling an der Erlauf;1711;1939
AT33;31511;Hofamt Priel;1494;1939
AT33;31513;Hürm;1850;1939
AT33;31514;Kilb;2274;1939
AT33;31515;Kirnberg an der Mank;867;1939
AT33;31516;Klein-Pöchlarn;729;1939
AT33;31517;Krummnußbaum;1091;1939
AT33;31519;Leiben;1107;1939
AT33;31520;Loosdorf;2516;1939
AT33;31521;Mank;2521;1939
AT33;31522;Marbach an der Donau;1677;1939
AT33;31523;Maria Taferl;826;1939
AT33;31524;Melk;4670;1939
AT33;31525;Münichreith-Laimbach;1522;1939
AT33;31527;Neumarkt an der Ybbs;1277;1939
AT33;31528;Nöchling;981;1939
AT33;31530;Persenbeug-Gottsdorf;1424;1939
AT33;31531;Petzenkirchen;659;1939
AT33;31533;Pöchlarn;3116;1939
AT33;31534;Pöggstall;2966;1939
AT33;31535;Raxendorf;1318;1939
AT33;31537;Ruprechtshofen;1931;1939
AT33;31539;Sankt Leonhard am Forst;3049;1939
AT33;31540;Sankt Martin-Karlsbach;1453;1939
AT33;31541;Sankt Oswald;1071;1939
AT33;31542;Schönbühel-Aggsbach;1052;1939
AT33;31543;Schollach;873;1939
AT33;31546;Weiten;1285;1939
AT33;31549;Ybbs an der Donau;5912;1939
AT33;31550;Zelking-Matzleinsdorf;1278;1939
AT33;31551;Texingtal;1488;1939
AT33;31552;Yspertal;1823;1939
AT33;31553;Emmersdorf an der Donau;1526;1939
AT33;31601;Altlichtenwarth;1272;1939
AT33;31603;Asparn an der Zaya;2300;1939
AT33;31604;Bernhardsthal;3457;1939
AT33;31605;Bockfließ;1695;1939
AT33;31606;Drasenhofen;2457;1939
AT33;31608;Falkenstein;826;1939
AT33;31609;Fallbach;1484;1939
AT33;31611;Gaubitsch;0;1939
AT33;31612;Gaweinstal;3449;1939
AT33;31613;Gnadendorf;1743;1939
AT33;31614;Großebersdorf;1874;1939
AT33;31615;Groß-Engersdorf;1644;1939
AT33;31616;Großharras;2495;1939
AT33;31617;Großkrut;2466;1939
AT33;31620;Hausbrunn;1596;1939
AT33;31621;Herrnbaumgarten;1813;1939
AT33;31622;Hochleithen;1311;1939
AT33;31627;Kreuttal;1213;1939
AT33;31628;Kreuzstetten;1441;1939
AT33;31629;Laa an der Thaya;7993;1939
AT33;31630;Ladendorf;2813;1939
AT33;31633;Mistelbach;10502;1939
AT33;31634;Neudorf bei Staatz;1997;1939
AT33;31636;Niederleis;998;1939
AT33;31642;Pillichsdorf;1258;1939
AT33;31644;Poysdorf;8257;1939
AT33;31645;Rabensburg;1739;1939
AT33;31646;Schrattenberg;1718;1939
AT33;31649;Staatz;2606;1939
AT33;31650;Stronsdorf;2557;1939
AT33;31651;Ulrichskirchen-Schleinbach;2311;1939
AT33;31652;Unterstinkenbrunn;0;1939
AT33;31653;Wildendürnbach;2767;1939
AT33;31654;Wilfersdorf;2068;1939
AT33;31655;Wolkersdorf im Weinviertel;4627;1939
AT33;31657;Gartenbrunn^;1772;1939
AT33;31658;Ottenthal;1008;1939
AT33;31701;Achau;1160;1939
AT33;31702;Biedermannsdorf;1272;1939
AT33;31703;Breitenfurt bei Wien;1586;1939
AT33;31704;Brunn am Gebirge;5823;1939
AT33;31706;Gaaden;839;1939
AT33;31707;Gießhübl;955;1939
AT33;31709;Gumpoldskirchen;3830;1939
AT33;31710;Guntramsdorf;4700;1939
AT33;31711;Hennersdorf;778;1939
AT33;31712;Hinterbrühl;3283;1939
AT33;31713;Kaltenleutgeben;2187;1939
AT33;31714;Laab im Walde;615;1939
AT33;31715;Laxenburg;1313;1939
AT33;31716;Maria Enzersdorf;4217;1939
AT33;31717;Mödling;18400;1939
AT33;31718;Münchendorf;1289;1939
AT33;31719;Perchtoldsdorf;10716;1939
AT33;31723;Vösendorf;4057;1939
AT33;31725;Wiener Neudorf;3297;1939
AT33;31726;Wienerwald;1737;1939
AT33;31801;Altendorf;320;1939
AT33;31802;Aspang-Markt;2344;1939
AT33;31803;Aspangberg-Sankt Peter;2271;1939
AT33;31804;Breitenau;987;1939
AT33;31805;Breitenstein;710;1939
AT33;31806;Buchbach;388;1939
AT33;31807;Edlitz;943;1939
AT33;31808;Enzenreith;1663;1939
AT33;31809;Feistritz am Wechsel;1031;1939
AT33;31810;Gloggnitz;7240;1939
AT33;31811;Grafenbach-Sankt Valentin;1786;1939
AT33;31812;Grimmenstein;1314;1939
AT33;31813;Grünbach am Schneeberg;2456;1939
AT33;31814;Kirchberg am Wechsel;2502;1939
AT33;31815;Mönichkirchen;646;1939
AT33;31817;Natschbach-Loipersbach;511;1939
AT33;31818;Neunkirchen;11643;1939
AT33;31820;Otterthal;387;1939
AT33;31821;Payerbach;3393;1939
AT33;31823;Pitten;2469;1939
AT33;31825;Prigglitz;629;1939
AT33;31826;Puchberg am Schneeberg;3228;1939
AT33;31827;Raach am Hochgebirge;481;1939
AT33;31829;Reichenau an der Rax;4332;1939
AT33;31830;Sankt Corona am Wechsel;301;1939
AT33;31831;Sankt Egyden am Steinfeld;1520;1939
AT33;31832;Scheiblingkirchen-Thernberg;1643;1939
AT33;31833;Schottwien;1009;1939
AT33;31834;Schrattenbach;365;1939
AT33;31835;Schwarzau am Steinfelde;1189;1939
AT33;31836;Schwarzau im Gebirge;1478;1939
AT33;31837;Seebenstein;967;1939
AT33;31838;Semmering;1428;1939
AT33;31839;Ternitz;12846;1939
AT33;31840;Thomasberg;1316;1939
AT33;31841;Trattenbach;901;1939
AT33;31842;Vöstenhof;185;1939
AT33;31843;Warth;1610;1939
AT33;31844;Wartmannstetten;1305;1939
AT33;31845;Willendorf;661;1939
AT33;31846;Wimpassing im Schwarzatale;2148;1939
AT33;31847;Würflach;937;1939
AT33;31848;Zöbern;1428;1939
AT33;31849;Höflein an der Hohen Wand;771;1939
AT33;31901;Altlengbach;2215;1939
AT33;31902;Asperhofen;1779;1939
AT33;31903;Böheimkirchen;3696;1939
AT33;31904;Brand-Laaben;1417;1939
AT33;31905;Eichgraben;1822;1939
AT33;31906;Frankenfels;1648;1939
AT33;31907;Gerersdorf;791;1939
AT33;31909;Hofstetten-Grünau;1919;1939
AT33;31910;Hafnerbach;1442;1939
AT33;31911;Haunoldstein;613;1939
AT33;31912;Herzogenburg;6226;1939
AT33;31913;Inzersdorf-Getzersdorf;1175;1939
AT33;31915;Kapelln;1292;1939
AT33;31916;Karlstetten;1256;1939
AT33;31917;Kasten bei Böheimkirchen;980;1939
AT33;31918;Kirchberg an der Pielach;2456;1939
AT33;31919;Kirchstetten;1449;1939
AT33;31920;Loich;628;1939
AT33;31921;Maria-Anzbach;1864;1939
AT33;31922;Markersdorf-Haindorf;1364;1939
AT33;31923;Michelbach;909;1939
AT33;31925;Neidling;1108;1939
AT33;31926;Neulengbach;5981;1939
AT33;31927;Neustift-Innermanzing;740;1939
AT33;31928;Nußdorf ob der Traisen;1212;1939
AT33;31929;Ober-Grafendorf;3608;1939
AT33;31930;Obritzberg-Rust;2155;1939
AT33;31932;Prinzersdorf;775;1939
AT33;31934;Pyhra;2750;1939
AT33;31935;Rabenstein an der Pielach;2159;1939
AT33;31938;Sankt Margarethen an der Sierning;840;1939
AT33;31939;Schwarzenbach an der Pielach;622;1939
AT33;31940;Statzendorf;1039;1939
AT33;31941;Stössing;963;1939
AT33;31943;Traismauer;3894;1939
AT33;31945;Weinburg;696;1939
AT33;31946;Weißenkirchen an der Perschling;1291;1939
AT33;31947;Wilhelmsburg;5642;1939
AT33;31948;Wölbling;2246;1939
AT33;32001;Gaming;4356;1939
AT33;32002;Göstling an der Ybbs;1886;1939
AT33;32003;Gresten;1186;1939
AT33;32004;Gresten-Land;1475;1939
AT33;32005;Lunz am See;2064;1939
AT33;32006;Oberndorf an der Melk;2561;1939
AT33;32007;Puchenstuben;635;1939
AT33;32008;Purgstall an der Erlauf;3567;1939
AT33;32009;Randegg;1857;1939
AT33;32010;Reinsberg;745;1939
AT33;32011;Sankt Anton an der Jeßnitz;1496;1939
AT33;32012;Sankt Georgen an der Leys;954;1939
AT33;32013;Scheibbs;3615;1939
AT33;32014;Steinakirchen am Forst;1919;1939
AT33;32015;Wang;1018;1939
AT33;32016;Wieselburg;2076;1939
AT33;32017;Wieselburg-Land;2325;1939
AT33;32018;Wolfpassing;1163;1939
AT33;32101;Absdorf;1468;1939
AT33;32104;Atzenbrugg;2351;1939
AT33;32106;Fels am Wagram;3778;1939
AT33;32107;Grafenwörth;2682;1939
AT33;32109;Großriedenthal;1439;1939
AT33;32110;Großweikersdorf;2984;1939
AT33;32112;Judenau-Baumgarten;1586;1939
AT33;32114;Kirchberg am Wagram;3843;1939
AT33;32115;Königsbrunn am Wagram;1560;1939
AT33;32116;Königstetten;1103;1939
AT33;32119;Langenrohr;1397;1939
AT33;32120;Michelhausen;2052;1939
AT33;32131;Sieghartskirchen;4072;1939
AT33;32132;Sitzenberg-Reidling;1604;1939
AT33;32134;Tulbing;1429;1939
AT33;32135;Tulln an der Donau;7739;1939
AT33;32139;Würmla;1244;1939
AT33;32140;Zeiselmauer-Wolfpassing;1840;1939
AT33;32141;Zwentendorf an der Donau;2595;1939
AT33;32142;Sankt Andrä-Wördern;4278;1939
AT33;32143;Muckendorf-Wipfing;0;1939
AT33;32202;Dietmanns;1388;1939
AT33;32203;Dobersberg;2187;1939
AT33;32206;Gastern;1810;1939
AT33;32207;Groß-Siegharts;3975;1939
AT33;32209;Karlstein an der Thaya;2245;1939
AT33;32210;Kautzen;2110;1939
AT33;32212;Ludweis-Aigen;1947;1939
AT33;32214;Pfaffenschlag bei Waidhofen a.d.Thaya;1425;1939
AT33;32216;Raabs an der Thaya;5531;1939
AT33;32217;Thaya;2083;1939
AT33;32219;Vitis;2929;1939
AT33;32220;Waidhofen an der Thaya;4766;1939
AT33;32221;Waidhofen an der Thaya-Land;1466;1939
AT33;32222;Waldkirchen an der Thaya;1379;1939
AT33;32223;Windigsteig;1532;1939
AT33;32301;Bad Fischau-Brunn;2386;1939
AT33;32302;Bad Schönau;564;1939
AT33;32304;Ebenfurth;2704;1939
AT33;32305;Eggendorf;1682;1939
AT33;32306;Erlach;2101;1939
AT33;32307;Felixdorf;2370;1939
AT33;32308;Gutenstein;1763;1939
AT33;32309;Hochneukirchen-Gschaidt;1667;1939
AT33;32310;Hochwolkersdorf;966;1939
AT33;32311;Hohe Wand;1063;1939
AT33;32312;Hollenthon;1055;1939
AT33;32313;Katzelsdorf;1347;1939
AT33;32314;Kirchschlag in der Buckligen Welt;2513;1939
AT33;32315;Krumbach;1854;1939
AT33;32316;Lanzenkirchen;2388;1939
AT33;32317;Lichtenegg;1286;1939
AT33;32318;Lichtenwörth;2627;1939
AT33;32319;Markt Piesting;2082;1939
AT33;32320;Matzendorf-Hölles;734;1939
AT33;32321;Miesenbach;928;1939
AT33;32322;Muggendorf;530;1939
AT33;32323;Pernitz;2172;1939
AT33;32324;Rohr im Gebirge;658;1939
AT33;32325;Bromberg;1291;1939
AT33;32326;Schwarzenbach;1272;1939
AT33;32327;Sollenau;2628;1939
AT33;32330;Theresienfeld;970;1939
AT33;32331;Waidmannsfeld;1748;1939
AT33;32332;Waldegg;2188;1939
AT33;32333;Walpersbach;891;1939
AT33;32334;Weikersdorf am Steinfelde;730;1939
AT33;32335;Wiesmath;1962;1939
AT33;32336;Winzendorf-Muthmannsdorf;1320;1939
AT33;32337;Wöllersdorf-Steinabrückl;2830;1939
AT33;32338;Zillingdorf;1775;1939
AT33;32401;Ebergassing;2342;1939
AT33;32402;Fischamend;3769;1939
AT33;32403;Gablitz;1943;1939
AT33;32404;Gerasdorf bei Wien;3485;1939
AT33;32405;Gramatneusiedl;2328;1939
AT33;32406;Himberg;4483;1939
AT33;32407;Klein-Neusiedl;1087;1939
AT33;32408;Klosterneuburg;25069;1939
AT33;32409;Lanzendorf;1203;1939
AT33;32410;Leopoldsdorf;2300;1939
AT33;32411;Maria-Lanzendorf;1127;1939
AT33;32412;Mauerbach;1556;1939
AT33;32413;Moosbrunn;1461;1939
AT33;32415;Pressbaum;3993;1939
AT33;32416;Purkersdorf;4724;1939
AT33;32417;Rauchenwarth;676;1939
AT33;32418;Schwadorf;1525;1939
AT33;32419;Schwechat;14813;1939
AT33;32421;Tullnerbach;1623;1939
AT33;32423;Wolfsgraben;574;1939
AT33;32424;Zwölfaxing;918;1939
AT33;32501;Allentsteig;3604;1939
AT33;32502;Arbesbach;1823;1939
AT33;32503;Bärnkopf;543;1939
AT33;32504;Echsenbach;1274;1939
AT33;32505;Göpfritz an der Wild;2822;1939
AT33;32506;Grafenschlag;1134;1939
AT33;32508;Groß-Gerungs;5537;1939
AT33;32509;Großgöttfritz;1377;1939
AT33;32511;Gutenbrunn;881;1939
AT33;32514;Kirchschlag;1213;1939
AT33;32515;Kottes-Purk;2459;1939
AT33;32516;Langschlag;2401;1939
AT33;32517;Martinsberg;1388;1939
AT33;32518;Ottenschlag;1300;1939
AT33;32519;Altmelon;1177;1939
AT33;32520;Pölla;3271;1939
AT33;32521;Rappottenstein;2256;1939
AT33;32522;Sallingberg;1737;1939
AT33;32523;Schönbach;1148;1939
AT33;32524;Schwarzenau;1993;1939
AT33;32525;Schweiggers;2419;1939
AT33;32528;Traunstein;1457;1939
AT33;32529;Waldhausen;1816;1939
AT33;32530;Zwettl-Niederösterreich;12806;1939
AT33;30101;Krems an der Donau;22401;1951
AT33;30201;Sankt Pölten;44005;1951
AT33;30301;Waidhofen an der Ybbs;11622;1951
AT33;30401;Wiener Neustadt;30559;1951
AT33;30501;Allhartsberg;1406;1951
AT33;30502;Amstetten;17380;1951
AT33;30503;Ardagger;2729;1951
AT33;30504;Aschbach-Markt;2824;1951
AT33;30506;Behamberg;1554;1951
AT33;30507;Biberbach;1671;1951
AT33;30508;Ennsdorf;748;1951
AT33;30509;Ernsthofen;1316;1951
AT33;30510;Ertl;995;1951
AT33;30511;Euratsfeld;1595;1951
AT33;30512;Ferschnitz;1096;1951
AT33;30514;Haag;4502;1951
AT33;30515;Haidershofen;2110;1951
AT33;30516;Hollenstein an der Ybbs;2132;1951
AT33;30517;Kematen an der Ybbs;1373;1951
AT33;30520;Neuhofen an der Ybbs;1862;1951
AT33;30521;Neustadtl an der Donau;2192;1951
AT33;30522;Oed-Oehling;913;1951
AT33;30524;Opponitz;1027;1951
AT33;30526;Sankt Georgen am Reith;694;1951
AT33;30527;Sankt Georgen am Ybbsfelde;1411;1951
AT33;30529;Sankt Pantaleon-Erla;1785;1951
AT33;30530;Sankt Peter in der Au;4032;1951
AT33;30531;Sankt Valentin;7135;1951
AT33;30532;Seitenstetten;2318;1951
AT33;30533;Sonntagberg;4043;1951
AT33;30534;Strengberg;2136;1951
AT33;30536;Viehdorf;1092;1951
AT33;30538;Wallsee-Sindelburg;1661;1951
AT33;30539;Weistrach;1857;1951
AT33;30541;Winklarn;967;1951
AT33;30542;Wolfsbach;1804;1951
AT33;30543;Ybbsitz;3464;1951
AT33;30544;Zeillern;1354;1951
AT33;30601;Alland;2060;1951
AT33;30602;Altenmarkt an der Triesting;1965;1951
AT33;30603;Bad Vöslau;9166;1951
AT33;30604;Baden;21312;1951
AT33;30605;Berndorf;9541;1951
