Wanderung gegenüber Wien nach Zählbezirken, Migrationshintergrund und Geschlecht;;;;;;;;;;;;;;;;;;
Migration in Vienna by subdistrict, migrationbackground and sex;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;MIG_BACKGROUND;MIG_NET_TOTAL;MIG_NET_EXT;IMM_EXT;EMI_EXT;MIG_NET_INT;IMM_INT;EMI_INT;IMM_SDC;EMI_SDC;MIG_SDC_INT;REF_DATE
AT1;AT13;AT130;00000;9190108;2;SVK;2;-2;3;5;4;0;2;8;2;1;2007
AT1;AT13;AT130;00000;9190108;2;HUN;2;2;2;0;0;0;0;4;4;0;2007
AT1;AT13;AT130;00000;9190108;2;BGR;3;2;2;0;1;1;2;5;3;0;2007
AT1;AT13;AT130;00000;9190108;2;CZE;3;3;3;0;0;1;1;2;2;0;2007
AT1;AT13;AT130;00000;9190108;2;REST-EU;-5;0;5;5;-5;2;0;5;12;3;2007
AT1;AT13;AT130;00000;9190108;2;SCG;0;-3;1;4;3;1;1;12;9;6;2007
AT1;AT13;AT130;00000;9190108;2;TUR;2;-2;0;2;4;0;0;11;7;0;2007
AT1;AT13;AT130;00000;9190108;2;BIH;3;0;0;0;3;0;0;5;2;2;2007
AT1;AT13;AT130;00000;9190108;2;HRV;-2;-1;4;5;-1;0;0;1;2;0;2007
AT1;AT13;AT130;00000;9190108;2;MKD;-4;-1;0;1;-3;0;1;0;2;0;2007
AT1;AT13;AT130;00000;9190108;2;RUS;-1;6;7;1;-7;0;0;2;9;0;2007
AT1;AT13;AT130;00000;9190108;2;CHN;3;2;2;0;1;2;0;2;3;1;2007
AT1;AT13;AT130;00000;9190108;2;OTHER;9;18;38;20;-9;8;7;23;33;5;2007
AT1;AT13;AT130;00000;9190108;1;AUT;6;-8;15;23;14;73;69;229;219;38;2007
AT1;AT13;AT130;00000;9190108;1;DEU;17;7;14;7;10;5;3;18;10;1;2007
AT1;AT13;AT130;00000;9190108;1;POL;4;1;9;8;3;0;0;6;3;0;2007
AT1;AT13;AT130;00000;9190108;1;ROU;-11;-6;2;8;-5;1;1;0;5;1;2007
AT1;AT13;AT130;00000;9190108;1;SVK;6;2;3;1;4;0;0;4;0;0;2007
AT1;AT13;AT130;00000;9190108;1;HUN;-1;-1;1;2;0;0;0;3;3;1;2007
AT1;AT13;AT130;00000;9190108;1;BGR;-4;-1;0;1;-3;0;1;2;4;0;2007
AT1;AT13;AT130;00000;9190108;1;CZE;2;1;2;1;1;0;0;2;1;2;2007
AT1;AT13;AT130;00000;9190108;1;REST-EU;2;10;15;5;-8;1;3;4;10;1;2007
AT1;AT13;AT130;00000;9190108;1;SCG;4;0;4;4;4;2;0;9;7;3;2007
AT1;AT13;AT130;00000;9190108;1;TUR;-2;-1;3;4;-1;1;0;9;11;1;2007
AT1;AT13;AT130;00000;9190108;1;BIH;3;-1;0;1;4;0;0;8;4;1;2007
AT1;AT13;AT130;00000;9190108;1;HRV;-1;0;2;2;-1;1;0;2;4;0;2007
AT1;AT13;AT130;00000;9190108;1;MKD;0;0;0;0;0;0;2;3;1;0;2007
AT1;AT13;AT130;00000;9190108;1;RUS;4;2;2;0;2;0;0;4;2;0;2007
AT1;AT13;AT130;00000;9190108;1;CHN;0;2;3;1;-2;0;0;0;2;1;2007
AT1;AT13;AT130;00000;9190108;1;OTHER;8;6;36;30;2;6;6;37;35;5;2007
AT1;AT13;AT130;00000;9190109;2;AUT;-7;-7;2;9;0;23;14;56;65;6;2007
AT1;AT13;AT130;00000;9190109;2;DEU;-2;1;12;11;-3;0;3;8;8;1;2007
AT1;AT13;AT130;00000;9190109;2;POL;7;7;9;2;0;1;0;5;6;0;2007
AT1;AT13;AT130;00000;9190109;2;ROU;5;5;6;1;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9190109;2;SVK;-1;-1;6;7;0;0;0;2;2;1;2007
AT1;AT13;AT130;00000;9190109;2;HUN;5;4;4;0;1;0;2;4;1;0;2007
AT1;AT13;AT130;00000;9190109;2;BGR;-1;0;1;1;-1;0;0;1;2;0;2007
AT1;AT13;AT130;00000;9190109;2;CZE;-6;-3;2;5;-3;0;0;0;3;0;2007
AT1;AT13;AT130;00000;9190109;2;REST-EU;2;10;34;24;-8;0;3;6;11;0;2007
AT1;AT13;AT130;00000;9190109;2;SCG;2;3;3;0;-1;0;0;6;7;0;2007
AT1;AT13;AT130;00000;9190109;2;TUR;5;2;3;1;3;0;0;3;0;0;2007
AT1;AT13;AT130;00000;9190109;2;BIH;4;0;0;0;4;0;0;5;1;0;2007
AT1;AT13;AT130;00000;9190109;2;HRV;1;1;2;1;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9190109;2;MKD;1;0;0;0;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9190109;2;RUS;0;4;5;1;-4;0;0;0;4;0;2007
AT1;AT13;AT130;00000;9190109;2;CHN;4;0;3;3;4;1;1;8;4;0;2007
AT1;AT13;AT130;00000;9190109;2;OTHER;21;15;35;20;6;5;2;20;17;3;2007
AT1;AT13;AT130;00000;9190109;1;AUT;-3;-6;2;8;3;27;15;52;61;7;2007
AT1;AT13;AT130;00000;9190109;1;DEU;-1;3;10;7;-4;0;4;5;5;1;2007
AT1;AT13;AT130;00000;9190109;1;POL;3;2;3;1;1;0;0;5;4;0;2007
AT1;AT13;AT130;00000;9190109;1;ROU;2;3;3;0;-1;1;0;0;2;0;2007
AT1;AT13;AT130;00000;9190109;1;SVK;0;1;1;0;-1;0;0;1;2;1;2007
AT1;AT13;AT130;00000;9190109;1;HUN;0;1;1;0;-1;0;0;3;4;0;2007
AT1;AT13;AT130;00000;9190109;1;BGR;0;0;0;0;0;0;0;1;1;0;2007
AT1;AT13;AT130;00000;9190109;1;CZE;0;-1;0;1;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9190109;1;REST-EU;-11;-6;14;20;-5;0;3;3;5;0;2007
AT1;AT13;AT130;00000;9190109;1;SCG;6;1;2;1;5;0;0;8;3;0;2007
AT1;AT13;AT130;00000;9190109;1;TUR;12;3;4;1;9;0;1;11;1;1;2007
AT1;AT13;AT130;00000;9190109;1;BIH;9;0;0;0;9;1;1;12;3;0;2007
AT1;AT13;AT130;00000;9190109;1;HRV;1;3;3;0;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9190109;1;MKD;0;0;0;0;0;0;0;1;1;0;2007
AT1;AT13;AT130;00000;9190109;1;RUS;3;1;1;0;2;0;0;2;0;0;2007
AT1;AT13;AT130;00000;9190109;1;CHN;5;4;7;3;1;1;1;6;5;0;2007
AT1;AT13;AT130;00000;9190109;1;OTHER;16;29;57;28;-13;0;1;23;35;0;2007
AT1;AT13;AT130;00000;9190110;2;AUT;58;-9;4;13;67;36;26;170;113;24;2007
AT1;AT13;AT130;00000;9190110;2;DEU;5;4;8;4;1;4;0;6;9;2;2007
AT1;AT13;AT130;00000;9190110;2;POL;3;-2;1;3;5;0;0;5;0;1;2007
AT1;AT13;AT130;00000;9190110;2;ROU;-1;0;1;1;-1;0;1;3;3;0;2007
AT1;AT13;AT130;00000;9190110;2;SVK;3;1;2;1;2;0;0;3;1;0;2007
AT1;AT13;AT130;00000;9190110;2;HUN;4;0;2;2;4;1;0;4;1;0;2007
AT1;AT13;AT130;00000;9190110;2;BGR;4;2;2;0;2;0;0;5;3;0;2007
AT1;AT13;AT130;00000;9190110;2;CZE;-1;-5;0;5;4;2;1;3;0;0;2007
AT1;AT13;AT130;00000;9190110;2;REST-EU;2;5;12;7;-3;0;0;4;7;0;2007
AT1;AT13;AT130;00000;9190110;2;SCG;1;3;4;1;-2;0;0;3;5;0;2007
AT1;AT13;AT130;00000;9190110;2;TUR;10;2;3;1;8;0;0;8;0;2;2007
AT1;AT13;AT130;00000;9190110;2;BIH;1;0;0;0;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9190110;2;HRV;-2;-1;0;1;-1;0;1;1;1;0;2007
AT1;AT13;AT130;00000;9190110;2;RUS;2;4;5;1;-2;1;1;2;4;4;2007
AT1;AT13;AT130;00000;9190110;2;CHN;0;0;0;0;0;0;0;1;1;0;2007
AT1;AT13;AT130;00000;9190110;2;OTHER;25;17;38;21;8;2;0;32;26;9;2007
AT1;AT13;AT130;00000;9190110;1;AUT;34;-2;5;7;36;21;26;142;101;16;2007
AT1;AT13;AT130;00000;9190110;1;DEU;2;2;10;8;0;0;1;7;6;0;2007
AT1;AT13;AT130;00000;9190110;1;POL;-5;-2;1;3;-3;0;0;0;3;3;2007
AT1;AT13;AT130;00000;9190110;1;ROU;4;2;3;1;2;2;0;0;0;0;2007
AT1;AT13;AT130;00000;9190110;1;SVK;4;2;2;0;2;0;0;3;1;0;2007
AT1;AT13;AT130;00000;9190110;1;HUN;3;2;4;2;1;1;0;2;2;0;2007
AT1;AT13;AT130;00000;9190110;1;BGR;1;-1;0;1;2;0;0;5;3;0;2007
AT1;AT13;AT130;00000;9190110;1;CZE;0;0;1;1;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9190110;1;REST-EU;1;0;3;3;1;0;2;8;5;0;2007
AT1;AT13;AT130;00000;9190110;1;SCG;-2;1;1;0;-3;0;0;2;5;0;2007
AT1;AT13;AT130;00000;9190110;1;TUR;0;-3;1;4;3;0;0;5;2;2;2007
AT1;AT13;AT130;00000;9190110;1;BIH;0;-1;0;1;1;0;0;2;1;0;2007
AT1;AT13;AT130;00000;9190110;1;HRV;-3;-1;1;2;-2;0;0;1;3;0;2007
AT1;AT13;AT130;00000;9190110;1;MKD;2;0;0;0;2;0;0;2;0;0;2007
AT1;AT13;AT130;00000;9190110;1;RUS;0;-1;1;2;1;0;1;3;1;3;2007
AT1;AT13;AT130;00000;9190110;1;CHN;0;0;0;0;0;0;0;1;1;0;2007
AT1;AT13;AT130;00000;9190110;1;OTHER;13;12;25;13;1;3;3;29;28;7;2007
AT1;AT13;AT130;00000;9190199;2;AUT;-86;-4;0;4;-82;1;27;4;60;0;2007
AT1;AT13;AT130;00000;9190199;2;DEU;-5;-4;0;4;-1;0;1;1;1;0;2007
AT1;AT13;AT130;00000;9190199;2;POL;-2;1;1;0;-3;0;1;0;2;0;2007
AT1;AT13;AT130;00000;9190199;2;ROU;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9190199;2;SVK;-2;0;0;0;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9190199;2;HUN;-3;0;0;0;-3;0;0;0;3;1;2007
AT1;AT13;AT130;00000;9190199;2;CZE;-2;0;0;0;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9190199;2;REST-EU;-5;-2;1;3;-3;0;0;2;5;0;2007
AT1;AT13;AT130;00000;9190199;2;SCG;0;-1;0;1;1;0;0;3;2;0;2007
AT1;AT13;AT130;00000;9190199;2;TUR;-4;-1;0;1;-3;0;0;0;3;0;2007
AT1;AT13;AT130;00000;9190199;2;BIH;-2;-1;0;1;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9190199;2;MKD;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9190199;2;RUS;-4;-2;1;3;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9190199;2;CHN;-3;-1;0;1;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9190199;2;OTHER;-24;-6;0;6;-18;0;2;0;16;0;2007
AT1;AT13;AT130;00000;9190199;1;AUT;-61;-5;1;6;-56;2;13;5;50;0;2007
AT1;AT13;AT130;00000;9190199;1;DEU;-7;-2;0;2;-5;0;1;0;4;0;2007
AT1;AT13;AT130;00000;9190199;1;POL;-4;-1;0;1;-3;0;0;0;3;0;2007
AT1;AT13;AT130;00000;9190199;1;ROU;-1;-1;0;1;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9190199;1;SVK;-2;0;0;0;-2;0;0;1;3;0;2007
AT1;AT13;AT130;00000;9190199;1;HUN;-1;0;0;0;-1;0;0;1;2;0;2007
AT1;AT13;AT130;00000;9190199;1;BGR;-1;-1;0;1;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9190199;1;REST-EU;-9;-3;3;6;-6;0;1;1;6;0;2007
AT1;AT13;AT130;00000;9190199;1;SCG;-9;0;0;0;-9;0;0;1;10;0;2007
AT1;AT13;AT130;00000;9190199;1;TUR;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9190199;1;BIH;-2;-1;0;1;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9190199;1;RUS;-3;0;0;0;-3;0;0;0;3;0;2007
AT1;AT13;AT130;00000;9190199;1;OTHER;-13;-3;1;4;-10;0;2;0;8;0;2007
AT1;AT13;AT130;00000;9200101;2;AUT;-80;-8;0;8;-72;28;59;124;165;16;2007
AT1;AT13;AT130;00000;9200101;2;DEU;0;-1;0;1;1;0;0;4;3;0;2007
AT1;AT13;AT130;00000;9200101;2;POL;4;2;2;0;2;1;0;6;5;0;2007
AT1;AT13;AT130;00000;9200101;2;ROU;-1;-1;0;1;0;1;0;5;6;0;2007
AT1;AT13;AT130;00000;9200101;2;SVK;-5;3;4;1;-8;0;0;1;9;3;2007
AT1;AT13;AT130;00000;9200101;2;HUN;-2;0;0;0;-2;1;1;1;3;0;2007
AT1;AT13;AT130;00000;9200101;2;BGR;2;1;1;0;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9200101;2;CZE;-4;-1;0;1;-3;1;0;0;4;0;2007
AT1;AT13;AT130;00000;9200101;2;REST-EU;1;-1;0;1;2;0;0;3;1;0;2007
AT1;AT13;AT130;00000;9200101;2;SCG;2;-4;7;11;6;2;3;37;30;1;2007
AT1;AT13;AT130;00000;9200101;2;TUR;22;-2;0;2;24;0;2;37;11;3;2007
AT1;AT13;AT130;00000;9200101;2;BIH;-2;-1;0;1;-1;0;0;7;8;0;2007
AT1;AT13;AT130;00000;9200101;2;HRV;3;3;5;2;0;0;0;4;4;1;2007
AT1;AT13;AT130;00000;9200101;2;MKD;2;2;2;0;0;0;1;2;1;0;2007
AT1;AT13;AT130;00000;9200101;2;RUS;4;0;0;0;4;0;0;4;0;0;2007
AT1;AT13;AT130;00000;9200101;2;CHN;-1;-1;1;2;0;3;0;1;4;0;2007
AT1;AT13;AT130;00000;9200101;2;OTHER;6;4;11;7;2;3;1;20;20;2;2007
AT1;AT13;AT130;00000;9200101;1;AUT;-66;-7;10;17;-59;28;50;135;172;16;2007
AT1;AT13;AT130;00000;9200101;1;DEU;4;1;3;2;3;0;0;4;1;0;2007
AT1;AT13;AT130;00000;9200101;1;POL;5;1;3;2;4;0;1;7;2;1;2007
AT1;AT13;AT130;00000;9200101;1;ROU;0;1;1;0;-1;0;0;2;3;0;2007
AT1;AT13;AT130;00000;9200101;1;SVK;3;1;1;0;2;0;0;2;0;1;2007
AT1;AT13;AT130;00000;9200101;1;HUN;-2;-1;0;1;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9200101;1;BGR;3;3;3;0;0;1;1;2;2;0;2007
AT1;AT13;AT130;00000;9200101;1;CZE;-2;-1;0;1;-1;0;0;1;2;0;2007
AT1;AT13;AT130;00000;9200101;1;REST-EU;0;2;5;3;-2;1;1;1;3;0;2007
AT1;AT13;AT130;00000;9200101;1;SCG;4;0;10;10;4;2;5;37;30;2;2007
AT1;AT13;AT130;00000;9200101;1;TUR;25;2;3;1;23;1;1;47;24;4;2007
AT1;AT13;AT130;00000;9200101;1;BIH;2;-1;1;2;3;0;0;10;7;0;2007
AT1;AT13;AT130;00000;9200101;1;HRV;3;2;2;0;1;0;0;4;3;2;2007
AT1;AT13;AT130;00000;9200101;1;MKD;3;2;2;0;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9200101;1;RUS;1;0;0;0;1;0;0;2;1;0;2007
AT1;AT13;AT130;00000;9200101;1;CHN;-3;0;0;0;-3;1;0;0;4;1;2007
AT1;AT13;AT130;00000;9200101;1;OTHER;3;-7;4;11;10;2;4;31;19;1;2007
AT1;AT13;AT130;00000;9200102;2;AUT;-77;-7;9;16;-70;71;94;258;305;27;2007
AT1;AT13;AT130;00000;9200102;2;DEU;3;2;9;7;1;1;1;12;11;0;2007
AT1;AT13;AT130;00000;9200102;2;POL;3;1;9;8;2;0;2;27;23;5;2007
AT1;AT13;AT130;00000;9200102;2;ROU;17;10;25;15;7;2;2;22;15;3;2007
AT1;AT13;AT130;00000;9200102;2;SVK;2;1;8;7;1;5;0;19;23;0;2007
AT1;AT13;AT130;00000;9200102;2;HUN;4;6;10;4;-2;3;2;3;6;1;2007
AT1;AT13;AT130;00000;9200102;2;BGR;-2;3;7;4;-5;0;0;4;9;0;2007
AT1;AT13;AT130;00000;9200102;2;CZE;-2;1;1;0;-3;2;1;2;6;0;2007
AT1;AT13;AT130;00000;9200102;2;REST-EU;-7;2;4;2;-9;0;2;5;12;2;2007
AT1;AT13;AT130;00000;9200102;2;SCG;-4;7;34;27;-11;3;4;94;104;13;2007
AT1;AT13;AT130;00000;9200102;2;TUR;-25;19;27;8;-44;5;4;62;107;38;2007
AT1;AT13;AT130;00000;9200102;2;BIH;-1;5;7;2;-6;3;3;16;22;4;2007
AT1;AT13;AT130;00000;9200102;2;HRV;-4;1;2;1;-5;0;1;3;7;1;2007
AT1;AT13;AT130;00000;9200102;2;MKD;0;1;2;1;-1;0;0;7;8;0;2007
AT1;AT13;AT130;00000;9200102;2;RUS;9;0;0;0;9;9;0;19;19;2;2007
AT1;AT13;AT130;00000;9200102;2;CHN;-3;0;1;1;-3;1;1;8;11;1;2007
AT1;AT13;AT130;00000;9200102;2;OTHER;37;11;32;21;26;13;10;89;66;14;2007
AT1;AT13;AT130;00000;9200102;1;AUT;-89;-6;24;30;-83;75;88;269;339;35;2007
AT1;AT13;AT130;00000;9200102;1;DEU;0;3;8;5;-3;1;1;7;10;1;2007
AT1;AT13;AT130;00000;9200102;1;POL;-10;1;18;17;-11;2;1;24;36;5;2007
AT1;AT13;AT130;00000;9200102;1;ROU;-1;4;20;16;-5;2;2;13;18;0;2007
AT1;AT13;AT130;00000;9200102;1;SVK;-2;-2;4;6;0;1;1;4;4;0;2007
AT1;AT13;AT130;00000;9200102;1;HUN;-3;1;4;3;-4;2;0;0;6;0;2007
AT1;AT13;AT130;00000;9200102;1;BGR;-8;0;2;2;-8;0;1;3;10;0;2007
AT1;AT13;AT130;00000;9200102;1;CZE;-6;-1;1;2;-5;0;0;2;7;0;2007
AT1;AT13;AT130;00000;9200102;1;REST-EU;-5;-4;10;14;-1;0;1;5;5;1;2007
AT1;AT13;AT130;00000;9200102;1;SCG;-2;9;47;38;-11;2;2;117;128;18;2007
AT1;AT13;AT130;00000;9200102;1;TUR;-45;7;36;29;-52;8;5;100;155;36;2007
AT1;AT13;AT130;00000;9200102;1;BIH;-8;-4;1;5;-4;4;2;23;29;7;2007
AT1;AT13;AT130;00000;9200102;1;HRV;-15;-4;4;8;-11;0;1;4;14;1;2007
AT1;AT13;AT130;00000;9200102;1;MKD;-2;-5;0;5;3;0;0;11;8;0;2007
AT1;AT13;AT130;00000;9200102;1;RUS;10;1;2;1;9;15;0;21;27;2;2007
AT1;AT13;AT130;00000;9200102;1;CHN;2;2;2;0;0;0;1;4;3;0;2007
AT1;AT13;AT130;00000;9200102;1;OTHER;11;-20;44;64;31;16;13;168;140;12;2007
AT1;AT13;AT130;00000;9200103;2;AUT;20;-13;8;21;33;86;65;277;265;38;2007
AT1;AT13;AT130;00000;9200103;2;DEU;10;11;17;6;-1;3;4;17;17;1;2007
AT1;AT13;AT130;00000;9200103;2;POL;5;15;21;6;-10;1;5;11;17;1;2007
AT1;AT13;AT130;00000;9200103;2;ROU;15;12;15;3;3;0;5;20;12;1;2007
AT1;AT13;AT130;00000;9200103;2;SVK;-1;5;8;3;-6;0;3;10;13;0;2007
AT1;AT13;AT130;00000;9200103;2;HUN;4;0;4;4;4;3;2;4;1;0;2007
AT1;AT13;AT130;00000;9200103;2;BGR;-1;-2;3;5;1;2;0;3;4;0;2007
AT1;AT13;AT130;00000;9200103;2;CZE;3;1;1;0;2;1;1;5;3;0;2007
AT1;AT13;AT130;00000;9200103;2;REST-EU;5;3;11;8;2;1;1;8;6;1;2007
AT1;AT13;AT130;00000;9200103;2;SCG;-34;7;23;16;-41;2;2;57;98;12;2007
AT1;AT13;AT130;00000;9200103;2;TUR;-9;12;25;13;-21;9;3;48;75;16;2007
AT1;AT13;AT130;00000;9200103;2;BIH;-8;1;3;2;-9;1;1;10;19;2;2007
AT1;AT13;AT130;00000;9200103;2;HRV;-3;1;4;3;-4;1;0;2;7;2;2007
AT1;AT13;AT130;00000;9200103;2;MKD;-12;1;1;0;-13;1;0;9;23;2;2007
AT1;AT13;AT130;00000;9200103;2;RUS;2;1;1;0;1;1;0;6;6;1;2007
AT1;AT13;AT130;00000;9200103;2;CHN;-7;2;5;3;-9;0;3;6;12;0;2007
AT1;AT13;AT130;00000;9200103;2;OTHER;5;16;62;46;-11;7;4;53;67;0;2007
AT1;AT13;AT130;00000;9200103;1;AUT;4;-10;16;26;14;97;69;281;295;38;2007
AT1;AT13;AT130;00000;9200103;1;DEU;11;9;19;10;2;3;3;18;16;1;2007
AT1;AT13;AT130;00000;9200103;1;POL;-8;12;28;16;-20;1;9;21;33;1;2007
AT1;AT13;AT130;00000;9200103;1;ROU;7;12;18;6;-5;0;1;11;15;0;2007
AT1;AT13;AT130;00000;9200103;1;SVK;5;5;7;2;0;0;0;3;3;0;2007
AT1;AT13;AT130;00000;9200103;1;HUN;5;2;7;5;3;0;0;3;0;0;2007
AT1;AT13;AT130;00000;9200103;1;BGR;3;3;4;1;0;0;0;4;4;0;2007
AT1;AT13;AT130;00000;9200103;1;CZE;2;-2;0;2;4;1;0;4;1;0;2007
AT1;AT13;AT130;00000;9200103;1;REST-EU;-1;0;11;11;-1;4;4;13;14;2;2007
AT1;AT13;AT130;00000;9200103;1;SCG;-42;-9;25;34;-33;5;4;85;119;18;2007
AT1;AT13;AT130;00000;9200103;1;TUR;-38;1;24;23;-39;9;2;73;119;24;2007
AT1;AT13;AT130;00000;9200103;1;BIH;0;2;7;5;-2;1;1;24;26;4;2007
AT1;AT13;AT130;00000;9200103;1;HRV;-2;0;3;3;-2;2;1;10;13;3;2007
AT1;AT13;AT130;00000;9200103;1;MKD;-8;-1;1;2;-7;0;1;14;20;0;2007
AT1;AT13;AT130;00000;9200103;1;RUS;1;2;2;0;-1;4;4;6;7;0;2007
AT1;AT13;AT130;00000;9200103;1;CHN;-1;0;1;1;-1;2;1;6;8;0;2007
AT1;AT13;AT130;00000;9200103;1;OTHER;12;14;58;44;-2;11;9;101;105;2;2007
AT1;AT13;AT130;00000;9200104;2;AUT;-4;-4;3;7;0;75;79;138;134;17;2007
AT1;AT13;AT130;00000;9200104;2;DEU;11;8;12;4;3;3;1;8;7;1;2007
AT1;AT13;AT130;00000;9200104;2;POL;4;3;15;12;1;0;3;8;4;1;2007
AT1;AT13;AT130;00000;9200104;2;ROU;2;3;3;0;-1;2;2;5;6;0;2007
AT1;AT13;AT130;00000;9200104;2;SVK;5;4;4;0;1;0;0;4;3;1;2007
AT1;AT13;AT130;00000;9200104;2;HUN;1;5;9;4;-4;0;0;4;8;0;2007
AT1;AT13;AT130;00000;9200104;2;BGR;-1;1;3;2;-2;0;1;3;4;0;2007
AT1;AT13;AT130;00000;9200104;2;CZE;1;4;10;6;-3;0;2;2;3;1;2007
AT1;AT13;AT130;00000;9200104;2;REST-EU;8;12;32;20;-4;1;4;5;6;0;2007
AT1;AT13;AT130;00000;9200104;2;SCG;-2;-6;4;10;4;2;6;31;23;1;2007
AT1;AT13;AT130;00000;9200104;2;TUR;3;0;6;6;3;1;1;16;13;2;2007
AT1;AT13;AT130;00000;9200104;2;BIH;5;-2;4;6;7;2;0;14;9;2;2007
AT1;AT13;AT130;00000;9200104;2;HRV;4;0;3;3;4;2;0;4;2;0;2007
AT1;AT13;AT130;00000;9200104;2;MKD;1;1;1;0;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9200104;2;RUS;7;3;4;1;4;0;1;6;1;1;2007
AT1;AT13;AT130;00000;9200104;2;CHN;-7;0;10;10;-7;0;2;6;11;1;2007
AT1;AT13;AT130;00000;9200104;2;OTHER;7;5;50;45;2;2;3;38;35;3;2007
AT1;AT13;AT130;00000;9200104;1;AUT;2;-10;6;16;12;61;72;159;136;11;2007
AT1;AT13;AT130;00000;9200104;1;DEU;0;6;21;15;-6;1;2;8;13;2;2007
AT1;AT13;AT130;00000;9200104;1;POL;9;9;18;9;0;0;2;7;5;2;2007
AT1;AT13;AT130;00000;9200104;1;ROU;3;3;5;2;0;0;2;5;3;0;2007
AT1;AT13;AT130;00000;9200104;1;SVK;-1;2;2;0;-3;0;1;0;2;1;2007
AT1;AT13;AT130;00000;9200104;1;HUN;3;4;6;2;-1;0;0;1;2;0;2007
AT1;AT13;AT130;00000;9200104;1;BGR;-6;-1;3;4;-5;1;1;3;8;0;2007
AT1;AT13;AT130;00000;9200104;1;CZE;2;5;8;3;-3;0;1;3;5;0;2007
AT1;AT13;AT130;00000;9200104;1;REST-EU;3;9;17;8;-6;0;2;1;5;0;2007
AT1;AT13;AT130;00000;9200104;1;SCG;3;0;9;9;3;3;3;36;33;4;2007
AT1;AT13;AT130;00000;9200104;1;TUR;14;3;6;3;11;2;0;32;23;2;2007
AT1;AT13;AT130;00000;9200104;1;BIH;-7;-4;2;6;-3;1;2;8;10;2;2007
AT1;AT13;AT130;00000;9200104;1;HRV;2;0;5;5;2;2;0;3;3;1;2007
AT1;AT13;AT130;00000;9200104;1;RUS;-2;1;3;2;-3;0;0;0;3;0;2007
AT1;AT13;AT130;00000;9200104;1;CHN;7;0;6;6;7;1;0;12;6;2;2007
AT1;AT13;AT130;00000;9200104;1;OTHER;4;8;64;56;-4;9;11;61;63;11;2007
AT1;AT13;AT130;00000;9200105;2;AUT;-58;-8;5;13;-50;83;89;186;230;12;2007
AT1;AT13;AT130;00000;9200105;2;DEU;11;6;11;5;5;2;2;17;12;0;2007
AT1;AT13;AT130;00000;9200105;2;POL;14;14;20;6;0;0;3;14;11;3;2007
AT1;AT13;AT130;00000;9200105;2;ROU;27;34;47;13;-7;3;3;17;24;0;2007
AT1;AT13;AT130;00000;9200105;2;SVK;6;12;15;3;-6;0;3;7;10;1;2007
AT1;AT13;AT130;00000;9200105;2;HUN;-5;-1;2;3;-4;1;0;3;8;0;2007
AT1;AT13;AT130;00000;9200105;2;BGR;7;4;8;4;3;0;1;12;8;1;2007
AT1;AT13;AT130;00000;9200105;2;CZE;2;0;1;1;2;0;0;5;3;0;2007
AT1;AT13;AT130;00000;9200105;2;REST-EU;0;2;5;3;-2;1;4;12;11;1;2007
AT1;AT13;AT130;00000;9200105;2;SCG;-24;-10;12;22;-14;8;6;67;83;9;2007
AT1;AT13;AT130;00000;9200105;2;TUR;-17;1;15;14;-18;4;5;55;72;2;2007
AT1;AT13;AT130;00000;9200105;2;BIH;-11;0;3;3;-11;2;3;13;23;3;2007
AT1;AT13;AT130;00000;9200105;2;HRV;2;2;3;1;0;0;1;10;9;1;2007
AT1;AT13;AT130;00000;9200105;2;MKD;1;3;4;1;-2;0;0;4;6;0;2007
AT1;AT13;AT130;00000;9200105;2;RUS;-4;-1;0;1;-3;1;2;7;9;0;2007
AT1;AT13;AT130;00000;9200105;2;CHN;4;-2;1;3;6;4;1;11;8;0;2007
AT1;AT13;AT130;00000;9200105;2;OTHER;0;30;71;41;-30;6;8;49;77;2;2007
AT1;AT13;AT130;00000;9200105;1;AUT;-42;-3;19;22;-39;85;68;185;241;15;2007
