Wanderung gegenüber Wien nach Zählbezirken, Migrationshintergrund und Geschlecht;;;;;;;;;;;;;;;;;;
Migration in Vienna by subdistrict, migrationbackground and sex;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;MIG_BACKGROUND;MIG_NET_TOTAL;MIG_NET_EXT;IMM_EXT;EMI_EXT;MIG_NET_INT;IMM_INT;EMI_INT;IMM_SDC;EMI_SDC;MIG_SDC_INT;REF_DATE
AT1;AT13;AT130;00000;9090106;2;RUS;4;5;7;2;-1;1;0;1;3;1;2012
AT1;AT13;AT130;00000;9090106;2;CHN;0;0;1;1;0;0;0;1;1;0;2012
AT1;AT13;AT130;00000;9090106;2;OTHER;0;6;16;10;-6;1;1;12;18;0;2012
AT1;AT13;AT130;00000;9090106;1;AUT;-3;-4;0;4;1;29;8;32;52;1;2012
AT1;AT13;AT130;00000;9090106;1;DEU;16;15;21;6;1;0;1;11;9;1;2012
AT1;AT13;AT130;00000;9090106;1;POL;2;1;1;0;1;0;0;1;0;0;2012
AT1;AT13;AT130;00000;9090106;1;ROU;0;0;2;2;0;0;0;0;0;0;2012
AT1;AT13;AT130;00000;9090106;1;SVK;0;0;4;4;0;0;0;0;0;0;2012
AT1;AT13;AT130;00000;9090106;1;HUN;3;1;1;0;2;0;0;3;1;0;2012
AT1;AT13;AT130;00000;9090106;1;BGR;-1;-1;0;1;0;0;0;0;0;0;2012
AT1;AT13;AT130;00000;9090106;1;REST-EU;-1;7;19;12;-8;0;2;3;9;1;2012
AT1;AT13;AT130;00000;9090106;1;SCG;4;3;3;0;1;0;0;2;1;0;2012
AT1;AT13;AT130;00000;9090106;1;TUR;1;0;0;0;1;0;0;2;1;0;2012
AT1;AT13;AT130;00000;9090106;1;BIH;-3;0;0;0;-3;0;0;0;3;0;2012
AT1;AT13;AT130;00000;9090106;1;HRV;4;2;3;1;2;0;0;2;0;0;2012
AT1;AT13;AT130;00000;9090106;1;RUS;-1;1;3;2;-2;0;0;0;2;0;2012
AT1;AT13;AT130;00000;9090106;1;CHN;0;-1;0;1;1;0;0;1;0;0;2012
AT1;AT13;AT130;00000;9090106;1;OTHER;3;3;7;4;0;2;0;13;15;0;2012
AT1;AT13;AT130;00000;9090199;2;AUT;-2;0;0;0;-2;1;1;0;2;0;2012
AT1;AT13;AT130;00000;9090199;2;POL;1;0;0;0;1;0;0;1;0;0;2012
AT1;AT13;AT130;00000;9090199;2;ROU;-1;-1;0;1;0;0;0;0;0;0;2012
AT1;AT13;AT130;00000;9090199;2;BGR;-1;0;0;0;-1;0;0;0;1;0;2012
AT1;AT13;AT130;00000;9090199;2;REST-EU;1;-1;0;1;2;0;0;2;0;0;2012
AT1;AT13;AT130;00000;9090199;2;TUR;-1;0;0;0;-1;0;0;0;1;0;2012
AT1;AT13;AT130;00000;9090199;2;BIH;-1;0;0;0;-1;0;0;0;1;0;2012
AT1;AT13;AT130;00000;9090199;2;CHN;-1;-1;0;1;0;0;0;0;0;0;2012
AT1;AT13;AT130;00000;9090199;1;AUT;2;0;0;0;2;0;0;4;2;0;2012
AT1;AT13;AT130;00000;9090199;1;DEU;1;0;0;0;1;0;0;1;0;0;2012
AT1;AT13;AT130;00000;9090199;1;ROU;-1;0;0;0;-1;0;0;0;1;0;2012
AT1;AT13;AT130;00000;9090199;1;REST-EU;1;-1;0;1;2;0;0;2;0;0;2012
AT1;AT13;AT130;00000;9090199;1;TUR;-2;0;0;0;-2;0;0;0;2;0;2012
AT1;AT13;AT130;00000;9090199;1;HRV;-1;0;0;0;-1;0;0;0;1;0;2012
AT1;AT13;AT130;00000;9090199;1;OTHER;0;1;1;0;-1;0;0;0;1;0;2012
AT1;AT13;AT130;00000;9100101;2;AUT;-7;0;0;0;-7;4;4;8;15;1;2012
AT1;AT13;AT130;00000;9100101;2;ROU;0;3;3;0;-3;0;0;0;3;0;2012
AT1;AT13;AT130;00000;9100101;2;SVK;-1;-1;0;1;0;0;0;0;0;0;2012
AT1;AT13;AT130;00000;9100101;2;HUN;-2;0;0;0;-2;0;0;0;2;0;2012
AT1;AT13;AT130;00000;9100101;2;BGR;3;2;2;0;1;1;0;0;0;0;2012
AT1;AT13;AT130;00000;9100101;2;SCG;6;1;1;0;5;1;0;6;2;1;2012
AT1;AT13;AT130;00000;9100101;2;TUR;-5;0;1;1;-5;0;0;1;6;0;2012
AT1;AT13;AT130;00000;9100101;2;BIH;0;1;1;0;-1;0;0;0;1;0;2012
AT1;AT13;AT130;00000;9100101;2;MKD;0;0;0;0;0;0;0;1;1;0;2012
AT1;AT13;AT130;00000;9100101;2;OTHER;-3;0;0;0;-3;0;0;0;3;0;2012
AT1;AT13;AT130;00000;9100101;1;AUT;-7;-1;0;1;-6;2;3;5;10;1;2012
AT1;AT13;AT130;00000;9100101;1;POL;-2;-1;0;1;-1;0;0;0;1;0;2012
AT1;AT13;AT130;00000;9100101;1;ROU;2;4;7;3;-2;0;0;3;5;0;2012
AT1;AT13;AT130;00000;9100101;1;BGR;-1;-1;1;2;0;0;0;0;0;0;2012
AT1;AT13;AT130;00000;9100101;1;SCG;6;-1;0;1;7;2;0;5;0;1;2012
AT1;AT13;AT130;00000;9100101;1;TUR;-8;-1;0;1;-7;1;0;3;11;1;2012
AT1;AT13;AT130;00000;9100101;1;BIH;0;0;2;2;0;0;0;0;0;0;2012
AT1;AT13;AT130;00000;9100101;1;HRV;-2;0;0;0;-2;0;0;0;2;0;2012
AT1;AT13;AT130;00000;9100101;1;OTHER;-3;1;4;3;-4;0;0;1;5;0;2012
AT1;AT13;AT130;00000;9100102;2;AUT;-70;-10;11;21;-60;102;83;269;348;39;2012
AT1;AT13;AT130;00000;9100102;2;DEU;3;12;18;6;-9;2;2;11;20;2;2012
AT1;AT13;AT130;00000;9100102;2;POL;9;15;31;16;-6;4;9;38;39;2;2012
AT1;AT13;AT130;00000;9100102;2;ROU;32;19;44;25;13;5;5;51;38;5;2012
AT1;AT13;AT130;00000;9100102;2;SVK;12;14;28;14;-2;6;7;24;25;6;2012
AT1;AT13;AT130;00000;9100102;2;HUN;17;19;28;9;-2;6;3;17;22;1;2012
AT1;AT13;AT130;00000;9100102;2;BGR;28;21;34;13;7;0;2;29;20;7;2012
AT1;AT13;AT130;00000;9100102;2;CZE;0;2;3;1;-2;0;3;7;6;0;2012
AT1;AT13;AT130;00000;9100102;2;REST-EU;-6;5;9;4;-11;1;3;3;12;0;2012
AT1;AT13;AT130;00000;9100102;2;SCG;14;19;44;25;-5;4;9;91;91;11;2012
AT1;AT13;AT130;00000;9100102;2;TUR;-12;1;15;14;-13;10;9;86;100;17;2012
AT1;AT13;AT130;00000;9100102;2;BIH;-4;9;12;3;-13;3;5;25;36;3;2012
AT1;AT13;AT130;00000;9100102;2;HRV;-2;1;3;2;-3;1;0;11;15;1;2012
AT1;AT13;AT130;00000;9100102;2;MKD;24;9;14;5;15;2;1;21;7;2;2012
AT1;AT13;AT130;00000;9100102;2;RUS;14;2;3;1;12;15;3;26;26;5;2012
AT1;AT13;AT130;00000;9100102;2;CHN;1;2;2;0;-1;2;3;12;12;1;2012
AT1;AT13;AT130;00000;9100102;2;OTHER;30;26;51;25;4;24;13;103;110;9;2012
AT1;AT13;AT130;00000;9100102;1;AUT;-73;-21;32;53;-52;76;98;322;352;34;2012
AT1;AT13;AT130;00000;9100102;1;DEU;18;12;15;3;6;0;4;21;11;1;2012
AT1;AT13;AT130;00000;9100102;1;POL;36;29;54;25;7;3;4;53;45;1;2012
AT1;AT13;AT130;00000;9100102;1;ROU;38;21;52;31;17;2;2;48;31;9;2012
AT1;AT13;AT130;00000;9100102;1;SVK;9;10;23;13;-1;0;5;14;10;1;2012
AT1;AT13;AT130;00000;9100102;1;HUN;14;8;34;26;6;0;2;16;8;0;2012
AT1;AT13;AT130;00000;9100102;1;BGR;21;17;34;17;4;1;3;30;24;8;2012
AT1;AT13;AT130;00000;9100102;1;CZE;0;3;7;4;-3;0;3;1;1;0;2012
AT1;AT13;AT130;00000;9100102;1;REST-EU;21;14;25;11;7;1;0;20;14;2;2012
AT1;AT13;AT130;00000;9100102;1;SCG;-6;6;49;43;-12;3;11;98;102;13;2012
AT1;AT13;AT130;00000;9100102;1;TUR;10;2;27;25;8;5;12;143;128;17;2012
AT1;AT13;AT130;00000;9100102;1;BIH;2;5;12;7;-3;3;3;27;30;4;2012
AT1;AT13;AT130;00000;9100102;1;HRV;1;-1;4;5;2;0;0;20;18;0;2012
AT1;AT13;AT130;00000;9100102;1;MKD;25;9;13;4;16;4;1;27;14;1;2012
AT1;AT13;AT130;00000;9100102;1;RUS;15;5;5;0;10;19;1;21;29;2;2012
AT1;AT13;AT130;00000;9100102;1;CHN;-2;-2;2;4;0;2;3;9;8;2;2012
AT1;AT13;AT130;00000;9100102;1;OTHER;46;18;70;52;28;50;17;184;189;16;2012
AT1;AT13;AT130;00000;9100103;2;AUT;-18;-3;3;6;-15;31;45;132;133;5;2012
AT1;AT13;AT130;00000;9100103;2;DEU;8;6;7;1;2;0;0;7;5;2;2012
AT1;AT13;AT130;00000;9100103;2;POL;15;6;10;4;9;0;0;15;6;1;2012
AT1;AT13;AT130;00000;9100103;2;ROU;6;5;7;2;1;0;0;9;8;0;2012
AT1;AT13;AT130;00000;9100103;2;SVK;2;3;5;2;-1;0;1;5;5;0;2012
AT1;AT13;AT130;00000;9100103;2;HUN;5;1;9;8;4;0;0;7;3;0;2012
AT1;AT13;AT130;00000;9100103;2;BGR;5;4;4;0;1;0;0;2;1;0;2012
AT1;AT13;AT130;00000;9100103;2;CZE;1;0;1;1;1;0;0;1;0;0;2012
AT1;AT13;AT130;00000;9100103;2;REST-EU;-6;1;2;1;-7;0;1;3;9;0;2012
AT1;AT13;AT130;00000;9100103;2;SCG;19;5;12;7;14;4;1;33;22;0;2012
AT1;AT13;AT130;00000;9100103;2;TUR;8;4;5;1;4;1;2;21;16;1;2012
AT1;AT13;AT130;00000;9100103;2;BIH;-3;-1;1;2;-2;0;0;7;9;0;2012
AT1;AT13;AT130;00000;9100103;2;HRV;0;2;2;0;-2;0;0;2;4;0;2012
AT1;AT13;AT130;00000;9100103;2;MKD;0;2;3;1;-2;0;0;1;3;0;2012
AT1;AT13;AT130;00000;9100103;2;RUS;5;0;0;0;5;0;0;9;4;0;2012
AT1;AT13;AT130;00000;9100103;2;CHN;5;0;0;0;5;3;1;4;1;1;2012
AT1;AT13;AT130;00000;9100103;2;OTHER;14;3;6;3;11;2;2;30;19;0;2012
AT1;AT13;AT130;00000;9100103;1;AUT;4;3;11;8;1;34;33;123;123;9;2012
AT1;AT13;AT130;00000;9100103;1;DEU;1;1;2;1;0;1;0;4;5;2;2012
AT1;AT13;AT130;00000;9100103;1;POL;5;6;12;6;-1;0;0;9;10;1;2012
AT1;AT13;AT130;00000;9100103;1;ROU;9;4;9;5;5;0;0;16;11;0;2012
AT1;AT13;AT130;00000;9100103;1;SVK;0;0;3;3;0;0;0;1;1;0;2012
AT1;AT13;AT130;00000;9100103;1;HUN;6;4;9;5;2;0;0;5;3;0;2012
AT1;AT13;AT130;00000;9100103;1;BGR;7;5;7;2;2;0;0;5;3;0;2012
AT1;AT13;AT130;00000;9100103;1;CZE;0;0;1;1;0;0;0;0;0;0;2012
AT1;AT13;AT130;00000;9100103;1;REST-EU;-1;4;8;4;-5;0;1;3;7;0;2012
AT1;AT13;AT130;00000;9100103;1;SCG;11;3;12;9;8;0;0;40;32;1;2012
AT1;AT13;AT130;00000;9100103;1;TUR;14;-2;7;9;16;2;0;39;25;2;2012
AT1;AT13;AT130;00000;9100103;1;BIH;-1;1;2;1;-2;3;3;13;15;0;2012
AT1;AT13;AT130;00000;9100103;1;HRV;0;0;2;2;0;0;0;2;2;0;2012
AT1;AT13;AT130;00000;9100103;1;MKD;3;3;4;1;0;0;0;5;5;0;2012
AT1;AT13;AT130;00000;9100103;1;RUS;1;0;0;0;1;0;0;4;3;0;2012
AT1;AT13;AT130;00000;9100103;1;CHN;7;1;1;0;6;2;1;6;1;1;2012
AT1;AT13;AT130;00000;9100103;1;OTHER;5;6;14;8;-1;7;6;33;35;0;2012
AT1;AT13;AT130;00000;9100104;2;AUT;-38;-2;6;8;-36;54;42;113;161;9;2012
AT1;AT13;AT130;00000;9100104;2;DEU;1;4;10;6;-3;3;2;8;12;1;2012
AT1;AT13;AT130;00000;9100104;2;POL;-4;16;21;5;-20;0;5;9;24;1;2012
AT1;AT13;AT130;00000;9100104;2;ROU;10;11;20;9;-1;2;4;24;23;0;2012
AT1;AT13;AT130;00000;9100104;2;SVK;-6;4;5;1;-10;0;1;0;9;0;2012
AT1;AT13;AT130;00000;9100104;2;HUN;10;10;19;9;0;1;2;10;9;0;2012
AT1;AT13;AT130;00000;9100104;2;BGR;-10;2;10;8;-12;1;7;4;10;0;2012
AT1;AT13;AT130;00000;9100104;2;CZE;1;1;1;0;0;1;1;4;4;1;2012
AT1;AT13;AT130;00000;9100104;2;REST-EU;15;13;17;4;2;3;1;7;7;0;2012
AT1;AT13;AT130;00000;9100104;2;SCG;-2;18;31;13;-20;2;3;40;59;4;2012
AT1;AT13;AT130;00000;9100104;2;TUR;-7;4;5;1;-11;3;5;33;42;4;2012
AT1;AT13;AT130;00000;9100104;2;BIH;5;0;2;2;5;2;0;15;12;0;2012
AT1;AT13;AT130;00000;9100104;2;HRV;0;1;3;2;-1;1;1;4;5;0;2012
AT1;AT13;AT130;00000;9100104;2;MKD;-2;-2;2;4;0;0;0;6;6;1;2012
AT1;AT13;AT130;00000;9100104;2;RUS;-1;-1;0;1;0;7;0;7;14;0;2012
AT1;AT13;AT130;00000;9100104;2;CHN;7;-1;0;1;8;6;2;8;4;0;2012
AT1;AT13;AT130;00000;9100104;2;OTHER;58;46;89;43;12;26;1;63;76;0;2012
AT1;AT13;AT130;00000;9100104;1;AUT;-18;0;11;11;-18;54;45;119;146;6;2012
AT1;AT13;AT130;00000;9100104;1;DEU;10;9;12;3;1;2;0;17;18;1;2012
AT1;AT13;AT130;00000;9100104;1;POL;19;12;21;9;7;3;1;23;18;0;2012
AT1;AT13;AT130;00000;9100104;1;ROU;16;14;23;9;2;4;3;16;15;2;2012
AT1;AT13;AT130;00000;9100104;1;SVK;9;6;8;2;3;1;0;5;3;0;2012
AT1;AT13;AT130;00000;9100104;1;HUN;16;12;19;7;4;5;3;4;2;0;2012
AT1;AT13;AT130;00000;9100104;1;BGR;4;12;17;5;-8;1;3;5;11;1;2012
AT1;AT13;AT130;00000;9100104;1;CZE;1;0;1;1;1;1;0;0;0;1;2012
AT1;AT13;AT130;00000;9100104;1;REST-EU;13;17;30;13;-4;2;2;8;12;0;2012
AT1;AT13;AT130;00000;9100104;1;SCG;17;11;31;20;6;4;8;60;50;5;2012
AT1;AT13;AT130;00000;9100104;1;TUR;10;7;14;7;3;5;11;65;56;2;2012
AT1;AT13;AT130;00000;9100104;1;BIH;-1;3;6;3;-4;3;4;10;13;2;2012
AT1;AT13;AT130;00000;9100104;1;HRV;1;1;2;1;0;1;2;10;9;0;2012
AT1;AT13;AT130;00000;9100104;1;MKD;-1;1;2;1;-2;0;0;7;9;0;2012
AT1;AT13;AT130;00000;9100104;1;RUS;-11;3;3;0;-14;7;2;2;21;0;2012
AT1;AT13;AT130;00000;9100104;1;CHN;4;0;1;1;4;3;1;4;2;0;2012
AT1;AT13;AT130;00000;9100104;1;OTHER;98;52;89;37;46;49;8;131;126;2;2012
AT1;AT13;AT130;00000;9100105;2;AUT;-101;-10;4;14;-91;55;83;196;259;26;2012
AT1;AT13;AT130;00000;9100105;2;DEU;-2;10;14;4;-12;2;4;2;12;0;2012
AT1;AT13;AT130;00000;9100105;2;POL;15;13;24;11;2;6;2;18;20;3;2012
AT1;AT13;AT130;00000;9100105;2;ROU;14;17;44;27;-3;1;6;37;35;4;2012
AT1;AT13;AT130;00000;9100105;2;SVK;20;19;24;5;1;1;1;23;22;3;2012
AT1;AT13;AT130;00000;9100105;2;HUN;10;15;28;13;-5;2;8;15;14;0;2012
AT1;AT13;AT130;00000;9100105;2;BGR;10;15;27;12;-5;0;1;14;18;0;2012
AT1;AT13;AT130;00000;9100105;2;CZE;0;1;2;1;-1;0;0;2;3;1;2012
AT1;AT13;AT130;00000;9100105;2;REST-EU;8;16;17;1;-8;3;4;8;15;0;2012
AT1;AT13;AT130;00000;9100105;2;SCG;15;31;54;23;-16;5;12;76;85;7;2012
AT1;AT13;AT130;00000;9100105;2;TUR;16;2;18;16;14;6;6;73;59;4;2012
AT1;AT13;AT130;00000;9100105;2;BIH;9;7;8;1;2;5;6;21;18;0;2012
AT1;AT13;AT130;00000;9100105;2;HRV;-5;-3;2;5;-2;0;1;11;12;1;2012
AT1;AT13;AT130;00000;9100105;2;MKD;16;7;9;2;9;0;0;14;5;4;2012
AT1;AT13;AT130;00000;9100105;2;RUS;2;0;3;3;2;7;2;18;21;0;2012
AT1;AT13;AT130;00000;9100105;2;CHN;-7;1;4;3;-8;0;2;6;12;0;2012
AT1;AT13;AT130;00000;9100105;2;OTHER;-5;22;58;36;-27;18;13;69;101;15;2012
AT1;AT13;AT130;00000;9100105;1;AUT;-80;-4;26;30;-76;65;107;250;284;24;2012
AT1;AT13;AT130;00000;9100105;1;DEU;0;14;24;10;-14;3;4;15;28;0;2012
AT1;AT13;AT130;00000;9100105;1;POL;-5;6;17;11;-11;2;1;12;24;3;2012
AT1;AT13;AT130;00000;9100105;1;ROU;8;15;57;42;-7;4;8;25;28;2;2012
AT1;AT13;AT130;00000;9100105;1;SVK;1;-2;12;14;3;1;2;12;8;3;2012
AT1;AT13;AT130;00000;9100105;1;HUN;1;2;12;10;-1;0;4;10;7;0;2012
AT1;AT13;AT130;00000;9100105;1;BGR;11;6;18;12;5;0;0;17;12;0;2012
AT1;AT13;AT130;00000;9100105;1;CZE;0;-1;0;1;1;0;0;1;0;0;2012
AT1;AT13;AT130;00000;9100105;1;REST-EU;18;30;37;7;-12;1;3;13;23;1;2012
AT1;AT13;AT130;00000;9100105;1;SCG;-5;17;54;37;-22;5;11;86;102;5;2012
AT1;AT13;AT130;00000;9100105;1;TUR;-2;-13;19;32;11;8;6;121;112;14;2012
AT1;AT13;AT130;00000;9100105;1;BIH;13;3;9;6;10;1;5;34;20;0;2012
AT1;AT13;AT130;00000;9100105;1;HRV;-8;2;6;4;-10;0;4;13;19;1;2012
AT1;AT13;AT130;00000;9100105;1;MKD;2;4;11;7;-2;0;0;6;8;3;2012
AT1;AT13;AT130;00000;9100105;1;RUS;1;1;1;0;0;3;1;13;15;0;2012
AT1;AT13;AT130;00000;9100105;1;CHN;-8;-1;0;1;-7;0;3;1;5;0;2012
AT1;AT13;AT130;00000;9100105;1;OTHER;43;21;83;62;22;31;19;163;153;12;2012
AT1;AT13;AT130;00000;9100106;2;AUT;-6;4;15;11;-10;70;64;181;197;22;2012
AT1;AT13;AT130;00000;9100106;2;DEU;17;18;23;5;-1;1;1;11;12;2;2012
AT1;AT13;AT130;00000;9100106;2;POL;11;9;19;10;2;0;0;22;20;1;2012
AT1;AT13;AT130;00000;9100106;2;ROU;10;11;26;15;-1;6;6;17;18;1;2012
AT1;AT13;AT130;00000;9100106;2;SVK;0;8;16;8;-8;2;2;6;14;0;2012
AT1;AT13;AT130;00000;9100106;2;HUN;16;11;14;3;5;4;2;12;9;1;2012
AT1;AT13;AT130;00000;9100106;2;BGR;31;34;51;17;-3;0;3;30;30;0;2012
AT1;AT13;AT130;00000;9100106;2;CZE;4;3;3;0;1;0;0;1;0;0;2012
AT1;AT13;AT130;00000;9100106;2;REST-EU;6;4;10;6;2;0;2;11;7;0;2012
AT1;AT13;AT130;00000;9100106;2;SCG;-13;5;20;15;-18;4;5;62;79;6;2012
AT1;AT13;AT130;00000;9100106;2;TUR;-5;0;16;16;-5;6;12;86;85;16;2012
AT1;AT13;AT130;00000;9100106;2;BIH;-5;3;10;7;-8;4;4;27;35;7;2012
AT1;AT13;AT130;00000;9100106;2;HRV;0;4;6;2;-4;0;0;8;12;2;2012
AT1;AT13;AT130;00000;9100106;2;MKD;-3;6;6;0;-9;0;2;6;13;0;2012
AT1;AT13;AT130;00000;9100106;2;RUS;-3;0;3;3;-3;5;1;6;13;2;2012
AT1;AT13;AT130;00000;9100106;2;CHN;4;0;5;5;4;5;2;9;8;0;2012
AT1;AT13;AT130;00000;9100106;2;OTHER;59;44;116;72;15;29;12;89;91;21;2012
AT1;AT13;AT130;00000;9100106;1;AUT;-15;-7;16;23;-8;70;69;184;193;31;2012
AT1;AT13;AT130;00000;9100106;1;DEU;11;13;21;8;-2;2;1;15;18;2;2012
AT1;AT13;AT130;00000;9100106;1;POL;27;23;47;24;4;0;2;32;26;1;2012
AT1;AT13;AT130;00000;9100106;1;ROU;1;7;34;27;-6;1;3;15;19;3;2012
AT1;AT13;AT130;00000;9100106;1;SVK;5;6;11;5;-1;1;0;7;9;0;2012
AT1;AT13;AT130;00000;9100106;1;HUN;4;8;16;8;-4;1;1;6;10;0;2012
AT1;AT13;AT130;00000;9100106;1;BGR;13;12;44;32;1;3;1;20;21;3;2012
AT1;AT13;AT130;00000;9100106;1;CZE;2;2;3;1;0;0;0;2;2;0;2012
AT1;AT13;AT130;00000;9100106;1;REST-EU;5;2;12;10;3;0;2;13;8;1;2012
AT1;AT13;AT130;00000;9100106;1;SCG;14;21;41;20;-7;6;4;60;69;11;2012
AT1;AT13;AT130;00000;9100106;1;TUR;-13;-5;26;31;-8;13;15;115;121;9;2012
AT1;AT13;AT130;00000;9100106;1;BIH;-9;-3;8;11;-6;3;5;29;33;8;2012
AT1;AT13;AT130;00000;9100106;1;HRV;6;3;4;1;3;1;0;6;4;1;2012
AT1;AT13;AT130;00000;9100106;1;MKD;-11;2;4;2;-13;0;1;11;23;1;2012
AT1;AT13;AT130;00000;9100106;1;RUS;7;5;8;3;2;4;1;9;10;1;2012
AT1;AT13;AT130;00000;9100106;1;CHN;1;-1;1;2;2;7;4;5;6;0;2012
AT1;AT13;AT130;00000;9100106;1;OTHER;73;60;130;70;13;31;13;120;125;18;2012
AT1;AT13;AT130;00000;9100107;2;AUT;-54;-2;2;4;-52;52;64;162;202;13;2012
AT1;AT13;AT130;00000;9100107;2;DEU;-4;4;10;6;-8;3;4;5;12;1;2012
AT1;AT13;AT130;00000;9100107;2;POL;11;2;6;4;9;1;0;19;11;0;2012
AT1;AT13;AT130;00000;9100107;2;ROU;8;12;22;10;-4;1;4;22;23;2;2012
AT1;AT13;AT130;00000;9100107;2;SVK;8;13;16;3;-5;0;3;4;6;3;2012
AT1;AT13;AT130;00000;9100107;2;HUN;12;10;13;3;2;1;3;6;2;3;2012
AT1;AT13;AT130;00000;9100107;2;BGR;2;3;11;8;-1;2;6;10;7;1;2012
AT1;AT13;AT130;00000;9100107;2;CZE;-1;0;0;0;-1;0;0;1;2;2;2012
AT1;AT13;AT130;00000;9100107;2;REST-EU;9;4;7;3;5;2;2;8;3;0;2012
AT1;AT13;AT130;00000;9100107;2;SCG;12;6;12;6;6;0;3;51;42;2;2012
AT1;AT13;AT130;00000;9100107;2;TUR;19;-5;1;6;24;7;1;44;26;6;2012
AT1;AT13;AT130;00000;9100107;2;BIH;13;7;9;2;6;2;2;21;15;0;2012
AT1;AT13;AT130;00000;9100107;2;HRV;4;0;0;0;4;2;1;7;4;0;2012
AT1;AT13;AT130;00000;9100107;2;MKD;11;3;3;0;8;1;0;10;3;0;2012
AT1;AT13;AT130;00000;9100107;2;RUS;6;2;2;0;4;6;1;12;13;0;2012
AT1;AT13;AT130;00000;9100107;2;CHN;-9;1;4;3;-10;3;3;14;24;3;2012
AT1;AT13;AT130;00000;9100107;2;OTHER;19;20;68;48;-1;6;3;64;68;1;2012
AT1;AT13;AT130;00000;9100107;1;AUT;-21;-5;15;20;-16;63;77;169;171;20;2012
AT1;AT13;AT130;00000;9100107;1;DEU;-2;0;11;11;-2;1;2;14;15;0;2012
AT1;AT13;AT130;00000;9100107;1;POL;11;11;19;8;0;0;0;16;16;0;2012
AT1;AT13;AT130;00000;9100107;1;ROU;0;14;22;8;-14;2;2;11;25;1;2012
AT1;AT13;AT130;00000;9100107;1;SVK;7;5;8;3;2;1;1;3;1;2;2012
AT1;AT13;AT130;00000;9100107;1;HUN;4;4;12;8;0;4;3;4;5;2;2012
AT1;AT13;AT130;00000;9100107;1;BGR;2;0;10;10;2;0;1;8;5;0;2012
AT1;AT13;AT130;00000;9100107;1;CZE;2;1;1;0;1;0;0;1;0;2;2012
AT1;AT13;AT130;00000;9100107;1;REST-EU;13;8;11;3;5;1;0;10;6;0;2012
AT1;AT13;AT130;00000;9100107;1;SCG;-7;-1;13;14;-6;5;4;41;48;2;2012
AT1;AT13;AT130;00000;9100107;1;TUR;3;-8;5;13;11;6;2;54;47;5;2012
AT1;AT13;AT130;00000;9100107;1;BIH;10;5;8;3;5;4;1;21;19;3;2012
AT1;AT13;AT130;00000;9100107;1;HRV;3;1;3;2;2;0;0;8;6;2;2012
AT1;AT13;AT130;00000;9100107;1;MKD;12;4;4;0;8;0;1;13;4;0;2012
AT1;AT13;AT130;00000;9100107;1;RUS;2;-3;0;3;5;8;4;8;7;0;2012
AT1;AT13;AT130;00000;9100107;1;CHN;2;-1;2;3;3;3;1;7;6;1;2012
AT1;AT13;AT130;00000;9100107;1;OTHER;16;13;56;43;3;13;4;78;84;4;2012
AT1;AT13;AT130;00000;9100108;2;AUT;-12;-4;1;5;-8;49;50;153;160;18;2012
AT1;AT13;AT130;00000;9100108;2;DEU;4;3;5;2;1;4;4;7;6;3;2012
AT1;AT13;AT130;00000;9100108;2;POL;3;9;15;6;-6;1;3;10;14;1;2012
AT1;AT13;AT130;00000;9100108;2;ROU;16;14;28;14;2;2;6;18;12;4;2012
AT1;AT13;AT130;00000;9100108;2;SVK;8;7;10;3;1;0;0;4;3;0;2012
AT1;AT13;AT130;00000;9100108;2;HUN;1;5;9;4;-4;1;0;3;8;0;2012
AT1;AT13;AT130;00000;9100108;2;BGR;15;11;14;3;4;0;0;12;8;0;2012
AT1;AT13;AT130;00000;9100108;2;CZE;2;1;1;0;1;0;0;2;1;0;2012
AT1;AT13;AT130;00000;9100108;2;REST-EU;1;0;4;4;1;0;1;6;4;1;2012
AT1;AT13;AT130;00000;9100108;2;SCG;2;8;17;9;-6;6;6;67;73;3;2012
AT1;AT13;AT130;00000;9100108;2;TUR;-10;-3;4;7;-7;3;5;46;51;9;2012
AT1;AT13;AT130;00000;9100108;2;BIH;14;3;7;4;11;1;1;22;11;6;2012
AT1;AT13;AT130;00000;9100108;2;HRV;-5;1;2;1;-6;1;2;5;10;0;2012
AT1;AT13;AT130;00000;9100108;2;MKD;5;2;3;1;3;1;0;6;4;0;2012
AT1;AT13;AT130;00000;9100108;2;RUS;6;1;4;3;5;11;1;9;14;0;2012
AT1;AT13;AT130;00000;9100108;2;CHN;1;1;4;3;0;1;1;8;8;0;2012
AT1;AT13;AT130;00000;9100108;2;OTHER;29;16;29;13;13;17;2;54;56;1;2012
AT1;AT13;AT130;00000;9100108;1;AUT;-6;-1;12;13;-5;50;51;150;154;7;2012
AT1;AT13;AT130;00000;9100108;1;DEU;3;-2;5;7;5;3;2;11;7;2;2012
AT1;AT13;AT130;00000;9100108;1;POL;8;8;17;9;0;1;0;18;19;1;2012
AT1;AT13;AT130;00000;9100108;1;ROU;32;21;33;12;11;2;1;22;12;4;2012
AT1;AT13;AT130;00000;9100108;1;SVK;-2;1;7;6;-3;0;1;2;4;0;2012
AT1;AT13;AT130;00000;9100108;1;HUN;-6;0;9;9;-6;1;2;1;6;0;2012
AT1;AT13;AT130;00000;9100108;1;BGR;16;10;25;15;6;0;0;9;3;2;2012
