Wanderung gegenüber Wien nach Zählbezirken, Geburtsstaat und Geschlecht;;;;;;;;;;;;;;;;;;
Migration in Vienna by subdistrict, country of birth and sex;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;COUNTRY_OF_BIRTH;MIG_NET_TOTAL;MIG_NET_EXT;IMM_EXT;EMI_EXT;MIG_NET_INT;IMM_INT;EMI_INT;IMM_SDC;EMI_SDC;MIG_SDC_INT;REF_DATE
AT1;AT13;AT130;00000;9220124;2;HRV;0;-1;0;1;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220124;2;MKD;1;0;0;0;1;0;0;1;0;1;2010
AT1;AT13;AT130;00000;9220124;2;RUS;-1;-1;0;1;0;0;0;4;4;0;2010
AT1;AT13;AT130;00000;9220124;2;CHN;-3;0;0;0;-3;0;0;0;3;0;2010
AT1;AT13;AT130;00000;9220124;2;OTHER;0;-4;2;6;4;1;1;10;6;0;2010
AT1;AT13;AT130;00000;9220124;1;AUT;147;7;7;0;140;46;23;206;89;14;2010
AT1;AT13;AT130;00000;9220124;1;DEU;8;0;0;0;8;2;0;6;0;0;2010
AT1;AT13;AT130;00000;9220124;1;POL;5;-2;0;2;7;1;1;11;4;0;2010
AT1;AT13;AT130;00000;9220124;1;ROU;1;-1;2;3;2;1;0;2;1;0;2010
AT1;AT13;AT130;00000;9220124;1;SVK;2;1;1;0;1;1;0;1;1;0;2010
AT1;AT13;AT130;00000;9220124;1;HUN;4;2;3;1;2;0;0;2;0;0;2010
AT1;AT13;AT130;00000;9220124;1;BGR;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220124;1;CZE;1;1;1;0;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220124;1;REST-EU;4;2;2;0;2;0;0;3;1;1;2010
AT1;AT13;AT130;00000;9220124;1;SCG;2;0;0;0;2;0;0;2;0;0;2010
AT1;AT13;AT130;00000;9220124;1;TUR;1;1;1;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220124;1;BIH;0;-1;0;1;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220124;1;HRV;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220124;1;MKD;2;1;1;0;1;0;0;1;0;1;2010
AT1;AT13;AT130;00000;9220124;1;RUS;3;0;1;1;3;0;0;4;1;0;2010
AT1;AT13;AT130;00000;9220124;1;CHN;1;1;1;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220124;1;OTHER;-2;0;2;2;-2;1;0;8;11;0;2010
AT1;AT13;AT130;00000;9220125;2;AUT;20;2;2;0;18;4;5;37;18;2;2010
AT1;AT13;AT130;00000;9220125;2;DEU;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220125;2;POL;2;2;2;0;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220125;2;ROU;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220125;2;SVK;0;-1;0;1;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220125;2;HUN;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220125;2;BGR;-2;-2;0;2;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220125;2;REST-EU;1;3;3;0;-2;0;0;2;4;0;2010
AT1;AT13;AT130;00000;9220125;2;SCG;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220125;2;HRV;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220125;2;RUS;1;1;1;0;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220125;2;OTHER;3;-1;0;1;4;0;0;4;0;0;2010
AT1;AT13;AT130;00000;9220125;1;AUT;9;1;3;2;8;0;8;38;22;1;2010
AT1;AT13;AT130;00000;9220125;1;DEU;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220125;1;POL;2;2;2;0;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220125;1;ROU;2;0;0;0;2;0;0;2;0;0;2010
AT1;AT13;AT130;00000;9220125;1;HUN;0;-1;0;1;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220125;1;BGR;-4;-2;0;2;-2;0;2;0;0;0;2010
AT1;AT13;AT130;00000;9220125;1;REST-EU;5;5;5;0;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220125;1;TUR;-1;0;0;0;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9220125;1;BIH;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220125;1;RUS;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220125;1;OTHER;4;2;2;0;2;0;0;2;0;0;2010
AT1;AT13;AT130;00000;9220126;2;AUT;29;-2;1;3;31;10;12;79;46;4;2010
AT1;AT13;AT130;00000;9220126;2;DEU;3;2;3;1;1;0;0;3;2;0;2010
AT1;AT13;AT130;00000;9220126;2;POL;1;0;0;0;1;0;1;2;0;0;2010
AT1;AT13;AT130;00000;9220126;2;ROU;-2;-1;1;2;-1;0;0;0;1;1;2010
AT1;AT13;AT130;00000;9220126;2;SVK;-1;-1;1;2;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220126;2;HUN;3;0;0;0;3;1;0;2;0;1;2010
AT1;AT13;AT130;00000;9220126;2;CZE;3;2;2;0;1;0;0;2;1;0;2010
AT1;AT13;AT130;00000;9220126;2;REST-EU;1;-1;0;1;2;0;0;3;1;0;2010
AT1;AT13;AT130;00000;9220126;2;SCG;0;0;2;2;0;0;0;2;2;0;2010
AT1;AT13;AT130;00000;9220126;2;BIH;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220126;2;HRV;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220126;2;RUS;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220126;2;CHN;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220126;2;OTHER;6;6;9;3;0;0;0;4;4;0;2010
AT1;AT13;AT130;00000;9220126;1;AUT;46;-3;4;7;49;17;15;86;39;7;2010
AT1;AT13;AT130;00000;9220126;1;DEU;6;5;5;0;1;1;0;2;2;0;2010
AT1;AT13;AT130;00000;9220126;1;POL;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220126;1;ROU;0;0;1;1;0;0;0;0;0;1;2010
AT1;AT13;AT130;00000;9220126;1;SVK;-2;-3;0;3;1;0;1;2;0;0;2010
AT1;AT13;AT130;00000;9220126;1;HUN;0;-1;0;1;1;1;0;0;0;0;2010
AT1;AT13;AT130;00000;9220126;1;CZE;0;2;2;0;-2;0;0;0;2;0;2010
AT1;AT13;AT130;00000;9220126;1;REST-EU;-1;-1;0;1;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220126;1;SCG;4;3;3;0;1;0;0;2;1;0;2010
AT1;AT13;AT130;00000;9220126;1;TUR;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220126;1;BIH;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220126;1;RUS;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220126;1;CHN;-1;0;0;0;-1;0;0;1;2;0;2010
AT1;AT13;AT130;00000;9220126;1;OTHER;8;8;11;3;0;1;0;7;8;0;2010
AT1;AT13;AT130;00000;9220127;2;AUT;56;-3;1;4;59;28;37;135;67;11;2010
AT1;AT13;AT130;00000;9220127;2;DEU;4;2;2;0;2;3;0;3;4;0;2010
AT1;AT13;AT130;00000;9220127;2;POL;2;0;1;1;2;0;1;4;1;0;2010
AT1;AT13;AT130;00000;9220127;2;ROU;3;2;3;1;1;0;0;2;1;0;2010
AT1;AT13;AT130;00000;9220127;2;SVK;2;1;2;1;1;1;0;0;0;0;2010
AT1;AT13;AT130;00000;9220127;2;HUN;0;-1;0;1;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220127;2;REST-EU;1;1;1;0;0;1;0;0;1;0;2010
AT1;AT13;AT130;00000;9220127;2;SCG;0;-1;0;1;1;0;1;4;2;0;2010
AT1;AT13;AT130;00000;9220127;2;TUR;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220127;2;BIH;1;0;0;0;1;0;0;2;1;0;2010
AT1;AT13;AT130;00000;9220127;2;HRV;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220127;2;MKD;1;1;1;0;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220127;2;RUS;-2;-1;0;1;-1;0;0;1;2;0;2010
AT1;AT13;AT130;00000;9220127;2;CHN;1;0;1;1;1;0;0;2;1;0;2010
AT1;AT13;AT130;00000;9220127;2;OTHER;4;3;8;5;1;3;0;15;17;0;2010
AT1;AT13;AT130;00000;9220127;1;AUT;52;2;4;2;50;19;29;140;80;10;2010
AT1;AT13;AT130;00000;9220127;1;DEU;1;0;2;2;1;0;2;3;0;0;2010
AT1;AT13;AT130;00000;9220127;1;POL;-5;-2;2;4;-3;0;0;4;7;0;2010
AT1;AT13;AT130;00000;9220127;1;ROU;6;4;4;0;2;0;0;4;2;0;2010
AT1;AT13;AT130;00000;9220127;1;SVK;1;2;2;0;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9220127;1;HUN;4;0;0;0;4;0;0;6;2;0;2010
AT1;AT13;AT130;00000;9220127;1;BGR;-1;0;0;0;-1;0;1;0;0;0;2010
AT1;AT13;AT130;00000;9220127;1;REST-EU;1;2;3;1;-1;0;1;2;2;0;2010
AT1;AT13;AT130;00000;9220127;1;SCG;6;0;0;0;6;0;0;6;0;0;2010
AT1;AT13;AT130;00000;9220127;1;TUR;4;0;0;0;4;0;0;4;0;0;2010
AT1;AT13;AT130;00000;9220127;1;BIH;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220127;1;HRV;2;0;0;0;2;0;0;2;0;0;2010
AT1;AT13;AT130;00000;9220127;1;MKD;1;1;1;0;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220127;1;RUS;-1;-1;0;1;0;0;0;2;2;0;2010
AT1;AT13;AT130;00000;9220127;1;CHN;-3;-2;0;2;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9220127;1;OTHER;0;0;4;4;0;5;0;10;15;0;2010
AT1;AT13;AT130;00000;9220128;2;AUT;105;3;4;1;102;29;22;153;58;12;2010
AT1;AT13;AT130;00000;9220128;2;DEU;4;2;2;0;2;1;0;2;1;1;2010
AT1;AT13;AT130;00000;9220128;2;POL;-2;1;1;0;-3;0;0;3;6;0;2010
AT1;AT13;AT130;00000;9220128;2;ROU;0;1;2;1;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9220128;2;SVK;-4;-2;0;2;-2;0;2;0;0;0;2010
AT1;AT13;AT130;00000;9220128;2;HUN;-2;-2;1;3;0;0;0;1;1;1;2010
AT1;AT13;AT130;00000;9220128;2;CZE;-2;-1;0;1;-1;0;1;0;0;0;2010
AT1;AT13;AT130;00000;9220128;2;REST-EU;-1;-1;0;1;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220128;2;SCG;0;0;1;1;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220128;2;TUR;1;0;0;0;1;0;0;2;1;0;2010
AT1;AT13;AT130;00000;9220128;2;BIH;0;0;0;0;0;0;1;2;1;0;2010
AT1;AT13;AT130;00000;9220128;2;RUS;-3;2;2;0;-5;0;0;2;7;0;2010
AT1;AT13;AT130;00000;9220128;2;CHN;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220128;2;OTHER;9;2;5;3;7;0;1;13;5;1;2010
AT1;AT13;AT130;00000;9220128;1;AUT;95;7;9;2;88;21;22;155;66;13;2010
AT1;AT13;AT130;00000;9220128;1;DEU;-1;0;1;1;-1;1;3;2;1;0;2010
AT1;AT13;AT130;00000;9220128;1;POL;1;0;0;0;1;0;0;4;3;0;2010
AT1;AT13;AT130;00000;9220128;1;ROU;0;0;1;1;0;1;1;0;0;0;2010
AT1;AT13;AT130;00000;9220128;1;SVK;0;0;1;1;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220128;1;HUN;1;0;1;1;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220128;1;REST-EU;1;1;1;0;0;0;0;1;1;1;2010
AT1;AT13;AT130;00000;9220128;1;SCG;3;2;2;0;1;2;1;0;0;0;2010
AT1;AT13;AT130;00000;9220128;1;TUR;-2;0;0;0;-2;0;0;1;3;0;2010
AT1;AT13;AT130;00000;9220128;1;BIH;2;2;2;0;0;0;1;2;1;0;2010
AT1;AT13;AT130;00000;9220128;1;RUS;-1;1;1;0;-2;0;0;2;4;0;2010
AT1;AT13;AT130;00000;9220128;1;CHN;-1;0;0;0;-1;1;0;0;2;0;2010
AT1;AT13;AT130;00000;9220128;1;OTHER;14;0;0;0;14;0;1;18;3;3;2010
AT1;AT13;AT130;00000;9220129;2;AUT;6;0;2;2;6;19;17;66;62;9;2010
AT1;AT13;AT130;00000;9220129;2;DEU;5;6;7;1;-1;0;0;2;3;0;2010
AT1;AT13;AT130;00000;9220129;2;POL;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220129;2;ROU;1;0;1;1;1;0;0;2;1;0;2010
AT1;AT13;AT130;00000;9220129;2;SVK;-1;-1;0;1;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220129;2;HUN;1;0;0;0;1;0;0;2;1;0;2010
AT1;AT13;AT130;00000;9220129;2;BGR;-1;-2;0;2;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220129;2;CZE;-1;0;1;1;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9220129;2;REST-EU;3;0;0;0;3;0;0;3;0;1;2010
AT1;AT13;AT130;00000;9220129;2;SCG;5;-1;0;1;6;0;0;6;0;0;2010
AT1;AT13;AT130;00000;9220129;2;TUR;-2;0;1;1;-2;0;0;1;3;2;2010
AT1;AT13;AT130;00000;9220129;2;BIH;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220129;2;HRV;3;1;1;0;2;0;0;2;0;0;2010
AT1;AT13;AT130;00000;9220129;2;MKD;1;0;0;0;1;0;0;2;1;0;2010
AT1;AT13;AT130;00000;9220129;2;RUS;1;1;1;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220129;2;OTHER;4;0;11;11;4;1;0;7;4;1;2010
AT1;AT13;AT130;00000;9220129;1;AUT;-8;-7;3;10;-1;10;16;60;55;9;2010
AT1;AT13;AT130;00000;9220129;1;DEU;-3;-1;2;3;-2;0;0;1;3;0;2010
AT1;AT13;AT130;00000;9220129;1;POL;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220129;1;ROU;2;1;2;1;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220129;1;SVK;1;1;2;1;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220129;1;BGR;1;1;1;0;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220129;1;CZE;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220129;1;REST-EU;-3;-2;0;2;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9220129;1;SCG;-2;0;0;0;-2;0;1;3;4;0;2010
AT1;AT13;AT130;00000;9220129;1;TUR;0;-1;0;1;1;0;0;2;1;1;2010
AT1;AT13;AT130;00000;9220129;1;BIH;1;0;0;0;1;0;0;2;1;0;2010
AT1;AT13;AT130;00000;9220129;1;MKD;2;0;0;0;2;0;0;3;1;0;2010
AT1;AT13;AT130;00000;9220129;1;RUS;1;2;2;0;-1;0;0;1;2;0;2010
AT1;AT13;AT130;00000;9220129;1;OTHER;4;-2;7;9;6;0;0;7;1;0;2010
AT1;AT13;AT130;00000;9220130;1;AUT;0;0;0;0;0;1;1;0;0;0;2010
AT1;AT13;AT130;00000;9220131;2;AUT;-2;0;0;0;-2;0;0;2;4;0;2010
AT1;AT13;AT130;00000;9220131;1;AUT;-1;0;0;0;-1;0;0;3;4;0;2010
AT1;AT13;AT130;00000;9220131;1;SCG;0;0;0;0;0;0;0;0;0;1;2010
AT1;AT13;AT130;00000;9220132;2;AUT;0;-4;1;5;4;14;27;72;55;7;2010
AT1;AT13;AT130;00000;9220132;2;DEU;1;1;2;1;0;0;0;2;2;1;2010
AT1;AT13;AT130;00000;9220132;2;POL;5;3;4;1;2;0;0;5;3;0;2010
AT1;AT13;AT130;00000;9220132;2;ROU;1;1;1;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220132;2;SVK;-1;1;2;1;-2;1;1;1;3;1;2010
AT1;AT13;AT130;00000;9220132;2;HUN;-1;0;1;1;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9220132;2;BGR;2;4;4;0;-2;0;0;0;2;0;2010
AT1;AT13;AT130;00000;9220132;2;CZE;2;0;0;0;2;0;0;2;0;0;2010
AT1;AT13;AT130;00000;9220132;2;REST-EU;-5;-3;2;5;-2;0;3;3;2;0;2010
AT1;AT13;AT130;00000;9220132;2;SCG;5;2;3;1;3;1;1;4;1;0;2010
AT1;AT13;AT130;00000;9220132;2;TUR;1;0;0;0;1;0;0;2;1;0;2010
AT1;AT13;AT130;00000;9220132;2;BIH;-3;0;0;0;-3;0;1;3;5;1;2010
AT1;AT13;AT130;00000;9220132;2;HRV;1;0;0;0;1;1;0;1;1;1;2010
AT1;AT13;AT130;00000;9220132;2;RUS;1;0;5;5;1;1;1;2;1;1;2010
AT1;AT13;AT130;00000;9220132;2;CHN;1;3;4;1;-2;0;0;2;4;0;2010
AT1;AT13;AT130;00000;9220132;2;OTHER;-2;-1;11;12;-1;3;5;14;13;1;2010
AT1;AT13;AT130;00000;9220132;1;AUT;-15;-6;3;9;-9;18;24;46;49;14;2010
AT1;AT13;AT130;00000;9220132;1;DEU;-3;-4;0;4;1;1;0;2;2;0;2010
AT1;AT13;AT130;00000;9220132;1;POL;5;4;4;0;1;0;0;4;3;0;2010
AT1;AT13;AT130;00000;9220132;1;ROU;-1;2;2;0;-3;0;0;0;3;0;2010
AT1;AT13;AT130;00000;9220132;1;SVK;-1;0;0;0;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9220132;1;HUN;-2;-2;1;3;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9220132;1;BGR;-2;0;0;0;-2;0;0;0;2;0;2010
AT1;AT13;AT130;00000;9220132;1;CZE;1;-1;0;1;2;0;0;2;0;0;2010
AT1;AT13;AT130;00000;9220132;1;REST-EU;0;1;2;1;-1;0;0;2;3;1;2010
AT1;AT13;AT130;00000;9220132;1;SCG;2;1;1;0;1;1;0;4;4;0;2010
AT1;AT13;AT130;00000;9220132;1;TUR;3;0;0;0;3;0;0;3;0;0;2010
AT1;AT13;AT130;00000;9220132;1;BIH;6;0;0;0;6;0;0;7;1;3;2010
AT1;AT13;AT130;00000;9220132;1;HRV;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220132;1;MKD;-1;1;1;0;-2;0;0;0;2;0;2010
AT1;AT13;AT130;00000;9220132;1;RUS;1;1;2;1;0;0;0;2;2;1;2010
AT1;AT13;AT130;00000;9220132;1;CHN;1;5;7;2;-4;1;1;1;5;0;2010
AT1;AT13;AT130;00000;9220132;1;OTHER;8;7;16;9;1;2;1;17;17;2;2010
AT1;AT13;AT130;00000;9220199;2;AUT;11;-1;0;1;12;5;3;28;18;2;2010
AT1;AT13;AT130;00000;9220199;2;POL;-1;0;0;0;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9220199;2;SVK;-2;-1;0;1;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9220199;2;HUN;2;0;0;0;2;0;0;2;0;0;2010
AT1;AT13;AT130;00000;9220199;2;REST-EU;-1;-1;0;1;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220199;2;SCG;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220199;2;CHN;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220199;2;OTHER;0;-2;0;2;2;0;0;2;0;0;2010
AT1;AT13;AT130;00000;9220199;1;AUT;4;-1;0;1;5;3;5;25;18;1;2010
AT1;AT13;AT130;00000;9220199;1;DEU;0;0;1;1;0;0;0;1;1;1;2010
AT1;AT13;AT130;00000;9220199;1;POL;-1;0;0;0;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9220199;1;HUN;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9220199;1;REST-EU;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220199;1;SCG;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9220199;1;MKD;-1;0;0;0;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9220199;1;CHN;1;-1;0;1;2;0;0;2;0;0;2010
AT1;AT13;AT130;00000;9220199;1;OTHER;4;-1;0;1;5;1;0;6;2;1;2010
AT1;AT13;AT130;00000;9230101;2;AUT;33;-3;1;4;36;11;23;80;32;5;2010
AT1;AT13;AT130;00000;9230101;2;DEU;2;1;1;0;1;0;1;4;2;0;2010
AT1;AT13;AT130;00000;9230101;2;POL;-2;0;0;0;-2;0;0;3;5;0;2010
AT1;AT13;AT130;00000;9230101;2;ROU;-1;0;4;4;-1;0;1;1;1;0;2010
AT1;AT13;AT130;00000;9230101;2;SVK;3;1;1;0;2;0;0;3;1;0;2010
AT1;AT13;AT130;00000;9230101;2;HUN;-1;-1;0;1;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9230101;2;BGR;5;2;2;0;3;0;0;4;1;3;2010
AT1;AT13;AT130;00000;9230101;2;CZE;0;-1;0;1;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9230101;2;REST-EU;2;2;2;0;0;1;1;0;0;0;2010
AT1;AT13;AT130;00000;9230101;2;SCG;3;2;4;2;1;1;1;5;4;0;2010
AT1;AT13;AT130;00000;9230101;2;TUR;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9230101;2;BIH;-1;-1;0;1;0;0;0;3;3;1;2010
AT1;AT13;AT130;00000;9230101;2;HRV;1;0;0;0;1;0;0;1;0;0;2010
AT1;AT13;AT130;00000;9230101;2;MKD;1;1;1;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9230101;2;CHN;1;0;0;0;1;0;0;2;1;0;2010
AT1;AT13;AT130;00000;9230101;2;OTHER;9;0;1;1;9;0;0;9;0;0;2010
AT1;AT13;AT130;00000;9230101;1;AUT;16;3;4;1;13;9;27;62;31;4;2010
AT1;AT13;AT130;00000;9230101;1;DEU;1;1;1;0;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9230101;1;POL;-1;-1;0;1;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9230101;1;ROU;1;-1;2;3;2;1;1;2;0;0;2010
AT1;AT13;AT130;00000;9230101;1;SVK;-1;-2;1;3;1;1;0;1;1;0;2010
AT1;AT13;AT130;00000;9230101;1;HUN;-2;-1;1;2;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9230101;1;BGR;4;2;2;0;2;0;0;2;0;1;2010
AT1;AT13;AT130;00000;9230101;1;REST-EU;-3;-4;0;4;1;0;1;2;0;0;2010
AT1;AT13;AT130;00000;9230101;1;SCG;5;2;6;4;3;3;2;4;2;0;2010
AT1;AT13;AT130;00000;9230101;1;TUR;0;2;2;0;-2;0;1;1;2;0;2010
AT1;AT13;AT130;00000;9230101;1;BIH;-5;-4;0;4;-1;0;0;2;3;0;2010
AT1;AT13;AT130;00000;9230101;1;HRV;0;0;0;0;0;0;1;2;1;0;2010
AT1;AT13;AT130;00000;9230101;1;MKD;1;1;2;1;0;1;1;0;0;0;2010
AT1;AT13;AT130;00000;9230101;1;CHN;2;0;0;0;2;1;0;1;0;0;2010
AT1;AT13;AT130;00000;9230101;1;OTHER;-1;-4;1;5;3;1;0;5;3;0;2010
AT1;AT13;AT130;00000;9230102;2;AUT;-6;-1;1;2;-5;16;34;84;71;8;2010
AT1;AT13;AT130;00000;9230102;2;DEU;0;5;6;1;-5;1;3;1;4;1;2010
AT1;AT13;AT130;00000;9230102;2;POL;3;0;1;1;3;0;0;4;1;0;2010
AT1;AT13;AT130;00000;9230102;2;ROU;7;1;7;6;6;1;2;9;2;0;2010
AT1;AT13;AT130;00000;9230102;2;SVK;9;1;1;0;8;1;0;7;0;1;2010
AT1;AT13;AT130;00000;9230102;2;HUN;-1;-3;5;8;2;0;0;2;0;1;2010
AT1;AT13;AT130;00000;9230102;2;BGR;-1;0;3;3;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9230102;2;CZE;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9230102;2;REST-EU;0;0;0;0;0;0;0;1;1;0;2010
AT1;AT13;AT130;00000;9230102;2;SCG;1;2;6;4;-1;1;3;7;6;0;2010
AT1;AT13;AT130;00000;9230102;2;TUR;-1;0;0;0;-1;0;0;3;4;0;2010
AT1;AT13;AT130;00000;9230102;2;BIH;6;1;1;0;5;1;0;9;5;0;2010
AT1;AT13;AT130;00000;9230102;2;HRV;-3;0;0;0;-3;0;0;0;3;0;2010
AT1;AT13;AT130;00000;9230102;2;MKD;1;0;0;0;1;0;0;2;1;0;2010
AT1;AT13;AT130;00000;9230102;2;RUS;0;0;0;0;0;1;1;0;0;0;2010
AT1;AT13;AT130;00000;9230102;2;CHN;-1;0;0;0;-1;0;0;1;2;0;2010
AT1;AT13;AT130;00000;9230102;2;OTHER;13;2;7;5;11;1;3;16;3;0;2010
AT1;AT13;AT130;00000;9230102;1;AUT;9;-4;5;9;13;12;39;118;78;15;2010
AT1;AT13;AT130;00000;9230102;1;DEU;-9;-4;2;6;-5;0;2;0;3;0;2010
AT1;AT13;AT130;00000;9230102;1;POL;-13;-11;2;13;-2;0;0;2;4;0;2010
AT1;AT13;AT130;00000;9230102;1;ROU;5;1;1;0;4;0;0;4;0;0;2010
AT1;AT13;AT130;00000;9230102;1;SVK;2;0;0;0;2;1;0;1;0;1;2010
AT1;AT13;AT130;00000;9230102;1;HUN;0;1;2;1;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9230102;1;BGR;0;0;1;1;0;0;0;0;0;0;2010
AT1;AT13;AT130;00000;9230102;1;CZE;2;1;1;0;1;1;0;0;0;1;2010
AT1;AT13;AT130;00000;9230102;1;REST-EU;-5;0;2;2;-5;0;1;1;5;0;2010
AT1;AT13;AT130;00000;9230102;1;SCG;5;6;8;2;-1;0;4;11;8;0;2010
AT1;AT13;AT130;00000;9230102;1;TUR;-2;0;0;0;-2;0;1;2;3;0;2010
AT1;AT13;AT130;00000;9230102;1;BIH;8;1;1;0;7;0;0;13;6;0;2010
AT1;AT13;AT130;00000;9230102;1;HRV;0;0;2;2;0;1;0;1;2;0;2010
AT1;AT13;AT130;00000;9230102;1;RUS;2;1;1;0;1;2;1;0;0;0;2010
AT1;AT13;AT130;00000;9230102;1;CHN;-1;0;0;0;-1;0;0;0;1;0;2010
AT1;AT13;AT130;00000;9230102;1;OTHER;7;0;3;3;7;2;0;12;7;1;2010
AT1;AT13;AT130;00000;9230103;2;AUT;9;-4;1;5;13;14;18;76;59;10;2010
AT1;AT13;AT130;00000;9230103;2;DEU;4;0;3;3;4;2;0;3;1;0;2010
