Wanderung gegenüber Wien nach Zählbezirken, Geburtsstaat und Geschlecht;;;;;;;;;;;;;;;;;;
Migration in Vienna by subdistrict, country of birth and sex;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;COUNTRY_OF_BIRTH;MIG_NET_TOTAL;MIG_NET_EXT;IMM_EXT;EMI_EXT;MIG_NET_INT;IMM_INT;EMI_INT;IMM_SDC;EMI_SDC;MIG_SDC_INT;REF_DATE
AT1;AT13;AT130;00000;9070104;2;HUN;9;9;22;13;0;6;5;8;9;0;2007
AT1;AT13;AT130;00000;9070104;2;BGR;4;3;6;3;1;0;1;8;6;0;2007
AT1;AT13;AT130;00000;9070104;2;CZE;2;2;4;2;0;1;1;3;3;0;2007
AT1;AT13;AT130;00000;9070104;2;REST-EU;16;16;28;12;0;1;2;17;16;1;2007
AT1;AT13;AT130;00000;9070104;2;SCG;8;7;13;6;1;0;0;17;16;0;2007
AT1;AT13;AT130;00000;9070104;2;TUR;-12;4;7;3;-16;0;4;11;23;0;2007
AT1;AT13;AT130;00000;9070104;2;BIH;11;2;3;1;9;1;1;15;6;0;2007
AT1;AT13;AT130;00000;9070104;2;HRV;2;1;2;1;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9070104;2;MKD;1;2;2;0;-1;0;0;1;2;0;2007
AT1;AT13;AT130;00000;9070104;2;RUS;0;4;4;0;-4;0;1;3;6;1;2007
AT1;AT13;AT130;00000;9070104;2;CHN;2;4;9;5;-2;0;1;4;5;0;2007
AT1;AT13;AT130;00000;9070104;2;OTHER;19;24;61;37;-5;5;3;40;47;2;2007
AT1;AT13;AT130;00000;9070104;1;AUT;-42;-21;12;33;-21;93;59;199;254;21;2007
AT1;AT13;AT130;00000;9070104;1;DEU;10;15;25;10;-5;0;2;16;19;1;2007
AT1;AT13;AT130;00000;9070104;1;POL;-8;2;8;6;-10;2;0;5;17;0;2007
AT1;AT13;AT130;00000;9070104;1;ROU;1;-1;5;6;2;2;1;4;3;0;2007
AT1;AT13;AT130;00000;9070104;1;SVK;-15;-7;3;10;-8;0;6;7;9;0;2007
AT1;AT13;AT130;00000;9070104;1;HUN;4;7;7;0;-3;0;1;2;4;0;2007
AT1;AT13;AT130;00000;9070104;1;BGR;-2;0;2;2;-2;2;3;5;6;0;2007
AT1;AT13;AT130;00000;9070104;1;CZE;-2;1;1;0;-3;0;1;0;2;0;2007
AT1;AT13;AT130;00000;9070104;1;REST-EU;2;-2;24;26;4;1;1;12;8;0;2007
AT1;AT13;AT130;00000;9070104;1;SCG;-7;4;8;4;-11;0;1;18;28;1;2007
AT1;AT13;AT130;00000;9070104;1;TUR;-2;-3;1;4;1;0;3;31;27;0;2007
AT1;AT13;AT130;00000;9070104;1;BIH;6;1;3;2;5;0;2;11;4;0;2007
AT1;AT13;AT130;00000;9070104;1;HRV;-1;-3;1;4;2;1;0;1;0;0;2007
AT1;AT13;AT130;00000;9070104;1;MKD;2;0;0;0;2;0;0;3;1;0;2007
AT1;AT13;AT130;00000;9070104;1;RUS;1;0;0;0;1;0;0;2;1;1;2007
AT1;AT13;AT130;00000;9070104;1;CHN;-2;0;3;3;-2;0;0;1;3;0;2007
AT1;AT13;AT130;00000;9070104;1;OTHER;15;7;49;42;8;11;3;54;54;3;2007
AT1;AT13;AT130;00000;9070105;2;AUT;7;-15;4;19;22;90;47;158;179;6;2007
AT1;AT13;AT130;00000;9070105;2;DEU;14;12;24;12;2;1;2;18;15;1;2007
AT1;AT13;AT130;00000;9070105;2;POL;2;6;9;3;-4;1;1;6;10;0;2007
AT1;AT13;AT130;00000;9070105;2;ROU;9;10;18;8;-1;4;0;8;13;0;2007
AT1;AT13;AT130;00000;9070105;2;SVK;-2;-2;0;2;0;1;0;3;4;0;2007
AT1;AT13;AT130;00000;9070105;2;HUN;7;7;8;1;0;1;1;5;5;0;2007
AT1;AT13;AT130;00000;9070105;2;BGR;4;4;7;3;0;1;0;8;9;0;2007
AT1;AT13;AT130;00000;9070105;2;CZE;3;2;2;0;1;0;0;2;1;0;2007
AT1;AT13;AT130;00000;9070105;2;REST-EU;13;8;16;8;5;0;1;14;8;4;2007
AT1;AT13;AT130;00000;9070105;2;SCG;-6;3;9;6;-9;1;0;21;31;1;2007
AT1;AT13;AT130;00000;9070105;2;TUR;-10;-1;2;3;-9;1;1;8;17;0;2007
AT1;AT13;AT130;00000;9070105;2;BIH;6;4;5;1;2;2;0;6;6;0;2007
AT1;AT13;AT130;00000;9070105;2;HRV;6;2;5;3;4;0;0;6;2;0;2007
AT1;AT13;AT130;00000;9070105;2;MKD;1;1;1;0;0;0;0;1;1;0;2007
AT1;AT13;AT130;00000;9070105;2;RUS;-9;-1;1;2;-8;0;0;5;13;0;2007
AT1;AT13;AT130;00000;9070105;2;CHN;6;0;2;2;6;0;0;9;3;0;2007
AT1;AT13;AT130;00000;9070105;2;OTHER;12;9;30;21;3;5;7;41;36;0;2007
AT1;AT13;AT130;00000;9070105;1;AUT;-5;-14;11;25;9;68;50;174;183;13;2007
AT1;AT13;AT130;00000;9070105;1;DEU;16;10;21;11;6;5;3;13;9;2;2007
AT1;AT13;AT130;00000;9070105;1;POL;4;0;15;15;4;2;0;11;9;2;2007
AT1;AT13;AT130;00000;9070105;1;ROU;7;12;18;6;-5;1;1;4;9;0;2007
AT1;AT13;AT130;00000;9070105;1;SVK;2;3;3;0;-1;1;0;0;2;0;2007
AT1;AT13;AT130;00000;9070105;1;HUN;1;1;1;0;0;0;1;1;0;0;2007
AT1;AT13;AT130;00000;9070105;1;BGR;6;6;9;3;0;1;0;3;4;0;2007
AT1;AT13;AT130;00000;9070105;1;CZE;5;3;3;0;2;0;0;2;0;0;2007
AT1;AT13;AT130;00000;9070105;1;REST-EU;10;7;16;9;3;0;0;14;11;1;2007
AT1;AT13;AT130;00000;9070105;1;SCG;-8;2;15;13;-10;1;0;22;33;2;2007
AT1;AT13;AT130;00000;9070105;1;TUR;-13;1;3;2;-14;2;4;20;32;1;2007
AT1;AT13;AT130;00000;9070105;1;BIH;2;5;6;1;-3;1;1;4;7;0;2007
AT1;AT13;AT130;00000;9070105;1;HRV;0;-2;0;2;2;0;0;2;0;0;2007
AT1;AT13;AT130;00000;9070105;1;MKD;-4;-1;0;1;-3;0;0;3;6;1;2007
AT1;AT13;AT130;00000;9070105;1;RUS;-10;-1;0;1;-9;2;1;4;14;0;2007
AT1;AT13;AT130;00000;9070105;1;CHN;1;-2;1;3;3;1;0;3;1;0;2007
AT1;AT13;AT130;00000;9070105;1;OTHER;14;5;33;28;9;9;8;63;55;3;2007
AT1;AT13;AT130;00000;9070199;2;AUT;-75;-12;0;12;-63;16;14;2;67;0;2007
AT1;AT13;AT130;00000;9070199;2;DEU;-13;-5;1;6;-8;0;0;0;8;0;2007
AT1;AT13;AT130;00000;9070199;2;POL;-4;0;0;0;-4;0;0;0;4;0;2007
AT1;AT13;AT130;00000;9070199;2;ROU;-10;-1;0;1;-9;0;1;0;8;0;2007
AT1;AT13;AT130;00000;9070199;2;SVK;-1;-1;0;1;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9070199;2;HUN;-2;-1;0;1;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9070199;2;BGR;-2;-1;0;1;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9070199;2;REST-EU;-8;-4;0;4;-4;0;0;0;4;0;2007
AT1;AT13;AT130;00000;9070199;2;SCG;-8;-3;0;3;-5;0;0;0;5;0;2007
AT1;AT13;AT130;00000;9070199;2;TUR;-3;0;0;0;-3;0;0;1;4;0;2007
AT1;AT13;AT130;00000;9070199;2;BIH;-3;0;0;0;-3;0;0;0;3;0;2007
AT1;AT13;AT130;00000;9070199;2;HRV;-3;0;0;0;-3;0;0;0;3;0;2007
AT1;AT13;AT130;00000;9070199;2;MKD;-1;-1;0;1;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9070199;2;RUS;-4;-2;0;2;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9070199;2;OTHER;-12;-3;0;3;-9;0;1;1;9;0;2007
AT1;AT13;AT130;00000;9070199;1;AUT;-89;-10;0;10;-79;4;16;2;69;0;2007
AT1;AT13;AT130;00000;9070199;1;DEU;-12;-2;1;3;-10;0;1;0;9;0;2007
AT1;AT13;AT130;00000;9070199;1;POL;-7;-1;0;1;-6;0;0;0;6;0;2007
AT1;AT13;AT130;00000;9070199;1;ROU;-2;0;0;0;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9070199;1;HUN;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9070199;1;BGR;1;0;0;0;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9070199;1;REST-EU;-5;-2;0;2;-3;0;0;0;3;0;2007
AT1;AT13;AT130;00000;9070199;1;SCG;-9;-1;0;1;-8;0;0;0;8;0;2007
AT1;AT13;AT130;00000;9070199;1;TUR;-10;-1;0;1;-9;0;0;0;9;0;2007
AT1;AT13;AT130;00000;9070199;1;BIH;-3;0;0;0;-3;1;0;0;4;0;2007
AT1;AT13;AT130;00000;9070199;1;MKD;-2;0;0;0;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9070199;1;RUS;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9070199;1;OTHER;-20;-7;0;7;-13;1;0;1;15;0;2007
AT1;AT13;AT130;00000;9080101;2;AUT;4;5;17;12;-1;56;50;120;127;5;2007
AT1;AT13;AT130;00000;9080101;2;DEU;10;13;19;6;-3;1;5;11;10;0;2007
AT1;AT13;AT130;00000;9080101;2;POL;6;9;11;2;-3;0;1;3;5;0;2007
AT1;AT13;AT130;00000;9080101;2;ROU;7;7;9;2;0;2;0;7;9;0;2007
AT1;AT13;AT130;00000;9080101;2;SVK;-2;6;10;4;-8;0;6;3;5;0;2007
AT1;AT13;AT130;00000;9080101;2;HUN;1;4;5;1;-3;0;0;0;3;0;2007
AT1;AT13;AT130;00000;9080101;2;BGR;1;2;3;1;-1;2;3;0;0;0;2007
AT1;AT13;AT130;00000;9080101;2;CZE;-3;2;3;1;-5;0;1;0;4;0;2007
AT1;AT13;AT130;00000;9080101;2;REST-EU;4;7;12;5;-3;0;0;6;9;0;2007
AT1;AT13;AT130;00000;9080101;2;SCG;-3;3;4;1;-6;1;1;6;12;0;2007
AT1;AT13;AT130;00000;9080101;2;TUR;2;-1;3;4;3;2;0;3;2;0;2007
AT1;AT13;AT130;00000;9080101;2;BIH;2;3;3;0;-1;0;1;4;4;0;2007
AT1;AT13;AT130;00000;9080101;2;HRV;-2;0;0;0;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9080101;2;MKD;1;0;0;0;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9080101;2;RUS;-2;0;2;2;-2;0;0;3;5;0;2007
AT1;AT13;AT130;00000;9080101;2;CHN;0;3;3;0;-3;0;0;0;3;0;2007
AT1;AT13;AT130;00000;9080101;2;OTHER;12;6;26;20;6;7;8;24;17;2;2007
AT1;AT13;AT130;00000;9080101;1;AUT;-30;61;106;45;-91;60;168;295;278;5;2007
AT1;AT13;AT130;00000;9080101;1;DEU;12;20;32;12;-8;4;6;10;16;0;2007
AT1;AT13;AT130;00000;9080101;1;POL;-9;28;43;15;-37;2;26;19;32;0;2007
AT1;AT13;AT130;00000;9080101;1;ROU;40;141;168;27;-101;7;52;23;79;0;2007
AT1;AT13;AT130;00000;9080101;1;SVK;3;24;29;5;-21;4;13;2;14;0;2007
AT1;AT13;AT130;00000;9080101;1;HUN;2;33;37;4;-31;3;17;1;18;0;2007
AT1;AT13;AT130;00000;9080101;1;BGR;-5;8;12;4;-13;0;5;5;13;0;2007
AT1;AT13;AT130;00000;9080101;1;CZE;-4;5;7;2;-9;0;5;2;6;0;2007
AT1;AT13;AT130;00000;9080101;1;REST-EU;13;19;28;9;-6;2;12;15;11;0;2007
AT1;AT13;AT130;00000;9080101;1;SCG;-7;35;69;34;-42;9;31;59;79;0;2007
AT1;AT13;AT130;00000;9080101;1;TUR;-4;4;10;6;-8;3;10;26;27;0;2007
AT1;AT13;AT130;00000;9080101;1;BIH;-3;5;10;5;-8;1;10;14;13;0;2007
AT1;AT13;AT130;00000;9080101;1;HRV;-6;13;15;2;-19;2;9;2;14;0;2007
AT1;AT13;AT130;00000;9080101;1;MKD;-2;6;8;2;-8;2;6;2;6;0;2007
AT1;AT13;AT130;00000;9080101;1;RUS;2;7;12;5;-5;10;10;12;17;0;2007
AT1;AT13;AT130;00000;9080101;1;CHN;-1;0;1;1;-1;0;1;1;1;0;2007
AT1;AT13;AT130;00000;9080101;1;OTHER;43;73;218;145;-30;123;246;384;291;2;2007
AT1;AT13;AT130;00000;9080102;2;AUT;20;-14;15;29;34;178;86;193;251;21;2007
AT1;AT13;AT130;00000;9080102;2;DEU;20;29;40;11;-9;6;5;21;31;1;2007
AT1;AT13;AT130;00000;9080102;2;POL;13;10;18;8;3;1;0;12;10;1;2007
AT1;AT13;AT130;00000;9080102;2;ROU;5;13;18;5;-8;0;0;5;13;0;2007
AT1;AT13;AT130;00000;9080102;2;SVK;-4;-2;3;5;-2;0;0;3;5;0;2007
AT1;AT13;AT130;00000;9080102;2;HUN;4;3;6;3;1;1;0;4;4;0;2007
AT1;AT13;AT130;00000;9080102;2;BGR;3;4;4;0;-1;0;0;6;7;0;2007
AT1;AT13;AT130;00000;9080102;2;CZE;5;4;7;3;1;1;0;4;4;0;2007
AT1;AT13;AT130;00000;9080102;2;REST-EU;30;20;59;39;10;3;2;23;14;5;2007
AT1;AT13;AT130;00000;9080102;2;SCG;-2;3;8;5;-5;1;0;13;19;2;2007
AT1;AT13;AT130;00000;9080102;2;TUR;-1;5;9;4;-6;1;3;14;18;1;2007
AT1;AT13;AT130;00000;9080102;2;BIH;6;1;2;1;5;3;1;16;13;1;2007
AT1;AT13;AT130;00000;9080102;2;HRV;-1;1;3;2;-2;0;0;1;3;0;2007
AT1;AT13;AT130;00000;9080102;2;MKD;2;0;0;0;2;0;0;2;0;0;2007
AT1;AT13;AT130;00000;9080102;2;RUS;5;2;5;3;3;1;0;6;4;0;2007
AT1;AT13;AT130;00000;9080102;2;CHN;-1;-3;6;9;2;1;0;5;4;2;2007
AT1;AT13;AT130;00000;9080102;2;OTHER;20;15;58;43;5;7;6;48;44;7;2007
AT1;AT13;AT130;00000;9080102;1;AUT;2;-3;19;22;5;123;61;170;227;24;2007
AT1;AT13;AT130;00000;9080102;1;DEU;17;13;32;19;4;1;1;25;21;4;2007
AT1;AT13;AT130;00000;9080102;1;POL;4;3;9;6;1;0;1;13;11;1;2007
AT1;AT13;AT130;00000;9080102;1;ROU;3;1;3;2;2;1;2;5;2;0;2007
AT1;AT13;AT130;00000;9080102;1;SVK;1;1;4;3;0;0;0;1;1;0;2007
AT1;AT13;AT130;00000;9080102;1;HUN;10;5;6;1;5;1;0;6;2;0;2007
AT1;AT13;AT130;00000;9080102;1;BGR;2;4;6;2;-2;0;0;5;7;0;2007
AT1;AT13;AT130;00000;9080102;1;CZE;1;1;5;4;0;0;0;2;2;0;2007
AT1;AT13;AT130;00000;9080102;1;REST-EU;26;26;43;17;0;1;1;11;11;2;2007
AT1;AT13;AT130;00000;9080102;1;SCG;-12;-1;6;7;-11;0;1;12;22;4;2007
AT1;AT13;AT130;00000;9080102;1;TUR;-6;3;9;6;-9;3;1;17;28;0;2007
AT1;AT13;AT130;00000;9080102;1;BIH;0;0;4;4;0;2;0;13;15;2;2007
AT1;AT13;AT130;00000;9080102;1;HRV;2;-1;2;3;3;3;1;2;1;0;2007
AT1;AT13;AT130;00000;9080102;1;MKD;-2;2;2;0;-4;0;0;0;4;1;2007
AT1;AT13;AT130;00000;9080102;1;RUS;7;1;3;2;6;0;0;8;2;0;2007
AT1;AT13;AT130;00000;9080102;1;CHN;1;2;3;1;-1;1;1;4;5;1;2007
AT1;AT13;AT130;00000;9080102;1;OTHER;31;29;59;30;2;8;4;73;75;9;2007
AT1;AT13;AT130;00000;9080103;2;AUT;-41;-10;5;15;-31;91;67;126;181;12;2007
AT1;AT13;AT130;00000;9080103;2;DEU;9;18;26;8;-9;3;2;12;22;2;2007
AT1;AT13;AT130;00000;9080103;2;POL;1;1;5;4;0;1;1;8;8;1;2007
AT1;AT13;AT130;00000;9080103;2;ROU;4;5;8;3;-1;0;0;2;3;0;2007
AT1;AT13;AT130;00000;9080103;2;SVK;-4;1;2;1;-5;0;0;1;6;0;2007
AT1;AT13;AT130;00000;9080103;2;HUN;9;5;6;1;4;1;0;5;2;1;2007
AT1;AT13;AT130;00000;9080103;2;BGR;4;2;3;1;2;1;0;4;3;0;2007
AT1;AT13;AT130;00000;9080103;2;CZE;-1;0;0;0;-1;0;0;1;2;0;2007
AT1;AT13;AT130;00000;9080103;2;REST-EU;2;3;9;6;-1;1;1;10;11;0;2007
AT1;AT13;AT130;00000;9080103;2;SCG;-7;0;5;5;-7;1;1;10;17;1;2007
AT1;AT13;AT130;00000;9080103;2;TUR;-3;-1;1;2;-2;0;0;3;5;0;2007
AT1;AT13;AT130;00000;9080103;2;BIH;-3;1;1;0;-4;0;0;1;5;0;2007
AT1;AT13;AT130;00000;9080103;2;HRV;2;0;1;1;2;1;0;3;2;0;2007
AT1;AT13;AT130;00000;9080103;2;MKD;-3;-1;0;1;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9080103;2;RUS;3;3;4;1;0;0;0;17;17;0;2007
AT1;AT13;AT130;00000;9080103;2;CHN;-2;0;1;1;-2;0;1;4;5;0;2007
AT1;AT13;AT130;00000;9080103;2;OTHER;29;24;32;8;5;7;4;33;31;3;2007
AT1;AT13;AT130;00000;9080103;1;AUT;-67;-33;29;62;-34;68;65;168;205;20;2007
AT1;AT13;AT130;00000;9080103;1;DEU;16;17;30;13;-1;1;2;13;13;0;2007
AT1;AT13;AT130;00000;9080103;1;POL;-5;-2;6;8;-3;1;1;9;12;1;2007
AT1;AT13;AT130;00000;9080103;1;ROU;0;3;6;3;-3;0;2;2;3;0;2007
AT1;AT13;AT130;00000;9080103;1;SVK;3;3;5;2;0;0;0;2;2;0;2007
AT1;AT13;AT130;00000;9080103;1;HUN;9;5;7;2;4;2;0;5;3;1;2007
AT1;AT13;AT130;00000;9080103;1;BGR;2;1;3;2;1;0;0;3;2;0;2007
AT1;AT13;AT130;00000;9080103;1;CZE;0;-1;0;1;1;0;0;1;0;1;2007
AT1;AT13;AT130;00000;9080103;1;REST-EU;13;12;17;5;1;0;1;10;8;1;2007
AT1;AT13;AT130;00000;9080103;1;SCG;1;1;7;6;0;1;1;18;18;0;2007
AT1;AT13;AT130;00000;9080103;1;TUR;-1;-1;5;6;0;0;2;7;5;0;2007
AT1;AT13;AT130;00000;9080103;1;BIH;-1;0;3;3;-1;1;0;3;5;0;2007
AT1;AT13;AT130;00000;9080103;1;HRV;-1;1;1;0;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9080103;1;MKD;-7;-2;1;3;-5;0;0;0;5;0;2007
AT1;AT13;AT130;00000;9080103;1;RUS;5;3;3;0;2;0;0;11;9;0;2007
AT1;AT13;AT130;00000;9080103;1;CHN;0;1;2;1;-1;1;1;7;8;0;2007
AT1;AT13;AT130;00000;9080103;1;OTHER;-11;-1;19;20;-10;5;6;49;58;5;2007
AT1;AT13;AT130;00000;9080199;2;AUT;-51;-3;0;3;-48;2;10;1;41;0;2007
AT1;AT13;AT130;00000;9080199;2;DEU;-6;-2;0;2;-4;0;0;0;4;0;2007
AT1;AT13;AT130;00000;9080199;2;POL;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9080199;2;ROU;-2;0;0;0;-2;0;1;0;1;0;2007
AT1;AT13;AT130;00000;9080199;2;SVK;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9080199;2;BGR;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9080199;2;CZE;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9080199;2;REST-EU;-4;-4;0;4;0;0;0;0;0;0;2007
AT1;AT13;AT130;00000;9080199;2;SCG;-2;0;0;0;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9080199;2;TUR;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9080199;2;BIH;-2;-1;0;1;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9080199;2;MKD;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9080199;2;RUS;-7;-3;0;3;-4;0;0;0;4;0;2007
AT1;AT13;AT130;00000;9080199;2;CHN;-2;0;0;0;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9080199;2;OTHER;-2;-1;1;2;-1;0;0;3;4;0;2007
AT1;AT13;AT130;00000;9080199;1;AUT;-34;-8;0;8;-26;0;7;2;21;0;2007
AT1;AT13;AT130;00000;9080199;1;DEU;-6;0;0;0;-6;0;1;0;5;0;2007
AT1;AT13;AT130;00000;9080199;1;POL;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9080199;1;ROU;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9080199;1;CZE;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9080199;1;REST-EU;-7;-4;0;4;-3;0;0;0;3;0;2007
AT1;AT13;AT130;00000;9080199;1;SCG;-5;-1;0;1;-4;0;0;0;4;0;2007
AT1;AT13;AT130;00000;9080199;1;TUR;-6;-1;0;1;-5;0;0;0;5;0;2007
AT1;AT13;AT130;00000;9080199;1;BIH;-6;-1;1;2;-5;0;0;0;5;0;2007
AT1;AT13;AT130;00000;9080199;1;MKD;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9080199;1;RUS;-2;0;0;0;-2;0;0;0;2;0;2007
AT1;AT13;AT130;00000;9080199;1;CHN;-1;0;0;0;-1;0;0;0;1;0;2007
AT1;AT13;AT130;00000;9080199;1;OTHER;-10;-3;0;3;-7;0;0;1;8;0;2007
AT1;AT13;AT130;00000;9090101;2;AUT;1;-3;3;6;4;103;63;158;194;10;2007
AT1;AT13;AT130;00000;9090101;2;DEU;-5;2;16;14;-7;4;2;11;20;1;2007
AT1;AT13;AT130;00000;9090101;2;POL;8;4;5;1;4;1;0;11;8;0;2007
AT1;AT13;AT130;00000;9090101;2;ROU;0;2;3;1;-2;3;3;7;9;1;2007
AT1;AT13;AT130;00000;9090101;2;SVK;-6;0;1;1;-6;1;1;1;7;0;2007
AT1;AT13;AT130;00000;9090101;2;HUN;-2;4;4;0;-6;0;3;1;4;1;2007
AT1;AT13;AT130;00000;9090101;2;BGR;1;4;5;1;-3;0;0;4;7;1;2007
AT1;AT13;AT130;00000;9090101;2;CZE;-1;-1;0;1;0;0;0;2;2;0;2007
AT1;AT13;AT130;00000;9090101;2;REST-EU;6;10;15;5;-4;3;3;4;8;0;2007
AT1;AT13;AT130;00000;9090101;2;SCG;-9;1;4;3;-10;0;0;19;29;2;2007
AT1;AT13;AT130;00000;9090101;2;TUR;9;6;7;1;3;0;2;9;4;0;2007
AT1;AT13;AT130;00000;9090101;2;BIH;2;1;1;0;1;1;1;10;9;0;2007
AT1;AT13;AT130;00000;9090101;2;HRV;0;1;1;0;-1;0;0;1;2;0;2007
AT1;AT13;AT130;00000;9090101;2;MKD;1;0;0;0;1;1;0;2;2;0;2007
AT1;AT13;AT130;00000;9090101;2;RUS;0;0;2;2;0;0;0;5;5;0;2007
AT1;AT13;AT130;00000;9090101;2;CHN;-4;-3;1;4;-1;1;1;7;8;0;2007
AT1;AT13;AT130;00000;9090101;2;OTHER;5;5;21;16;0;4;3;46;47;1;2007
AT1;AT13;AT130;00000;9090101;1;AUT;-4;-20;8;28;16;108;54;173;211;10;2007
AT1;AT13;AT130;00000;9090101;1;DEU;12;7;18;11;5;7;2;14;14;0;2007
AT1;AT13;AT130;00000;9090101;1;POL;-4;1;6;5;-5;0;1;4;8;0;2007
AT1;AT13;AT130;00000;9090101;1;ROU;10;9;10;1;1;0;0;6;5;1;2007
AT1;AT13;AT130;00000;9090101;1;SVK;-2;0;1;1;-2;1;0;0;3;0;2007
AT1;AT13;AT130;00000;9090101;1;HUN;1;2;3;1;-1;1;0;0;2;1;2007
AT1;AT13;AT130;00000;9090101;1;BGR;1;3;4;1;-2;1;1;1;3;0;2007
AT1;AT13;AT130;00000;9090101;1;CZE;1;0;1;1;1;0;0;1;0;0;2007
AT1;AT13;AT130;00000;9090101;1;REST-EU;2;3;8;5;-1;2;0;5;8;0;2007
AT1;AT13;AT130;00000;9090101;1;SCG;-12;1;8;7;-13;1;3;17;28;3;2007
AT1;AT13;AT130;00000;9090101;1;TUR;7;-3;1;4;10;1;1;24;14;2;2007
AT1;AT13;AT130;00000;9090101;1;BIH;-3;1;2;1;-4;1;1;7;11;0;2007
AT1;AT13;AT130;00000;9090101;1;HRV;-3;0;1;1;-3;0;0;2;5;0;2007
AT1;AT13;AT130;00000;9090101;1;MKD;1;2;2;0;-1;0;1;1;1;0;2007
AT1;AT13;AT130;00000;9090101;1;RUS;7;2;3;1;5;1;0;6;2;1;2007
AT1;AT13;AT130;00000;9090101;1;CHN;2;-1;2;3;3;0;0;7;4;1;2007
AT1;AT13;AT130;00000;9090101;1;OTHER;14;5;27;22;9;8;6;101;94;5;2007
AT1;AT13;AT130;00000;9090102;2;AUT;5;-17;10;27;22;120;74;235;259;22;2007
AT1;AT13;AT130;00000;9090102;2;DEU;13;18;26;8;-5;5;6;15;19;1;2007
AT1;AT13;AT130;00000;9090102;2;POL;6;3;11;8;3;3;2;15;13;1;2007
AT1;AT13;AT130;00000;9090102;2;ROU;8;4;8;4;4;1;1;9;5;0;2007
AT1;AT13;AT130;00000;9090102;2;SVK;-5;-5;4;9;0;0;1;6;5;0;2007
AT1;AT13;AT130;00000;9090102;2;HUN;9;6;13;7;3;2;3;8;4;1;2007
AT1;AT13;AT130;00000;9090102;2;BGR;4;1;3;2;3;0;0;5;2;0;2007
AT1;AT13;AT130;00000;9090102;2;CZE;4;0;1;1;4;0;0;5;1;0;2007
AT1;AT13;AT130;00000;9090102;2;REST-EU;7;13;22;9;-6;2;4;11;15;4;2007
AT1;AT13;AT130;00000;9090102;2;SCG;1;0;10;10;1;3;1;36;37;3;2007
AT1;AT13;AT130;00000;9090102;2;TUR;3;-1;4;5;4;2;0;11;9;1;2007
AT1;AT13;AT130;00000;9090102;2;BIH;-1;2;4;2;-3;1;0;5;9;0;2007
AT1;AT13;AT130;00000;9090102;2;HRV;-3;-1;2;3;-2;0;0;3;5;2;2007
AT1;AT13;AT130;00000;9090102;2;MKD;4;2;3;1;2;0;0;4;2;0;2007
AT1;AT13;AT130;00000;9090102;2;RUS;-6;7;14;7;-13;9;12;6;16;0;2007
AT1;AT13;AT130;00000;9090102;2;CHN;0;-2;4;6;2;1;0;17;16;0;2007
AT1;AT13;AT130;00000;9090102;2;OTHER;10;41;64;23;-31;11;22;52;72;4;2007
AT1;AT13;AT130;00000;9090102;1;AUT;-18;-19;30;49;1;138;103;247;281;19;2007
AT1;AT13;AT130;00000;9090102;1;DEU;16;22;33;11;-6;4;1;27;36;1;2007
AT1;AT13;AT130;00000;9090102;1;POL;1;-4;25;29;5;6;0;25;26;1;2007
AT1;AT13;AT130;00000;9090102;1;ROU;1;-49;9;58;50;2;2;56;6;0;2007
AT1;AT13;AT130;00000;9090102;1;SVK;-1;-7;1;8;6;2;1;6;1;0;2007
