NUTS1;NUTS2;NUTS3;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;SUM_ANKUENFTE;SUM_UEBERNACHTUNGEN;YEAR
AT2;AT22;AT222;612;Liezen;61201;Admont;16703;33644;2013
AT2;AT22;AT222;612;Liezen;61202;Aich;7299;35355;2013
AT2;AT22;AT222;612;Liezen;61203;Aigen im Ennstal;20868;74154;2013
AT2;AT22;AT222;612;Liezen;61204;Altaussee;34736;133142;2013
AT2;AT22;AT222;612;Liezen;61206;Ardning;2190;4165;2013
AT2;AT22;AT222;612;Liezen;61207;Bad Aussee;52237;241835;2013
AT2;AT22;AT222;612;Liezen;61208;Donnersbach;12023;51870;2013
AT2;AT22;AT222;612;Liezen;61209;Donnersbachwald;15743;75913;2013
AT2;AT22;AT222;612;Liezen;61210;Gaishorn am See;467;1573;2013
AT2;AT22;AT222;612;Liezen;61211;Gams bei Hieflau;296;1838;2013
AT2;AT22;AT222;612;Liezen;61212;Gössenberg;3551;13826;2013
AT2;AT22;AT222;612;Liezen;61213;Gröbming;12628;97331;2013
AT2;AT22;AT222;612;Liezen;61214;Großsölk;1296;5657;2013
AT2;AT22;AT222;612;Liezen;61215;Grundlsee;38546;144045;2013
AT2;AT22;AT222;612;Liezen;61216;Hall;1543;7301;2013
AT2;AT22;AT222;612;Liezen;61217;Haus;62198;282950;2013
AT2;AT22;AT222;612;Liezen;61218;Irdning;5392;20482;2013
AT2;AT22;AT222;612;Liezen;61219;Johnsbach;10550;19854;2013
AT2;AT22;AT222;612;Liezen;61220;Kleinsölk;1651;6474;2013
AT2;AT22;AT222;612;Liezen;61221;Landl;6530;20856;2013
AT2;AT22;AT222;612;Liezen;61222;Lassing;2386;12739;2013
AT2;AT22;AT222;612;Liezen;61223;Liezen;3183;5405;2013
AT2;AT22;AT222;612;Liezen;61224;Michaelerberg;6084;24980;2013
AT2;AT22;AT222;612;Liezen;61225;Mitterberg;7342;30288;2013
AT2;AT22;AT222;612;Liezen;61226;Bad Mitterndorf;64863;270911;2013
AT2;AT22;AT222;612;Liezen;61227;Niederöblarn;5337;21564;2013
AT2;AT22;AT222;612;Liezen;61228;Öblarn;975;4015;2013
AT2;AT22;AT222;612;Liezen;61229;Oppenberg;529;1006;2013
AT2;AT22;AT222;612;Liezen;61230;Palfau;5927;12839;2013
AT2;AT22;AT222;612;Liezen;61232;Pichl-Preunegg;70056;291755;2013
AT2;AT22;AT222;612;Liezen;61233;Pichl-Kainisch;1687;7892;2013
AT2;AT22;AT222;612;Liezen;61234;Pruggern;17607;102610;2013
AT2;AT22;AT222;612;Liezen;61235;Pürgg-Trautenfels;1505;5957;2013
AT2;AT22;AT222;612;Liezen;61236;Ramsau am Dachstein;135404;673806;2013
AT2;AT22;AT222;612;Liezen;61237;Rohrmoos-Untertal;112521;507444;2013
AT2;AT22;AT222;612;Liezen;61238;Rottenmann;2881;9643;2013
AT2;AT22;AT222;612;Liezen;61239;Sankt Gallen;5710;14552;2013
AT2;AT22;AT222;612;Liezen;61240;Sankt Martin am Grimming;3743;14285;2013
AT2;AT22;AT222;612;Liezen;61241;Sankt Nikolai im Sölktal;1770;6811;2013
AT2;AT22;AT222;612;Liezen;61242;Schladming;155571;597920;2013
AT2;AT22;AT222;612;Liezen;61245;Tauplitz;38976;157330;2013
AT2;AT22;AT222;612;Liezen;61246;Treglwang;1355;1772;2013
AT2;AT22;AT222;612;Liezen;61247;Trieben;809;1244;2013
AT2;AT22;AT222;612;Liezen;61249;Weißenbach bei Liezen;298;724;2013
AT2;AT22;AT222;612;Liezen;61250;Weng im Gesäuse;3974;9670;2013
AT2;AT22;AT222;612;Liezen;61251;Wildalpen;12609;30831;2013
AT2;AT22;AT222;612;Liezen;61252;Wörschach;4557;9753;2013
AT2;AT22;AT226;614;Murau;61401;Dürnstein in der Steiermark;3408;25061;2013
AT2;AT22;AT226;614;Murau;61404;Krakaudorf;1221;5668;2013
AT2;AT22;AT226;614;Murau;61405;Krakauhintermühlen;5714;23357;2013
AT2;AT22;AT226;614;Murau;61406;Krakauschatten;1376;6646;2013
AT2;AT22;AT226;614;Murau;61408;Laßnitz bei Murau;1419;4712;2013
AT2;AT22;AT226;614;Murau;61409;Mariahof;3826;19265;2013
AT2;AT22;AT226;614;Murau;61410;Mühlen;6344;26546;2013
AT2;AT22;AT226;614;Murau;61411;Murau;19570;51736;2013
AT2;AT22;AT226;614;Murau;61412;Neumarkt in Steiermark;1224;3582;2013
AT2;AT22;AT226;614;Murau;61414;Oberwölz Stadt;2266;7853;2013
AT2;AT22;AT226;614;Murau;61415;Oberwölz Umgebung;1365;7097;2013
AT2;AT22;AT226;614;Murau;61417;Predlitz-Turrach;34533;170670;2013
AT2;AT22;AT226;614;Murau;61418;Ranten;982;4251;2013
AT2;AT22;AT226;614;Murau;61419;Rinegg;113;696;2013
AT2;AT22;AT226;614;Murau;61420;Sankt Blasen;2790;14082;2013
AT2;AT22;AT226;614;Murau;61421;Sankt Georgen ob Murau;56892;279178;2013
AT2;AT22;AT226;614;Murau;61422;Sankt Lambrecht;20574;66635;2013
AT2;AT22;AT226;614;Murau;61423;Sankt Lorenzen bei Scheifling;176;717;2013
AT2;AT22;AT226;614;Murau;61424;Sankt Marein bei Neumarkt;1076;4793;2013
AT2;AT22;AT226;614;Murau;61425;Sankt Peter am Kammersberg;8386;49527;2013
AT2;AT22;AT226;614;Murau;61427;Scheifling;1124;2350;2013
AT2;AT22;AT226;614;Murau;61428;Schöder;2362;9429;2013
AT2;AT22;AT226;614;Murau;61429;Schönberg-Lachtal;20327;81955;2013
AT2;AT22;AT226;614;Murau;61430;Stadl an der Mur;5107;20310;2013
AT2;AT22;AT226;614;Murau;61431;Stolzalpe;1270;5892;2013
AT2;AT22;AT226;614;Murau;61434;Winklern bei Oberwölz;1484;4477;2013
AT2;AT22;AT226;614;Murau;61435;Zeutschach;2788;12272;2013
AT2;AT22;AT225;616;Voitsberg;61607;Hirschegg;8483;25097;2013
AT2;AT22;AT225;616;Voitsberg;61609;Köflach;13152;73982;2013
AT2;AT22;AT225;616;Voitsberg;61612;Ligist;2062;5353;2013
AT2;AT22;AT225;616;Voitsberg;61613;Maria Lankowitz;9590;29150;2013
AT2;AT22;AT225;616;Voitsberg;61616;Pack;2945;10916;2013
AT2;AT22;AT225;616;Voitsberg;61619;Salla;1277;3412;2013
AT2;AT22;AT225;616;Voitsberg;61625;Voitsberg;5534;11241;2013
AT2;AT22;AT224;617;Weiz;61702;Anger;12202;31188;2013
AT2;AT22;AT224;617;Weiz;61704;Baierdorf bei Anger;1939;6104;2013
AT2;AT22;AT224;617;Weiz;61708;Fischbach;6889;32320;2013
AT2;AT22;AT224;617;Weiz;61709;Fladnitz an der Teichalm;36969;97153;2013
AT2;AT22;AT224;617;Weiz;61710;Floing;327;2145;2013
AT2;AT22;AT224;617;Weiz;61711;Gasen;1452;4888;2013
AT2;AT22;AT224;617;Weiz;61713;Gleisdorf;3482;7077;2013
AT2;AT22;AT224;617;Weiz;61714;Gschaid bei Birkfeld;121;441;2013
AT2;AT22;AT224;617;Weiz;61716;Markt Hartmannsdorf;917;3009;2013
AT2;AT22;AT224;617;Weiz;61722;Koglhof;927;4867;2013
AT2;AT22;AT224;617;Weiz;61724;Kulm bei Weiz;727;2947;2013
AT2;AT22;AT224;617;Weiz;61728;Miesenbach bei Birkfeld;3482;26925;2013
AT2;AT22;AT224;617;Weiz;61732;Naintsch;3867;13188;2013
AT2;AT22;AT224;617;Weiz;61736;Passail;2345;8683;2013
AT2;AT22;AT224;617;Weiz;61737;Pischelsdorf in der Steiermark;213;415;2013
AT2;AT22;AT224;617;Weiz;61740;Puch bei Weiz;1934;6951;2013
AT2;AT22;AT224;617;Weiz;61741;Ratten;4165;14717;2013
AT2;AT22;AT224;617;Weiz;61743;Rettenegg;616;3437;2013
AT2;AT22;AT224;617;Weiz;61744;Sankt Kathrein am Hauenstein;2953;9642;2013
AT2;AT22;AT224;617;Weiz;61745;Sankt Kathrein am Offenegg;12988;37188;2013
AT2;AT22;AT224;617;Weiz;61747;Sankt Ruprecht an der Raab;9077;18292;2013
AT2;AT22;AT224;617;Weiz;61748;Sinabelkirchen;310;493;2013
AT2;AT22;AT224;617;Weiz;61750;Strallegg;1745;7763;2013
AT2;AT22;AT224;617;Weiz;61754;Waisenegg;213;1116;2013
AT2;AT22;AT224;617;Weiz;61755;Weiz;9066;16993;2013
AT2;AT22;AT226;620;Murtal;62007;Fohnsdorf;15084;33412;2013
AT2;AT22;AT226;620;Murtal;62008;Gaal;3124;10672;2013
AT2;AT22;AT226;620;Murtal;62009;Großlobming;4886;11746;2013
AT2;AT22;AT226;620;Murtal;62010;Hohentauern;13104;58966;2013
AT2;AT22;AT226;620;Murtal;62011;Judenburg;10824;25168;2013
AT2;AT22;AT226;620;Murtal;62012;Kleinlobming;1460;4364;2013
AT2;AT22;AT226;620;Murtal;62013;Knittelfeld;5565;13398;2013
AT2;AT22;AT226;620;Murtal;62015;Maria Buch-Feistritz;1576;6002;2013
AT2;AT22;AT226;620;Murtal;62016;Obdach;2556;5164;2013
AT2;AT22;AT226;620;Murtal;62019;Oberzeiring;3664;55242;2013
AT2;AT22;AT226;620;Murtal;62020;Pöls;1652;11203;2013
AT2;AT22;AT226;620;Murtal;62021;Pusterwald;1240;7995;2013
AT2;AT22;AT226;620;Murtal;62022;Rachau;808;2687;2013
AT2;AT22;AT226;620;Murtal;62027;Sankt Johann am Tauern;828;1903;2013
AT2;AT22;AT226;620;Murtal;62030;Sankt Margarethen bei Knittelfeld;508;2398;2013
AT2;AT22;AT226;620;Murtal;62031;Sankt Oswald-Möderbrugg;1512;5599;2013
AT2;AT22;AT226;620;Murtal;62033;Sankt Wolfgang-Kienberg;2550;7267;2013
AT2;AT22;AT226;620;Murtal;62034;Seckau;4682;12107;2013
AT2;AT22;AT226;620;Murtal;62035;Spielberg;8647;21621;2013
AT2;AT22;AT226;620;Murtal;62037;Weißkirchen in Steiermark;2316;5978;2013
AT2;AT22;AT226;620;Murtal;62038;Zeltweg;11582;20326;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62101;Aflenz Kurort;5813;52780;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62102;Aflenz Land;1759;7675;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62104;Altenberg an der Rax;1240;3621;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62105;Breitenau am Hochlantsch;2428;4560;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62106;Bruck an der Mur;13792;27178;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62107;Etmißl;740;1540;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62109;Ganz;547;1701;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62110;Gußwerk;3598;6574;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62111;Halltal;992;1349;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62112;Kapellen;2599;3572;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62113;Kapfenberg;12135;28134;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62114;Kindberg;2443;7478;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62115;Krieglach;13359;39764;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62116;Langenwang;4413;10556;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62117;Mariazell;37771;98904;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62118;Mitterdorf im Mürztal;1094;1604;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62120;Mürzsteg;16794;47982;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62121;Mürzzuschlag;3989;7387;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62122;Neuberg an der Mürz;3726;11045;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62125;Pernegg an der Mur;2165;4864;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62128;Sankt Lorenzen im Mürztal;5601;7909;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62130;Sankt Sebastian;25232;67025;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62131;Spital am Semmering;22315;69570;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62132;Stanz im Mürztal;1247;3719;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62133;Thörl;2031;2903;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62134;Tragöß;4348;12235;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62135;Turnau;5741;13003;2013
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62136;Veitsch;10909;25841;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62201;Altenmarkt bei Fürstenfeld;459;1673;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62202;Bad Blumau;71807;167416;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62203;Bad Waltersdorf;126675;396401;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62205;Buch-St. Magdalena;2111;5306;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62206;Burgau;2425;7647;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62207;Dechantskirchen;289;1881;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62209;Ebersdorf;271;2772;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62210;Eichberg;2090;12043;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62212;Fürstenfeld;15066;39857;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62213;Grafendorf bei Hartberg;2272;17075;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62214;Greinbach;814;3458;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62216;Großsteinbach;241;1059;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62217;Großwilfersdorf;886;1570;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62219;Hartberg;9280;16646;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62220;Hartberg Umgebung;3264;19881;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62222;Hofkirchen bei Hartberg;3242;11637;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62225;Kaindorf;3007;15061;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62228;Loipersdorf bei Fürstenfeld;111745;263440;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62229;Mönichwald;5247;27146;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62233;Pinggau;932;1456;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62234;Pöllau;5392;15581;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62235;Pöllauberg;13639;31488;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62242;Sankt Jakob im Walde;9349;43432;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62243;Sankt Johann bei Herberstein;1705;4180;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62244;Sankt Johann in der Haide;1055;5944;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62245;Sankt Lorenzen am Wechsel;1777;8297;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62247;Schäffern;201;299;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62249;Schönegg bei Pöllau;3969;8264;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62250;Sebersdorf;56616;125951;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62251;Siegersdorf bei Herberstein;1374;3714;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62253;Sonnhofen;36;236;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62255;Stein;3502;9931;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62256;Stubenberg;29707;96628;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62259;Vorau;3255;10381;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62261;Waldbach;75;976;2013
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62262;Wenigzell;6152;28542;2013
AT2;AT22;AT224;623;Südoststeiermark;62303;Bad Gleichenberg;39380;247418;2013
AT2;AT22;AT224;623;Südoststeiermark;62304;Bad Radkersburg;75719;460264;2013
AT2;AT22;AT224;623;Südoststeiermark;62305;Bairisch Kölldorf;8867;33105;2013
AT2;AT22;AT224;623;Südoststeiermark;62308;Breitenfeld an der Rittschein;2961;6861;2013
AT2;AT22;AT224;623;Südoststeiermark;62315;Fehring;1021;2532;2013
AT2;AT22;AT224;623;Südoststeiermark;62316;Feldbach;9510;15319;2013
AT2;AT22;AT224;623;Südoststeiermark;62319;Frutten-Gießelsdorf;1444;3999;2013
AT2;AT22;AT224;623;Südoststeiermark;62323;Gosdorf;5563;29680;2013
AT2;AT22;AT224;623;Südoststeiermark;62324;Gossendorf;1744;5413;2013
AT2;AT22;AT224;623;Südoststeiermark;62326;Halbenrain;2999;8176;2013
AT2;AT22;AT224;623;Südoststeiermark;62327;Hatzendorf;2127;4213;2013
AT2;AT22;AT224;623;Südoststeiermark;62328;Hof bei Straden;2496;7384;2013
AT2;AT22;AT224;623;Südoststeiermark;62329;Hohenbrugg-Weinberg;1187;4675;2013
AT2;AT22;AT224;623;Südoststeiermark;62332;Kapfenstein;3514;7896;2013
AT2;AT22;AT224;623;Südoststeiermark;62334;Kirchberg an der Raab;1014;4410;2013
AT2;AT22;AT224;623;Südoststeiermark;62335;Klöch;8318;24283;2013
AT2;AT22;AT224;623;Südoststeiermark;62342;Merkendorf;2191;7303;2013
AT2;AT22;AT224;623;Südoststeiermark;62346;Mureck;5319;14862;2013
AT2;AT22;AT224;623;Südoststeiermark;62357;Radkersburg Umgebung;26970;88642;2013
AT2;AT22;AT224;623;Südoststeiermark;62360;Riegersburg;13070;24666;2013
AT2;AT22;AT224;623;Südoststeiermark;62361;Sankt Anna am Aigen;2819;7195;2013
AT2;AT22;AT224;623;Südoststeiermark;62363;Sankt Stefan im Rosental;972;2588;2013
AT2;AT22;AT224;623;Südoststeiermark;62366;Straden;1873;4354;2013
AT2;AT22;AT224;623;Südoststeiermark;62368;Tieschen;5717;15125;2013
AT2;AT22;AT224;623;Südoststeiermark;62369;Trautmannsdorf in Oststeiermark;396;1182;2013
AT2;AT22;AT224;623;Südoststeiermark;62372;Unterlamm;12220;31087;2013
