Radverkehrszählungen auf ausgewählten Fahrradrouten;;;;;;;;;;;;;;;;;;
Bicycle traffic counts on selected bike routes;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRIC_CODE;SUB_DISTRICT_CODE;ROUTE_01;ROUTE_02;ROUTE_03;ROUTE_04;ROUTE_05;ROUTE_06;ROUTE_07;ROUTE_08;ROUTE_09;ROUTE_10;WEEKDAY;DAY;MONTH;YEAR
AT1;AT13;AT130;00000;0000;1.597;1.522;0;483;2.463;472;1.056;1.898;0;4.149;5;24;6;2011
AT1;AT13;AT130;00000;0000;945;1.712;0;318;2.211;501;1.008;1.344;0;2.831;6;25;6;2011
AT1;AT13;AT130;00000;0000;789;1.700;0;298;1.969;378;770;1.069;0;2.339;7;26;6;2011
AT1;AT13;AT130;00000;0000;2.655;2.097;0;720;3.612;688;1.593;2.608;0;5.762;1;27;6;2011
AT1;AT13;AT130;00000;0000;2.937;2.741;0;873;4.785;872;1.776;2.978;0;6.882;2;28;6;2011
AT1;AT13;AT130;00000;0000;2.867;2.705;0;793;4.721;814;1.588;2.729;0;6.608;3;29;6;2011
AT1;AT13;AT130;00000;0000;2.142;1.194;0;513;2.629;449;1.029;2.059;0;4.737;4;30;6;2011
AT1;AT13;AT130;00000;0000;1.762;1.268;0;463;2.022;368;944;1.997;0;4.028;5;1;7;2011
AT1;AT13;AT130;00000;0000;763;1.338;0;245;1.235;266;640;1.252;0;2.201;6;2;7;2011
AT1;AT13;AT130;00000;0000;305;469;0;122;454;126;232;464;0;797;7;3;7;2011
AT1;AT13;AT130;00000;0000;1.374;1.139;0;381;1.741;376;776;1.644;0;3.277;1;4;7;2011
AT1;AT13;AT130;00000;0000;1.639;1.313;0;466;2.150;388;976;1.908;0;4.015;2;5;7;2011
AT1;AT13;AT130;00000;0000;2.361;2.609;0;728;4.323;878;1.618;2.671;0;6.144;3;6;7;2011
AT1;AT13;AT130;00000;0000;2.411;2.516;0;725;4.576;796;1.632;2.594;0;5.888;4;7;7;2011
AT1;AT13;AT130;00000;0000;1.885;1.816;0;608;3.145;554;1.209;2.184;0;4.792;5;8;7;2011
AT1;AT13;AT130;00000;0000;1.148;2.787;0;551;4.882;609;918;1.465;0;3.477;6;9;7;2011
AT1;AT13;AT130;00000;0000;1.108;3.365;0;552;5.595;708;1.087;1.325;0;3.690;7;10;7;2011
AT1;AT13;AT130;00000;0000;2.164;1.910;0;664;3.255;637;1.332;2.282;0;4.940;1;11;7;2011
AT1;AT13;AT130;00000;0000;2.541;2.699;0;804;5.130;792;1.573;2.488;0;6.070;2;12;7;2011
AT1;AT13;AT130;00000;0000;2.186;2.514;0;777;5.577;663;1.302;2.312;0;5.797;3;13;7;2011
AT1;AT13;AT130;00000;0000;2.053;1.841;0;559;2.957;521;1.189;2.129;0;4.698;4;14;7;2011
AT1;AT13;AT130;00000;0000;1.721;1.515;0;427;2.336;422;1.006;1.953;0;4.060;5;15;7;2011
AT1;AT13;AT130;00000;0000;1.221;2.923;0;557;3.805;784;1.190;1.597;0;3.898;6;16;7;2011
AT1;AT13;AT130;00000;0000;1.251;3.750;0;591;5.656;791;1.199;1.302;0;3.778;7;17;7;2011
AT1;AT13;AT130;00000;0000;1.701;1.318;0;431;2.002;370;923;2.327;0;3.744;1;18;7;2011
AT1;AT13;AT130;00000;0000;2.484;2.738;0;749;4.375;862;1.604;2.971;0;5.484;2;19;7;2011
AT1;AT13;AT130;00000;0000;1.667;1.073;0;285;1.691;253;745;2.135;0;3.545;3;20;7;2011
AT1;AT13;AT130;00000;0000;821;663;0;107;721;66;249;1.116;0;1.694;4;21;7;2011
AT1;AT13;AT130;00000;0000;1.337;973;0;263;1.333;254;686;1.657;0;2.722;5;22;7;2011
AT1;AT13;AT130;00000;0000;795;1.342;0;244;1.184;270;654;1.300;0;2.352;6;23;7;2011
AT1;AT13;AT130;00000;0000;560;1.199;0;203;1.011;195;510;837;0;1.504;7;24;7;2011
AT1;AT13;AT130;00000;0000;1.243;931;0;277;1.338;246;648;1.673;0;2.623;1;25;7;2011
AT1;AT13;AT130;00000;0000;1.640;1.533;0;399;1.955;334;911;2.193;0;3.475;2;26;7;2011
AT1;AT13;AT130;00000;0000;2.046;2.523;0;565;2.955;826;1.319;2.548;0;4.690;3;27;7;2011
AT1;AT13;AT130;00000;0000;1.292;1.089;0;285;1.197;195;669;1.519;0;2.429;4;28;7;2011
AT1;AT13;AT130;00000;0000;1.511;1.714;0;432;2.128;409;895;2.027;0;3.873;5;29;7;2011
AT1;AT13;AT130;00000;0000;851;1.485;0;333;1.540;382;790;1.366;0;2.724;6;30;7;2011
AT1;AT13;AT130;00000;0000;623;1.361;0;215;1.402;278;561;1.051;0;2.025;7;31;7;2011
AT1;AT13;AT130;00000;0000;1.433;970;0;336;1.619;238;674;1.704;0;2.995;1;1;8;2011
AT1;AT13;AT130;00000;0000;2.280;2.712;0;621;3.676;872;1.489;2.664;0;5.225;2;2;8;2011
AT1;AT13;AT130;00000;0000;2.255;3.051;0;728;5.337;924;1.517;2.841;0;5.658;3;3;8;2011
AT1;AT13;AT130;00000;0000;1.397;1.288;0;250;1.646;251;743;1.892;0;3.353;4;4;8;2011
AT1;AT13;AT130;00000;0000;2.009;2.469;0;610;3.670;721;1.361;2.421;0;4.985;5;5;8;2011
AT1;AT13;AT130;00000;0000;1.059;2.244;0;446;2.563;732;982;1.553;0;3.307;6;6;8;2011
AT1;AT13;AT130;00000;0000;900;2.775;0;414;3.164;706;1.105;1.074;0;2.893;7;7;8;2011
AT1;AT13;AT130;00000;0000;1.167;711;0;261;1.117;136;544;1.371;0;2.278;1;8;8;2011
AT1;AT13;AT130;00000;0000;2.033;1.932;0;489;2.875;489;1.255;2.333;0;4.551;2;9;8;2011
AT1;AT13;AT130;00000;0000;1.907;1.655;0;443;2.332;431;1.043;2.278;0;4.158;3;10;8;2011
AT1;AT13;AT130;00000;0000;2.113;2.744;0;655;3.746;800;1.493;2.514;0;5.113;4;11;8;2011
AT1;AT13;AT130;00000;0000;1.792;2.183;0;584;2.965;614;1.241;2.120;0;4.338;5;12;8;2011
AT1;AT13;AT130;00000;0000;813;1.577;0;290;1.641;401;766;1.385;0;2.870;6;13;8;2011
AT1;AT13;AT130;00000;0000;973;3.536;0;575;5.206;1.007;1.239;1.320;0;3.559;7;14;8;2011
AT1;AT13;AT130;00000;0000;697;2.422;0;537;3.121;793;877;1.049;0;2.592;1;15;8;2011
AT1;AT13;AT130;00000;0000;1.877;1.886;0;630;3.256;631;1.306;2.505;0;4.652;2;16;8;2011
AT1;AT13;AT130;00000;0000;2.234;2.746;0;737;5.074;845;1.659;2.957;0;5.585;3;17;8;2011
AT1;AT13;AT130;00000;0000;2.092;2.729;0;775;5.259;748;1.494;2.573;0;5.339;4;18;8;2011
AT1;AT13;AT130;00000;0000;1.738;1.947;0;558;2.976;573;1.173;2.284;0;4.371;5;19;8;2011
AT1;AT13;AT130;00000;0000;1.018;2.706;0;616;3.869;767;1.079;1.709;0;3.692;6;20;8;2011
AT1;AT13;AT130;00000;0000;1.148;3.952;0;737;5.803;804;1.186;1.447;0;3.455;7;21;8;2011
AT1;AT13;AT130;00000;0000;2.127;2.407;0;797;5.244;649;1.343;2.464;0;4.888;1;22;8;2011
AT1;AT13;AT130;00000;0000;2.142;2.336;0;728;5.831;615;1.278;2.511;0;5.055;2;23;8;2011
AT1;AT13;AT130;00000;0000;1.985;2.256;0;827;5.630;654;1.265;2.487;0;5.013;3;24;8;2011
AT1;AT13;AT130;00000;0000;2.016;2.299;0;787;5.254;575;1.207;2.422;0;5.101;4;25;8;2011
AT1;AT13;AT130;00000;0000;1.764;2.050;0;643;5.350;560;962;2.175;0;4.415;5;26;8;2011
AT1;AT13;AT130;00000;0000;839;1.842;0;406;2.913;460;624;1.290;0;2.136;6;27;8;2011
AT1;AT13;AT130;00000;0000;1.100;3.433;0;586;3.754;982;1.281;1.442;0;3.412;7;28;8;2011
AT1;AT13;AT130;00000;0000;2.153;2.059;0;756;3.745;857;1.365;2.500;0;5.297;1;29;8;2011
AT1;AT13;AT130;00000;0000;2.255;1.982;0;664;3.271;693;1.521;2.569;0;5.278;2;30;8;2011
AT1;AT13;AT130;00000;0000;2.328;2.262;0;695;3.483;769;1.403;2.463;0;5.432;3;31;8;2011
AT1;AT13;AT130;00000;0000;2.193;1.978;0;733;3.181;720;1.197;2.366;0;4.764;4;1;9;2011
AT1;AT13;AT130;00000;0000;2.019;1.928;0;614;3.158;672;1.134;2.184;0;4.462;5;2;9;2011
AT1;AT13;AT130;00000;0000;1.366;2.868;0;613;3.975;779;1.061;1.640;0;3.890;6;3;9;2011
AT1;AT13;AT130;00000;0000;1.296;3.940;0;712;5.674;918;1.251;1.393;0;3.805;7;4;9;2011
AT1;AT13;AT130;00000;0000;1.752;1.082;0;617;2.331;443;912;1.836;0;3.684;1;5;9;2011
AT1;AT13;AT130;00000;0000;2.348;2.022;0;769;3.351;720;1.391;2.599;0;5.137;2;6;9;2011
AT1;AT13;AT130;00000;0000;2.250;1.637;0;601;2.765;623;1.230;2.504;0;4.704;3;7;9;2011
AT1;AT13;AT130;00000;0000;1.868;1.118;0;461;1.968;362;922;1.966;0;3.744;4;8;9;2011
AT1;AT13;AT130;00000;0000;1.639;1.079;0;403;1.757;305;777;1.737;0;3.433;5;9;9;2011
AT1;AT13;AT130;00000;0000;1.274;2.801;0;557;3.706;825;1.165;1.780;0;4.000;6;10;9;2011
AT1;AT13;AT130;00000;0000;1.175;4.100;0;813;5.642;1.082;1.357;1.483;0;3.827;7;11;9;2011
AT1;AT13;AT130;00000;0000;2.304;1.553;0;734;3.032;617;1.320;2.514;0;4.852;1;12;9;2011
AT1;AT13;AT130;00000;0000;2.640;2.433;0;800;4.491;863;1.660;2.790;0;5.713;2;13;9;2011
AT1;AT13;AT130;00000;0000;2.138;1.229;0;591;2.399;502;1.068;2.081;0;4.137;3;14;9;2011
AT1;AT13;AT130;00000;0000;2.338;1.833;0;651;2.908;620;1.298;2.400;0;5.011;4;15;9;2011
AT1;AT13;AT130;00000;0000;2.122;1.787;0;672;2.687;668;1.239;2.325;0;4.935;5;16;9;2011
AT1;AT13;AT130;00000;0000;1.119;1.989;0;493;2.288;648;930;1.499;0;3.442;6;17;9;2011
AT1;AT13;AT130;00000;0000;1.081;2.929;0;454;3.260;881;1.224;1.207;0;3.086;7;18;9;2011
AT1;AT13;AT130;00000;0000;1.081;355;0;270;943;137;398;1.147;0;2.062;1;19;9;2011
AT1;AT13;AT130;00000;0000;1.007;264;0;127;813;123;321;942;0;1.813;2;20;9;2011
AT1;AT13;AT130;00000;0000;1.977;1.267;0;496;1.987;421;924;1.911;0;3.860;3;21;9;2011
AT1;AT13;AT130;00000;0000;2.253;1.667;0;616;2.734;535;1.209;2.178;0;6.387;4;22;9;2011
AT1;AT13;AT130;00000;0000;2.115;1.500;0;672;2.491;549;1.124;2.152;0;4.556;5;23;9;2011
AT1;AT13;AT130;00000;0000;1.223;2.145;0;615;2.430;805;1.037;1.582;0;3.978;6;24;9;2011
AT1;AT13;AT130;00000;0000;1.220;3.191;0;717;3.317;1.045;1.418;1.366;0;3.497;7;25;9;2011
AT1;AT13;AT130;00000;0000;2.401;1.598;0;705;2.970;689;1.365;2.443;0;4.937;1;26;9;2011
AT1;AT13;AT130;00000;0000;2.590;1.942;0;663;3.177;750;1.530;2.723;0;5.336;2;27;9;2011
AT1;AT13;AT130;00000;0000;2.366;1.527;0;651;2.810;607;1.344;2.433;0;5.155;3;28;9;2011
AT1;AT13;AT130;00000;0000;2.484;1.722;0;665;2.793;678;1.413;2.413;0;5.216;4;29;9;2011
AT1;AT13;AT130;00000;0000;2.251;1.683;0;711;2.893;541;1.393;2.469;0;5.152;5;30;9;2011
AT1;AT13;AT130;00000;0000;1.311;2.449;0;496;2.783;835;1.110;1.680;0;3.865;6;1;10;2011
AT1;AT13;AT130;00000;0000;1.310;3.211;0;598;3.746;1.137;1.428;1.415;0;3.674;7;2;10;2011
AT1;AT13;AT130;00000;0000;2.632;1.528;0;777;3.021;646;1.313;2.464;0;5.526;1;3;10;2011
AT1;AT13;AT130;00000;0000;2.861;1.828;0;692;3.083;649;1.407;2.757;0;5.660;2;4;10;2011
AT1;AT13;AT130;00000;0000;2.730;1.645;0;660;2.862;595;1.343;2.644;0;5.355;3;5;10;2011
AT1;AT13;AT130;00000;0000;2.732;1.869;0;595;3.097;670;1.394;2.530;0;5.593;4;6;10;2011
AT1;AT13;AT130;00000;0000;648;137;0;120;412;55;183;562;0;1.152;5;7;10;2011
AT1;AT13;AT130;00000;0000;515;335;0;152;522;131;269;738;0;1.302;6;8;10;2011
AT1;AT13;AT130;00000;0000;397;322;0;142;535;124;208;538;0;918;7;9;10;2011
AT1;AT13;AT130;00000;0000;1.216;314;0;222;925;115;407;1.003;0;2.044;1;10;10;2011
AT1;AT13;AT130;00000;0000;1.843;892;0;384;1.773;299;728;1.767;0;3.712;2;11;10;2011
AT1;AT13;AT130;00000;0000;1.072;247;0;169;754;125;382;893;0;1.743;3;12;10;2011
AT1;AT13;AT130;00000;0000;1.641;707;0;319;1.343;194;584;1.493;0;3.170;4;13;10;2011
AT1;AT13;AT130;00000;0000;1.663;741;0;322;1.383;233;675;1.504;454;3.036;5;14;10;2011
AT1;AT13;AT130;00000;0000;765;953;0;235;964;299;551;1.064;430;1.992;6;15;10;2011
AT1;AT13;AT130;00000;0000;576;1.141;0;206;1.040;340;604;778;328;1.664;7;16;10;2011
AT1;AT13;AT130;00000;0000;1.715;675;0;396;1.546;286;702;1.627;657;3.177;1;17;10;2011
AT1;AT13;AT130;00000;0000;1.923;830;0;394;1.641;341;792;1.676;647;3.554;2;18;10;2011
AT1;AT13;AT130;00000;0000;1.934;766;0;327;1.520;280;713;1.585;618;3.567;3;19;10;2011
AT1;AT13;AT130;00000;0000;1.378;394;0;270;852;120;453;1.210;486;2.522;4;20;10;2011
AT1;AT13;AT130;00000;0000;1.536;620;0;300;1.220;265;649;1.539;612;3.147;5;21;10;2011
AT1;AT13;AT130;00000;0000;682;832;0;169;812;214;500;966;331;1.658;6;22;10;2011
AT1;AT13;AT130;00000;0000;469;443;0;101;493;165;249;536;257;1.005;7;23;10;2011
AT1;AT13;AT130;00000;0000;1.099;261;0;229;852;94;352;913;408;1.998;1;24;10;2011
AT1;AT13;AT130;00000;0000;1.227;298;0;198;940;126;435;1.139;482;2.406;2;25;10;2011
AT1;AT13;AT130;00000;0000;404;234;0;102;410;71;194;491;268;1.209;3;26;10;2011
AT1;AT13;AT130;00000;0000;1.299;423;0;228;998;158;467;1.166;546;2.583;4;27;10;2011
AT1;AT13;AT130;00000;0000;1.261;476;0;259;1.042;197;500;1.211;583;2.459;5;28;10;2011
AT1;AT13;AT130;00000;0000;600;567;0;197;660;186;373;819;319;1.422;6;29;10;2011
AT1;AT13;AT130;00000;0000;499;944;0;208;848;314;477;630;317;1.366;7;30;10;2011
AT1;AT13;AT130;00000;0000;1.194;711;0;336;1.271;294;588;1.297;533;2.324;1;31;10;2011
AT1;AT13;AT130;00000;0000;510;814;0;190;776;183;333;615;241;1.276;2;1;11;2011
AT1;AT13;AT130;00000;0000;1.305;430;0;269;1.100;249;510;1.188;487;2.295;3;2;11;2011
AT1;AT13;AT130;00000;0000;1.451;445;0;251;1.111;236;554;1.352;480;2.534;4;3;11;2011
AT1;AT13;AT130;00000;0000;1.436;496;0;259;1.150;233;588;1.285;506;2.421;5;4;11;2011
AT1;AT13;AT130;00000;0000;708;916;0;242;928;230;416;950;349;1.666;6;5;11;2011
AT1;AT13;AT130;00000;0000;583;1.271;0;211;993;304;586;753;305;1.397;7;6;11;2011
AT1;AT13;AT130;00000;0000;1.686;567;0;314;1.307;264;617;1.395;620;2.833;1;7;11;2011
AT1;AT13;AT130;00000;0000;1.721;571;0;312;1.323;272;676;1.476;612;2.946;2;8;11;2011
AT1;AT13;AT130;00000;0000;1.663;511;0;314;1.277;238;623;1.350;535;2.808;3;9;11;2011
AT1;AT13;AT130;00000;0000;1.539;485;0;298;1.112;247;581;1.394;595;2.669;4;10;11;2011
AT1;AT13;AT130;00000;0000;1.391;486;0;269;1.097;214;511;1.232;507;2.327;5;11;11;2011
AT1;AT13;AT130;00000;0000;584;730;0;188;707;186;335;767;309;1.357;6;12;11;2011
AT1;AT13;AT130;00000;0000;500;856;0;131;650;204;418;541;227;1.101;7;13;11;2011
AT1;AT13;AT130;00000;0000;1.347;309;0;254;1.010;181;502;1.182;454;1.605;1;14;11;2011
AT1;AT13;AT130;00000;0000;1.361;373;0;236;1.014;173;498;1.164;417;2.356;2;15;11;2011
AT1;AT13;AT130;00000;0000;1.301;276;0;212;914;148;465;1.016;465;2.265;3;16;11;2011
AT1;AT13;AT130;00000;0000;1.269;334;0;216;850;129;454;1.019;428;2.066;4;17;11;2011
AT1;AT13;AT130;00000;0000;1.145;332;0;206;866;170;454;1.046;416;2.151;5;18;11;2011
AT1;AT13;AT130;00000;0000;534;376;0;107;374;123;259;641;235;1.054;6;19;11;2011
AT1;AT13;AT130;00000;0000;395;365;0;83;404;84;218;420;200;808;7;20;11;2011
AT1;AT13;AT130;00000;0000;1.137;297;0;200;803;139;453;977;327;1.906;1;21;11;2011
AT1;AT13;AT130;00000;0000;1.083;299;0;213;806;116;397;970;327;1.874;2;22;11;2011
AT1;AT13;AT130;00000;0000;1.075;250;0;164;692;159;375;961;322;1.835;3;23;11;2011
AT1;AT13;AT130;00000;0000;1.079;251;0;198;743;113;346;928;385;1.780;4;24;11;2011
AT1;AT13;AT130;00000;0000;922;239;0;183;643;125;301;811;282;1.597;5;25;11;2011
AT1;AT13;AT130;00000;0000;487;351;0;92;440;96;250;620;232;1.016;6;26;11;2011
AT1;AT13;AT130;00000;0000;334;599;0;99;461;113;255;472;188;839;7;27;11;2011
AT1;AT13;AT130;00000;0000;1.274;528;0;280;595;230;498;1.347;441;2.216;1;28;11;2011
AT1;AT13;AT130;00000;0000;1.258;377;0;196;1.178;165;423;1.021;447;2.170;2;29;11;2011
AT1;AT13;AT130;00000;0000;1.174;272;0;209;810;150;392;574;401;2.004;3;30;11;2011
AT1;AT13;AT130;00000;0000;1.244;330;0;195;907;151;368;511;384;2.027;4;1;12;2011
AT1;AT13;AT130;00000;0000;940;256;0;171;665;125;313;1.030;322;1.636;5;2;12;2011
AT1;AT13;AT130;00000;0000;435;268;0;90;305;82;197;1.001;150;799;6;3;12;2011
AT1;AT13;AT130;00000;0000;389;415;0;100;420;99;216;898;186;822;7;4;12;2011
AT1;AT13;AT130;00000;0000;1.204;318;0;208;807;163;407;485;369;1.809;1;5;12;2011
AT1;AT13;AT130;00000;0000;1.193;324;0;225;810;147;462;812;392;1.885;2;6;12;2011
AT1;AT13;AT130;00000;0000;1.007;253;0;153;638;109;359;625;354;1.621;3;7;12;2011
AT1;AT13;AT130;00000;0000;355;226;0;58;283;52;161;458;224;696;4;8;12;2011
AT1;AT13;AT130;00000;0000;773;322;0;153;589;122;334;975;352;1.574;5;9;12;2011
AT1;AT13;AT130;00000;0000;438;311;0;104;328;79;266;1.119;229;893;6;10;12;2011
AT1;AT13;AT130;00000;0000;390;375;0;87;353;95;239;1.020;150;676;7;11;12;2011
AT1;AT13;AT130;00000;0000;1.171;279;0;191;799;145;379;842;395;1.827;1;12;12;2011
AT1;AT13;AT130;00000;0000;1.301;408;0;252;1.014;200;452;823;438;2.295;2;13;12;2011
AT1;AT13;AT130;00000;0000;1.190;311;0;217;828;156;369;519;404;1.900;3;14;12;2011
AT1;AT13;AT130;00000;0000;1.072;257;0;172;602;124;322;410;377;1.679;4;15;12;2011
AT1;AT13;AT130;00000;0000;954;274;0;152;611;125;289;863;352;1.568;5;16;12;2011
AT1;AT13;AT130;00000;0000;375;333;0;91;241;35;149;939;170;661;6;17;12;2011
AT1;AT13;AT130;00000;0000;378;286;0;96;372;79;259;672;181;701;7;18;12;2011
AT1;AT13;AT130;00000;0000;1.062;310;0;187;754;135;381;838;382;1.653;1;19;12;2011
AT1;AT13;AT130;00000;0000;1.052;412;0;203;797;138;379;491;401;1.746;2;20;12;2011
AT1;AT13;AT130;00000;0000;828;269;0;127;527;71;234;172;257;1.244;3;21;12;2011
AT1;AT13;AT130;00000;0000;904;238;0;182;606;113;291;142;325;1.364;4;22;12;2011
AT1;AT13;AT130;00000;0000;524;328;0;110;376;55;172;158;169;851;5;23;12;2011
AT1;AT13;AT130;00000;0000;182;79;0;88;181;45;101;452;78;295;6;24;12;2011
AT1;AT13;AT130;00000;0000;144;75;0;75;196;61;123;442;47;255;7;25;12;2011
AT1;AT13;AT130;00000;0000;128;68;0;83;171;58;103;438;78;247;1;26;12;2011
AT1;AT13;AT130;00000;0000;508;357;0;188;627;176;242;436;138;852;2;27;12;2011
AT1;AT13;AT130;00000;0000;481;246;0;155;557;119;226;284;174;799;3;28;12;2011
AT1;AT13;AT130;00000;0000;509;232;0;164;446;128;208;115;248;874;4;29;12;2011
AT1;AT13;AT130;00000;0000;442;222;0;150;409;92;165;435;180;756;5;30;12;2011
AT1;AT13;AT130;00000;0000;237;337;0;133;322;97;147;578;147;579;6;31;12;2011
