NUTS1;NUTS2;NUTS3;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;POP_AUT_NAT;POP_FOR_NAT;POP_TOTAL;REF_DATE
AT2;AT22;AT225;603;Deutschlandsberg;60328;Sankt Oswald ob Eibiswald;531;29;560;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60329;Sankt Peter im Sulmtal;1327;20;1347;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60330;Sankt Stefan ob Stainz;2099;58;2157;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60331;Schwanberg;1968;82;2050;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60332;Soboth;323;4;327;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60333;Stainz;2413;135;2548;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60334;Stainztal;1419;22;1441;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60335;Stallhof;501;26;527;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60336;Sulmeck-Greith;1317;15;1332;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60338;Trahütten;369;18;387;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60339;Unterbergla;1321;21;1342;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60340;Wernersdorf;638;14;652;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60341;Wettmannstätten;1530;27;1557;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60342;Wielfresen;556;17;573;01.01.2013
AT2;AT22;AT225;603;Deutschlandsberg;60343;Wies;2226;63;2289;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60601;Attendorf;1743;60;1803;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60602;Brodingberg;1227;28;1255;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60603;Deutschfeistritz;3582;314;3896;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60604;Dobl;1643;109;1752;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60605;Edelsgrub;709;17;726;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60606;Eggersdorf bei Graz;1993;135;2128;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60607;Eisbach;2865;108;2973;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60608;Feldkirchen bei Graz;4949;646;5595;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60609;Fernitz;3176;91;3267;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60610;Frohnleiten;5624;340;5964;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60611;Gössendorf;3511;237;3748;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60612;Grambach;1583;85;1668;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60613;Gratkorn;7104;479;7583;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60614;Gratwein;3437;259;3696;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60615;Großstübing;337;5;342;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60616;Gschnaidt;344;1;345;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60617;Hart bei Graz;4260;239;4499;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60618;Haselsdorf-Tobelbad;1295;48;1343;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60619;Hausmannstätten;2784;130;2914;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60620;Hitzendorf;3524;108;3632;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60621;Höf-Präbach;1343;70;1413;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60622;Judendorf-Straßengel;5497;274;5771;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60623;Kainbach bei Graz;2594;95;2689;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60624;Kalsdorf bei Graz;5367;661;6028;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60625;Krumegg;1399;35;1434;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60626;Kumberg;3567;95;3662;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60627;Langegg bei Graz;830;17;847;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60628;Laßnitzhöhe;2481;141;2622;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60629;Lieboch;4518;231;4749;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60630;Mellach;1191;31;1222;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60631;Nestelbach bei Graz;1070;32;1102;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60632;Peggau;1910;239;2149;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60633;Pirka;3055;215;3270;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60634;Hart-Purgstall;1567;37;1604;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60635;Raaba;2023;181;2204;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60636;Röthelstein;211;6;217;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60637;Rohrbach-Steinberg;1396;20;1416;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60639;Sankt Bartholomä;1346;38;1384;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60640;Sankt Marein bei Graz;1227;30;1257;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60641;Sankt Oswald bei Plankenwarth;1163;25;1188;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60642;Sankt Radegund bei Graz;1967;55;2022;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60643;Schrems bei Frohnleiten;579;19;598;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60644;Seiersberg;6630;681;7311;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60645;Semriach;3057;238;3295;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60646;Stattegg;2640;133;2773;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60647;Stiwoll;699;8;707;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60648;Thal;2115;129;2244;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60649;Tulwitz;504;2;506;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60650;Tyrnau;149;2;151;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60651;Übelbach;1933;54;1987;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60652;Unterpremstätten;3492;239;3731;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60653;Vasoldsberg;4039;146;4185;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60654;Weinitzen;2489;97;2586;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60655;Werndorf;2064;140;2204;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60656;Wundschuh;1465;67;1532;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60657;Zettling;1466;106;1572;01.01.2013
AT2;AT22;AT221;606;Graz-Umgebung;60658;Zwaring-Pöls;1498;57;1555;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61001;Allerheiligen bei Wildon;1375;46;1421;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61002;Arnfels;1006;80;1086;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61003;Berghausen;622;20;642;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61004;Breitenfeld am Tannenriegel;189;1;190;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61005;Ehrenhausen;977;49;1026;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61006;Eichberg-Trautenburg;753;21;774;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61007;Empersdorf;1288;28;1316;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61008;Gabersdorf;1101;29;1130;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61009;Gamlitz;3080;93;3173;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61010;Glanz an der Weinstraße;1347;39;1386;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61011;Gleinstätten;1407;50;1457;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61012;Gralla;2034;116;2150;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61013;Großklein;2229;68;2297;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61014;Hainsdorf im Schwarzautal;279;1;280;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61015;Heiligenkreuz am Waasen;1844;83;1927;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61016;Heimschuh;1948;32;1980;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61017;Hengsberg;1355;41;1396;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61018;Kaindorf an der Sulm;2403;161;2564;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61019;Kitzeck im Sausal;1175;46;1221;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61020;Lang;1171;45;1216;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61021;Lebring-Sankt Margarethen;1923;118;2041;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61022;Leibnitz;7114;734;7848;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61023;Leutschach;547;14;561;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61024;Oberhaag;2171;53;2224;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61025;Obervogau;820;48;868;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61026;Pistorf;1361;55;1416;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61027;Ragnitz;1397;43;1440;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61028;Ratsch an der Weinstraße;411;23;434;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61029;Retznei;407;14;421;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61030;Sankt Andrä-Höch;1680;53;1733;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61031;Sankt Georgen an der Stiefing;1061;30;1091;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61032;Sankt Johann im Saggautal;2013;35;2048;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61033;Sankt Nikolai im Sausal;2178;57;2235;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61034;Sankt Nikolai ob Draßling;1017;56;1073;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61035;Sankt Ulrich am Waasen;727;37;764;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61036;Sankt Veit am Vogau;1886;43;1929;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61037;Schloßberg;1061;27;1088;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61038;Seggauberg;920;38;958;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61039;Spielfeld;890;74;964;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61040;Stocking;1398;34;1432;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61041;Straß in Steiermark;1616;136;1752;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61042;Sulztal an der Weinstraße;125;1;126;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61043;Tillmitsch;3083;118;3201;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61044;Vogau;1028;65;1093;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61045;Wagna;4938;430;5368;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61046;Weitendorf;1457;63;1520;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61047;Wildon;2393;226;2619;01.01.2013
AT2;AT22;AT225;610;Leibnitz;61048;Wolfsberg im Schwarzautal;749;46;795;01.01.2013
AT2;AT22;AT223;611;Leoben;61101;Eisenerz;4481;174;4655;01.01.2013
AT2;AT22;AT223;611;Leoben;61104;Hieflau;721;19;740;01.01.2013
AT2;AT22;AT223;611;Leoben;61105;Kalwang;1026;37;1063;01.01.2013
AT2;AT22;AT223;611;Leoben;61106;Kammern im Liesingtal;1603;50;1653;01.01.2013
AT2;AT22;AT223;611;Leoben;61107;Kraubath an der Mur;1249;32;1281;01.01.2013
AT2;AT22;AT223;611;Leoben;61108;Leoben;21528;2817;24345;01.01.2013
AT2;AT22;AT223;611;Leoben;61109;Mautern in Steiermark;1755;51;1806;01.01.2013
AT2;AT22;AT223;611;Leoben;61110;Niklasdorf;2375;195;2570;01.01.2013
AT2;AT22;AT223;611;Leoben;61111;Proleb;1536;25;1561;01.01.2013
AT2;AT22;AT223;611;Leoben;61112;Radmer;631;4;635;01.01.2013
AT2;AT22;AT223;611;Leoben;61113;Sankt Michael in Obersteiermark;2866;158;3024;01.01.2013
AT2;AT22;AT223;611;Leoben;61114;Sankt Peter-Freienstein;2337;99;2436;01.01.2013
AT2;AT22;AT223;611;Leoben;61115;Sankt Stefan ob Leoben;1925;38;1963;01.01.2013
AT2;AT22;AT223;611;Leoben;61116;Traboch;1331;49;1380;01.01.2013
AT2;AT22;AT223;611;Leoben;61118;Vordernberg;996;59;1055;01.01.2013
AT2;AT22;AT223;611;Leoben;61119;Wald am Schoberpaß;587;33;620;01.01.2013
AT2;AT22;AT223;611;Leoben;61120;Trofaiach;10766;474;11240;01.01.2013
AT2;AT22;AT222;612;Liezen;61201;Admont;2305;177;2482;01.01.2013
AT2;AT22;AT222;612;Liezen;61202;Aich;875;51;926;01.01.2013
AT2;AT22;AT222;612;Liezen;61203;Aigen im Ennstal;2492;68;2560;01.01.2013
AT2;AT22;AT222;612;Liezen;61204;Altaussee;1668;116;1784;01.01.2013
AT2;AT22;AT222;612;Liezen;61205;Altenmarkt bei Sankt Gallen;799;50;849;01.01.2013
AT2;AT22;AT222;612;Liezen;61206;Ardning;1171;35;1206;01.01.2013
AT2;AT22;AT222;612;Liezen;61207;Bad Aussee;4269;588;4857;01.01.2013
AT2;AT22;AT222;612;Liezen;61208;Donnersbach;1066;26;1092;01.01.2013
AT2;AT22;AT222;612;Liezen;61209;Donnersbachwald;314;3;317;01.01.2013
AT2;AT22;AT222;612;Liezen;61210;Gaishorn am See;959;39;998;01.01.2013
AT2;AT22;AT222;612;Liezen;61211;Gams bei Hieflau;548;17;565;01.01.2013
AT2;AT22;AT222;612;Liezen;61212;Gössenberg;274;9;283;01.01.2013
AT2;AT22;AT222;612;Liezen;61213;Gröbming;2542;271;2813;01.01.2013
AT2;AT22;AT222;612;Liezen;61214;Großsölk;455;29;484;01.01.2013
AT2;AT22;AT222;612;Liezen;61215;Grundlsee;1192;46;1238;01.01.2013
AT2;AT22;AT222;612;Liezen;61216;Hall;1723;44;1767;01.01.2013
AT2;AT22;AT222;612;Liezen;61217;Haus;2260;142;2402;01.01.2013
AT2;AT22;AT222;612;Liezen;61218;Irdning;2653;102;2755;01.01.2013
AT2;AT22;AT222;612;Liezen;61219;Johnsbach;133;8;141;01.01.2013
AT2;AT22;AT222;612;Liezen;61220;Kleinsölk;579;11;590;01.01.2013
AT2;AT22;AT222;612;Liezen;61221;Landl;1236;43;1279;01.01.2013
AT2;AT22;AT222;612;Liezen;61222;Lassing;1620;38;1658;01.01.2013
AT2;AT22;AT222;612;Liezen;61223;Liezen;5957;846;6803;01.01.2013
AT2;AT22;AT222;612;Liezen;61224;Michaelerberg;521;28;549;01.01.2013
AT2;AT22;AT222;612;Liezen;61225;Mitterberg;1093;63;1156;01.01.2013
AT2;AT22;AT222;612;Liezen;61226;Bad Mitterndorf;2723;356;3079;01.01.2013
AT2;AT22;AT222;612;Liezen;61227;Niederöblarn;579;22;601;01.01.2013
AT2;AT22;AT222;612;Liezen;61228;Öblarn;1316;132;1448;01.01.2013
AT2;AT22;AT222;612;Liezen;61229;Oppenberg;240;3;243;01.01.2013
AT2;AT22;AT222;612;Liezen;61230;Palfau;390;6;396;01.01.2013
AT2;AT22;AT222;612;Liezen;61232;Pichl-Preunegg;864;55;919;01.01.2013
AT2;AT22;AT222;612;Liezen;61233;Pichl-Kainisch;722;37;759;01.01.2013
AT2;AT22;AT222;612;Liezen;61234;Pruggern;561;59;620;01.01.2013
AT2;AT22;AT222;612;Liezen;61235;Pürgg-Trautenfels;850;69;919;01.01.2013
AT2;AT22;AT222;612;Liezen;61236;Ramsau am Dachstein;2524;271;2795;01.01.2013
AT2;AT22;AT222;612;Liezen;61237;Rohrmoos-Untertal;1342;61;1403;01.01.2013
AT2;AT22;AT222;612;Liezen;61238;Rottenmann;4608;457;5065;01.01.2013
AT2;AT22;AT222;612;Liezen;61239;Sankt Gallen;1368;44;1412;01.01.2013
AT2;AT22;AT222;612;Liezen;61240;Sankt Martin am Grimming;737;33;770;01.01.2013
AT2;AT22;AT222;612;Liezen;61241;Sankt Nikolai im Sölktal;474;12;486;01.01.2013
AT2;AT22;AT222;612;Liezen;61242;Schladming;3763;572;4335;01.01.2013
AT2;AT22;AT222;612;Liezen;61243;Selzthal;1552;106;1658;01.01.2013
AT2;AT22;AT222;612;Liezen;61244;Stainach;1703;243;1946;01.01.2013
AT2;AT22;AT222;612;Liezen;61245;Tauplitz;912;83;995;01.01.2013
AT2;AT22;AT222;612;Liezen;61246;Treglwang;345;20;365;01.01.2013
AT2;AT22;AT222;612;Liezen;61247;Trieben;3147;231;3378;01.01.2013
AT2;AT22;AT222;612;Liezen;61248;Weißenbach an der Enns;476;20;496;01.01.2013
AT2;AT22;AT222;612;Liezen;61249;Weißenbach bei Liezen;1081;35;1116;01.01.2013
AT2;AT22;AT222;612;Liezen;61250;Weng im Gesäuse;581;14;595;01.01.2013
AT2;AT22;AT222;612;Liezen;61251;Wildalpen;503;10;513;01.01.2013
AT2;AT22;AT222;612;Liezen;61252;Wörschach;1119;55;1174;01.01.2013
AT2;AT22;AT226;614;Murau;61401;Dürnstein in der Steiermark;262;13;275;01.01.2013
AT2;AT22;AT226;614;Murau;61403;Frojach-Katsch;1119;21;1140;01.01.2013
AT2;AT22;AT226;614;Murau;61404;Krakaudorf;634;16;650;01.01.2013
AT2;AT22;AT226;614;Murau;61405;Krakauhintermühlen;530;9;539;01.01.2013
AT2;AT22;AT226;614;Murau;61406;Krakauschatten;302;11;313;01.01.2013
AT2;AT22;AT226;614;Murau;61407;Kulm am Zirbitz;320;1;321;01.01.2013
AT2;AT22;AT226;614;Murau;61408;Laßnitz bei Murau;1011;38;1049;01.01.2013
AT2;AT22;AT226;614;Murau;61409;Mariahof;1318;23;1341;01.01.2013
AT2;AT22;AT226;614;Murau;61410;Mühlen;905;13;918;01.01.2013
AT2;AT22;AT226;614;Murau;61411;Murau;1987;137;2124;01.01.2013
AT2;AT22;AT226;614;Murau;61412;Neumarkt in Steiermark;1687;75;1762;01.01.2013
AT2;AT22;AT226;614;Murau;61413;Niederwölz;588;20;608;01.01.2013
AT2;AT22;AT226;614;Murau;61414;Oberwölz Stadt;970;25;995;01.01.2013
AT2;AT22;AT226;614;Murau;61415;Oberwölz Umgebung;771;13;784;01.01.2013
AT2;AT22;AT226;614;Murau;61416;Perchau am Sattel;290;7;297;01.01.2013
AT2;AT22;AT226;614;Murau;61417;Predlitz-Turrach;720;98;818;01.01.2013
AT2;AT22;AT226;614;Murau;61418;Ranten;1035;8;1043;01.01.2013
AT2;AT22;AT226;614;Murau;61419;Rinegg;150;8;158;01.01.2013
AT2;AT22;AT226;614;Murau;61420;Sankt Blasen;540;16;556;01.01.2013
AT2;AT22;AT226;614;Murau;61421;Sankt Georgen ob Murau;1263;104;1367;01.01.2013
AT2;AT22;AT226;614;Murau;61422;Sankt Lambrecht;1313;112;1425;01.01.2013
AT2;AT22;AT226;614;Murau;61423;Sankt Lorenzen bei Scheifling;611;22;633;01.01.2013
AT2;AT22;AT226;614;Murau;61424;Sankt Marein bei Neumarkt;904;30;934;01.01.2013
AT2;AT22;AT226;614;Murau;61425;Sankt Peter am Kammersberg;2050;50;2100;01.01.2013
AT2;AT22;AT226;614;Murau;61427;Scheifling;1474;51;1525;01.01.2013
AT2;AT22;AT226;614;Murau;61428;Schöder;978;21;999;01.01.2013
AT2;AT22;AT226;614;Murau;61429;Schönberg-Lachtal;424;18;442;01.01.2013
AT2;AT22;AT226;614;Murau;61430;Stadl an der Mur;961;21;982;01.01.2013
AT2;AT22;AT226;614;Murau;61431;Stolzalpe;414;29;443;01.01.2013
AT2;AT22;AT226;614;Murau;61432;Teufenbach;646;54;700;01.01.2013
AT2;AT22;AT226;614;Murau;61433;Triebendorf;138;5;143;01.01.2013
AT2;AT22;AT226;614;Murau;61434;Winklern bei Oberwölz;850;16;866;01.01.2013
AT2;AT22;AT226;614;Murau;61435;Zeutschach;218;3;221;01.01.2013
AT2;AT22;AT226;614;Murau;61436;St.Ruprecht-Falkendorf;466;2;468;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61601;Bärnbach;5111;162;5273;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61602;Edelschrott;1551;46;1597;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61603;Gallmannsegg;307;5;312;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61604;Geistthal;811;14;825;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61605;Gößnitz;437;5;442;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61606;Graden;482;3;485;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61607;Hirschegg;655;15;670;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61608;Kainach bei Voitsberg;659;12;671;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61609;Köflach;9274;379;9653;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61610;Kohlschwarz;695;14;709;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61611;Krottendorf-Gaisfeld;2410;58;2468;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61612;Ligist;3140;58;3198;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61613;Maria Lankowitz;2074;87;2161;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61614;Modriach;197;7;204;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61615;Mooskirchen;2032;62;2094;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61616;Pack;409;5;414;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61617;Piberegg;349;8;357;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61618;Rosental an der Kainach;1630;54;1684;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61619;Salla;283;1;284;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61620;Sankt Johann-Köppling;1738;47;1785;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61621;Sankt Martin am Wöllmißberg;806;11;817;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61622;Söding;2084;81;2165;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61623;Södingberg;808;11;819;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61624;Stallhofen;3076;57;3133;01.01.2013
AT2;AT22;AT225;616;Voitsberg;61625;Voitsberg;9170;388;9558;01.01.2013
AT2;AT22;AT224;617;Weiz;61701;Albersdorf-Prebuch;1922;74;1996;01.01.2013
AT2;AT22;AT224;617;Weiz;61702;Anger;823;20;843;01.01.2013
AT2;AT22;AT224;617;Weiz;61703;Arzberg;534;12;546;01.01.2013
AT2;AT22;AT224;617;Weiz;61704;Baierdorf bei Anger;1606;27;1633;01.01.2013
AT2;AT22;AT224;617;Weiz;61705;Birkfeld;1569;33;1602;01.01.2013
AT2;AT22;AT224;617;Weiz;61706;Etzersdorf-Rollsdorf;1115;7;1122;01.01.2013
AT2;AT22;AT224;617;Weiz;61707;Feistritz bei Anger;1049;26;1075;01.01.2013
AT2;AT22;AT224;617;Weiz;61708;Fischbach;1516;14;1530;01.01.2013
AT2;AT22;AT224;617;Weiz;61709;Fladnitz an der Teichalm;1145;41;1186;01.01.2013
AT2;AT22;AT224;617;Weiz;61710;Floing;1190;22;1212;01.01.2013
AT2;AT22;AT224;617;Weiz;61711;Gasen;924;7;931;01.01.2013
AT2;AT22;AT224;617;Weiz;61712;Gersdorf an der Feistritz;1190;23;1213;01.01.2013
AT2;AT22;AT224;617;Weiz;61713;Gleisdorf;5300;523;5823;01.01.2013
AT2;AT22;AT224;617;Weiz;61714;Gschaid bei Birkfeld;911;9;920;01.01.2013
AT2;AT22;AT224;617;Weiz;61715;Gutenberg an der Raabklamm;1218;14;1232;01.01.2013
AT2;AT22;AT224;617;Weiz;61716;Markt Hartmannsdorf;2843;120;2963;01.01.2013
AT2;AT22;AT224;617;Weiz;61717;Haslau bei Birkfeld;436;5;441;01.01.2013
AT2;AT22;AT224;617;Weiz;61718;Hirnsdorf;670;18;688;01.01.2013
AT2;AT22;AT224;617;Weiz;61719;Hofstätten an der Raab;1985;94;2079;01.01.2013
AT2;AT22;AT224;617;Weiz;61720;Hohenau an der Raab;1283;27;1310;01.01.2013
