NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;OEVP   ;MARTI  ;GRUE   ;FPOE   ;KPOE   ;JULIS  ;BZOE   ;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;28;530;194;3;48;27;30;43;25;9;4;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;29;588;222;3;56;37;29;56;26;8;3;4;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;30;501;193;0;56;28;24;61;15;2;3;4;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;31;610;253;5;49;32;43;92;17;6;3;6;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;32;758;295;3;80;38;35;92;27;11;5;4;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;33;591;234;3;69;34;47;47;23;5;2;4;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;34;355;142;3;17;33;13;55;15;1;0;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;35;541;163;5;38;25;28;40;14;3;0;10;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;36;506;172;2;49;22;22;51;15;2;7;2;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;37;571;217;6;73;31;20;49;23;5;4;6;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;38;542;230;4;64;36;36;51;27;3;2;7;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;39;525;178;1;76;8;44;9;35;2;0;3;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;40;680;195;1;60;21;24;56;27;1;2;3;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;41;429;154;2;47;20;14;41;21;6;1;2;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;42;525;158;2;45;18;21;45;22;3;1;1;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;43;599;171;1;41;15;25;45;34;4;3;3;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;44;628;219;3;38;25;24;82;26;9;6;6;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;45;633;229;2;63;23;34;65;30;5;2;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;46;629;256;5;79;41;22;67;31;9;0;2;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;47;401;142;3;43;19;15;40;16;3;0;3;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;48;392;163;2;36;22;24;41;27;2;1;8;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;49;570;181;3;55;19;20;50;23;6;0;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;50;649;329;11;131;44;37;49;44;7;2;4;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;51;584;252;2;65;35;24;78;28;9;4;7;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;52;565;223;3;67;35;34;49;23;2;4;6;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;53;491;190;3;79;22;20;30;20;5;5;6;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;54;576;258;1;57;45;38;66;34;4;9;4;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;55;587;213;2;47;32;28;63;29;5;5;2;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;56;667;285;3;57;63;30;87;36;4;2;3;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;57;456;158;1;54;18;26;17;39;1;1;1;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;58;672;214;4;81;20;34;9;56;4;1;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;59;656;216;2;48;39;29;58;25;5;3;7;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;60;510;188;2;35;22;23;62;32;3;3;6;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;61;595;178;15;49;20;23;31;25;13;1;1;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;62;522;173;1;41;17;30;48;26;4;1;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;63;643;231;1;77;34;40;35;35;2;4;3;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;64;430;146;4;39;11;20;29;38;1;1;3;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;65;490;194;2;62;28;26;56;13;3;2;2;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;66;573;184;4;31;21;38;46;33;4;3;4;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;67;478;185;2;93;16;26;13;27;1;0;7;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;68;591;189;3;52;13;33;44;33;3;2;6;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;69;555;196;1;47;21;39;51;25;4;3;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;70;575;220;4;60;38;31;40;28;4;4;11;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;71;703;190;3;66;15;28;31;42;2;2;1;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;72;519;163;1;42;27;17;44;25;1;4;2;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;73;424;129;2;39;25;10;23;22;2;1;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;74;594;189;3;55;18;31;32;38;5;2;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;75;467;125;1;50;5;18;12;35;2;0;2;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;76;384;142;5;57;9;31;7;27;1;1;4;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;77;488;173;4;57;10;37;9;50;3;0;3;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;78;518;188;2;51;33;28;39;22;4;2;7;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;79;627;179;3;56;16;34;12;49;1;2;6;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;80;512;162;0;63;5;40;14;33;0;0;7;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;81;541;134;0;57;4;19;8;43;1;1;1;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;82;508;179;0;79;14;30;5;43;2;1;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;83;344;225;8;132;22;35;2;23;0;0;3;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;84;523;208;3;62;19;38;35;44;3;2;2;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;85;319;106;4;39;6;23;6;24;1;1;2;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;86;479;198;8;66;33;33;19;30;1;2;6;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;87;443;160;4;64;7;32;6;43;0;1;3;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;88;261;80;4;14;3;14;3;33;1;0;8;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;89;538;259;5;87;8;76;25;52;1;0;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;90;387;191;4;52;16;50;13;48;3;0;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;91;574;220;2;55;29;28;59;34;3;2;8;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;92;560;240;5;55;44;32;77;12;1;6;8;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;93;658;297;3;58;71;57;61;38;4;1;4;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;94;603;257;3;59;57;31;65;29;4;3;6;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;95;597;210;4;78;29;25;37;28;3;1;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;96;509;247;3;55;66;34;34;38;5;6;6;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;97;565;217;4;86;18;35;16;53;0;2;3;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;98;632;207;5;72;12;40;21;49;3;1;4;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;99;657;204;1;80;12;33;20;54;0;0;4;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;100;530;173;0;74;14;22;15;43;0;0;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;101;664;222;2;76;10;38;39;50;1;1;5;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;102;404;126;0;46;12;25;15;23;1;0;4;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;103;586;179;2;98;9;31;7;28;1;1;2;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;104;453;166;2;78;12;23;22;21;1;0;7;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;105;527;216;8;91;8;50;8;48;1;0;2;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;106;471;180;4;74;8;32;20;37;3;1;1;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;107;950;346;9;96;48;43;76;60;6;2;6;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;108;574;243;6;63;26;36;75;14;5;9;9;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;109;348;157;0;36;17;15;71;10;1;5;2;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;110;573;199;8;54;25;45;16;43;2;3;3;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;111;0;18;0;4;7;2;3;2;0;0;0;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;112;0;2566;21;650;552;396;581;242;44;36;44;                                                                                                                 
AT1;AT13;AT130;90201;4;9;3;2;113;0;770;14;192;152;102;215;54;17;14;10;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;1;680;246;6;60;26;21;87;30;4;7;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;2;737;306;0;85;37;33;90;41;8;4;8;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;3;701;272;3;90;22;56;47;47;4;0;3;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;4;516;206;1;55;35;28;32;44;5;2;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;5;519;181;1;47;34;19;42;25;4;5;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;6;627;196;2;49;30;28;47;34;4;1;1;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;7;726;230;6;56;19;33;62;41;2;6;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;8;639;211;3;36;41;38;51;31;4;1;6;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;9;601;182;1;50;15;31;30;39;7;4;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;10;529;196;3;71;14;38;15;52;1;0;2;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;11;687;193;7;76;17;29;27;33;0;1;3;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;12;491;143;2;37;17;24;30;24;1;2;6;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;13;728;265;4;93;16;45;30;66;2;4;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;14;496;202;4;58;43;38;19;31;2;0;7;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;15;543;192;2;72;25;31;21;32;2;2;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;16;587;175;2;71;18;24;25;30;2;1;2;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;17;702;248;1;101;12;57;12;52;3;1;9;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;18;556;135;1;53;15;20;10;31;2;0;3;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;19;724;234;3;81;15;47;26;56;1;3;2;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;20;524;168;1;73;10;36;5;39;0;1;3;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;21;596;216;5;58;48;36;21;36;1;6;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;22;582;221;2;78;13;51;6;63;2;1;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;23;558;174;2;66;25;17;33;22;2;4;3;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;24;799;284;3;113;27;48;16;70;4;0;3;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;25;681;232;6;82;18;42;36;41;2;2;3;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;26;809;334;7;104;42;43;56;69;0;5;8;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;27;750;239;4;100;16;43;31;35;2;1;7;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;28;486;198;4;78;18;33;35;25;1;2;2;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;29;521;214;6;64;21;26;42;46;3;2;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;30;770;225;3;91;10;38;10;62;3;1;7;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;31;795;256;2;121;13;36;10;67;2;1;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;32;630;160;1;58;13;29;12;42;1;0;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;33;823;253;1;83;22;49;21;61;8;1;7;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;34;682;237;0;71;37;33;46;40;3;2;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;35;723;238;2;85;27;46;39;23;3;4;9;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;36;644;192;4;83;17;33;10;34;3;1;7;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;37;708;229;3;82;8;54;8;63;0;0;11;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;38;769;322;3;131;18;65;20;76;0;0;9;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;39;585;197;5;66;21;42;17;40;2;0;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;40;614;202;8;61;30;19;28;46;3;3;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;41;629;163;5;64;6;20;11;50;2;0;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;42;591;173;1;54;13;36;16;46;2;0;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;43;502;187;3;70;18;27;23;39;1;3;3;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;44;469;165;2;54;14;35;23;28;2;3;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;45;498;178;1;67;11;39;15;41;2;1;1;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;46;572;160;3;63;11;26;14;34;3;2;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;47;532;215;2;69;38;29;31;31;4;4;7;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;48;587;188;5;65;26;19;38;31;2;1;1;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;49;704;151;2;56;9;28;13;38;3;0;2;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;50;579;143;5;55;11;20;18;29;1;0;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;51;587;166;1;64;15;34;17;29;3;0;3;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;52;644;209;3;63;19;32;50;36;2;3;1;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;53;607;228;5;64;35;39;39;35;4;2;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;54;443;141;2;48;14;22;20;26;4;2;3;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;55;552;176;3;50;22;31;24;34;2;5;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;56;532;171;0;52;17;42;17;37;2;0;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;57;574;231;4;65;50;42;26;32;2;2;8;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;58;596;186;3;72;14;27;36;29;1;2;2;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;59;591;173;4;79;9;35;11;26;5;1;3;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;60;665;204;1;62;19;29;42;39;5;4;3;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;61;478;183;3;60;19;53;16;21;4;0;7;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;62;544;200;4;44;34;42;20;43;1;2;10;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;63;667;225;5;69;25;39;32;41;1;5;8;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;64;743;267;5;94;18;58;25;53;3;4;7;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;65;591;218;1;77;16;43;25;45;3;2;6;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;66;605;210;1;71;28;37;29;31;2;2;9;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;67;351;106;3;35;13;19;15;14;2;1;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;68;548;246;4;54;33;26;95;28;2;3;1;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;69;630;228;5;78;25;36;18;54;3;0;9;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;70;666;177;2;60;14;38;10;46;2;1;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;71;661;286;7;91;27;65;22;62;3;1;8;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;72;650;262;4;70;50;52;34;46;1;0;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;73;569;191;3;57;16;36;17;57;2;2;1;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;74;769;287;2;72;41;52;59;43;5;5;8;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;75;1057;248;3;80;34;35;39;50;1;0;6;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;76;724;402;9;195;43;54;49;38;6;3;5;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;77;615;227;5;60;28;34;36;49;1;4;10;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;78;488;187;1;49;23;19;34;49;5;3;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;79;505;197;5;52;28;25;31;41;1;2;12;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;80;663;230;4;87;13;48;29;38;2;3;6;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;81;700;230;2;82;16;33;56;28;8;1;4;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;82;393;157;2;37;20;17;51;22;3;2;3;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;83;620;219;1;58;29;25;64;16;9;4;13;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;84;0;1582;14;485;287;308;235;181;27;17;28;                                                                                                                 
AT1;AT13;AT130;92001;4;9;3;20;85;0;593;13;143;81;84;182;58;9;8;15;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;1;695;152;1;41;24;21;16;39;3;4;3;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;2;469;196;6;67;26;30;35;26;2;2;2;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;3;448;144;0;52;11;26;22;26;0;4;3;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;4;568;180;1;65;23;19;31;27;6;1;7;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;5;692;214;2;69;24;40;19;50;2;1;7;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;6;523;311;7;152;23;55;6;62;2;2;2;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;7;462;182;4;42;29;28;41;25;2;6;5;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;8;352;149;3;49;18;13;35;20;1;3;7;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;9;610;206;3;54;28;31;38;40;3;1;8;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;10;487;144;0;61;14;40;3;25;0;0;1;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;11;1178;189;1;57;36;33;21;34;2;1;4;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;12;607;165;2;68;18;22;15;31;2;2;5;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;13;465;185;5;80;12;41;15;24;0;2;6;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;14;519;235;7;101;29;36;18;36;3;1;4;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;15;664;199;1;70;14;21;33;44;2;4;10;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;16;517;170;3;61;12;27;17;39;1;1;9;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;17;459;202;3;73;11;47;9;50;0;0;9;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;18;712;218;5;83;16;31;21;58;2;0;2;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;19;572;197;1;54;11;54;6;58;1;1;11;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;20;591;165;2;40;33;32;14;37;0;0;7;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;21;640;189;1;79;10;35;19;40;2;2;1;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;22;667;193;0;78;18;44;10;37;1;4;1;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;23;493;182;5;54;12;50;10;44;1;0;6;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;24;309;105;0;31;15;14;13;24;2;0;6;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;25;422;121;1;48;13;4;18;28;0;1;8;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;26;605;178;4;71;11;28;17;42;1;1;3;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;27;550;201;3;81;16;28;15;47;2;0;9;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;28;374;86;1;33;5;10;10;23;0;2;2;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;29;678;289;3;52;44;66;38;72;2;0;12;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;30;429;135;1;37;15;25;4;46;1;4;2;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;31;604;196;3;51;29;31;28;41;3;7;3;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;32;530;181;2;54;9;40;10;54;2;1;9;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;33;358;132;7;24;28;16;16;27;3;4;7;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;34;397;158;2;38;34;18;34;29;0;2;1;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;35;480;150;2;52;21;30;15;25;1;0;4;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;36;567;296;5;100;42;51;37;49;1;3;8;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;37;533;158;1;47;22;25;20;33;2;2;6;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;38;564;162;2;62;9;24;15;41;4;1;4;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;39;291;118;1;41;5;18;7;45;0;0;1;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;40;530;143;0;44;8;16;7;64;2;1;1;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;41;604;142;2;52;5;11;9;53;4;0;6;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;42;490;192;6;60;6;47;15;54;0;1;3;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;43;461;160;3;73;4;9;12;55;3;0;1;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;44;416;116;4;52;2;10;6;37;2;1;2;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;45;534;147;1;40;21;26;17;32;2;1;7;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;46;421;155;0;55;8;29;8;45;3;0;7;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;47;665;193;2;71;15;30;28;40;4;0;3;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;48;423;91;3;32;15;13;6;20;0;0;2;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;49;689;242;5;76;21;66;10;58;1;0;5;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;50;802;277;7;74;22;54;23;83;3;4;7;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;51;481;145;1;42;19;22;17;37;2;0;5;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;52;340;115;1;48;12;17;5;27;1;0;4;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;53;749;204;3;81;18;33;21;42;1;2;3;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;54;652;248;7;69;26;61;26;47;5;1;6;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;55;424;121;1;44;15;14;12;28;4;1;2;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;56;599;220;3;67;19;35;29;57;2;5;3;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;57;590;201;4;56;33;40;24;32;4;3;5;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;58;454;117;1;50;3;15;17;21;1;1;8;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;59;625;224;4;92;17;31;14;61;1;0;4;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;60;996;450;10;105;84;104;43;92;2;4;6;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;61;354;82;2;27;6;11;8;21;3;0;4;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;62;872;375;9;105;40;86;42;67;2;2;22;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;63;554;152;2;43;37;16;19;31;1;1;2;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;64;347;87;2;23;15;16;11;19;0;0;1;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;65;771;216;0;67;30;29;27;50;5;2;6;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;66;804;304;6;56;47;56;45;70;1;6;17;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;67;632;223;3;77;16;42;25;43;3;5;9;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;68;691;204;3;61;32;27;33;39;1;3;5;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;69;427;201;3;35;45;45;28;33;1;3;8;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;70;665;215;0;73;23;36;25;48;1;1;8;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;71;726;329;1;82;82;68;23;56;4;3;10;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;72;650;253;2;90;32;43;43;35;2;2;4;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;73;558;149;0;55;15;22;9;42;0;2;4;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;74;538;182;7;62;16;35;14;36;3;1;8;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;75;559;202;1;65;23;43;8;54;2;0;6;                                                                                                                 
AT1;AT13;AT130;91001;4;9;4;10;76;460;162;2;55;11;38;13;36;0;1;6;                                                                                                                 
