NUTS1;NUTS2;NUTS3;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;DEATHS;YEAR
AT2;AT22;AT226;620;Murtal;62035;Spielberg;25;2012
AT2;AT22;AT226;620;Murtal;62036;Unzmarkt-Frauenburg;21;2012
AT2;AT22;AT226;620;Murtal;62037;Weißkirchen in Steiermark;12;2012
AT2;AT22;AT226;620;Murtal;62038;Zeltweg;63;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62101;Aflenz Kurort;16;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62102;Aflenz Land;12;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62103;Allerheiligen im Mürztal;14;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62104;Altenberg an der Rax;2;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62105;Breitenau am Hochlantsch;24;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62106;Bruck an der Mur;175;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62107;Etmißl;6;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62108;Frauenberg;2;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62109;Ganz;5;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62110;Gußwerk;17;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62111;Halltal;3;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62112;Kapellen;6;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62113;Kapfenberg;246;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62114;Kindberg;111;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62115;Krieglach;55;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62116;Langenwang;23;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62117;Mariazell;24;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62118;Mitterdorf im Mürztal;28;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62119;Mürzhofen;7;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62120;Mürzsteg;9;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62121;Mürzzuschlag;106;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62122;Neuberg an der Mürz;10;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62123;Oberaich;92;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62124;Parschlug;5;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62125;Pernegg an der Mur;15;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62126;Sankt Ilgen;1;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62127;Sankt Katharein an der Laming;12;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62128;Sankt Lorenzen im Mürztal;35;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62129;Sankt Marein im Mürztal;42;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62130;Sankt Sebastian;16;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62131;Spital am Semmering;15;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62132;Stanz im Mürztal;21;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62133;Thörl;29;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62134;Tragöß;11;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62135;Turnau;19;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62136;Veitsch;37;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62137;Wartberg im Mürztal;21;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62201;Altenmarkt bei Fürstenfeld;12;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62202;Bad Blumau;21;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62203;Bad Waltersdorf;22;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62204;Blaindorf;1;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62205;Buch-St. Magdalena;22;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62206;Burgau;14;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62207;Dechantskirchen;8;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62208;Dienersdorf;5;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62209;Ebersdorf;8;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62210;Eichberg;12;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62211;Friedberg;46;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62212;Fürstenfeld;90;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62213;Grafendorf bei Hartberg;15;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62214;Greinbach;7;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62215;Großhart;4;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62216;Großsteinbach;7;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62217;Großwilfersdorf;10;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62218;Hainersdorf;6;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62219;Hartberg;75;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62220;Hartberg Umgebung;12;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62221;Hartl;4;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62222;Hofkirchen bei Hartberg;1;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62223;Ilz;21;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62224;Kaibing;1;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62225;Kaindorf;14;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62226;Lafnitz;15;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62227;Limbach bei Neudau;0;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62228;Loipersdorf bei Fürstenfeld;8;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62229;Mönichwald;9;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62230;Nestelbach im Ilztal;10;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62231;Neudau;10;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62232;Ottendorf an der Rittschein;17;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62233;Pinggau;16;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62234;Pöllau;29;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62235;Pöllauberg;12;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62236;Puchegg;2;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62237;Rabenwald;3;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62238;Riegersberg;3;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62239;Rohr bei Hartberg;6;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62240;Rohrbach an der Lafnitz;6;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62241;Saifen-Boden;6;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62242;Sankt Jakob im Walde;3;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62243;Sankt Johann bei Herberstein;0;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62244;Sankt Johann in der Haide;18;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62245;Sankt Lorenzen am Wechsel;14;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62246;Schachen bei Vorau;5;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62247;Schäffern;14;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62248;Schlag bei Thalberg;6;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62249;Schönegg bei Pöllau;8;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62250;Sebersdorf;9;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62251;Siegersdorf bei Herberstein;2;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62252;Söchau;34;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62253;Sonnhofen;9;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62254;Stambach;3;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62255;Stein;3;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62256;Stubenberg;54;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62257;Tiefenbach bei Kaindorf;9;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62258;Übersbach;10;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62259;Vorau;15;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62260;Vornholz;8;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62261;Waldbach;8;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62262;Wenigzell;11;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62263;Wörth an der Lafnitz;2;2012
AT2;AT22;AT224;623;Südoststeiermark;62301;Auersbach;7;2012
AT2;AT22;AT224;623;Südoststeiermark;62302;Aug-Radisch;1;2012
AT2;AT22;AT224;623;Südoststeiermark;62303;Bad Gleichenberg;29;2012
AT2;AT22;AT224;623;Südoststeiermark;62304;Bad Radkersburg;36;2012
AT2;AT22;AT224;623;Südoststeiermark;62305;Bairisch Kölldorf;16;2012
AT2;AT22;AT224;623;Südoststeiermark;62306;Baumgarten bei Gnas;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62307;Bierbaum am Auersbach;0;2012
AT2;AT22;AT224;623;Südoststeiermark;62308;Breitenfeld an der Rittschein;10;2012
AT2;AT22;AT224;623;Südoststeiermark;62309;Deutsch Goritz;11;2012
AT2;AT22;AT224;623;Südoststeiermark;62310;Dietersdorf am Gnasbach;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62311;Edelsbach bei Feldbach;10;2012
AT2;AT22;AT224;623;Südoststeiermark;62312;Edelstauden;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62313;Eichfeld;4;2012
AT2;AT22;AT224;623;Südoststeiermark;62314;Eichkögl;15;2012
AT2;AT22;AT224;623;Südoststeiermark;62315;Fehring;34;2012
AT2;AT22;AT224;623;Südoststeiermark;62316;Feldbach;52;2012
AT2;AT22;AT224;623;Südoststeiermark;62317;Fladnitz im Raabtal;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62318;Frannach;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62319;Frutten-Gießelsdorf;8;2012
AT2;AT22;AT224;623;Südoststeiermark;62320;Glojach;1;2012
AT2;AT22;AT224;623;Südoststeiermark;62321;Gnas;26;2012
AT2;AT22;AT224;623;Südoststeiermark;62322;Gniebing-Weißenbach;21;2012
AT2;AT22;AT224;623;Südoststeiermark;62323;Gosdorf;11;2012
AT2;AT22;AT224;623;Südoststeiermark;62324;Gossendorf;6;2012
AT2;AT22;AT224;623;Südoststeiermark;62325;Grabersdorf;2;2012
AT2;AT22;AT224;623;Südoststeiermark;62326;Halbenrain;26;2012
AT2;AT22;AT224;623;Südoststeiermark;62327;Hatzendorf;14;2012
AT2;AT22;AT224;623;Südoststeiermark;62328;Hof bei Straden;8;2012
AT2;AT22;AT224;623;Südoststeiermark;62329;Hohenbrugg-Weinberg;8;2012
AT2;AT22;AT224;623;Südoststeiermark;62330;Jagerberg;11;2012
AT2;AT22;AT224;623;Südoststeiermark;62331;Johnsdorf-Brunn;9;2012
AT2;AT22;AT224;623;Südoststeiermark;62332;Kapfenstein;9;2012
AT2;AT22;AT224;623;Südoststeiermark;62333;Kirchbach in Steiermark;29;2012
AT2;AT22;AT224;623;Südoststeiermark;62334;Kirchberg an der Raab;16;2012
AT2;AT22;AT224;623;Südoststeiermark;62335;Klöch;13;2012
AT2;AT22;AT224;623;Südoststeiermark;62336;Kohlberg;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62337;Kornberg bei Riegersburg;12;2012
AT2;AT22;AT224;623;Südoststeiermark;62338;Krusdorf;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62339;Leitersdorf im Raabtal;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62340;Lödersdorf;6;2012
AT2;AT22;AT224;623;Südoststeiermark;62341;Maierdorf;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62342;Merkendorf;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62343;Mettersdorf am Saßbach;10;2012
AT2;AT22;AT224;623;Südoststeiermark;62344;Mitterlabill;7;2012
AT2;AT22;AT224;623;Südoststeiermark;62345;Mühldorf bei Feldbach;22;2012
AT2;AT22;AT224;623;Südoststeiermark;62346;Mureck;11;2012
AT2;AT22;AT224;623;Südoststeiermark;62347;Murfeld;19;2012
AT2;AT22;AT224;623;Südoststeiermark;62348;Oberdorf am Hochegg;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62349;Oberstorcha;8;2012
AT2;AT22;AT224;623;Südoststeiermark;62350;Paldau;16;2012
AT2;AT22;AT224;623;Südoststeiermark;62351;Perlsdorf;4;2012
AT2;AT22;AT224;623;Südoststeiermark;62352;Pertlstein;17;2012
AT2;AT22;AT224;623;Südoststeiermark;62353;Petersdorf II;6;2012
AT2;AT22;AT224;623;Südoststeiermark;62354;Pirching am Traubenberg;12;2012
AT2;AT22;AT224;623;Südoststeiermark;62355;Poppendorf;6;2012
AT2;AT22;AT224;623;Südoststeiermark;62356;Raabau;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62357;Radkersburg Umgebung;20;2012
AT2;AT22;AT224;623;Südoststeiermark;62358;Raning;6;2012
AT2;AT22;AT224;623;Südoststeiermark;62359;Ratschendorf;4;2012
AT2;AT22;AT224;623;Südoststeiermark;62360;Riegersburg;23;2012
AT2;AT22;AT224;623;Südoststeiermark;62361;Sankt Anna am Aigen;19;2012
AT2;AT22;AT224;623;Südoststeiermark;62362;Sankt Peter am Ottersbach;37;2012
AT2;AT22;AT224;623;Südoststeiermark;62363;Sankt Stefan im Rosental;36;2012
AT2;AT22;AT224;623;Südoststeiermark;62364;Schwarzau im Schwarzautal;4;2012
AT2;AT22;AT224;623;Südoststeiermark;62365;Stainz bei Straden;11;2012
AT2;AT22;AT224;623;Südoststeiermark;62366;Straden;16;2012
AT2;AT22;AT224;623;Südoststeiermark;62367;Studenzen;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62368;Tieschen;15;2012
AT2;AT22;AT224;623;Südoststeiermark;62369;Trautmannsdorf in Oststeiermark;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62370;Trössing;1;2012
AT2;AT22;AT224;623;Südoststeiermark;62371;Unterauersbach;6;2012
AT2;AT22;AT224;623;Südoststeiermark;62372;Unterlamm;16;2012
AT2;AT22;AT224;623;Südoststeiermark;62373;Weinburg am Saßbach;9;2012
AT2;AT22;AT224;623;Südoststeiermark;62374;Zerlach;6;2012
