NUTS1;NUTS2;NUTS3;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;LIVEBIRTHS;YEAR
AT2;AT22;AT226;620;Murtal;62036;Unzmarkt-Frauenburg;11;2012
AT2;AT22;AT226;620;Murtal;62037;Weißkirchen in Steiermark;14;2012
AT2;AT22;AT226;620;Murtal;62038;Zeltweg;53;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62101;Aflenz Kurort;8;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62102;Aflenz Land;11;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62103;Allerheiligen im Mürztal;11;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62104;Altenberg an der Rax;5;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62105;Breitenau am Hochlantsch;12;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62106;Bruck an der Mur;99;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62107;Etmißl;5;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62108;Frauenberg;1;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62109;Ganz;1;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62110;Gußwerk;7;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62111;Halltal;3;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62112;Kapellen;3;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62113;Kapfenberg;186;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62114;Kindberg;47;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62115;Krieglach;38;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62116;Langenwang;33;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62117;Mariazell;12;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62118;Mitterdorf im Mürztal;17;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62119;Mürzhofen;4;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62120;Mürzsteg;2;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62121;Mürzzuschlag;56;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62122;Neuberg an der Mürz;9;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62123;Oberaich;19;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62124;Parschlug;15;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62125;Pernegg an der Mur;29;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62126;Sankt Ilgen;2;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62127;Sankt Katharein an der Laming;5;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62128;Sankt Lorenzen im Mürztal;26;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62129;Sankt Marein im Mürztal;17;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62130;Sankt Sebastian;9;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62131;Spital am Semmering;4;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62132;Stanz im Mürztal;16;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62133;Thörl;6;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62134;Tragöß;10;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62135;Turnau;14;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62136;Veitsch;12;2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62137;Wartberg im Mürztal;16;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62201;Altenmarkt bei Fürstenfeld;8;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62202;Bad Blumau;9;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62203;Bad Waltersdorf;25;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62204;Blaindorf;6;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62205;Buch-St. Magdalena;19;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62206;Burgau;10;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62207;Dechantskirchen;13;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62208;Dienersdorf;7;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62209;Ebersdorf;12;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62210;Eichberg;9;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62211;Friedberg;16;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62212;Fürstenfeld;39;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62213;Grafendorf bei Hartberg;24;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62214;Greinbach;20;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62215;Großhart;7;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62216;Großsteinbach;16;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62217;Großwilfersdorf;10;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62218;Hainersdorf;4;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62219;Hartberg;60;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62220;Hartberg Umgebung;27;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62221;Hartl;15;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62222;Hofkirchen bei Hartberg;8;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62223;Ilz;15;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62224;Kaibing;4;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62225;Kaindorf;17;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62226;Lafnitz;7;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62227;Limbach bei Neudau;2;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62228;Loipersdorf bei Fürstenfeld;6;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62229;Mönichwald;6;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62230;Nestelbach im Ilztal;16;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62231;Neudau;12;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62232;Ottendorf an der Rittschein;18;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62233;Pinggau;35;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62234;Pöllau;18;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62235;Pöllauberg;17;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62236;Puchegg;9;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62237;Rabenwald;9;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62238;Riegersberg;8;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62239;Rohr bei Hartberg;3;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62240;Rohrbach an der Lafnitz;8;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62241;Saifen-Boden;4;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62242;Sankt Jakob im Walde;16;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62243;Sankt Johann bei Herberstein;4;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62244;Sankt Johann in der Haide;18;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62245;Sankt Lorenzen am Wechsel;10;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62246;Schachen bei Vorau;15;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62247;Schäffern;16;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62248;Schlag bei Thalberg;6;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62249;Schönegg bei Pöllau;11;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62250;Sebersdorf;10;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62251;Siegersdorf bei Herberstein;3;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62252;Söchau;6;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62253;Sonnhofen;7;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62254;Stambach;5;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62255;Stein;3;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62256;Stubenberg;21;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62257;Tiefenbach bei Kaindorf;8;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62258;Übersbach;13;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62259;Vorau;5;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62260;Vornholz;7;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62261;Waldbach;4;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62262;Wenigzell;14;2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62263;Wörth an der Lafnitz;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62301;Auersbach;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62302;Aug-Radisch;1;2012
AT2;AT22;AT224;623;Südoststeiermark;62303;Bad Gleichenberg;25;2012
AT2;AT22;AT224;623;Südoststeiermark;62304;Bad Radkersburg;6;2012
AT2;AT22;AT224;623;Südoststeiermark;62305;Bairisch Kölldorf;9;2012
AT2;AT22;AT224;623;Südoststeiermark;62306;Baumgarten bei Gnas;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62307;Bierbaum am Auersbach;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62308;Breitenfeld an der Rittschein;13;2012
AT2;AT22;AT224;623;Südoststeiermark;62309;Deutsch Goritz;8;2012
AT2;AT22;AT224;623;Südoststeiermark;62310;Dietersdorf am Gnasbach;1;2012
AT2;AT22;AT224;623;Südoststeiermark;62311;Edelsbach bei Feldbach;10;2012
AT2;AT22;AT224;623;Südoststeiermark;62312;Edelstauden;4;2012
AT2;AT22;AT224;623;Südoststeiermark;62313;Eichfeld;2;2012
AT2;AT22;AT224;623;Südoststeiermark;62314;Eichkögl;13;2012
AT2;AT22;AT224;623;Südoststeiermark;62315;Fehring;27;2012
AT2;AT22;AT224;623;Südoststeiermark;62316;Feldbach;52;2012
AT2;AT22;AT224;623;Südoststeiermark;62317;Fladnitz im Raabtal;4;2012
AT2;AT22;AT224;623;Südoststeiermark;62318;Frannach;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62319;Frutten-Gießelsdorf;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62320;Glojach;1;2012
AT2;AT22;AT224;623;Südoststeiermark;62321;Gnas;8;2012
AT2;AT22;AT224;623;Südoststeiermark;62322;Gniebing-Weißenbach;15;2012
AT2;AT22;AT224;623;Südoststeiermark;62323;Gosdorf;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62324;Gossendorf;7;2012
AT2;AT22;AT224;623;Südoststeiermark;62325;Grabersdorf;1;2012
AT2;AT22;AT224;623;Südoststeiermark;62326;Halbenrain;11;2012
AT2;AT22;AT224;623;Südoststeiermark;62327;Hatzendorf;11;2012
AT2;AT22;AT224;623;Südoststeiermark;62328;Hof bei Straden;6;2012
AT2;AT22;AT224;623;Südoststeiermark;62329;Hohenbrugg-Weinberg;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62330;Jagerberg;25;2012
AT2;AT22;AT224;623;Südoststeiermark;62331;Johnsdorf-Brunn;8;2012
AT2;AT22;AT224;623;Südoststeiermark;62332;Kapfenstein;14;2012
AT2;AT22;AT224;623;Südoststeiermark;62333;Kirchbach in Steiermark;10;2012
AT2;AT22;AT224;623;Südoststeiermark;62334;Kirchberg an der Raab;18;2012
AT2;AT22;AT224;623;Südoststeiermark;62335;Klöch;12;2012
AT2;AT22;AT224;623;Südoststeiermark;62336;Kohlberg;4;2012
AT2;AT22;AT224;623;Südoststeiermark;62337;Kornberg bei Riegersburg;8;2012
AT2;AT22;AT224;623;Südoststeiermark;62338;Krusdorf;2;2012
AT2;AT22;AT224;623;Südoststeiermark;62339;Leitersdorf im Raabtal;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62340;Lödersdorf;11;2012
AT2;AT22;AT224;623;Südoststeiermark;62341;Maierdorf;4;2012
AT2;AT22;AT224;623;Südoststeiermark;62342;Merkendorf;8;2012
AT2;AT22;AT224;623;Südoststeiermark;62343;Mettersdorf am Saßbach;8;2012
AT2;AT22;AT224;623;Südoststeiermark;62344;Mitterlabill;1;2012
AT2;AT22;AT224;623;Südoststeiermark;62345;Mühldorf bei Feldbach;25;2012
AT2;AT22;AT224;623;Südoststeiermark;62346;Mureck;12;2012
AT2;AT22;AT224;623;Südoststeiermark;62347;Murfeld;13;2012
AT2;AT22;AT224;623;Südoststeiermark;62348;Oberdorf am Hochegg;7;2012
AT2;AT22;AT224;623;Südoststeiermark;62349;Oberstorcha;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62350;Paldau;19;2012
AT2;AT22;AT224;623;Südoststeiermark;62351;Perlsdorf;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62352;Pertlstein;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62353;Petersdorf II;12;2012
AT2;AT22;AT224;623;Südoststeiermark;62354;Pirching am Traubenberg;12;2012
AT2;AT22;AT224;623;Südoststeiermark;62355;Poppendorf;6;2012
AT2;AT22;AT224;623;Südoststeiermark;62356;Raabau;10;2012
AT2;AT22;AT224;623;Südoststeiermark;62357;Radkersburg Umgebung;11;2012
AT2;AT22;AT224;623;Südoststeiermark;62358;Raning;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62359;Ratschendorf;3;2012
AT2;AT22;AT224;623;Südoststeiermark;62360;Riegersburg;19;2012
AT2;AT22;AT224;623;Südoststeiermark;62361;Sankt Anna am Aigen;9;2012
AT2;AT22;AT224;623;Südoststeiermark;62362;Sankt Peter am Ottersbach;12;2012
AT2;AT22;AT224;623;Südoststeiermark;62363;Sankt Stefan im Rosental;43;2012
AT2;AT22;AT224;623;Südoststeiermark;62364;Schwarzau im Schwarzautal;1;2012
AT2;AT22;AT224;623;Südoststeiermark;62365;Stainz bei Straden;7;2012
AT2;AT22;AT224;623;Südoststeiermark;62366;Straden;12;2012
AT2;AT22;AT224;623;Südoststeiermark;62367;Studenzen;5;2012
AT2;AT22;AT224;623;Südoststeiermark;62368;Tieschen;13;2012
AT2;AT22;AT224;623;Südoststeiermark;62369;Trautmannsdorf in Oststeiermark;7;2012
AT2;AT22;AT224;623;Südoststeiermark;62370;Trössing;0;2012
AT2;AT22;AT224;623;Südoststeiermark;62371;Unterauersbach;9;2012
AT2;AT22;AT224;623;Südoststeiermark;62372;Unterlamm;9;2012
AT2;AT22;AT224;623;Südoststeiermark;62373;Weinburg am Saßbach;12;2012
AT2;AT22;AT224;623;Südoststeiermark;62374;Zerlach;12;2012
