NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;SPOE   ;FPOE   ;OEVP   ;GRUE   ;KPOE   ;BZOE   ;SLP    ;WIF    ;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;27;520;283;4;120;39;57;54;6;3;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;28;474;347;3;165;36;47;86;6;4;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;29;625;317;6;192;42;20;49;5;3;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;30;719;396;11;170;50;67;87;6;5;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;31;520;282;5;122;45;45;54;6;5;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;32;516;287;6;137;24;50;59;5;6;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;33;605;268;14;101;42;43;63;5;0;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;34;738;380;10;200;66;55;43;1;5;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;35;686;409;1;226;59;60;56;5;2;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;36;716;410;8;242;81;26;44;7;2;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;37;542;273;5;154;48;23;36;2;5;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;38;411;208;9;105;26;24;36;7;1;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;39;675;378;6;155;74;74;61;4;4;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;40;562;325;5;183;56;40;29;6;6;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;41;426;297;9;190;28;47;18;3;2;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;42;612;351;4;203;67;46;23;5;3;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;43;944;583;11;276;108;106;68;4;10;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;44;503;283;10;137;55;31;44;2;4;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;45;540;303;5;146;40;51;52;6;3;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;46;909;423;4;240;59;37;64;15;4;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;47;444;231;2;116;33;34;40;2;4;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;48;452;230;2;78;27;47;66;8;2;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;49;418;225;5;98;35;28;48;7;4;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;50;412;227;5;106;27;44;43;1;1;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;51;417;208;5;96;32;28;40;5;2;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;52;757;450;5;225;68;52;85;7;8;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;53;612;336;12;132;51;69;61;7;4;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;54;508;293;7;146;35;41;57;6;1;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;55;634;329;3;160;49;48;57;10;2;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;56;529;258;2;119;52;28;53;3;1;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;57;527;283;5;173;43;23;30;8;1;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;58;480;209;3;102;19;25;50;4;6;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;59;697;394;3;247;52;37;43;5;7;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;60;702;392;5;212;60;39;66;7;3;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;61;646;367;6;178;64;50;59;4;6;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;62;460;241;3;128;44;28;28;2;8;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;63;716;398;4;198;35;70;77;8;6;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;64;545;306;8;107;35;69;80;6;1;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;65;644;353;3;191;63;32;52;10;2;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;66;625;390;6;237;77;35;27;5;3;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;67;0;17;0;12;2;2;1;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;68;0;9;0;4;3;2;0;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91501;4;1;10;15;69;0;21;0;12;2;3;3;1;0;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;0;0;612;10;334;70;95;86;10;7;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;1;628;336;10;172;43;38;60;7;6;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;2;686;337;6;190;40;30;61;9;1;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;3;692;382;2;174;50;64;78;9;5;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;4;775;422;6;171;52;99;77;11;6;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;5;724;374;11;146;55;78;76;7;1;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;6;706;338;5;178;41;32;72;5;5;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;7;685;409;12;187;45;55;95;6;9;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;8;703;376;4;166;52;72;67;5;10;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;9;623;342;6;169;66;36;54;8;3;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;10;571;298;14;130;55;46;49;2;2;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;11;623;314;1;120;60;51;72;9;1;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;12;895;502;10;231;86;74;84;8;9;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;13;857;468;8;189;70;94;95;8;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;14;725;637;25;346;79;88;79;10;10;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;15;658;419;6;182;55;61;105;9;1;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;16;637;368;8;186;65;47;49;7;6;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;17;905;535;4;274;96;85;62;8;6;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;18;826;470;3;234;77;47;94;9;6;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;19;777;428;13;191;63;43;100;11;7;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;20;694;323;3;181;45;35;48;7;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;21;791;428;6;250;54;56;51;7;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;22;501;232;2;125;46;30;27;1;1;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;23;815;438;4;251;83;46;53;1;0;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;24;600;316;9;146;62;55;29;11;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;25;717;351;4;224;53;23;38;4;5;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;26;811;455;8;226;79;79;55;7;1;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;27;825;550;14;347;112;53;15;1;8;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;28;732;435;13;234;116;40;22;7;3;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;29;937;444;16;257;81;37;44;5;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;30;766;450;3;231;80;61;66;6;3;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;31;676;395;4;186;38;68;87;7;5;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;32;706;332;9;171;50;39;58;4;1;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;33;625;353;4;191;44;56;43;7;8;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;34;676;354;6;157;87;44;52;7;1;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;35;849;502;8;255;78;63;91;4;3;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;36;858;505;6;238;61;102;84;8;6;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;37;835;500;16;240;60;88;84;8;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;38;573;304;8;171;58;37;26;3;1;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;39;674;404;15;195;48;77;54;7;8;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;40;759;474;9;230;80;81;67;2;5;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;41;787;490;24;195;81;115;63;7;5;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;42;834;508;7;269;87;78;56;7;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;43;748;419;9;245;81;38;36;4;6;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;44;476;259;1;106;89;49;10;2;2;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;45;650;354;5;228;63;33;18;2;5;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;46;740;395;6;288;59;19;18;2;3;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;47;719;482;7;262;79;55;67;9;3;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;48;789;430;21;222;72;55;47;7;6;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;49;794;482;5;261;60;59;83;10;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;50;849;453;3;245;92;45;52;7;9;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;51;843;496;7;207;95;98;75;10;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;52;740;408;5;240;40;67;50;4;2;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;53;769;452;9;239;59;75;58;6;6;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;54;772;417;5;209;75;62;54;8;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;55;527;298;6;162;51;40;26;7;6;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;56;751;446;8;201;52;78;94;8;5;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;57;750;449;10;238;67;62;60;2;10;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;58;825;466;38;234;77;58;46;10;3;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;59;722;457;10;236;89;73;40;7;2;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;60;683;453;11;273;65;52;43;5;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;61;680;367;30;199;69;43;20;2;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;62;688;460;6;244;67;79;48;11;5;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;63;751;378;12;180;58;52;66;9;1;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;64;772;566;16;310;68;119;46;4;3;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;65;825;596;22;315;68;110;70;7;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;66;487;270;12;129;31;42;49;5;2;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;67;681;412;7;193;47;64;94;4;3;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;68;739;422;5;273;91;19;29;1;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;69;882;530;22;293;112;46;44;8;5;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;70;647;389;17;201;56;50;52;11;2;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;71;485;313;17;150;43;54;41;5;3;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;72;822;616;12;279;68;135;109;8;5;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;73;501;337;27;218;41;31;16;3;1;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;74;681;415;2;249;82;41;37;1;3;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;75;542;363;4;113;43;127;69;4;3;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;76;688;476;8;162;57;144;101;2;2;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;77;898;645;8;207;83;224;109;10;4;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;78;863;625;10;166;69;247;117;8;8;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;79;873;581;23;333;107;65;44;2;7;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;80;847;528;9;305;82;72;53;4;3;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;81;726;423;6;160;43;75;127;5;7;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;82;0;16;1;10;2;2;0;1;0;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;83;0;20;0;16;0;2;2;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91601;4;1;11;16;84;0;20;2;14;0;4;0;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;0;0;399;8;194;48;86;54;4;5;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;1;750;390;5;182;63;57;65;11;7;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;2;873;469;7;189;55;88;120;5;5;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;3;548;311;7;108;68;57;63;6;2;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;4;731;398;9;132;84;59;100;9;5;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;5;549;296;5;132;41;60;49;3;6;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;6;720;403;3;161;43;87;94;10;5;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;7;762;395;6;151;47;58;121;5;7;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;8;667;377;8;171;67;72;52;3;4;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;9;747;471;18;172;59;120;96;5;1;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;10;572;400;5;208;55;63;63;2;4;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;11;710;403;12;141;64;104;75;4;3;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;12;709;414;21;201;57;58;62;10;5;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;13;729;391;6;224;62;36;52;8;3;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;14;694;411;1;226;80;46;52;5;1;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;15;859;484;11;204;65;90;100;7;7;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;16;819;522;12;208;77;109;105;8;3;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;17;443;235;7;72;33;71;47;5;0;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;18;809;471;9;213;64;90;74;13;8;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;19;704;367;9;147;67;69;59;10;6;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;20;682;353;28;173;59;40;45;4;4;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;21;851;466;12;200;55;74;114;9;2;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;22;796;482;8;204;71;77;102;7;13;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;23;789;435;27;186;66;78;69;5;4;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;24;829;479;9;228;61;85;81;5;10;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;25;508;295;6;165;38;42;38;1;5;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;26;644;354;4;205;61;37;36;7;4;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;27;450;277;1;128;65;33;41;6;3;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;28;519;306;4;152;51;48;45;4;2;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;29;530;288;4;120;53;56;50;5;0;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;30;409;140;1;76;21;21;18;3;0;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;31;765;456;9;194;64;108;76;2;3;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;32;884;487;14;188;67;134;78;2;4;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;33;515;364;10;225;64;17;38;5;5;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;34;896;466;15;226;81;67;68;3;6;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;35;928;567;6;218;107;129;94;8;5;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;36;919;527;15;295;86;58;59;10;4;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;37;844;590;27;207;62;193;92;3;6;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;38;485;320;5;117;43;94;57;3;1;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;39;905;573;7;220;84;161;87;6;8;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;40;434;288;10;82;19;112;56;6;3;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;41;740;452;11;139;70;146;76;6;4;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;42;649;442;15;108;51;153;106;3;6;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;43;742;543;31;202;64;143;86;6;11;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;44;778;509;12;131;53;226;82;3;2;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;45;866;561;22;182;64;211;73;5;4;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;46;844;557;28;176;77;173;88;6;9;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;47;785;522;4;145;56;199;104;11;3;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;48;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91701;4;1;12;17;49;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;0;0;382;14;169;34;95;65;3;2;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;1;572;271;3;108;45;46;61;4;4;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;2;639;356;5;134;40;78;97;2;0;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;3;751;421;9;164;54;77;97;12;8;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;4;695;362;5;126;39;97;85;2;8;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;5;607;319;4;131;27;69;82;5;1;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;6;718;395;9;145;45;91;96;8;1;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;7;564;337;4;116;43;79;83;7;5;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;8;473;231;5;89;26;52;51;7;1;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;9;700;409;11;195;42;56;94;7;4;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;10;519;279;10;95;30;57;76;7;4;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;11;547;339;5;126;40;89;74;3;2;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;12;510;314;2;83;24;86;110;8;1;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;13;530;303;4;109;37;82;67;4;0;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;14;753;545;7;187;54;182;99;9;7;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;15;645;321;1;128;48;60;78;2;4;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;16;806;476;2;160;39;116;150;8;1;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;17;687;445;12;152;43;134;94;6;4;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;18;743;413;22;245;63;29;46;4;4;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;19;592;389;3;125;42;97;112;8;2;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;20;524;336;3;101;42;109;72;6;3;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;21;448;315;8;56;22;159;68;2;0;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;22;581;353;6;115;47;101;75;6;3;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;23;850;475;8;194;57;97;108;6;5;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;24;661;407;4;95;28;150;124;3;3;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;25;637;409;15;81;31;183;92;4;3;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;26;674;406;14;115;27;137;98;13;2;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;27;845;430;9;117;41;142;115;5;1;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;28;735;497;16;107;29;251;89;0;5;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;29;688;435;6;101;38;175;110;1;4;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;30;770;453;7;190;57;99;87;7;6;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;31;759;475;13;111;44;171;120;11;5;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;32;696;438;5;233;54;75;57;8;6;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;33;524;318;5;55;29;132;86;8;3;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;34;482;327;6;69;34;143;72;3;0;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;35;805;472;5;205;84;114;59;5;0;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;36;673;416;5;98;34;169;100;5;5;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;37;641;426;7;106;32;161;109;3;8;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;38;668;415;13;182;63;73;78;4;2;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;39;533;369;10;88;44;125;93;2;7;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;40;544;348;5;120;30;102;83;5;3;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;41;345;267;12;131;22;91;5;2;4;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;42;710;487;19;178;61;155;67;3;4;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;43;734;483;12;97;35;221;115;2;1;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;44;540;325;8;128;48;102;36;3;0;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;45;737;485;6;103;43;202;115;7;9;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;46;587;392;7;84;32;178;80;3;8;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;47;384;254;3;55;28;123;43;1;1;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;48;777;539;12;132;33;241;119;2;0;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;49;598;395;9;88;19;182;88;5;4;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;50;596;409;17;95;41;166;81;5;4;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;51;490;325;3;68;22;177;51;1;3;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;52;539;339;3;70;28;179;52;3;4;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;53;0;160;14;15;3;127;0;0;1;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;54;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;55;0;0;0;0;0;0;0;0;0;0;0;                                                                                                                 
AT1;AT13;AT130;91801;4;1;13;18;56;0;25;2;9;2;9;1;2;0;0;0;                                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;0;0;519;7;266;42;132;56;9;7;0;0;                                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;1;656;366;18;197;56;51;36;8;0;0;0;                                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;2;498;280;10;101;45;64;53;4;3;0;0;                                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;3;560;319;9;134;48;78;48;2;0;0;0;                                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;4;460;294;11;145;32;67;36;1;2;0;0;                                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;5;685;395;12;186;44;78;69;2;4;0;0;                                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;6;652;367;21;172;46;64;49;10;5;0;0;                                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;7;539;302;3;153;56;59;24;7;0;0;0;                                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;8;602;341;11;116;30;83;85;6;10;0;0;                                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;9;717;439;1;93;28;220;93;2;2;0;0;                                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;10;580;390;12;105;32;152;79;7;3;0;0;                                                                                                                 
AT1;AT13;AT130;91901;4;1;14;19;11;523;328;4;103;40;121;46;8;6;0;0;                                                                                                                 
