Geburtsland in Wien gemeldeter Personen nach Geschlecht und Wiener Zählbezirk;;;;;;;;;;;;;;;;;;
Country of birth of residents in Vienna by sex and of Vienna subdistrict;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_HRV;POP_ROU;POP_CZE;POP_HUN;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;92001;2002;2;7510;777;588;118;225;222;42;150;78;56;1007;4247;20110101
AT1;AT13;AT130;92001;2003;2;6928;677;492;161;168;191;44;120;72;57;761;4185;20110101
AT1;AT13;AT130;92001;2004;2;4780;269;267;76;132;142;35;59;67;44;740;2949;20110101
AT1;AT13;AT130;92001;2005;2;5612;635;433;132;183;160;32;168;49;41;757;3022;20110101
AT1;AT13;AT130;92001;2006;2;4355;270;325;54;95;88;21;47;54;41;509;2851;20110101
AT1;AT13;AT130;92001;2007;2;6655;479;426;79;175;153;27;84;83;69;761;4319;20110101
AT1;AT13;AT130;92001;2008;2;2734;253;171;52;103;91;20;55;29;27;310;1623;20110101
AT1;AT13;AT130;92001;2099;2;42;1;2;0;1;0;0;0;3;0;3;32;20110101
AT1;AT13;AT130;92101;2101;2;689;15;1;11;11;2;0;3;6;3;15;622;20110101
AT1;AT13;AT130;92101;2102;2;3581;87;29;56;122;50;17;11;28;32;263;2886;20110101
AT1;AT13;AT130;92101;2103;2;2818;55;27;46;90;16;5;13;22;26;186;2332;20110101
AT1;AT13;AT130;92101;2104;2;2036;54;16;26;22;9;7;31;29;10;132;1700;20110101
AT1;AT13;AT130;92101;2105;2;9710;368;421;109;152;80;22;87;161;46;942;7322;20110101
AT1;AT13;AT130;92101;2106;2;437;38;4;4;3;4;2;10;6;2;34;330;20110101
AT1;AT13;AT130;92101;2107;2;1470;72;22;20;42;21;4;19;20;9;119;1122;20110101
AT1;AT13;AT130;92101;2108;2;1296;38;25;15;10;12;2;6;12;11;93;1072;20110101
AT1;AT13;AT130;92101;2109;2;3534;83;49;68;154;22;5;25;55;29;259;2785;20110101
AT1;AT13;AT130;92101;2110;2;2383;134;58;32;48;36;10;27;28;12;207;1791;20110101
AT1;AT13;AT130;92101;2111;2;2570;80;35;41;65;39;11;28;40;23;263;1945;20110101
AT1;AT13;AT130;92101;2112;2;3780;154;240;36;70;34;11;34;37;10;371;2783;20110101
AT1;AT13;AT130;92101;2113;2;2405;33;15;49;27;8;12;15;36;13;146;2051;20110101
AT1;AT13;AT130;92101;2114;2;2623;71;55;30;35;19;9;26;37;11;180;2150;20110101
AT1;AT13;AT130;92101;2115;2;2311;62;31;26;44;15;8;16;30;35;145;1899;20110101
AT1;AT13;AT130;92101;2116;2;1735;20;3;29;19;4;2;10;38;10;80;1520;20110101
AT1;AT13;AT130;92101;2117;2;3427;181;156;39;76;31;8;28;49;21;265;2573;20110101
AT1;AT13;AT130;92101;2118;2;3568;208;102;75;93;62;31;48;49;28;342;2530;20110101
AT1;AT13;AT130;92101;2119;2;1608;90;33;17;40;16;7;19;13;16;142;1215;20110101
AT1;AT13;AT130;92101;2120;2;872;66;27;16;31;38;7;11;11;5;92;568;20110101
AT1;AT13;AT130;92101;2121;2;3107;311;90;54;76;63;7;62;47;27;305;2065;20110101
AT1;AT13;AT130;92101;2122;2;4326;170;140;78;124;72;15;62;86;38;512;3029;20110101
AT1;AT13;AT130;92101;2123;2;5331;295;123;125;153;100;22;69;61;41;603;3739;20110101
AT1;AT13;AT130;92101;2124;2;1665;40;30;33;48;14;3;19;31;14;119;1314;20110101
AT1;AT13;AT130;92101;2125;2;2278;51;29;48;68;23;6;27;21;17;239;1749;20110101
AT1;AT13;AT130;92101;2126;2;3774;122;75;72;92;52;19;25;41;39;332;2905;20110101
AT1;AT13;AT130;92101;2127;2;763;10;3;19;8;6;2;5;15;5;108;582;20110101
AT1;AT13;AT130;92101;2128;2;133;21;11;2;3;11;5;2;0;1;19;58;20110101
AT1;AT13;AT130;92101;2129;2;3;0;0;0;0;0;0;0;0;0;1;2;20110101
AT1;AT13;AT130;92101;2130;2;7;0;0;0;0;0;0;0;0;0;0;7;20110101
AT1;AT13;AT130;92101;2199;2;289;4;0;2;1;2;0;1;2;2;8;267;20110101
AT1;AT13;AT130;92201;2201;2;1019;18;16;16;19;2;2;15;10;6;112;803;20110101
AT1;AT13;AT130;92201;2202;2;2177;58;27;37;30;20;4;20;17;10;239;1715;20110101
AT1;AT13;AT130;92201;2203;2;715;32;5;9;7;1;3;9;10;7;46;586;20110101
AT1;AT13;AT130;92201;2204;2;1940;40;18;30;35;14;0;14;29;14;112;1634;20110101
AT1;AT13;AT130;92201;2205;2;2562;33;16;45;70;10;4;14;34;19;191;2126;20110101
AT1;AT13;AT130;92201;2206;2;5950;185;160;60;120;44;13;39;75;35;534;4685;20110101
AT1;AT13;AT130;92201;2207;2;2429;43;11;38;74;17;7;24;27;14;201;1973;20110101
AT1;AT13;AT130;92201;2208;2;7800;362;225;79;274;138;28;100;79;44;1057;5414;20110101
AT1;AT13;AT130;92201;2209;2;7159;298;196;117;161;69;23;61;108;37;780;5309;20110101
AT1;AT13;AT130;92201;2210;2;3255;73;48;53;69;38;16;35;39;24;498;2362;20110101
AT1;AT13;AT130;92201;2211;2;5705;232;100;85;140;64;21;96;85;57;673;4152;20110101
AT1;AT13;AT130;92201;2212;2;1732;68;81;32;32;15;6;7;33;9;237;1212;20110101
AT1;AT13;AT130;92201;2213;2;3410;120;78;44;59;35;14;34;49;18;331;2628;20110101
AT1;AT13;AT130;92201;2214;2;2661;42;22;42;35;11;4;11;34;13;128;2319;20110101
AT1;AT13;AT130;92201;2215;2;4644;172;168;73;81;45;9;37;73;44;338;3604;20110101
AT1;AT13;AT130;92201;2216;2;607;22;12;8;9;6;0;1;9;4;40;496;20110101
AT1;AT13;AT130;92201;2217;2;622;12;3;9;12;1;3;6;7;6;42;521;20110101
AT1;AT13;AT130;92201;2218;2;2657;68;41;27;56;23;8;17;45;13;183;2176;20110101
AT1;AT13;AT130;92201;2219;2;2915;188;79;43;55;45;15;48;41;25;242;2134;20110101
AT1;AT13;AT130;92201;2220;2;1453;53;55;26;17;10;4;15;24;11;167;1071;20110101
AT1;AT13;AT130;92201;2221;2;574;27;4;8;7;3;0;0;8;5;43;469;20110101
AT1;AT13;AT130;92201;2222;2;3439;66;18;42;221;34;11;29;55;12;304;2647;20110101
AT1;AT13;AT130;92201;2223;2;2226;64;17;36;31;15;4;11;23;20;258;1747;20110101
AT1;AT13;AT130;92201;2224;2;2967;47;14;49;108;24;5;27;36;25;230;2402;20110101
AT1;AT13;AT130;92201;2225;2;980;15;1;18;10;3;1;3;17;12;54;846;20110101
AT1;AT13;AT130;92201;2226;2;1891;29;1;50;27;3;3;12;28;17;140;1581;20110101
AT1;AT13;AT130;92201;2227;2;3213;50;15;63;54;14;9;21;36;23;237;2691;20110101
AT1;AT13;AT130;92201;2228;2;1821;51;15;25;38;19;4;10;19;15;139;1486;20110101
AT1;AT13;AT130;92201;2229;2;1785;57;28;36;27;8;7;16;27;11;173;1395;20110101
AT1;AT13;AT130;92201;2230;2;7;0;0;0;0;0;0;0;0;0;2;5;20110101
