NUTS1;NUTS2;NUTS3;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;POP_0_14;POP_15_29;POP_30_44;POP_45_59;POP_60_74;POP_75;POP_TOTAL;REF_DATE
AT2;AT22;AT224;623;Südoststeiermark;62318;Frannach;88;93;133;126;77;43;560;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62319;Frutten-Gießelsdorf;68;121;122;167;88;78;644;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62320;Glojach;43;36;48;55;40;22;244;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62321;Gnas;287;408;395;448;232;160;1930;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62322;Gniebing-Weißenbach;345;359;487;477;324;197;2189;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62323;Gosdorf;146;200;222;277;205;100;1150;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62324;Gossendorf;147;159;202;231;114;52;905;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62325;Grabersdorf;47;62;74;77;53;38;351;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62326;Halbenrain;208;275;357;449;282;218;1789;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62327;Hatzendorf;234;326;373;399;259;146;1737;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62328;Hof bei Straden;136;140;185;186;144;89;880;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62329;Hohenbrugg-Weinberg;139;142;195;230;183;84;973;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62330;Jagerberg;233;294;369;360;240;169;1665;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62331;Johnsdorf-Brunn;123;126;186;150;121;76;782;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62332;Kapfenstein;234;292;320;366;229;167;1608;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62333;Kirchbach in Steiermark;228;262;320;391;223;131;1555;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62334;Kirchberg an der Raab;291;370;426;459;275;172;1993;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62335;Klöch;171;194;251;293;219;95;1223;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62336;Kohlberg;76;96;119;111;76;47;525;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62337;Kornberg bei Riegersburg;154;200;244;251;194;101;1144;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62338;Krusdorf;65;69;84;85;52;45;400;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62339;Leitersdorf im Raabtal;89;133;160;150;88;45;665;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62340;Lödersdorf;85;129;154;166;100;72;706;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62341;Maierdorf;60;104;93;120;98;58;533;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62342;Merkendorf;143;187;222;317;176;105;1150;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62343;Mettersdorf am Saßbach;202;211;297;301;195;112;1318;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62344;Mitterlabill;50;62;90;91;73;48;414;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62345;Mühldorf bei Feldbach;434;504;634;750;471;271;3064;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62346;Mureck;211;256;302;356;305;164;1594;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62347;Murfeld;236;294;348;406;239;142;1665;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62348;Oberdorf am Hochegg;82;139;132;182;110;81;726;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62349;Oberstorcha;98;112;144;131;102;49;636;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62350;Paldau;289;397;416;512;266;208;2088;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62351;Perlsdorf;49;56;81;79;54;33;352;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62352;Pertlstein;106;129;144;181;126;112;798;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62353;Petersdorf II;137;135;201;207;112;72;864;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62354;Pirching am Traubenberg;297;292;379;352;197;109;1626;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62355;Poppendorf;103;140;142;157;90;60;692;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62356;Raabau;94;96;130;123;99;46;588;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62357;Radkersburg Umgebung;219;260;333;438;327;182;1759;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62358;Raning;134;149;163;191;94;78;809;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62359;Ratschendorf;83;98;139;147;94;56;617;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62360;Riegersburg;328;431;461;597;330;245;2392;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62361;Sankt Anna am Aigen;208;320;374;409;259;184;1754;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62362;Sankt Peter am Ottersbach;282;415;466;493;352;250;2258;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62363;Sankt Stefan im Rosental;579;690;807;850;545;332;3803;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62364;Schwarzau im Schwarzautal;93;118;142;151;79;57;640;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62365;Stainz bei Straden;136;176;204;238;138;102;994;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62366;Straden;180;280;314;380;271;126;1551;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62367;Studenzen;122;93;178;147;106;47;693;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62368;Tieschen;160;207;277;290;242;139;1315;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62369;Trautmannsdorf in Oststeiermark;124;170;168;205;134;58;859;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62370;Trössing;45;52;62;53;38;27;277;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62371;Unterauersbach;56;100;77;114;49;53;449;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62372;Unterlamm;161;214;281;311;167;123;1257;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62373;Weinburg am Saßbach;153;169;233;250;152;96;1053;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62374;Zerlach;231;328;355;397;206;196;1713;01.01.2012
