NUTS1;NUTS2;NUTS3;DISTRICT_CODE;DISTRICT_NAME;LAU_CODE;LAU_NAME;POP_0_14;POP_15_29;POP_30_44;POP_45_59;POP_60_74;POP_75;POP_TOTAL;REF_DATE
AT2;AT22;AT226;614;Murau;61431;Stolzalpe;58;81;76;134;64;30;443;01.01.2012
AT2;AT22;AT226;614;Murau;61432;Teufenbach;91;126;138;153;84;114;706;01.01.2012
AT2;AT22;AT226;614;Murau;61433;Triebendorf;20;24;22;37;25;10;138;01.01.2012
AT2;AT22;AT226;614;Murau;61434;Winklern bei Oberwölz;136;141;171;199;136;104;887;01.01.2012
AT2;AT22;AT226;614;Murau;61435;Zeutschach;27;34;44;54;32;31;222;01.01.2012
AT2;AT22;AT226;614;Murau;61436;St.Ruprecht-Falkendorf;63;81;90;112;77;48;471;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61601;Bärnbach;706;856;1139;1153;872;516;5242;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61602;Edelschrott;228;236;335;359;267;196;1621;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61603;Gallmannsegg;50;64;61;74;39;26;314;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61604;Geistthal;107;149;164;225;128;62;835;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61605;Gößnitz;49;84;80;117;83;40;453;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61606;Graden;54;90;83;129;74;54;484;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61607;Hirschegg;75;119;121;163;122;79;679;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61608;Kainach bei Voitsberg;74;124;122;189;95;65;669;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61609;Köflach;1063;1517;1793;2281;1936;1128;9718;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61610;Kohlschwarz;100;107;151;164;137;49;708;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61611;Krottendorf-Gaisfeld;349;403;535;591;382;178;2438;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61612;Ligist;439;584;676;758;504;273;3234;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61613;Maria Lankowitz;264;365;423;538;370;232;2192;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61614;Modriach;21;37;41;59;37;15;210;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61615;Mooskirchen;306;363;460;488;288;163;2068;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61616;Pack;32;68;57;125;74;62;418;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61617;Piberegg;49;56;73;81;67;35;361;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61618;Rosental an der Kainach;214;252;347;394;320;172;1699;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61619;Salla;30;50;49;75;53;32;289;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61620;Sankt Johann-Köppling;252;263;417;413;270;157;1772;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61621;Sankt Martin am Wöllmißberg;108;149;154;215;124;78;828;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61622;Söding;310;358;460;565;333;145;2171;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61623;Södingberg;127;142;194;196;125;50;834;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61624;Stallhofen;477;518;682;769;434;279;3159;01.01.2012
AT2;AT22;AT225;616;Voitsberg;61625;Voitsberg;1188;1590;1902;2178;1721;1023;9602;01.01.2012
AT2;AT22;AT224;617;Weiz;61701;Albersdorf-Prebuch;346;328;470;448;241;155;1988;01.01.2012
AT2;AT22;AT224;617;Weiz;61702;Anger;98;150;159;209;118;97;831;01.01.2012
AT2;AT22;AT224;617;Weiz;61703;Arzberg;68;106;116;113;92;58;553;01.01.2012
AT2;AT22;AT224;617;Weiz;61704;Baierdorf bei Anger;254;288;381;371;241;132;1667;01.01.2012
AT2;AT22;AT224;617;Weiz;61705;Birkfeld;213;272;285;408;252;185;1615;01.01.2012
AT2;AT22;AT224;617;Weiz;61706;Etzersdorf-Rollsdorf;183;175;239;269;168;100;1134;01.01.2012
AT2;AT22;AT224;617;Weiz;61707;Feistritz bei Anger;172;196;216;260;132;97;1073;01.01.2012
AT2;AT22;AT224;617;Weiz;61708;Fischbach;214;288;313;355;213;181;1564;01.01.2012
AT2;AT22;AT224;617;Weiz;61709;Fladnitz an der Teichalm;182;235;263;237;154;108;1179;01.01.2012
AT2;AT22;AT224;617;Weiz;61710;Floing;164;234;250;280;174;99;1201;01.01.2012
AT2;AT22;AT224;617;Weiz;61711;Gasen;175;174;173;202;114;95;933;01.01.2012
AT2;AT22;AT224;617;Weiz;61712;Gersdorf an der Feistritz;200;211;258;272;182;92;1215;01.01.2012
AT2;AT22;AT224;617;Weiz;61713;Gleisdorf;790;1064;1287;1210;801;608;5760;01.01.2012
AT2;AT22;AT224;617;Weiz;61714;Gschaid bei Birkfeld;140;190;171;232;107;76;916;01.01.2012
AT2;AT22;AT224;617;Weiz;61715;Gutenberg an der Raabklamm;196;239;291;306;137;87;1256;01.01.2012
AT2;AT22;AT224;617;Weiz;61716;Markt Hartmannsdorf;484;557;620;661;401;224;2947;01.01.2012
AT2;AT22;AT224;617;Weiz;61717;Haslau bei Birkfeld;73;88;86;100;62;34;443;01.01.2012
AT2;AT22;AT224;617;Weiz;61718;Hirnsdorf;88;135;156;161;109;50;699;01.01.2012
AT2;AT22;AT224;617;Weiz;61719;Hofstätten an der Raab;313;392;458;461;288;132;2044;01.01.2012
AT2;AT22;AT224;617;Weiz;61720;Hohenau an der Raab;205;267;259;284;188;110;1313;01.01.2012
AT2;AT22;AT224;617;Weiz;61721;Ilztal;232;328;345;411;241;176;1733;01.01.2012
AT2;AT22;AT224;617;Weiz;61722;Koglhof;157;222;220;254;172;95;1120;01.01.2012
AT2;AT22;AT224;617;Weiz;61723;Krottendorf;342;422;474;557;380;199;2374;01.01.2012
AT2;AT22;AT224;617;Weiz;61724;Kulm bei Weiz;63;89;100;119;69;43;483;01.01.2012
AT2;AT22;AT224;617;Weiz;61725;Labuch;119;129;194;184;115;44;785;01.01.2012
AT2;AT22;AT224;617;Weiz;61726;Laßnitzthal;160;196;221;270;178;63;1088;01.01.2012
AT2;AT22;AT224;617;Weiz;61727;Ludersdorf-Wilfersdorf;336;347;471;502;267;115;2038;01.01.2012
AT2;AT22;AT224;617;Weiz;61728;Miesenbach bei Birkfeld;127;141;180;145;98;51;742;01.01.2012
AT2;AT22;AT224;617;Weiz;61729;Mitterdorf an der Raab;323;365;468;478;296;143;2073;01.01.2012
AT2;AT22;AT224;617;Weiz;61730;Mortantsch;321;341;421;461;280;184;2008;01.01.2012
AT2;AT22;AT224;617;Weiz;61731;Naas;229;256;298;328;171;104;1386;01.01.2012
AT2;AT22;AT224;617;Weiz;61732;Naintsch;82;110;114;153;87;68;614;01.01.2012
AT2;AT22;AT224;617;Weiz;61733;Neudorf bei Passail;66;85;107;91;92;56;497;01.01.2012
AT2;AT22;AT224;617;Weiz;61734;Nitscha;218;253;334;336;181;124;1446;01.01.2012
AT2;AT22;AT224;617;Weiz;61735;Oberrettenbach;67;88;96;103;61;50;465;01.01.2012
AT2;AT22;AT224;617;Weiz;61736;Passail;303;353;402;453;285;200;1996;01.01.2012
AT2;AT22;AT224;617;Weiz;61737;Pischelsdorf in der Steiermark;388;411;549;590;364;198;2500;01.01.2012
AT2;AT22;AT224;617;Weiz;61739;Preßguts;69;74;96;88;44;27;398;01.01.2012
AT2;AT22;AT224;617;Weiz;61740;Puch bei Weiz;310;385;452;477;304;170;2098;01.01.2012
AT2;AT22;AT224;617;Weiz;61741;Ratten;150;223;210;282;176;144;1185;01.01.2012
AT2;AT22;AT224;617;Weiz;61742;Reichendorf;86;122;141;129;81;53;612;01.01.2012
AT2;AT22;AT224;617;Weiz;61743;Rettenegg;96;145;113;173;129;104;760;01.01.2012
AT2;AT22;AT224;617;Weiz;61744;Sankt Kathrein am Hauenstein;93;142;123;151;105;65;679;01.01.2012
AT2;AT22;AT224;617;Weiz;61745;Sankt Kathrein am Offenegg;151;219;217;272;185;104;1148;01.01.2012
AT2;AT22;AT224;617;Weiz;61746;Sankt Margarethen an der Raab;600;666;875;889;542;343;3915;01.01.2012
AT2;AT22;AT224;617;Weiz;61747;Sankt Ruprecht an der Raab;373;389;490;454;244;127;2077;01.01.2012
AT2;AT22;AT224;617;Weiz;61748;Sinabelkirchen;667;800;915;928;487;249;4046;01.01.2012
AT2;AT22;AT224;617;Weiz;61749;Stenzengreith;73;87;112;119;65;60;516;01.01.2012
AT2;AT22;AT224;617;Weiz;61750;Strallegg;323;393;396;441;276;172;2001;01.01.2012
AT2;AT22;AT224;617;Weiz;61751;Thannhausen;350;410;505;532;358;201;2356;01.01.2012
AT2;AT22;AT224;617;Weiz;61752;Ungerdorf;146;181;229;179;82;35;852;01.01.2012
AT2;AT22;AT224;617;Weiz;61753;Unterfladnitz;184;278;319;363;242;113;1499;01.01.2012
AT2;AT22;AT224;617;Weiz;61754;Waisenegg;151;239;205;255;151;92;1093;01.01.2012
AT2;AT22;AT224;617;Weiz;61755;Weiz;1089;1656;1763;2040;1364;993;8905;01.01.2012
AT2;AT22;AT226;620;Murtal;62001;Amering;151;195;211;220;154;132;1063;01.01.2012
AT2;AT22;AT226;620;Murtal;62002;Apfelberg;154;164;239;293;179;100;1129;01.01.2012
AT2;AT22;AT226;620;Murtal;62003;Bretstein;37;55;66;74;44;33;309;01.01.2012
AT2;AT22;AT226;620;Murtal;62004;Eppenstein;191;220;232;285;217;101;1246;01.01.2012
AT2;AT22;AT226;620;Murtal;62005;Feistritz bei Knittelfeld;151;99;207;174;103;38;772;01.01.2012
AT2;AT22;AT226;620;Murtal;62006;Flatschach;31;38;38;57;32;9;205;01.01.2012
AT2;AT22;AT226;620;Murtal;62007;Fohnsdorf;959;1237;1414;1785;1486;1002;7883;01.01.2012
AT2;AT22;AT226;620;Murtal;62008;Gaal;213;246;273;338;214;149;1433;01.01.2012
AT2;AT22;AT226;620;Murtal;62009;Großlobming;187;192;254;286;175;97;1191;01.01.2012
AT2;AT22;AT226;620;Murtal;62010;Hohentauern;56;60;91;109;83;59;458;01.01.2012
AT2;AT22;AT226;620;Murtal;62011;Judenburg;1108;1551;1658;2193;1697;1087;9294;01.01.2012
AT2;AT22;AT226;620;Murtal;62012;Kleinlobming;87;112;114;161;107;68;649;01.01.2012
AT2;AT22;AT226;620;Murtal;62013;Knittelfeld;1488;2065;2175;2532;1962;1313;11535;01.01.2012
AT2;AT22;AT226;620;Murtal;62014;Kobenz;288;285;423;416;267;160;1839;01.01.2012
AT2;AT22;AT226;620;Murtal;62015;Maria Buch-Feistritz;367;385;501;552;333;147;2285;01.01.2012
AT2;AT22;AT226;620;Murtal;62016;Obdach;350;387;434;508;268;152;2099;01.01.2012
AT2;AT22;AT226;620;Murtal;62017;Oberkurzheim;106;119;142;181;105;59;712;01.01.2012
AT2;AT22;AT226;620;Murtal;62018;Oberweg;57;84;114;155;106;60;576;01.01.2012
AT2;AT22;AT226;620;Murtal;62019;Oberzeiring;89;162;146;199;143;119;858;01.01.2012
AT2;AT22;AT226;620;Murtal;62020;Pöls;295;342;400;567;465;354;2423;01.01.2012
AT2;AT22;AT226;620;Murtal;62021;Pusterwald;58;91;100;104;87;46;486;01.01.2012
AT2;AT22;AT226;620;Murtal;62022;Rachau;81;106;126;169;73;49;604;01.01.2012
AT2;AT22;AT226;620;Murtal;62023;Reifling;53;69;75;101;51;36;385;01.01.2012
AT2;AT22;AT226;620;Murtal;62024;Reisstraße;24;25;34;49;27;15;174;01.01.2012
AT2;AT22;AT226;620;Murtal;62025;Sankt Anna am Lavantegg;52;81;69;105;69;38;414;01.01.2012
AT2;AT22;AT226;620;Murtal;62026;Sankt Georgen ob Judenburg;120;140;171;224;142;86;883;01.01.2012
AT2;AT22;AT226;620;Murtal;62027;Sankt Johann am Tauern;62;75;89;102;88;72;488;01.01.2012
AT2;AT22;AT226;620;Murtal;62028;Sankt Lorenzen bei Knittelfeld;108;127;177;171;125;85;793;01.01.2012
AT2;AT22;AT226;620;Murtal;62029;Sankt Marein bei Knittelfeld;199;195;256;270;190;111;1221;01.01.2012
AT2;AT22;AT226;620;Murtal;62030;Sankt Margarethen bei Knittelfeld;190;209;277;310;242;102;1330;01.01.2012
AT2;AT22;AT226;620;Murtal;62031;Sankt Oswald-Möderbrugg;160;199;228;266;185;136;1174;01.01.2012
AT2;AT22;AT226;620;Murtal;62032;Sankt Peter ob Judenburg;148;157;237;252;197;118;1109;01.01.2012
AT2;AT22;AT226;620;Murtal;62033;Sankt Wolfgang-Kienberg;52;75;61;84;53;45;370;01.01.2012
AT2;AT22;AT226;620;Murtal;62034;Seckau;177;227;228;304;208;120;1264;01.01.2012
AT2;AT22;AT226;620;Murtal;62035;Spielberg;739;791;1091;1270;859;358;5108;01.01.2012
AT2;AT22;AT226;620;Murtal;62036;Unzmarkt-Frauenburg;173;232;238;314;238;178;1373;01.01.2012
AT2;AT22;AT226;620;Murtal;62037;Weißkirchen in Steiermark;180;199;265;325;206;137;1312;01.01.2012
AT2;AT22;AT226;620;Murtal;62038;Zeltweg;901;1201;1333;1710;1292;726;7163;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62101;Aflenz Kurort;122;149;166;240;191;132;1000;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62102;Aflenz Land;155;250;267;371;304;137;1484;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62103;Allerheiligen im Mürztal;279;293;406;469;333;162;1942;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62104;Altenberg an der Rax;44;68;59;78;52;34;335;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62105;Breitenau am Hochlantsch;166;275;290;438;368;265;1802;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62106;Bruck an der Mur;1393;2031;2376;2919;2341;1454;12514;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62107;Etmißl;70;78;99;135;75;53;510;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62108;Frauenberg;19;28;29;36;34;12;158;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62109;Ganz;46;59;74;71;67;30;347;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62110;Gußwerk;105;194;230;312;290;156;1287;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62111;Halltal;44;54;62;78;50;44;332;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62112;Kapellen;75;95;112;148;107;59;596;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62113;Kapfenberg;2960;3645;4237;4809;3823;2169;21643;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62114;Kindberg;619;816;1045;1207;1060;711;5458;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62115;Krieglach;683;873;1052;1106;897;557;5168;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62116;Langenwang;534;649;761;967;695;391;3997;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62117;Mariazell;151;245;254;347;302;191;1490;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62118;Mitterdorf im Mürztal;264;370;446;588;458;292;2418;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62119;Mürzhofen;131;139;187;261;148;79;945;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62120;Mürzsteg;59;194;113;106;87;72;631;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62121;Mürzzuschlag;1051;1351;1534;1915;1691;1115;8657;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62122;Neuberg an der Mürz;138;195;201;316;273;182;1305;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62123;Oberaich;418;441;624;800;539;295;3117;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62124;Parschlug;240;245;371;432;321;128;1737;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62125;Pernegg an der Mur;291;362;482;579;437;242;2393;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62126;Sankt Ilgen;32;38;55;65;53;32;275;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62127;Sankt Katharein an der Laming;89;156;168;276;173;125;987;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62128;Sankt Lorenzen im Mürztal;481;586;699;868;566;297;3497;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62129;Sankt Marein im Mürztal;341;417;560;538;406;261;2523;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62130;Sankt Sebastian;106;157;155;253;210;129;1010;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62131;Spital am Semmering;169;241;260;388;369;185;1612;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62132;Stanz im Mürztal;247;343;364;485;307;174;1920;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62133;Thörl;164;253;284;390;307;252;1650;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62134;Tragöß;106;174;186;228;194;111;999;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62135;Turnau;215;239;297;334;291;188;1564;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62136;Veitsch;231;374;411;560;520;401;2497;01.01.2012
AT2;AT22;AT223;621;Bruck-Mürzzuschlag;62137;Wartberg im Mürztal;223;329;384;493;403;250;2082;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62201;Altenmarkt bei Fürstenfeld;162;178;239;258;225;90;1152;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62202;Bad Blumau;279;291;378;327;212;131;1618;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62203;Bad Waltersdorf;329;414;492;481;316;155;2187;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62204;Blaindorf;100;125;135;169;91;45;665;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62205;Buch-St. Magdalena;313;394;489;473;320;175;2164;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62206;Burgau;115;160;185;218;201;112;991;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62207;Dechantskirchen;213;306;318;387;251;138;1613;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62208;Dienersdorf;101;152;170;147;94;37;701;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62209;Ebersdorf;192;243;262;286;166;78;1227;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62210;Eichberg;175;220;255;255;195;111;1211;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62211;Friedberg;338;515;489;603;361;266;2572;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62212;Fürstenfeld;783;959;1222;1340;1046;626;5976;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62213;Grafendorf bei Hartberg;370;449;575;583;356;198;2531;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62214;Greinbach;252;357;363;411;278;113;1774;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62215;Großhart;102;132;118;158;72;47;629;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62216;Großsteinbach;215;213;276;338;167;115;1324;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62217;Großwilfersdorf;182;234;262;361;193;154;1386;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62218;Hainersdorf;101;113;139;147;104;56;660;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62219;Hartberg;899;1127;1364;1488;1038;622;6538;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62220;Hartberg Umgebung;356;371;479;487;307;145;2145;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62221;Hartl;119;175;173;197;76;78;818;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62222;Hofkirchen bei Hartberg;102;126;140;155;73;32;628;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62223;Ilz;358;449;562;599;392;201;2561;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62224;Kaibing;44;71;81;80;67;31;374;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62225;Kaindorf;217;302;301;346;188;113;1467;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62226;Lafnitz;222;216;317;298;217;117;1387;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62227;Limbach bei Neudau;51;55;80;73;40;32;331;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62228;Loipersdorf bei Fürstenfeld;179;207;315;331;226;129;1387;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62229;Mönichwald;130;172;184;208;144;58;896;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62230;Nestelbach im Ilztal;170;178;264;253;147;95;1107;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62231;Neudau;175;222;247;262;179;127;1212;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62232;Ottendorf an der Rittschein;218;275;318;385;187;118;1501;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62233;Pinggau;460;584;653;665;486;234;3082;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62234;Pöllau;254;355;415;518;328;193;2063;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62235;Pöllauberg;272;374;467;482;342;161;2098;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62236;Puchegg;83;119;123;110;77;44;556;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62237;Rabenwald;85;119;122;160;79;48;613;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62238;Riegersberg;127;182;194;246;137;103;989;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62239;Rohr bei Hartberg;135;201;234;255;170;95;1090;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62240;Rohrbach an der Lafnitz;143;210;209;257;159;88;1066;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62241;Saifen-Boden;138;249;207;245;134;75;1048;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62242;Sankt Jakob im Walde;135;223;230;234;152;96;1070;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62243;Sankt Johann bei Herberstein;60;62;90;74;49;36;371;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62244;Sankt Johann in der Haide;309;363;454;441;285;139;1991;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62245;Sankt Lorenzen am Wechsel;227;312;325;328;242;136;1570;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62246;Schachen bei Vorau;160;248;228;313;162;79;1190;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62247;Schäffern;213;332;302;311;171;125;1454;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62248;Schlag bei Thalberg;121;180;177;227;134;91;930;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62249;Schönegg bei Pöllau;215;267;286;331;158;124;1381;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62250;Sebersdorf;196;267;338;307;205;95;1408;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62251;Siegersdorf bei Herberstein;44;53;63;70;38;22;290;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62252;Söchau;169;231;268;348;237;183;1436;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62253;Sonnhofen;163;205;223;230;129;88;1038;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62254;Stambach;109;130;133;130;85;48;635;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62255;Stein;56;95;98;130;78;27;484;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62256;Stubenberg;292;403;474;550;359;240;2318;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62257;Tiefenbach bei Kaindorf;89;126;163;170;89;54;691;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62258;Übersbach;139;226;229;278;175;110;1157;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62259;Vorau;178;204;263;315;235;162;1357;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62260;Vornholz;103;139;153;165;97;62;719;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62261;Waldbach;98;115;143;161;123;71;711;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62262;Wenigzell;211;266;276;346;198;123;1420;01.01.2012
AT2;AT22;AT224;622;Hartberg-Fürstenfeld;62263;Wörth an der Lafnitz;49;52;74;83;68;37;363;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62301;Auersbach;129;154;203;200;110;82;878;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62302;Aug-Radisch;35;62;50;79;39;23;288;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62303;Bad Gleichenberg;289;468;372;493;374;228;2224;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62304;Bad Radkersburg;97;177;202;321;302;224;1323;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62305;Bairisch Kölldorf;162;187;229;230;142;114;1064;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62306;Baumgarten bei Gnas;75;114;121;126;85;54;575;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62307;Bierbaum am Auersbach;73;96;100;120;56;33;478;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62308;Breitenfeld an der Rittschein;104;136;167;192;102;85;786;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62309;Deutsch Goritz;153;240;235;283;191;129;1231;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62310;Dietersdorf am Gnasbach;50;63;70;96;42;49;370;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62311;Edelsbach bei Feldbach;228;248;311;303;208;96;1394;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62312;Edelstauden;62;86;99;110;53;41;451;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62313;Eichfeld;121;139;177;206;150;93;886;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62314;Eichkögl;190;201;291;262;174;110;1228;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62315;Fehring;415;497;579;725;503;317;3036;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62316;Feldbach;644;920;917;1015;712;429;4637;01.01.2012
AT2;AT22;AT224;623;Südoststeiermark;62317;Fladnitz im Raabtal;128;130;166;167;110;52;753;01.01.2012
