Staatsbgerschaft in Wien gemeldeter Personen nach Geschlecht und Wiener Zählbezirk;;;;;;;;;;;;;;;;;;
Nationality of residents in Vienna by sex and Vienna subdistrict;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_HRV;POP_ROU;POP_CZE;POP_HUN;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;90501;0503;2;8357;662;311;204;203;116;100;139;26;47;936;5613;20110101
AT1;AT13;AT130;90501;0504;2;3183;154;64;102;57;36;41;54;10;23;350;2292;20110101
AT1;AT13;AT130;90501;0599;2;2;0;0;0;0;0;0;0;0;0;2;0;20110101
AT1;AT13;AT130;90601;0601;2;3835;91;36;144;46;22;19;17;7;32;403;3018;20110101
AT1;AT13;AT130;90601;0602;2;4698;178;79;136;88;19;38;42;12;32;607;3467;20110101
AT1;AT13;AT130;90601;0603;2;6919;171;94;222;80;39;47;45;12;47;634;5528;20110101
AT1;AT13;AT130;90601;0699;2;1;0;0;0;0;0;0;0;0;0;0;1;20110101
AT1;AT13;AT130;90701;0701;2;2959;102;28;149;33;14;22;15;6;10;296;2284;20110101
AT1;AT13;AT130;90701;0702;2;1526;30;10;75;14;7;12;12;1;12;162;1191;20110101
AT1;AT13;AT130;90701;0703;2;2416;65;25;108;21;17;15;23;2;21;177;1942;20110101
AT1;AT13;AT130;90701;0704;2;5223;174;87;206;54;47;52;43;14;40;540;3966;20110101
AT1;AT13;AT130;90701;0705;2;4050;211;66;182;58;36;36;61;11;22;389;2978;20110101
AT1;AT13;AT130;90701;0799;2;2;0;0;0;0;0;0;0;1;0;0;1;20110101
AT1;AT13;AT130;90801;0801;2;2496;70;12;121;25;21;17;32;4;22;263;1909;20110101
AT1;AT13;AT130;90801;0802;2;6009;127;47;269;66;27;23;47;15;34;641;4713;20110101
AT1;AT13;AT130;90801;0803;2;3890;117;50;147;49;7;26;13;8;34;407;3032;20110101
AT1;AT13;AT130;90801;0899;2;3;0;0;0;0;0;0;0;0;0;1;2;20110101
AT1;AT13;AT130;90901;0901;2;4328;185;64;135;48;28;32;31;3;22;366;3414;20110101
AT1;AT13;AT130;90901;0902;2;5774;175;62;211;69;33;45;37;12;53;648;4429;20110101
AT1;AT13;AT130;90901;0903;2;2144;74;35;83;43;12;26;26;1;17;195;1632;20110101
AT1;AT13;AT130;90901;0904;2;4864;160;66;206;78;90;79;29;15;39;590;3512;20110101
AT1;AT13;AT130;90901;0905;2;2812;37;20;124;16;7;16;22;7;11;342;2210;20110101
AT1;AT13;AT130;90901;0906;2;1117;23;8;42;9;8;3;12;4;7;162;839;20110101
AT1;AT13;AT130;91001;1001;2;471;37;37;8;19;13;7;17;0;4;33;296;20110101
AT1;AT13;AT130;91001;1002;2;9456;731;580;92;202;176;136;169;18;66;958;6328;20110101
AT1;AT13;AT130;91001;1003;2;3572;216;163;30;70;49;45;27;10;27;243;2692;20110101
AT1;AT13;AT130;91001;1004;2;3844;388;276;51;86;76;46;78;6;21;484;2332;20110101
AT1;AT13;AT130;91001;1005;2;8804;640;575;64;174;187;150;146;14;69;818;5967;20110101
AT1;AT13;AT130;91001;1006;2;5850;581;511;64;150;191;109;126;12;27;708;3371;20110101
AT1;AT13;AT130;91001;1007;2;6074;339;185;58;94;108;78;82;8;31;470;4621;20110101
AT1;AT13;AT130;91001;1008;2;4766;411;313;48;130;127;75;86;10;31;474;3061;20110101
AT1;AT13;AT130;91001;1009;2;2485;108;74;22;33;43;13;24;8;8;147;2005;20110101
AT1;AT13;AT130;91001;1010;2;8396;412;330;49;85;143;49;71;10;30;475;6742;20110101
AT1;AT13;AT130;91001;1011;2;4540;119;205;18;21;28;19;17;3;6;249;3855;20110101
AT1;AT13;AT130;91001;1012;2;1237;25;17;19;24;15;6;13;4;7;119;988;20110101
AT1;AT13;AT130;91001;1013;2;2630;94;42;18;13;12;14;8;5;6;60;2358;20110101
AT1;AT13;AT130;91001;1014;2;2190;49;25;9;12;8;7;6;2;7;43;2022;20110101
AT1;AT13;AT130;91001;1015;2;2847;62;44;26;38;34;40;20;8;9;110;2456;20110101
AT1;AT13;AT130;91001;1016;2;3119;47;27;33;15;5;7;13;10;11;122;2829;20110101
AT1;AT13;AT130;91001;1017;2;450;3;1;1;1;0;0;0;0;2;9;433;20110101
AT1;AT13;AT130;91001;1018;2;2234;28;7;25;11;6;11;7;10;8;65;2056;20110101
AT1;AT13;AT130;91001;1019;2;1376;34;12;21;12;2;4;12;1;7;57;1214;20110101
AT1;AT13;AT130;91001;1020;2;5240;59;114;16;24;7;8;20;2;11;100;4879;20110101
AT1;AT13;AT130;91001;1021;2;3570;21;31;27;15;13;16;3;4;15;65;3360;20110101
AT1;AT13;AT130;91001;1022;2;3257;210;146;42;122;81;40;73;10;20;375;2138;20110101
AT1;AT13;AT130;91001;1023;2;4891;303;247;36;67;58;64;80;8;18;330;3680;20110101
AT1;AT13;AT130;91001;1099;2;264;4;4;2;11;0;0;0;0;0;2;241;20110101
AT1;AT13;AT130;91101;1101;2;863;18;10;42;9;4;6;15;5;17;130;607;20110101
AT1;AT13;AT130;91101;1102;2;6922;428;249;52;95;95;56;93;15;31;522;5286;20110101
AT1;AT13;AT130;91101;1103;2;8131;487;376;81;191;122;144;124;21;55;672;5858;20110101
AT1;AT13;AT130;91101;1104;2;2256;142;76;10;41;40;22;21;1;7;150;1746;20110101
AT1;AT13;AT130;91101;1105;2;5302;143;121;41;63;39;28;29;9;13;231;4585;20110101
AT1;AT13;AT130;91101;1106;2;157;6;4;0;1;0;2;1;1;1;2;139;20110101
AT1;AT13;AT130;91101;1107;2;3495;89;91;17;40;20;25;21;5;8;108;3071;20110101
AT1;AT13;AT130;91101;1108;2;431;5;1;4;4;2;1;0;3;0;12;399;20110101
AT1;AT13;AT130;91101;1109;2;1255;19;6;21;23;4;4;31;1;8;36;1102;20110101
AT1;AT13;AT130;91101;1110;2;13178;293;348;111;184;126;87;135;31;44;537;11282;20110101
AT1;AT13;AT130;91101;1111;2;2241;47;32;18;20;18;11;34;5;15;406;1635;20110101
AT1;AT13;AT130;91101;1112;2;160;3;0;3;0;3;2;10;0;2;3;134;20110101
AT1;AT13;AT130;91101;1113;2;2181;58;34;31;36;12;27;17;1;11;83;1871;20110101
AT1;AT13;AT130;91101;1199;2;72;0;0;0;0;0;0;0;0;0;0;72;20110101
AT1;AT13;AT130;91201;1201;2;1986;131;68;37;38;40;31;23;7;11;218;1382;20110101
AT1;AT13;AT130;91201;1202;2;8947;595;337;113;232;162;118;98;19;45;733;6495;20110101
AT1;AT13;AT130;91201;1203;2;2580;112;124;9;27;22;17;26;4;10;198;2031;20110101
AT1;AT13;AT130;91201;1204;2;4252;306;154;76;93;68;68;88;12;39;419;2929;20110101
AT1;AT13;AT130;91201;1205;2;4278;211;176;61;70;74;50;47;7;18;345;3219;20110101
AT1;AT13;AT130;91201;1206;2;4467;344;113;144;111;87;75;67;8;33;341;3144;20110101
AT1;AT13;AT130;91201;1207;2;3578;89;89;39;39;16;29;24;2;17;196;3038;20110101
AT1;AT13;AT130;91201;1208;2;2219;138;93;27;53;51;40;13;8;14;142;1640;20110101
AT1;AT13;AT130;91201;1209;2;4084;130;168;7;36;24;15;19;1;7;278;3399;20110101
AT1;AT13;AT130;91201;1210;2;4768;121;142;55;72;72;57;39;4;23;250;3933;20110101
AT1;AT13;AT130;91201;1211;2;5068;91;49;82;46;19;26;45;11;23;231;4445;20110101
AT1;AT13;AT130;91201;1299;2;42;0;0;0;1;0;0;0;0;0;0;41;20110101
AT1;AT13;AT130;91301;1301;2;243;5;0;7;0;1;0;3;1;0;10;216;20110101
AT1;AT13;AT130;91301;1302;2;3330;32;12;146;36;5;10;12;3;12;239;2823;20110101
AT1;AT13;AT130;91301;1303;2;4815;90;17;176;45;25;11;18;12;40;327;4054;20110101
AT1;AT13;AT130;91301;1304;2;5573;51;23;136;75;9;27;20;18;35;310;4869;20110101
AT1;AT13;AT130;91301;1305;2;2310;23;5;65;13;5;7;8;2;5;112;2065;20110101
