Wanderung gegenüber Wien nach Bezirken, Geburtsstaat und Geschlecht;;;;;;;;;;;;;;;;;;
Migration in Vienna by district, country of birth and sex;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;COUNTRY_OF_BIRTH;MIG_NET_TOTAL;MIG_NET_EXT;IMM_EXT;EMI_EXT;MIG_NET_INT;IMM_INT;EMI_INT;IMM_DC;EMI_DC;MIG_DC_INT;REF_DATE
AT1;AT13;AT130;92301;00000000;1;SVK;15;11;13;2;4;2;5;14;7;6;2007
AT1;AT13;AT130;92301;00000000;1;HUN;16;12;22;10;4;5;2;5;4;2;2007
AT1;AT13;AT130;92301;00000000;1;BGR;15;13;16;3;2;2;1;8;7;3;2007
AT1;AT13;AT130;92301;00000000;1;CZE;1;4;7;3;-3;3;7;6;5;6;2007
AT1;AT13;AT130;92301;00000000;1;REST-EU;12;4;24;20;8;6;12;22;8;14;2007
AT1;AT13;AT130;92301;00000000;1;SCG;31;4;32;28;27;7;12;100;68;24;2007
AT1;AT13;AT130;92301;00000000;1;TUR;30;7;25;18;23;4;9;92;64;29;2007
AT1;AT13;AT130;92301;00000000;1;BIH;30;2;10;8;28;5;4;57;30;21;2007
AT1;AT13;AT130;92301;00000000;1;HRV;-2;-3;5;8;1;1;4;13;9;9;2007
AT1;AT13;AT130;92301;00000000;1;MKD;3;1;7;6;2;2;3;15;12;5;2007
AT1;AT13;AT130;92301;00000000;1;RUS;20;6;9;3;14;2;2;18;4;2;2007
AT1;AT13;AT130;92301;00000000;1;CHN;-6;0;9;9;-6;1;8;19;18;2;2007
AT1;AT13;AT130;92301;00000000;1;OTHER;102;42;116;74;60;34;19;189;144;45;2007
AT1;AT13;AT130;90101;00000000;2;AUT;-175;-38;11;49;-137;86;122;180;281;57;2008
AT1;AT13;AT130;90101;00000000;2;DEU;-7;9;27;18;-16;3;4;16;31;4;2008
AT1;AT13;AT130;90101;00000000;2;POL;-3;-3;10;13;0;2;1;9;10;3;2008
AT1;AT13;AT130;90101;00000000;2;ROU;0;9;15;6;-9;0;6;7;10;2;2008
AT1;AT13;AT130;90101;00000000;2;SVK;0;0;7;7;0;1;1;5;5;2;2008
AT1;AT13;AT130;90101;00000000;2;HUN;3;1;10;9;2;1;1;7;5;1;2008
AT1;AT13;AT130;90101;00000000;2;BGR;-2;2;5;3;-4;0;0;4;8;1;2008
AT1;AT13;AT130;90101;00000000;2;CZE;-9;-2;3;5;-7;1;5;4;7;0;2008
AT1;AT13;AT130;90101;00000000;2;REST-EU;13;10;57;47;3;3;2;19;17;5;2008
AT1;AT13;AT130;90101;00000000;2;SCG;-2;4;9;5;-6;3;1;18;26;2;2008
AT1;AT13;AT130;90101;00000000;2;TUR;-5;-2;6;8;-3;0;0;5;8;1;2008
AT1;AT13;AT130;90101;00000000;2;BIH;1;1;5;4;0;0;0;7;7;0;2008
AT1;AT13;AT130;90101;00000000;2;HRV;1;-3;2;5;4;2;0;4;2;0;2008
AT1;AT13;AT130;90101;00000000;2;MKD;0;1;2;1;-1;0;0;1;2;0;2008
AT1;AT13;AT130;90101;00000000;2;RUS;22;23;28;5;-1;1;5;16;13;4;2008
AT1;AT13;AT130;90101;00000000;2;CHN;-11;-1;1;2;-10;0;0;2;12;1;2008
AT1;AT13;AT130;90101;00000000;2;OTHER;0;30;102;72;-30;8;7;49;80;10;2008
AT1;AT13;AT130;90101;00000000;1;AUT;-55;-35;35;70;-20;110;99;238;269;59;2008
AT1;AT13;AT130;90101;00000000;1;DEU;12;25;48;23;-13;7;4;20;36;2;2008
AT1;AT13;AT130;90101;00000000;1;POL;-3;-2;3;5;-1;0;0;3;4;1;2008
AT1;AT13;AT130;90101;00000000;1;ROU;-2;2;6;4;-4;0;2;3;5;1;2008
AT1;AT13;AT130;90101;00000000;1;SVK;-3;1;2;1;-4;0;0;2;6;1;2008
AT1;AT13;AT130;90101;00000000;1;HUN;-2;1;4;3;-3;1;1;1;4;0;2008
AT1;AT13;AT130;90101;00000000;1;BGR;-1;2;4;2;-3;1;0;4;8;1;2008
AT1;AT13;AT130;90101;00000000;1;CZE;-3;-2;1;3;-1;1;0;1;3;0;2008
AT1;AT13;AT130;90101;00000000;1;REST-EU;-10;11;52;41;-21;3;8;14;30;5;2008
AT1;AT13;AT130;90101;00000000;1;SCG;-2;5;13;8;-7;1;2;10;16;3;2008
AT1;AT13;AT130;90101;00000000;1;TUR;-7;-8;1;9;1;0;0;6;5;0;2008
AT1;AT13;AT130;90101;00000000;1;BIH;0;1;3;2;-1;0;0;4;5;0;2008
AT1;AT13;AT130;90101;00000000;1;HRV;-5;-2;1;3;-3;0;1;1;3;0;2008
AT1;AT13;AT130;90101;00000000;1;MKD;1;-1;1;2;2;0;0;2;0;0;2008
AT1;AT13;AT130;90101;00000000;1;RUS;11;18;23;5;-7;2;2;7;14;2;2008
AT1;AT13;AT130;90101;00000000;1;CHN;-8;-2;1;3;-6;1;0;2;9;0;2008
AT1;AT13;AT130;90101;00000000;1;OTHER;-38;7;100;93;-45;6;7;44;88;14;2008
AT1;AT13;AT130;90201;00000000;2;AUT;-317;-80;86;166;-237;557;564;1353;1583;668;2008
AT1;AT13;AT130;90201;00000000;2;DEU;72;88;162;74;-16;18;23;90;101;32;2008
AT1;AT13;AT130;90201;00000000;2;POL;25;37;77;40;-12;6;13;87;92;30;2008
AT1;AT13;AT130;90201;00000000;2;ROU;83;100;163;63;-17;15;13;76;95;33;2008
AT1;AT13;AT130;90201;00000000;2;SVK;11;24;56;32;-13;6;7;42;54;15;2008
AT1;AT13;AT130;90201;00000000;2;HUN;19;16;39;23;3;10;7;26;26;8;2008
AT1;AT13;AT130;90201;00000000;2;BGR;17;24;49;25;-7;3;2;27;35;12;2008
AT1;AT13;AT130;90201;00000000;2;CZE;5;8;21;13;-3;3;5;22;23;7;2008
AT1;AT13;AT130;90201;00000000;2;REST-EU;37;40;143;103;-3;8;14;57;54;20;2008
AT1;AT13;AT130;90201;00000000;2;SCG;-29;41;95;54;-70;20;24;201;267;98;2008
AT1;AT13;AT130;90201;00000000;2;TUR;35;44;68;24;-9;11;9;131;142;64;2008
AT1;AT13;AT130;90201;00000000;2;BIH;-30;10;24;14;-40;15;16;80;119;46;2008
AT1;AT13;AT130;90201;00000000;2;HRV;3;9;15;6;-6;1;1;19;25;7;2008
AT1;AT13;AT130;90201;00000000;2;MKD;-12;4;9;5;-16;1;2;20;35;15;2008
AT1;AT13;AT130;90201;00000000;2;RUS;95;22;63;41;73;127;37;69;86;30;2008
AT1;AT13;AT130;90201;00000000;2;CHN;5;14;69;55;-9;20;14;50;65;11;2008
AT1;AT13;AT130;90201;00000000;2;OTHER;104;145;462;317;-41;85;52;327;401;161;2008
AT1;AT13;AT130;90201;00000000;1;AUT;-211;-102;189;291;-109;635;557;1482;1669;687;2008
AT1;AT13;AT130;90201;00000000;1;DEU;80;86;170;84;-6;27;25;109;117;36;2008
AT1;AT13;AT130;90201;00000000;1;POL;-51;-14;102;116;-37;6;16;87;114;35;2008
AT1;AT13;AT130;90201;00000000;1;ROU;100;100;179;79;0;7;10;55;52;15;2008
AT1;AT13;AT130;90201;00000000;1;SVK;-17;-5;22;27;-12;2;9;17;22;4;2008
AT1;AT13;AT130;90201;00000000;1;HUN;15;14;41;27;1;5;5;18;17;6;2008
AT1;AT13;AT130;90201;00000000;1;BGR;1;17;39;22;-16;2;2;14;30;16;2008
AT1;AT13;AT130;90201;00000000;1;CZE;0;-1;8;9;1;1;3;12;9;10;2008
AT1;AT13;AT130;90201;00000000;1;REST-EU;58;54;164;110;4;14;8;79;81;14;2008
AT1;AT13;AT130;90201;00000000;1;SCG;-95;13;165;152;-108;35;35;262;370;115;2008
AT1;AT13;AT130;90201;00000000;1;TUR;14;16;69;53;-2;14;17;231;230;102;2008
AT1;AT13;AT130;90201;00000000;1;BIH;-48;-3;22;25;-45;15;19;82;123;31;2008
AT1;AT13;AT130;90201;00000000;1;HRV;-12;-7;15;22;-5;1;2;20;24;8;2008
AT1;AT13;AT130;90201;00000000;1;MKD;-5;8;21;13;-13;4;3;33;47;18;2008
AT1;AT13;AT130;90201;00000000;1;RUS;117;8;63;55;109;166;42;121;136;45;2008
AT1;AT13;AT130;90201;00000000;1;CHN;-3;21;99;78;-24;30;35;48;67;10;2008
AT1;AT13;AT130;90201;00000000;1;OTHER;166;2;689;687;164;351;102;810;895;245;2008
AT1;AT13;AT130;90301;00000000;2;AUT;-242;-68;96;164;-174;612;603;1219;1402;535;2008
AT1;AT13;AT130;90301;00000000;2;DEU;56;77;156;79;-21;13;25;94;103;35;2008
AT1;AT13;AT130;90301;00000000;2;POL;23;45;84;39;-22;3;9;69;85;23;2008
AT1;AT13;AT130;90301;00000000;2;ROU;69;56;86;30;13;18;7;58;56;21;2008
AT1;AT13;AT130;90301;00000000;2;SVK;13;19;47;28;-6;7;16;53;50;21;2008
AT1;AT13;AT130;90301;00000000;2;HUN;-6;13;32;19;-19;8;5;21;43;9;2008
AT1;AT13;AT130;90301;00000000;2;BGR;18;7;23;16;11;4;2;31;22;6;2008
AT1;AT13;AT130;90301;00000000;2;CZE;5;7;18;11;-2;6;2;14;20;15;2008
AT1;AT13;AT130;90301;00000000;2;REST-EU;19;12;100;88;7;6;10;63;52;20;2008
AT1;AT13;AT130;90301;00000000;2;SCG;-32;12;59;47;-44;7;11;158;198;60;2008
AT1;AT13;AT130;90301;00000000;2;TUR;-9;14;37;23;-23;10;5;80;108;34;2008
AT1;AT13;AT130;90301;00000000;2;BIH;-5;13;29;16;-18;17;13;43;65;15;2008
AT1;AT13;AT130;90301;00000000;2;HRV;-8;-3;9;12;-5;4;5;20;24;7;2008
AT1;AT13;AT130;90301;00000000;2;MKD;5;9;10;1;-4;0;0;10;14;6;2008
AT1;AT13;AT130;90301;00000000;2;RUS;56;27;40;13;29;21;6;43;29;17;2008
AT1;AT13;AT130;90301;00000000;2;CHN;-27;-17;13;30;-10;7;10;37;44;12;2008
AT1;AT13;AT130;90301;00000000;2;OTHER;133;46;244;198;87;65;36;299;241;73;2008
AT1;AT13;AT130;90301;00000000;1;AUT;-285;-57;155;212;-228;610;581;1229;1486;517;2008
AT1;AT13;AT130;90301;00000000;1;DEU;83;90;182;92;-7;23;24;92;98;32;2008
AT1;AT13;AT130;90301;00000000;1;POL;-50;2;77;75;-52;7;13;71;117;15;2008
AT1;AT13;AT130;90301;00000000;1;ROU;36;27;77;50;9;10;10;46;37;5;2008
AT1;AT13;AT130;90301;00000000;1;SVK;-16;-1;27;28;-15;2;5;12;24;6;2008
AT1;AT13;AT130;90301;00000000;1;HUN;10;14;34;20;-4;1;1;20;24;5;2008
AT1;AT13;AT130;90301;00000000;1;BGR;16;21;32;11;-5;1;1;16;21;2;2008
AT1;AT13;AT130;90301;00000000;1;CZE;-7;-4;12;16;-3;2;3;8;10;3;2008
AT1;AT13;AT130;90301;00000000;1;REST-EU;21;36;126;90;-15;9;6;66;84;15;2008
AT1;AT13;AT130;90301;00000000;1;SCG;-1;26;86;60;-27;8;14;167;188;61;2008
AT1;AT13;AT130;90301;00000000;1;TUR;-41;3;47;44;-44;13;9;121;169;51;2008
AT1;AT13;AT130;90301;00000000;1;BIH;-34;1;23;22;-35;12;12;55;90;12;2008
AT1;AT13;AT130;90301;00000000;1;HRV;-24;-14;6;20;-10;2;5;21;28;9;2008
AT1;AT13;AT130;90301;00000000;1;MKD;5;13;17;4;-8;2;3;21;28;7;2008
AT1;AT13;AT130;90301;00000000;1;RUS;50;9;20;11;41;21;3;42;19;13;2008
AT1;AT13;AT130;90301;00000000;1;CHN;-22;-6;15;21;-16;7;9;29;43;12;2008
AT1;AT13;AT130;90301;00000000;1;OTHER;38;7;213;206;31;60;30;363;362;83;2008
AT1;AT13;AT130;90401;00000000;2;AUT;-142;-44;27;71;-98;258;255;458;559;117;2008
AT1;AT13;AT130;90401;00000000;2;DEU;40;65;100;35;-25;9;13;44;65;8;2008
AT1;AT13;AT130;90401;00000000;2;POL;-2;8;21;13;-10;0;3;23;30;4;2008
AT1;AT13;AT130;90401;00000000;2;ROU;14;12;25;13;2;6;3;23;24;5;2008
AT1;AT13;AT130;90401;00000000;2;SVK;2;9;14;5;-7;0;4;12;15;4;2008
AT1;AT13;AT130;90401;00000000;2;HUN;-4;5;17;12;-9;0;4;10;15;3;2008
AT1;AT13;AT130;90401;00000000;2;BGR;28;25;40;15;3;4;2;26;25;3;2008
AT1;AT13;AT130;90401;00000000;2;CZE;-2;-3;4;7;1;3;3;7;6;0;2008
AT1;AT13;AT130;90401;00000000;2;REST-EU;1;8;60;52;-7;6;6;34;41;5;2008
AT1;AT13;AT130;90401;00000000;2;SCG;-5;3;11;8;-8;3;0;51;62;4;2008
AT1;AT13;AT130;90401;00000000;2;TUR;-7;1;8;7;-8;0;1;30;37;3;2008
AT1;AT13;AT130;90401;00000000;2;BIH;3;-2;5;7;5;2;2;24;19;0;2008
AT1;AT13;AT130;90401;00000000;2;HRV;4;5;6;1;-1;2;0;10;13;1;2008
AT1;AT13;AT130;90401;00000000;2;MKD;4;3;3;0;1;1;0;4;4;1;2008
AT1;AT13;AT130;90401;00000000;2;RUS;24;9;19;10;15;9;2;25;17;8;2008
AT1;AT13;AT130;90401;00000000;2;CHN;12;7;11;4;5;3;5;21;14;1;2008
AT1;AT13;AT130;90401;00000000;2;OTHER;53;44;146;102;9;22;13;121;121;38;2008
AT1;AT13;AT130;90401;00000000;1;AUT;-23;-35;60;95;12;263;208;512;555;122;2008
AT1;AT13;AT130;90401;00000000;1;DEU;34;48;81;33;-14;13;14;54;67;13;2008
AT1;AT13;AT130;90401;00000000;1;POL;-4;5;19;14;-9;1;1;14;23;1;2008
AT1;AT13;AT130;90401;00000000;1;ROU;3;7;20;13;-4;1;1;14;18;2;2008
AT1;AT13;AT130;90401;00000000;1;SVK;-7;-3;7;10;-4;1;0;3;8;1;2008
AT1;AT13;AT130;90401;00000000;1;HUN;2;4;15;11;-2;0;2;5;5;0;2008
AT1;AT13;AT130;90401;00000000;1;BGR;19;20;32;12;-1;1;0;18;20;3;2008
AT1;AT13;AT130;90401;00000000;1;CZE;0;-3;1;4;3;0;1;6;2;2;2008
AT1;AT13;AT130;90401;00000000;1;REST-EU;3;14;81;67;-11;7;3;32;47;5;2008
AT1;AT13;AT130;90401;00000000;1;SCG;-11;3;25;22;-14;5;4;39;54;4;2008
AT1;AT13;AT130;90401;00000000;1;TUR;1;5;14;9;-4;1;4;37;38;3;2008
AT1;AT13;AT130;90401;00000000;1;BIH;3;-2;7;9;5;5;4;25;21;0;2008
AT1;AT13;AT130;90401;00000000;1;HRV;-3;2;6;4;-5;3;1;5;12;0;2008
AT1;AT13;AT130;90401;00000000;1;MKD;0;0;2;2;0;2;0;4;6;1;2008
AT1;AT13;AT130;90401;00000000;1;RUS;21;17;19;2;4;5;0;12;13;6;2008
AT1;AT13;AT130;90401;00000000;1;CHN;8;1;3;2;7;3;1;9;4;0;2008
AT1;AT13;AT130;90401;00000000;1;OTHER;17;16;118;102;1;27;10;138;154;30;2008
AT1;AT13;AT130;90501;00000000;2;AUT;-302;-56;51;107;-246;468;369;873;1218;261;2008
AT1;AT13;AT130;90501;00000000;2;DEU;83;63;117;54;20;20;10;93;83;18;2008
AT1;AT13;AT130;90501;00000000;2;POL;-22;16;65;49;-38;3;7;65;99;18;2008
AT1;AT13;AT130;90501;00000000;2;ROU;71;53;70;17;18;11;7;53;39;5;2008
AT1;AT13;AT130;90501;00000000;2;SVK;23;22;36;14;1;11;9;36;37;4;2008
AT1;AT13;AT130;90501;00000000;2;HUN;11;5;17;12;6;12;5;15;16;2;2008
AT1;AT13;AT130;90501;00000000;2;BGR;34;34;53;19;0;5;3;33;35;5;2008
AT1;AT13;AT130;90501;00000000;2;CZE;-3;6;8;2;-9;2;2;6;15;4;2008
AT1;AT13;AT130;90501;00000000;2;REST-EU;22;12;56;44;10;5;1;50;44;11;2008
AT1;AT13;AT130;90501;00000000;2;SCG;-22;23;59;36;-45;10;16;170;209;56;2008
AT1;AT13;AT130;90501;00000000;2;TUR;-45;13;42;29;-58;7;6;101;160;48;2008
AT1;AT13;AT130;90501;00000000;2;BIH;-24;18;25;7;-42;7;6;42;85;10;2008
AT1;AT13;AT130;90501;00000000;2;HRV;-1;1;10;9;-2;2;1;13;16;7;2008
AT1;AT13;AT130;90501;00000000;2;MKD;6;1;3;2;5;2;1;19;15;2;2008
AT1;AT13;AT130;90501;00000000;2;RUS;4;9;15;6;-5;10;4;27;38;10;2008
AT1;AT13;AT130;90501;00000000;2;CHN;0;6;19;13;-6;7;10;35;38;7;2008
AT1;AT13;AT130;90501;00000000;2;OTHER;17;47;172;125;-30;36;29;211;248;47;2008
AT1;AT13;AT130;90501;00000000;1;AUT;-214;-36;128;164;-178;452;383;978;1225;247;2008
AT1;AT13;AT130;90501;00000000;1;DEU;72;74;133;59;-2;17;12;90;97;22;2008
AT1;AT13;AT130;90501;00000000;1;POL;-41;-17;45;62;-24;1;6;53;72;15;2008
AT1;AT13;AT130;90501;00000000;1;ROU;32;26;58;32;6;5;5;43;37;1;2008
AT1;AT13;AT130;90501;00000000;1;SVK;9;3;23;20;6;1;6;14;3;2;2008
AT1;AT13;AT130;90501;00000000;1;HUN;16;14;45;31;2;4;2;13;13;4;2008
AT1;AT13;AT130;90501;00000000;1;BGR;36;44;65;21;-8;5;4;15;24;4;2008
AT1;AT13;AT130;90501;00000000;1;CZE;5;3;7;4;2;3;1;9;9;1;2008
AT1;AT13;AT130;90501;00000000;1;REST-EU;26;19;68;49;7;9;8;54;48;10;2008
AT1;AT13;AT130;90501;00000000;1;SCG;-31;-9;72;81;-22;10;19;182;195;52;2008
AT1;AT13;AT130;90501;00000000;1;TUR;-35;6;55;49;-41;17;16;182;224;79;2008
AT1;AT13;AT130;90501;00000000;1;BIH;-4;4;23;19;-8;15;2;65;86;51;2008
AT1;AT13;AT130;90501;00000000;1;HRV;9;9;11;2;0;3;4;21;20;7;2008
AT1;AT13;AT130;90501;00000000;1;MKD;-11;0;7;7;-11;0;3;22;30;9;2008
AT1;AT13;AT130;90501;00000000;1;RUS;7;7;11;4;0;6;3;32;35;4;2008
AT1;AT13;AT130;90501;00000000;1;CHN;-2;-1;15;16;-1;3;12;31;23;3;2008
AT1;AT13;AT130;90501;00000000;1;OTHER;20;-21;203;224;41;87;35;384;395;71;2008
AT1;AT13;AT130;90601;00000000;2;AUT;-148;-25;44;69;-123;270;246;525;672;87;2008
AT1;AT13;AT130;90601;00000000;2;DEU;18;30;70;40;-12;10;6;51;67;5;2008
AT1;AT13;AT130;90601;00000000;2;POL;-16;8;20;12;-24;2;6;20;40;5;2008
AT1;AT13;AT130;90601;00000000;2;ROU;3;4;17;13;-1;10;6;20;25;4;2008
AT1;AT13;AT130;90601;00000000;2;SVK;5;9;13;4;-4;3;1;12;18;4;2008
AT1;AT13;AT130;90601;00000000;2;HUN;1;5;16;11;-4;1;1;6;10;3;2008
AT1;AT13;AT130;90601;00000000;2;BGR;5;8;18;10;-3;0;5;24;22;3;2008
AT1;AT13;AT130;90601;00000000;2;CZE;-3;-1;3;4;-2;0;0;8;10;2;2008
AT1;AT13;AT130;90601;00000000;2;REST-EU;3;16;45;29;-13;2;3;26;38;6;2008
AT1;AT13;AT130;90601;00000000;2;SCG;-15;-2;15;17;-13;4;4;52;65;3;2008
AT1;AT13;AT130;90601;00000000;2;TUR;-4;5;11;6;-9;4;1;34;46;7;2008
AT1;AT13;AT130;90601;00000000;2;BIH;-1;0;6;6;-1;6;2;19;24;2;2008
AT1;AT13;AT130;90601;00000000;2;HRV;2;-1;7;8;3;2;0;8;7;0;2008
AT1;AT13;AT130;90601;00000000;2;MKD;4;3;5;2;1;0;1;8;6;2;2008
AT1;AT13;AT130;90601;00000000;2;RUS;11;7;12;5;4;6;2;13;13;0;2008
AT1;AT13;AT130;90601;00000000;2;CHN;-4;3;5;2;-7;4;0;11;22;2;2008
AT1;AT13;AT130;90601;00000000;2;OTHER;41;35;119;84;6;24;10;125;133;21;2008
AT1;AT13;AT130;90601;00000000;1;AUT;-181;-5;125;130;-176;391;239;657;985;118;2008
AT1;AT13;AT130;90601;00000000;1;DEU;46;55;97;42;-9;14;12;55;66;10;2008
AT1;AT13;AT130;90601;00000000;1;POL;-13;-5;20;25;-8;3;4;30;37;6;2008
AT1;AT13;AT130;90601;00000000;1;ROU;4;9;24;15;-5;3;4;10;14;2;2008
AT1;AT13;AT130;90601;00000000;1;SVK;6;4;8;4;2;1;0;10;9;3;2008
AT1;AT13;AT130;90601;00000000;1;HUN;3;9;21;12;-6;1;1;7;13;2;2008
AT1;AT13;AT130;90601;00000000;1;BGR;-1;7;15;8;-8;0;1;11;18;1;2008
AT1;AT13;AT130;90601;00000000;1;CZE;-1;-1;1;2;0;1;0;4;5;0;2008
AT1;AT13;AT130;90601;00000000;1;REST-EU;13;18;59;41;-5;5;8;42;44;4;2008
AT1;AT13;AT130;90601;00000000;1;SCG;-2;-1;19;20;-1;8;3;48;54;4;2008
AT1;AT13;AT130;90601;00000000;1;TUR;-25;-4;17;21;-21;8;4;45;70;6;2008
AT1;AT13;AT130;90601;00000000;1;BIH;0;2;11;9;-2;3;0;29;34;3;2008
AT1;AT13;AT130;90601;00000000;1;HRV;-4;0;3;3;-4;0;0;9;13;1;2008
AT1;AT13;AT130;90601;00000000;1;MKD;10;7;10;3;3;2;0;10;9;5;2008
AT1;AT13;AT130;90601;00000000;1;RUS;8;1;5;4;7;11;1;4;7;0;2008
AT1;AT13;AT130;90601;00000000;1;CHN;-1;2;3;1;-3;2;2;14;17;0;2008
AT1;AT13;AT130;90601;00000000;1;OTHER;-24;11;129;118;-35;35;17;164;217;24;2008
AT1;AT13;AT130;90701;00000000;2;AUT;-122;-37;31;68;-85;332;246;554;725;133;2008
AT1;AT13;AT130;90701;00000000;2;DEU;64;66;112;46;-2;8;8;73;75;18;2008
AT1;AT13;AT130;90701;00000000;2;POL;-14;9;32;23;-23;1;5;30;49;3;2008
AT1;AT13;AT130;90701;00000000;2;ROU;14;10;28;18;4;6;3;24;23;6;2008
AT1;AT13;AT130;90701;00000000;2;SVK;7;12;16;4;-5;1;5;9;10;2;2008
AT1;AT13;AT130;90701;00000000;2;HUN;0;3;29;26;-3;3;3;13;16;1;2008
AT1;AT13;AT130;90701;00000000;2;BGR;3;9;18;9;-6;3;5;21;25;2;2008
AT1;AT13;AT130;90701;00000000;2;CZE;0;2;7;5;-2;1;0;9;12;0;2008
AT1;AT13;AT130;90701;00000000;2;REST-EU;7;7;57;50;0;4;4;39;39;10;2008
AT1;AT13;AT130;90701;00000000;2;SCG;-37;7;19;12;-44;7;6;43;88;8;2008
AT1;AT13;AT130;90701;00000000;2;TUR;-4;10;16;6;-14;3;4;32;45;3;2008
AT1;AT13;AT130;90701;00000000;2;BIH;-12;3;8;5;-15;3;3;16;31;2;2008
AT1;AT13;AT130;90701;00000000;2;HRV;0;0;5;5;0;0;0;12;12;2;2008
AT1;AT13;AT130;90701;00000000;2;MKD;-2;3;4;1;-5;0;0;1;6;0;2008
AT1;AT13;AT130;90701;00000000;2;RUS;20;3;14;11;17;7;0;14;4;3;2008
AT1;AT13;AT130;90701;00000000;2;CHN;-6;-12;6;18;6;1;0;12;7;4;2008
AT1;AT13;AT130;90701;00000000;2;OTHER;21;47;158;111;-26;18;21;101;124;26;2008
AT1;AT13;AT130;90701;00000000;1;AUT;-164;-35;55;90;-129;308;254;516;699;113;2008
AT1;AT13;AT130;90701;00000000;1;DEU;87;66;94;28;21;14;9;74;58;10;2008
AT1;AT13;AT130;90701;00000000;1;POL;-17;-4;25;29;-13;2;1;17;31;4;2008
AT1;AT13;AT130;90701;00000000;1;ROU;-8;-1;13;14;-7;1;3;9;14;3;2008
AT1;AT13;AT130;90701;00000000;1;SVK;-6;-8;12;20;2;2;1;6;5;2;2008
AT1;AT13;AT130;90701;00000000;1;HUN;8;9;15;6;-1;4;6;8;7;0;2008
AT1;AT13;AT130;90701;00000000;1;BGR;4;-4;9;13;8;1;2;20;11;0;2008
AT1;AT13;AT130;90701;00000000;1;CZE;-5;-3;1;4;-2;0;3;4;3;1;2008
AT1;AT13;AT130;90701;00000000;1;REST-EU;30;31;78;47;-1;5;4;44;46;8;2008
AT1;AT13;AT130;90701;00000000;1;SCG;-17;4;24;20;-21;6;6;57;78;7;2008
AT1;AT13;AT130;90701;00000000;1;TUR;-20;-2;12;14;-18;5;7;49;65;7;2008
AT1;AT13;AT130;90701;00000000;1;BIH;-25;-1;11;12;-24;2;2;25;49;3;2008
AT1;AT13;AT130;90701;00000000;1;HRV;-5;0;3;3;-5;1;1;13;18;0;2008
AT1;AT13;AT130;90701;00000000;1;MKD;-4;1;4;3;-5;0;0;6;11;1;2008
AT1;AT13;AT130;90701;00000000;1;RUS;0;1;9;8;-1;3;0;7;11;6;2008
AT1;AT13;AT130;90701;00000000;1;CHN;-7;-9;2;11;2;1;0;6;5;3;2008
AT1;AT13;AT130;90701;00000000;1;OTHER;-14;10;139;129;-24;22;18;154;182;17;2008
AT1;AT13;AT130;90801;00000000;2;AUT;-80;-22;33;55;-58;283;233;404;512;104;2008
AT1;AT13;AT130;90801;00000000;2;DEU;36;46;77;31;-10;5;8;48;55;9;2008
AT1;AT13;AT130;90801;00000000;2;POL;6;7;26;19;-1;4;5;21;21;5;2008
AT1;AT13;AT130;90801;00000000;2;ROU;7;20;35;15;-13;1;8;18;24;1;2008
AT1;AT13;AT130;90801;00000000;2;SVK;7;25;32;7;-18;2;15;8;13;0;2008
AT1;AT13;AT130;90801;00000000;2;HUN;15;14;25;11;1;6;3;11;13;3;2008
AT1;AT13;AT130;90801;00000000;2;BGR;15;11;18;7;4;1;1;13;9;1;2008
AT1;AT13;AT130;90801;00000000;2;CZE;8;13;20;7;-5;0;0;3;8;2;2008
AT1;AT13;AT130;90801;00000000;2;REST-EU;15;24;91;67;-9;5;5;26;35;7;2008
AT1;AT13;AT130;90801;00000000;2;SCG;-17;-1;13;14;-16;2;6;31;43;4;2008
AT1;AT13;AT130;90801;00000000;2;TUR;-11;4;13;9;-15;0;3;19;31;7;2008
AT1;AT13;AT130;90801;00000000;2;BIH;-17;3;7;4;-20;1;4;14;31;2;2008
AT1;AT13;AT130;90801;00000000;2;HRV;0;-3;0;3;3;2;0;9;8;2;2008
AT1;AT13;AT130;90801;00000000;2;MKD;-3;0;1;1;-3;0;0;1;4;2;2008
AT1;AT13;AT130;90801;00000000;2;RUS;0;4;8;4;-4;7;2;14;23;3;2008
AT1;AT13;AT130;90801;00000000;2;CHN;-3;2;7;5;-5;5;2;9;17;0;2008
AT1;AT13;AT130;90801;00000000;2;OTHER;-6;24;105;81;-30;14;15;70;99;9;2008
AT1;AT13;AT130;90801;00000000;1;AUT;-115;-7;126;133;-108;274;280;543;645;106;2008
AT1;AT13;AT130;90801;00000000;1;DEU;34;40;82;42;-6;15;11;51;61;12;2008
AT1;AT13;AT130;90801;00000000;1;POL;7;35;67;32;-28;3;20;31;42;2;2008
AT1;AT13;AT130;90801;00000000;1;ROU;-17;100;148;48;-117;11;77;30;81;0;2008
AT1;AT13;AT130;90801;00000000;1;SVK;3;28;44;16;-25;2;17;14;24;2;2008
AT1;AT13;AT130;90801;00000000;1;HUN;-8;20;44;24;-28;3;25;10;16;3;2008
AT1;AT13;AT130;90801;00000000;1;BGR;6;12;19;7;-6;2;4;7;11;0;2008
AT1;AT13;AT130;90801;00000000;1;CZE;0;17;27;10;-17;2;10;1;10;1;2008
AT1;AT13;AT130;90801;00000000;1;REST-EU;25;30;88;58;-5;6;9;38;40;4;2008
