Wanderung gegenüber Wien nach Zählbezirken, Staatsangehörigkeit und Geschlecht;;;;;;;;;;;;;;;;;;
Migration in Vienna by subdistrict, nationality and sex;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;NATIONALITY;MIG_NET_TOTAL;MIG_NET_EXT;IMM_EXT;EMI_EXT;MIG_NET_INT;IMM_INT;EMI_INT;IMM_SDC;EMI_SDC;MIG_SDC_INT;REF_DATE
AT1;AT13;AT130;00000;9210109;1;HRV;-1;0;0;0;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210109;1;MKD;-1;0;0;0;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210109;1;RUS;4;0;0;0;4;0;0;5;1;0;2008
AT1;AT13;AT130;00000;9210109;1;OTHER;-7;-3;0;3;-4;0;0;5;9;0;2008
AT1;AT13;AT130;00000;9210110;2;AUT;-3;-1;5;6;-2;25;29;141;139;19;2008
AT1;AT13;AT130;00000;9210110;2;DEU;1;0;0;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210110;2;POL;5;1;2;1;4;0;0;5;1;0;2008
AT1;AT13;AT130;00000;9210110;2;ROU;-2;-1;1;2;-1;1;0;2;4;0;2008
AT1;AT13;AT130;00000;9210110;2;SVK;1;1;1;0;0;0;0;4;4;0;2008
AT1;AT13;AT130;00000;9210110;2;HUN;-1;-1;0;1;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210110;2;BGR;4;3;3;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210110;2;CZE;0;0;0;0;0;1;0;0;1;0;2008
AT1;AT13;AT130;00000;9210110;2;REST-EU;-3;-2;0;2;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210110;2;SCG;5;4;6;2;1;1;1;12;11;1;2008
AT1;AT13;AT130;00000;9210110;2;TUR;4;-1;0;1;5;0;0;6;1;0;2008
AT1;AT13;AT130;00000;9210110;2;BIH;0;-1;0;1;1;1;2;5;3;0;2008
AT1;AT13;AT130;00000;9210110;2;HRV;1;-1;0;1;2;1;0;2;1;0;2008
AT1;AT13;AT130;00000;9210110;2;MKD;5;2;2;0;3;1;0;2;0;0;2008
AT1;AT13;AT130;00000;9210110;2;RUS;6;0;0;0;6;0;0;8;2;0;2008
AT1;AT13;AT130;00000;9210110;2;CHN;-1;0;0;0;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210110;2;OTHER;6;1;4;3;5;0;0;21;16;2;2008
AT1;AT13;AT130;00000;9210110;1;AUT;0;-9;15;24;9;19;36;184;158;33;2008
AT1;AT13;AT130;00000;9210110;1;DEU;3;0;2;2;3;1;0;3;1;0;2008
AT1;AT13;AT130;00000;9210110;1;POL;-1;-1;1;2;0;0;0;4;4;0;2008
AT1;AT13;AT130;00000;9210110;1;ROU;-1;-1;0;1;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210110;1;SVK;0;1;1;0;-1;0;1;0;0;0;2008
AT1;AT13;AT130;00000;9210110;1;BGR;2;2;2;0;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210110;1;REST-EU;-2;-2;1;3;0;0;1;1;0;0;2008
AT1;AT13;AT130;00000;9210110;1;SCG;-1;-3;2;5;2;1;3;13;9;0;2008
AT1;AT13;AT130;00000;9210110;1;TUR;3;1;1;0;2;0;1;8;5;1;2008
AT1;AT13;AT130;00000;9210110;1;BIH;6;2;2;0;4;0;1;9;4;1;2008
AT1;AT13;AT130;00000;9210110;1;HRV;5;0;0;0;5;0;0;5;0;0;2008
AT1;AT13;AT130;00000;9210110;1;MKD;2;1;1;0;1;0;1;2;0;0;2008
AT1;AT13;AT130;00000;9210110;1;RUS;4;0;0;0;4;0;0;6;2;0;2008
AT1;AT13;AT130;00000;9210110;1;OTHER;5;1;5;4;4;0;0;16;12;0;2008
AT1;AT13;AT130;00000;9210111;2;AUT;18;-4;3;7;22;36;51;144;107;13;2008
AT1;AT13;AT130;00000;9210111;2;DEU;2;6;7;1;-4;0;1;1;4;0;2008
AT1;AT13;AT130;00000;9210111;2;POL;5;0;1;1;5;0;0;9;4;0;2008
AT1;AT13;AT130;00000;9210111;2;ROU;6;1;2;1;5;0;0;6;1;0;2008
AT1;AT13;AT130;00000;9210111;2;SVK;2;1;1;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210111;2;HUN;4;2;2;0;2;0;1;3;0;1;2008
AT1;AT13;AT130;00000;9210111;2;BGR;-3;1;1;0;-4;0;1;0;3;0;2008
AT1;AT13;AT130;00000;9210111;2;CZE;2;1;1;0;1;1;0;0;0;0;2008
AT1;AT13;AT130;00000;9210111;2;REST-EU;10;2;3;1;8;7;1;2;0;0;2008
AT1;AT13;AT130;00000;9210111;2;SCG;2;0;2;2;2;0;0;4;2;0;2008
AT1;AT13;AT130;00000;9210111;2;TUR;2;4;4;0;-2;1;0;3;6;0;2008
AT1;AT13;AT130;00000;9210111;2;BIH;1;0;0;0;1;0;0;4;3;0;2008
AT1;AT13;AT130;00000;9210111;2;HRV;-1;0;0;0;-1;0;1;0;0;0;2008
AT1;AT13;AT130;00000;9210111;2;MKD;1;0;0;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210111;2;RUS;-3;0;0;0;-3;0;0;1;4;0;2008
AT1;AT13;AT130;00000;9210111;2;CHN;-1;-2;0;2;1;1;0;0;0;0;2008
AT1;AT13;AT130;00000;9210111;2;OTHER;-7;0;7;7;-7;5;1;4;15;0;2008
AT1;AT13;AT130;00000;9210111;1;AUT;2;-4;10;14;6;39;42;143;134;15;2008
AT1;AT13;AT130;00000;9210111;1;DEU;7;8;11;3;-1;1;0;1;3;0;2008
AT1;AT13;AT130;00000;9210111;1;POL;3;0;1;1;3;1;0;8;6;0;2008
AT1;AT13;AT130;00000;9210111;1;ROU;0;-3;4;7;3;0;0;3;0;0;2008
AT1;AT13;AT130;00000;9210111;1;SVK;-4;0;1;1;-4;0;1;0;3;0;2008
AT1;AT13;AT130;00000;9210111;1;HUN;0;0;0;0;0;0;2;2;0;0;2008
AT1;AT13;AT130;00000;9210111;1;CZE;-1;-1;0;1;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210111;1;REST-EU;3;0;3;3;3;4;1;0;0;0;2008
AT1;AT13;AT130;00000;9210111;1;SCG;-1;-1;0;1;0;0;0;3;3;0;2008
AT1;AT13;AT130;00000;9210111;1;TUR;5;9;9;0;-4;0;0;5;9;0;2008
AT1;AT13;AT130;00000;9210111;1;BIH;-2;1;1;0;-3;0;0;3;6;0;2008
AT1;AT13;AT130;00000;9210111;1;HRV;0;-1;1;2;1;0;1;2;0;1;2008
AT1;AT13;AT130;00000;9210111;1;MKD;-1;-1;0;1;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210111;1;RUS;-1;0;0;0;-1;1;1;0;1;0;2008
AT1;AT13;AT130;00000;9210111;1;CHN;-4;-2;0;2;-2;1;0;0;3;0;2008
AT1;AT13;AT130;00000;9210111;1;OTHER;13;7;10;3;6;10;1;11;14;0;2008
AT1;AT13;AT130;00000;9210112;2;AUT;-7;-6;1;7;-1;22;56;162;129;21;2008
AT1;AT13;AT130;00000;9210112;2;DEU;1;0;1;1;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210112;2;POL;19;-1;0;1;20;0;0;21;1;0;2008
AT1;AT13;AT130;00000;9210112;2;ROU;1;0;0;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210112;2;HUN;3;0;0;0;3;0;0;3;0;0;2008
AT1;AT13;AT130;00000;9210112;2;CZE;0;0;0;0;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210112;2;REST-EU;-1;-1;0;1;0;0;0;2;2;0;2008
AT1;AT13;AT130;00000;9210112;2;SCG;14;-1;5;6;15;0;0;22;7;0;2008
AT1;AT13;AT130;00000;9210112;2;TUR;14;1;3;2;13;1;0;20;8;0;2008
AT1;AT13;AT130;00000;9210112;2;BIH;1;0;0;0;1;0;0;2;1;0;2008
AT1;AT13;AT130;00000;9210112;2;HRV;2;0;0;0;2;0;0;3;1;0;2008
AT1;AT13;AT130;00000;9210112;2;RUS;-1;0;0;0;-1;5;1;9;14;3;2008
AT1;AT13;AT130;00000;9210112;2;CHN;0;-2;0;2;2;0;0;3;1;3;2008
AT1;AT13;AT130;00000;9210112;2;OTHER;-1;3;11;8;-4;5;0;23;32;11;2008
AT1;AT13;AT130;00000;9210112;1;AUT;-27;-3;13;16;-24;17;44;161;158;32;2008
AT1;AT13;AT130;00000;9210112;1;DEU;0;1;1;0;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210112;1;POL;23;0;0;0;23;0;0;23;0;0;2008
AT1;AT13;AT130;00000;9210112;1;ROU;1;0;0;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210112;1;SVK;1;0;0;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210112;1;HUN;-1;0;0;0;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210112;1;REST-EU;-2;-1;0;1;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210112;1;SCG;5;-3;2;5;8;0;2;19;9;1;2008
AT1;AT13;AT130;00000;9210112;1;TUR;1;1;2;1;0;0;1;12;11;3;2008
AT1;AT13;AT130;00000;9210112;1;BIH;0;0;0;0;0;0;1;2;1;0;2008
AT1;AT13;AT130;00000;9210112;1;HRV;3;1;1;0;2;0;0;3;1;0;2008
AT1;AT13;AT130;00000;9210112;1;RUS;2;1;1;0;1;2;0;8;9;8;2008
AT1;AT13;AT130;00000;9210112;1;CHN;0;0;0;0;0;0;0;1;1;2;2008
AT1;AT13;AT130;00000;9210112;1;OTHER;3;7;12;5;-4;3;0;22;29;6;2008
AT1;AT13;AT130;00000;9210113;2;AUT;-15;1;2;1;-16;11;22;57;62;7;2008
AT1;AT13;AT130;00000;9210113;2;DEU;-1;-1;0;1;0;0;1;2;1;0;2008
AT1;AT13;AT130;00000;9210113;2;POL;-4;0;0;0;-4;0;0;0;4;0;2008
AT1;AT13;AT130;00000;9210113;2;ROU;1;1;1;0;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210113;2;SVK;3;1;1;0;2;1;0;1;0;0;2008
AT1;AT13;AT130;00000;9210113;2;HUN;2;1;1;0;1;0;0;1;0;1;2008
AT1;AT13;AT130;00000;9210113;2;REST-EU;1;1;2;1;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210113;2;SCG;2;-1;1;2;3;0;0;4;1;0;2008
AT1;AT13;AT130;00000;9210113;2;TUR;2;0;0;0;2;0;0;2;0;0;2008
AT1;AT13;AT130;00000;9210113;2;BIH;-2;0;0;0;-2;0;0;0;2;0;2008
AT1;AT13;AT130;00000;9210113;2;HRV;2;0;0;0;2;0;0;2;0;0;2008
AT1;AT13;AT130;00000;9210113;2;RUS;4;3;3;0;1;1;0;0;0;0;2008
AT1;AT13;AT130;00000;9210113;2;CHN;-1;-1;0;1;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210113;2;OTHER;0;0;2;2;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210113;1;AUT;-1;2;5;3;-3;11;23;62;53;5;2008
AT1;AT13;AT130;00000;9210113;1;DEU;-1;-1;1;2;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210113;1;POL;-2;0;0;0;-2;0;0;1;3;1;2008
AT1;AT13;AT130;00000;9210113;1;SVK;2;2;3;1;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210113;1;HUN;1;1;1;0;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210113;1;REST-EU;2;2;2;0;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210113;1;SCG;-5;-1;1;2;-4;1;0;1;6;0;2008
AT1;AT13;AT130;00000;9210113;1;TUR;3;0;0;0;3;0;0;3;0;1;2008
AT1;AT13;AT130;00000;9210113;1;BIH;-1;1;1;0;-2;0;0;1;3;0;2008
AT1;AT13;AT130;00000;9210113;1;RUS;1;1;1;0;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210113;1;CHN;-2;0;0;0;-2;0;0;0;2;0;2008
AT1;AT13;AT130;00000;9210113;1;OTHER;3;0;0;0;3;1;1;4;1;0;2008
AT1;AT13;AT130;00000;9210114;2;AUT;-18;1;5;4;-19;20;48;112;103;28;2008
AT1;AT13;AT130;00000;9210114;2;DEU;1;0;0;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210114;2;POL;2;1;2;1;1;0;0;6;5;0;2008
AT1;AT13;AT130;00000;9210114;2;ROU;0;1;1;0;-1;0;1;1;1;0;2008
AT1;AT13;AT130;00000;9210114;2;SVK;0;-2;0;2;2;1;0;3;2;0;2008
AT1;AT13;AT130;00000;9210114;2;HUN;1;1;1;0;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210114;2;BGR;-1;-1;0;1;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210114;2;CZE;-1;-1;0;1;0;1;0;0;1;0;2008
AT1;AT13;AT130;00000;9210114;2;REST-EU;-2;-1;0;1;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210114;2;SCG;1;3;3;0;-2;0;0;13;15;0;2008
AT1;AT13;AT130;00000;9210114;2;TUR;-3;0;0;0;-3;0;0;0;3;0;2008
AT1;AT13;AT130;00000;9210114;2;BIH;-1;0;0;0;-1;0;0;1;2;0;2008
AT1;AT13;AT130;00000;9210114;2;HRV;2;0;0;0;2;0;0;2;0;0;2008
AT1;AT13;AT130;00000;9210114;2;RUS;3;1;1;0;2;1;0;1;0;0;2008
AT1;AT13;AT130;00000;9210114;2;CHN;-1;-1;0;1;0;0;0;2;2;0;2008
AT1;AT13;AT130;00000;9210114;2;OTHER;14;2;7;5;12;1;0;17;6;0;2008
AT1;AT13;AT130;00000;9210114;1;AUT;14;4;16;12;10;18;35;139;112;12;2008
AT1;AT13;AT130;00000;9210114;1;DEU;4;2;2;0;2;0;0;2;0;0;2008
AT1;AT13;AT130;00000;9210114;1;POL;2;-1;1;2;3;0;0;6;3;0;2008
AT1;AT13;AT130;00000;9210114;1;ROU;0;-1;0;1;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210114;1;SVK;2;1;1;0;1;1;0;0;0;0;2008
AT1;AT13;AT130;00000;9210114;1;CZE;-2;0;0;0;-2;0;0;0;2;0;2008
AT1;AT13;AT130;00000;9210114;1;REST-EU;0;1;1;0;-1;0;1;0;0;0;2008
AT1;AT13;AT130;00000;9210114;1;SCG;5;0;0;0;5;0;0;12;7;0;2008
AT1;AT13;AT130;00000;9210114;1;TUR;-1;1;1;0;-2;0;0;3;5;0;2008
AT1;AT13;AT130;00000;9210114;1;BIH;-1;1;1;0;-2;0;0;0;2;1;2008
AT1;AT13;AT130;00000;9210114;1;HRV;0;0;0;0;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210114;1;MKD;-2;-2;0;2;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210114;1;RUS;1;0;0;0;1;0;0;2;1;0;2008
AT1;AT13;AT130;00000;9210114;1;CHN;-1;-1;0;1;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210114;1;OTHER;12;1;3;2;11;1;0;16;6;2;2008
AT1;AT13;AT130;00000;9210115;2;AUT;48;-5;4;9;53;16;16;101;48;9;2008
AT1;AT13;AT130;00000;9210115;2;DEU;1;-1;0;1;2;0;0;2;0;0;2008
AT1;AT13;AT130;00000;9210115;2;POL;4;2;2;0;2;2;0;0;0;0;2008
AT1;AT13;AT130;00000;9210115;2;ROU;-3;0;0;0;-3;0;2;0;1;0;2008
AT1;AT13;AT130;00000;9210115;2;SVK;1;0;1;1;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210115;2;CZE;-1;0;0;0;-1;0;1;0;0;0;2008
AT1;AT13;AT130;00000;9210115;2;REST-EU;-1;0;1;1;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210115;2;SCG;5;0;0;0;5;0;0;6;1;0;2008
AT1;AT13;AT130;00000;9210115;2;TUR;-1;0;0;0;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210115;2;BIH;1;0;0;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210115;2;HRV;0;0;0;0;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210115;2;MKD;2;0;0;0;2;0;0;2;0;0;2008
AT1;AT13;AT130;00000;9210115;2;CHN;0;0;0;0;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210115;2;OTHER;10;6;7;1;4;0;0;7;3;0;2008
AT1;AT13;AT130;00000;9210115;1;AUT;17;-5;4;9;22;17;35;96;56;8;2008
AT1;AT13;AT130;00000;9210115;1;DEU;1;1;1;0;0;0;1;2;1;0;2008
AT1;AT13;AT130;00000;9210115;1;POL;1;1;1;0;0;1;1;2;2;0;2008
AT1;AT13;AT130;00000;9210115;1;ROU;0;-1;0;1;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210115;1;HUN;-1;-1;1;2;0;0;0;0;0;1;2008
AT1;AT13;AT130;00000;9210115;1;BGR;1;0;0;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210115;1;CZE;1;0;0;0;1;1;0;0;0;0;2008
AT1;AT13;AT130;00000;9210115;1;REST-EU;-4;0;0;0;-4;0;0;0;4;1;2008
AT1;AT13;AT130;00000;9210115;1;SCG;1;1;1;0;0;0;0;2;2;0;2008
AT1;AT13;AT130;00000;9210115;1;TUR;2;-1;0;1;3;1;0;3;1;0;2008
AT1;AT13;AT130;00000;9210115;1;BIH;1;0;0;0;1;0;0;2;1;0;2008
AT1;AT13;AT130;00000;9210115;1;HRV;3;0;0;0;3;0;0;4;1;0;2008
AT1;AT13;AT130;00000;9210115;1;MKD;3;0;0;0;3;0;0;3;0;0;2008
AT1;AT13;AT130;00000;9210115;1;OTHER;7;2;3;1;5;0;1;7;1;0;2008
AT1;AT13;AT130;00000;9210116;2;AUT;4;0;3;3;4;12;19;61;50;6;2008
AT1;AT13;AT130;00000;9210116;2;DEU;-1;1;1;0;-2;1;0;1;4;0;2008
AT1;AT13;AT130;00000;9210116;2;POL;-1;0;0;0;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210116;2;ROU;2;1;1;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210116;2;HUN;-1;0;1;1;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210116;2;CZE;3;3;3;0;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210116;2;REST-EU;4;2;2;0;2;1;0;2;1;0;2008
AT1;AT13;AT130;00000;9210116;2;HRV;2;1;1;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210116;2;RUS;2;0;0;0;2;0;0;2;0;0;2008
AT1;AT13;AT130;00000;9210116;2;OTHER;4;3;4;1;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210116;1;AUT;0;0;4;4;0;10;19;61;52;6;2008
AT1;AT13;AT130;00000;9210116;1;DEU;0;0;0;0;0;0;0;2;2;0;2008
AT1;AT13;AT130;00000;9210116;1;POL;0;-1;0;1;1;1;0;0;0;0;2008
AT1;AT13;AT130;00000;9210116;1;SVK;2;2;2;0;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210116;1;HUN;1;0;0;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210116;1;CZE;1;1;1;0;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210116;1;REST-EU;0;-1;0;1;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210116;1;BIH;-1;0;0;0;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210116;1;HRV;3;0;0;0;3;0;0;4;1;0;2008
AT1;AT13;AT130;00000;9210116;1;OTHER;3;3;3;0;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210117;2;AUT;-38;-8;5;13;-30;24;50;181;185;38;2008
AT1;AT13;AT130;00000;9210117;2;DEU;0;0;1;1;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210117;2;POL;3;3;5;2;0;0;1;4;3;0;2008
AT1;AT13;AT130;00000;9210117;2;ROU;3;5;6;1;-2;0;0;5;7;0;2008
AT1;AT13;AT130;00000;9210117;2;SVK;1;0;0;0;1;0;0;2;1;0;2008
AT1;AT13;AT130;00000;9210117;2;HUN;1;1;1;0;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210117;2;BGR;3;0;0;0;3;0;0;3;0;0;2008
AT1;AT13;AT130;00000;9210117;2;CZE;2;0;0;0;2;0;0;2;0;0;2008
AT1;AT13;AT130;00000;9210117;2;REST-EU;-1;-1;0;1;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210117;2;SCG;12;-1;3;4;13;1;0;22;10;1;2008
AT1;AT13;AT130;00000;9210117;2;TUR;8;0;1;1;8;0;0;13;5;0;2008
AT1;AT13;AT130;00000;9210117;2;BIH;1;0;0;0;1;0;0;3;2;0;2008
AT1;AT13;AT130;00000;9210117;2;HRV;-1;0;0;0;-1;0;0;1;2;0;2008
AT1;AT13;AT130;00000;9210117;2;MKD;3;2;2;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210117;2;RUS;5;0;0;0;5;1;0;4;0;0;2008
AT1;AT13;AT130;00000;9210117;2;OTHER;16;3;5;2;13;0;0;24;11;2;2008
AT1;AT13;AT130;00000;9210117;1;AUT;-52;3;28;25;-55;25;49;184;215;33;2008
AT1;AT13;AT130;00000;9210117;1;DEU;-2;0;2;2;-2;0;0;1;3;1;2008
AT1;AT13;AT130;00000;9210117;1;POL;-1;2;3;1;-3;0;2;3;4;2;2008
AT1;AT13;AT130;00000;9210117;1;ROU;1;2;2;0;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210117;1;SVK;-2;-1;0;1;-1;0;0;0;1;0;2008
AT1;AT13;AT130;00000;9210117;1;HUN;2;2;2;0;0;0;1;1;0;0;2008
AT1;AT13;AT130;00000;9210117;1;BGR;2;0;0;0;2;0;0;3;1;0;2008
AT1;AT13;AT130;00000;9210117;1;CZE;1;1;1;0;0;0;1;1;0;0;2008
AT1;AT13;AT130;00000;9210117;1;REST-EU;-1;0;1;1;-1;0;0;1;2;0;2008
AT1;AT13;AT130;00000;9210117;1;SCG;13;2;4;2;11;1;0;31;21;2;2008
AT1;AT13;AT130;00000;9210117;1;TUR;7;-1;1;2;8;1;0;16;9;1;2008
AT1;AT13;AT130;00000;9210117;1;BIH;0;2;2;0;-2;0;0;0;2;0;2008
AT1;AT13;AT130;00000;9210117;1;HRV;-1;0;0;0;-1;0;0;1;2;0;2008
AT1;AT13;AT130;00000;9210117;1;MKD;1;1;1;0;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210117;1;RUS;1;0;0;0;1;0;0;2;1;0;2008
AT1;AT13;AT130;00000;9210117;1;CHN;-1;1;1;0;-2;0;0;0;2;0;2008
AT1;AT13;AT130;00000;9210117;1;OTHER;12;5;9;4;7;1;1;22;15;6;2008
AT1;AT13;AT130;00000;9210118;2;AUT;-12;-7;4;11;-5;46;40;172;183;21;2008
AT1;AT13;AT130;00000;9210118;2;DEU;-5;-1;1;2;-4;0;2;5;7;1;2008
AT1;AT13;AT130;00000;9210118;2;POL;3;3;5;2;0;1;1;6;6;0;2008
AT1;AT13;AT130;00000;9210118;2;ROU;5;4;4;0;1;3;0;7;9;0;2008
AT1;AT13;AT130;00000;9210118;2;SVK;6;6;6;0;0;0;0;3;3;0;2008
AT1;AT13;AT130;00000;9210118;2;HUN;0;0;1;1;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210118;2;BGR;1;0;0;0;1;0;0;1;0;0;2008
AT1;AT13;AT130;00000;9210118;2;CZE;0;5;5;0;-5;1;1;0;5;0;2008
AT1;AT13;AT130;00000;9210118;2;REST-EU;-1;2;2;0;-3;0;0;0;3;0;2008
AT1;AT13;AT130;00000;9210118;2;SCG;4;-1;1;2;5;0;0;13;8;0;2008
AT1;AT13;AT130;00000;9210118;2;TUR;5;2;3;1;3;1;2;10;6;3;2008
AT1;AT13;AT130;00000;9210118;2;BIH;4;1;1;0;3;4;1;4;4;0;2008
AT1;AT13;AT130;00000;9210118;2;HRV;-5;-1;1;2;-4;0;2;1;3;0;2008
AT1;AT13;AT130;00000;9210118;2;MKD;-3;1;1;0;-4;0;0;0;4;0;2008
AT1;AT13;AT130;00000;9210118;2;RUS;4;-1;0;1;5;6;3;4;2;0;2008
AT1;AT13;AT130;00000;9210118;2;CHN;1;0;0;0;1;1;0;2;2;0;2008
AT1;AT13;AT130;00000;9210118;2;OTHER;14;7;11;4;7;6;0;19;18;0;2008
AT1;AT13;AT130;00000;9210118;1;AUT;-10;-3;17;20;-7;45;44;187;195;16;2008
AT1;AT13;AT130;00000;9210118;1;DEU;2;2;4;2;0;0;0;2;2;0;2008
AT1;AT13;AT130;00000;9210118;1;POL;4;-1;5;6;5;0;0;7;2;0;2008
AT1;AT13;AT130;00000;9210118;1;ROU;6;5;9;4;1;1;1;8;7;0;2008
AT1;AT13;AT130;00000;9210118;1;SVK;1;1;1;0;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210118;1;HUN;0;0;0;0;0;0;0;1;1;0;2008
AT1;AT13;AT130;00000;9210118;1;BGR;-2;0;1;1;-2;0;0;0;2;0;2008
AT1;AT13;AT130;00000;9210118;1;CZE;0;0;1;1;0;0;2;4;2;0;2008
AT1;AT13;AT130;00000;9210118;1;REST-EU;3;2;3;1;1;1;1;2;1;0;2008
AT1;AT13;AT130;00000;9210118;1;SCG;2;0;2;2;2;0;1;24;21;3;2008
AT1;AT13;AT130;00000;9210118;1;TUR;8;1;3;2;7;0;1;13;5;4;2008
AT1;AT13;AT130;00000;9210118;1;BIH;1;1;2;1;0;2;0;4;6;1;2008
AT1;AT13;AT130;00000;9210118;1;HRV;-5;0;1;1;-5;0;3;1;3;0;2008
AT1;AT13;AT130;00000;9210118;1;MKD;-3;1;1;0;-4;1;0;2;7;0;2008
AT1;AT13;AT130;00000;9210118;1;RUS;5;0;0;0;5;2;1;6;2;0;2008
AT1;AT13;AT130;00000;9210118;1;CHN;0;0;0;0;0;1;1;1;1;0;2008
AT1;AT13;AT130;00000;9210118;1;OTHER;22;7;15;8;15;6;4;33;20;1;2008
AT1;AT13;AT130;00000;9210119;2;AUT;-27;2;3;1;-29;12;30;71;82;4;2008
AT1;AT13;AT130;00000;9210119;2;DEU;-1;1;2;1;-2;0;0;2;4;0;2008
AT1;AT13;AT130;00000;9210119;2;POL;-4;0;0;0;-4;0;1;2;5;0;2008
AT1;AT13;AT130;00000;9210119;2;ROU;0;0;1;1;0;0;0;2;2;1;2008
AT1;AT13;AT130;00000;9210119;2;SVK;-1;-1;1;2;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210119;2;HUN;-1;-1;0;1;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210119;2;BGR;1;1;1;0;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210119;2;REST-EU;1;1;1;0;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210119;2;SCG;-1;2;2;0;-3;0;1;5;7;0;2008
AT1;AT13;AT130;00000;9210119;2;TUR;-4;0;0;0;-4;0;0;0;4;0;2008
AT1;AT13;AT130;00000;9210119;2;BIH;-1;-1;0;1;0;0;0;0;0;0;2008
AT1;AT13;AT130;00000;9210119;2;HRV;-1;0;0;0;-1;0;1;0;0;0;2008
