NUTS1;NUTS2;NUTS3;DISTRICT_CODE;T;WV;WK;BZ;SPR;WBER  ; ABG.   ;UNG.   ;OEVP   ;SPOE   ;FPOE   ;GRUE   ;BZOE   ;KPOE   ;SLP    ;MATIN  ;NFOE   ;                                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;87;597;453;2;125;147;65;87;5;1;1;18;2;                                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;88;616;418;2;124;128;37;102;7;4;3;7;4;                                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;89;614;435;4;125;152;42;81;8;7;4;10;2;                                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;90;552;410;10;61;219;29;60;6;6;0;17;2;                                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;91;537;348;1;34;197;57;34;9;0;0;14;2;                                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;92;444;259;0;25;158;53;15;2;3;2;1;0;                                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;93;242;188;0;53;47;24;54;5;0;0;5;0;                                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;94;0;73;4;9;46;6;7;0;1;0;0;0;                                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;95;0;50;0;11;35;1;1;1;0;0;1;0;                                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;96;0;83;9;12;56;3;0;0;0;2;0;1;                                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;97;0;96;1;21;49;12;6;1;1;0;3;2;                                                                                                         
AT1;AT13;AT130;91401;4;9;5;14;98;0;32;0;10;16;2;4;0;0;0;0;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;1;697;450;4;32;266;99;30;4;3;0;10;2;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;2;705;482;9;76;278;65;27;14;3;1;8;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;3;702;490;2;86;235;82;59;6;8;1;8;3;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;4;586;317;5;69;125;53;49;7;5;0;3;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;5;804;451;6;58;190;89;84;7;8;0;8;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;6;468;304;6;48;151;48;31;3;4;0;10;3;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;7;761;450;5;61;202;61;93;8;8;1;8;3;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;8;750;434;8;68;212;83;42;5;7;2;7;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;9;598;337;4;32;181;42;53;7;11;1;5;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;10;496;296;2;67;116;36;49;6;3;1;12;4;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;11;659;431;3;95;160;55;87;14;5;3;9;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;12;900;483;3;67;226;83;71;15;5;1;11;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;13;471;260;2;28;138;50;27;5;2;0;7;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;14;553;328;6;56;156;47;48;3;6;1;5;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;15;630;386;3;60;139;60;102;5;9;0;8;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;16;744;460;6;77;204;66;86;6;4;1;10;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;17;778;462;7;80;184;73;83;10;8;2;15;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;18;712;480;2;108;145;54;139;11;9;1;11;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;19;743;417;7;61;181;76;65;11;5;2;8;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;20;586;347;4;49;131;49;99;6;4;2;2;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;21;452;248;0;51;86;36;64;5;2;0;4;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;22;797;513;5;65;213;68;129;7;6;5;12;3;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;23;685;376;8;66;153;35;94;7;8;2;3;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;24;1030;437;9;61;160;46;136;6;8;2;8;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;25;641;365;8;54;165;36;82;3;5;2;8;2;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;26;527;331;2;60;111;46;92;3;11;2;4;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;27;513;297;1;74;112;24;69;6;4;0;6;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;28;472;432;8;74;189;41;99;8;8;3;2;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;29;622;369;4;32;204;43;61;9;2;2;11;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;30;717;415;5;88;154;39;111;4;7;2;4;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;31;489;282;3;47;105;40;66;9;4;2;6;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;32;503;321;1;54;139;40;73;3;8;2;1;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;33;547;286;4;49;117;46;55;5;3;1;4;2;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;34;737;449;3;76;200;66;75;8;8;3;9;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;35;676;416;0;56;188;75;73;10;2;1;9;2;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;36;684;462;7;38;252;85;56;9;7;1;7;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;37;525;318;2;49;148;53;44;4;10;3;5;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;38;389;241;2;31;113;24;54;5;7;1;4;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;39;667;405;9;79;156;67;75;4;4;4;4;3;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;40;520;327;5;48;153;53;48;4;6;3;6;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;41;430;312;4;53;172;20;34;9;4;3;12;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;42;599;375;8;61;182;73;41;1;3;2;4;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;43;923;607;16;102;264;118;78;7;7;2;11;2;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;44;546;332;2;42;144;58;71;7;1;0;7;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;45;547;335;7;63;142;44;57;5;6;0;9;2;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;46;894;458;2;50;241;58;66;9;13;2;16;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;47;439;239;2;37;95;33;58;5;3;1;4;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;48;424;235;2;43;79;24;67;6;5;2;4;3;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;49;410;258;3;43;88;44;67;5;2;1;4;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;50;405;246;2;49;101;31;49;4;4;1;3;2;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;51;410;250;2;36;127;25;47;5;3;0;5;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;52;753;479;7;68;220;77;79;6;6;0;15;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;53;571;335;2;69;140;33;67;4;7;0;10;3;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;54;496;303;6;45;137;40;61;3;3;3;5;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;55;622;354;2;48;158;60;62;7;7;0;6;4;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;56;513;293;0;31;123;40;77;7;6;2;6;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;57;511;298;3;24;162;43;49;8;2;2;3;2;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;58;461;262;3;35;111;39;57;3;6;2;5;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;59;685;414;7;66;197;53;64;9;7;1;8;2;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;60;695;427;8;50;224;56;73;9;1;1;3;2;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;61;616;372;4;70;148;59;68;2;10;3;6;2;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;62;452;265;2;35;120;45;47;7;3;3;3;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;63;698;418;4;70;178;46;93;8;5;1;12;1;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;64;547;331;5;78;106;32;92;4;5;2;4;3;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;65;632;389;6;43;189;53;72;5;9;4;8;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;66;599;400;0;39;215;77;43;9;3;3;11;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;67;0;17;0;6;8;2;1;0;0;0;0;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;68;0;33;1;5;11;4;9;0;1;0;2;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;69;0;54;0;14;12;7;14;2;2;1;2;0;                                                                                                         
AT1;AT13;AT130;91501;4;9;5;15;70;0;40;0;7;17;5;9;1;0;0;1;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;1;736;490;5;86;257;64;51;8;8;0;11;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;2;688;430;7;76;210;61;45;8;9;3;10;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;3;760;540;5;109;255;74;70;4;8;2;11;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;4;653;469;3;92;207;79;66;4;4;1;12;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;5;541;422;6;117;163;43;73;4;1;0;12;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;6;573;426;2;99;168;48;80;8;7;1;12;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;7;632;538;1;120;224;64;102;4;2;1;18;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;8;553;418;4;102;172;67;58;4;4;0;7;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;9;670;494;8;86;213;60;89;5;13;2;14;4;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;10;678;532;7;107;215;71;98;15;1;1;16;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;11;609;459;2;110;189;50;70;11;9;0;17;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;12;765;522;5;123;197;66;96;15;5;1;11;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;13;1175;794;8;226;358;81;81;11;5;0;21;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;14;466;333;4;46;148;35;73;8;6;1;9;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;15;659;461;9;115;179;49;70;7;8;1;22;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;16;785;510;4;77;207;87;100;6;8;3;17;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;17;747;538;4;135;206;58;105;9;6;2;11;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;18;771;544;9;194;152;52;108;10;3;0;14;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;19;702;510;7;136;202;49;74;15;4;2;17;4;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;20;520;397;3;143;106;41;74;8;3;0;16;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;21;495;383;1;114;127;59;62;5;5;0;10;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;22;654;438;4;139;155;51;65;4;3;2;13;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;23;757;495;12;81;225;71;71;19;8;0;7;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;24;680;460;8;137;174;43;67;12;7;1;10;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;25;580;393;8;120;132;39;75;5;3;1;9;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;26;650;525;3;245;95;48;107;13;2;0;12;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;27;717;526;5;177;162;69;75;18;5;0;11;4;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;28;574;401;6;139;144;35;60;6;2;0;8;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;29;784;595;10;165;197;64;128;12;6;1;9;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;30;726;539;6;228;100;30;153;6;2;1;9;4;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;31;666;494;3;201;116;34;111;17;5;0;7;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;32;592;463;9;183;118;51;81;6;7;1;5;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;33;666;490;6;179;116;55;100;14;9;2;7;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;34;547;417;2;164;124;31;82;5;1;1;6;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;35;839;589;10;227;143;65;111;9;8;2;14;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;36;626;480;7;166;153;60;73;10;3;2;5;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;37;553;344;4;54;187;41;24;14;4;2;12;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;38;701;555;4;220;140;44;105;11;6;0;22;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;39;780;569;4;152;211;69;95;13;7;2;14;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;40;755;579;12;150;217;73;110;4;6;0;6;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;41;684;495;6;83;244;67;63;11;8;2;11;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;42;729;470;5;68;224;84;45;12;3;0;27;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;43;178;139;1;12;101;7;2;4;0;8;2;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;44;913;612;7;132;270;77;95;11;4;1;14;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;45;764;505;5;93;241;62;73;12;8;2;8;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;46;889;606;4;94;293;110;74;12;8;0;9;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;47;786;516;4;96;224;78;81;8;3;2;16;4;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;48;555;339;5;51;178;63;22;4;5;1;8;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;49;541;361;6;37;193;83;15;10;2;1;12;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;50;825;619;8;100;357;57;44;12;14;9;16;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;51;883;691;4;207;234;75;137;10;6;0;15;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;52;894;637;7;116;287;98;97;10;8;0;13;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;53;561;379;3;48;231;66;12;9;1;1;5;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;54;578;402;5;65;215;63;35;7;6;0;6;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;55;775;459;8;132;170;51;67;8;6;0;14;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;56;979;711;12;130;331;125;83;14;3;1;8;4;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;57;406;289;1;91;108;46;24;4;4;0;11;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;58;733;476;6;97;225;79;41;13;2;3;9;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;59;721;502;5;75;252;82;55;12;6;1;11;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;60;780;558;9;93;265;109;44;13;5;2;16;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;61;768;608;6;187;210;81;91;11;4;0;17;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;62;801;564;6;112;235;87;77;13;10;0;22;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;63;709;459;7;123;160;91;42;14;6;0;13;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;64;783;553;4;98;235;98;82;11;5;2;16;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;65;979;695;8;159;264;119;96;18;6;2;17;6;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;66;862;628;12;87;275;139;82;15;3;1;13;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;67;806;618;11;94;342;84;59;10;2;0;11;5;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;68;685;510;7;126;184;80;94;6;2;1;7;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;69;454;316;4;54;161;53;16;11;5;1;8;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;70;760;520;6;97;239;74;80;12;6;0;6;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;71;708;525;11;75;264;75;65;10;3;4;15;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;72;854;650;5;136;286;66;113;14;8;2;15;5;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;73;574;392;7;41;246;62;14;3;7;0;10;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;74;601;363;2;52;197;68;22;6;3;2;11;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;75;567;369;4;39;198;76;28;6;6;0;10;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;76;721;525;3;139;174;67;114;8;13;0;7;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;77;728;537;5;207;129;38;119;13;7;0;16;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;78;685;486;6;98;216;67;57;15;3;1;21;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;79;702;551;2;198;155;41;124;14;2;0;15;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;80;674;445;3;64;237;78;42;11;2;0;7;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;81;755;558;7;96;258;74;94;4;6;0;19;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;82;753;538;6;91;264;87;62;8;1;0;11;8;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;83;773;508;4;48;291;90;39;13;3;2;16;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;84;806;494;4;31;305;89;34;10;4;1;12;4;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;85;717;507;9;56;286;87;34;11;7;2;14;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;86;587;429;3;46;235;79;36;7;6;2;15;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;87;656;453;10;85;214;47;62;10;6;1;16;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;88;454;336;2;84;156;58;26;6;1;0;2;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;89;827;542;7;40;282;127;47;15;10;1;12;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;90;665;462;4;47;253;90;37;14;3;0;11;3;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;91;574;399;2;83;170;44;73;10;10;3;4;0;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;92;763;564;6;85;246;77;117;11;3;0;15;4;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;93;555;361;4;45;151;61;77;5;5;1;11;1;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;94;726;460;8;58;209;101;56;3;5;0;18;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;95;600;413;3;96;157;54;87;4;3;0;7;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;96;983;687;7;96;303;81;149;17;9;1;20;4;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;97;657;436;4;99;205;63;43;10;1;0;9;2;                                                                                                         
AT1;AT13;AT130;92301;4;9;5;23;98;0;63;0;9;46;5;2;1;0;0;0;0;                                                                                                         
AT1;AT13;AT130;;4;9;5;95;1;0;1550;11;438;689;167;167;30;6;1;35;6;                                                                                                         
AT1;AT13;AT130;;4;9;5;95;2;0;547;3;186;148;55;126;20;3;1;5;0;                                                                                                         
AT1;AT13;AT130;;4;9;5;95;3;0;4296;44;1400;1491;487;612;82;39;8;116;17;                                                                                                         
AT1;AT13;AT130;;4;9;5;95;4;0;773;2;261;181;70;225;8;6;1;16;3;                                                                                                         
AT1;AT13;AT130;;4;9;5;95;5;0;451;0;150;121;33;118;10;4;0;12;3;                                                                                                         
AT1;AT13;AT130;;4;9;5;95;6;0;1252;10;398;377;116;287;14;14;1;33;2;                                                                                                         
AT1;AT13;AT130;;4;9;5;95;7;0;298;1;112;97;19;57;2;1;0;6;3;                                                                                                         
AT1;AT13;AT130;;4;9;5;95;8;0;76;1;28;14;4;23;1;2;0;3;0;                                                                                                         
AT1;AT13;AT130;;4;9;5;95;9;0;1590;23;315;748;187;230;21;17;7;29;13;                                                                                                         
AT1;AT13;AT130;;4;9;5;95;10;0;3230;10;1295;863;144;807;36;25;5;41;4;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;1;606;354;2;41;177;46;68;9;4;0;7;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;2;659;379;4;43;201;38;73;5;6;2;5;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;3;660;420;4;78;168;46;105;6;5;1;7;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;4;764;445;5;102;160;55;97;11;10;2;1;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;5;700;449;2;100;167;55;104;3;5;3;7;3;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;6;690;387;1;47;182;49;97;2;6;0;2;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;7;683;436;0;73;165;53;119;8;9;3;4;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;8;679;398;4;67;144;69;83;11;7;4;7;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;9;612;375;5;40;172;69;67;4;12;0;6;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;10;575;340;6;58;155;35;60;12;5;2;6;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;11;620;325;5;59;117;46;76;7;8;1;6;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;12;835;552;10;91;226;83;111;15;8;2;5;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;13;816;484;8;79;184;64;122;11;8;0;7;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;14;710;727;18;129;354;77;106;15;8;5;14;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;15;676;465;6;75;193;37;130;6;6;0;12;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;16;625;409;6;70;167;71;69;8;5;1;9;3;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;17;895;575;6;100;259;88;92;14;4;0;10;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;18;794;487;7;62;192;73;120;5;13;4;9;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;19;780;451;4;55;178;71;124;5;10;1;3;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;20;664;342;5;36;167;48;74;4;2;2;4;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;21;766;493;4;67;255;60;70;11;12;1;11;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;22;495;252;4;35;130;29;44;5;0;1;4;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;23;1166;482;8;57;217;89;83;10;3;2;10;3;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;24;602;397;2;75;165;64;54;9;7;3;14;4;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;25;698;380;3;42;207;55;47;8;6;4;7;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;26;818;527;8;84;237;89;81;8;7;1;10;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;27;801;570;6;63;323;116;32;9;3;3;14;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;28;724;443;1;67;220;106;28;7;3;1;7;3;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;29;934;525;5;47;269;99;66;16;9;5;9;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;30;752;454;9;76;198;71;76;9;5;0;9;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;31;670;453;6;74;184;30;128;5;9;1;13;3;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;32;680;381;4;54;161;50;86;6;7;1;10;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;33;605;376;3;65;190;52;42;8;4;1;7;4;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;34;657;372;1;49;145;81;77;5;7;0;6;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;35;836;524;1;73;230;78;122;8;2;0;9;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;36;857;533;4;95;235;68;98;7;10;0;14;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;37;828;542;5;100;245;66;98;5;9;2;12;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;38;597;349;7;49;159;76;36;4;5;2;8;3;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;39;642;426;2;71;196;67;67;8;9;1;5;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;40;734;472;8;100;202;68;68;10;3;0;12;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;41;771;525;4;134;195;75;83;8;8;1;15;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;42;795;495;8;93;233;70;66;12;5;0;7;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;43;731;450;10;50;246;78;48;5;5;0;7;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;44;467;322;1;77;96;94;19;16;2;2;11;4;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;45;646;380;2;41;211;79;23;8;1;4;8;3;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;46;715;431;8;27;257;85;37;6;3;2;5;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;47;705;500;6;65;217;88;94;5;9;2;11;3;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;48;813;502;8;69;226;92;72;16;4;1;12;2;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;49;777;487;5;71;229;63;97;10;9;0;3;0;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;50;816;500;5;66;235;100;67;6;8;0;10;3;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;51;838;522;7;118;183;88;82;15;7;2;19;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;52;717;434;8;68;209;48;75;8;3;6;8;1;                                                                                                         
AT1;AT13;AT130;91601;4;9;6;16;53;749;481;2;98;215;63;80;9;7;1;5;1;                                                                                                         
