Herkunftsgebiet (Österreichisches Bundesland,Ausland) in Wien gemeldeter Personen, nach Geschlecht und Wiener Zählbezirk ;;;;;;;;;;;;;;;;;;
Place of Birth (Austrian Provinces, Foreign) of residents in Vienna by sex and Vienna subdistrict;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;BORN_AT13;BORN_AT11;BORN_AT12;BORN_AT21;BORN_AT22;BORN_AT31;BORN_AT32;BORN_AT33;BORN_AT34;BORN_AT_UNCLASSIFIED;FOREIGN_BORN;REF_DATE
AT1;AT13;AT130;92201;2217;1;569;407;3;54;6;10;9;2;1;3;0;74;20110101
AT1;AT13;AT130;92201;2218;1;2365;1587;36;216;21;40;29;12;6;1;2;415;20110101
AT1;AT13;AT130;92201;2219;1;2828;1570;50;250;28;52;26;13;10;3;3;823;20110101
AT1;AT13;AT130;92201;2220;1;1421;901;17;93;10;13;12;1;2;0;3;369;20110101
AT1;AT13;AT130;92201;2221;1;524;368;8;43;3;6;4;4;2;2;0;84;20110101
AT1;AT13;AT130;92201;2222;1;2797;1895;39;188;12;45;25;11;6;4;1;571;20110101
AT1;AT13;AT130;92201;2223;1;2129;1377;29;157;29;40;25;13;12;2;0;445;20110101
AT1;AT13;AT130;92201;2224;1;2792;1929;33;214;26;58;50;15;7;5;2;453;20110101
AT1;AT13;AT130;92201;2225;1;883;637;17;80;7;18;10;4;2;2;2;104;20110101
AT1;AT13;AT130;92201;2226;1;1856;1262;22;213;14;32;39;6;9;6;1;252;20110101
AT1;AT13;AT130;92201;2227;1;3106;2222;49;247;30;52;38;11;13;7;1;436;20110101
AT1;AT13;AT130;92201;2228;1;1732;1170;25;150;13;45;25;6;8;3;1;286;20110101
AT1;AT13;AT130;92201;2229;1;1632;1103;26;130;10;19;21;7;4;3;3;306;20110101
AT1;AT13;AT130;92201;2230;1;13;7;0;1;0;0;0;0;0;0;0;5;20110101
AT1;AT13;AT130;92201;2231;1;47;30;0;8;0;0;0;0;0;0;0;9;20110101
AT1;AT13;AT130;92201;2232;1;2104;904;28;187;33;83;55;17;9;8;1;779;20110101
AT1;AT13;AT130;92201;2299;1;418;294;7;43;3;9;2;4;4;0;0;52;20110101
AT1;AT13;AT130;92301;2301;1;1156;685;25;91;13;24;13;8;8;3;3;283;20110101
AT1;AT13;AT130;92301;2302;1;2152;1217;47;203;25;40;26;8;13;9;2;562;20110101
AT1;AT13;AT130;92301;2303;1;1666;1156;41;150;13;37;20;6;4;1;1;237;20110101
AT1;AT13;AT130;92301;2304;1;3458;2152;78;277;16;74;15;13;13;4;2;814;20110101
AT1;AT13;AT130;92301;2305;1;4264;2459;123;539;32;93;56;12;15;7;2;926;20110101
AT1;AT13;AT130;92301;2306;1;447;280;8;50;3;10;10;2;2;0;1;81;20110101
AT1;AT13;AT130;92301;2307;1;4066;2427;93;395;37;93;59;19;15;12;5;911;20110101
AT1;AT13;AT130;92301;2308;1;1902;1205;37;165;27;58;29;10;8;5;0;358;20110101
AT1;AT13;AT130;92301;2309;1;3126;2022;63;299;33;71;60;18;12;7;7;534;20110101
AT1;AT13;AT130;92301;2310;1;2384;1556;40;235;21;51;35;6;9;6;4;421;20110101
AT1;AT13;AT130;92301;2311;1;3282;1951;63;371;37;104;56;27;15;11;2;645;20110101
AT1;AT13;AT130;92301;2312;1;2596;1640;32;287;18;64;46;24;11;8;1;465;20110101
AT1;AT13;AT130;92301;2313;1;1939;1354;29;183;31;42;49;13;11;4;2;221;20110101
AT1;AT13;AT130;92301;2314;1;2254;1494;30;214;24;72;54;21;16;15;2;312;20110101
AT1;AT13;AT130;92301;2315;1;990;673;11;75;19;18;31;8;13;4;1;137;20110101
AT1;AT13;AT130;92301;2316;1;978;601;13;123;6;29;24;2;8;6;0;166;20110101
AT1;AT13;AT130;92301;2317;1;128;65;2;13;1;5;1;0;0;1;0;40;20110101
AT1;AT13;AT130;92301;2318;1;2645;1841;49;217;21;71;28;3;8;5;4;398;20110101
AT1;AT13;AT130;92301;2319;1;4418;2914;70;442;47;134;72;16;25;7;1;690;20110101
AT1;AT13;AT130;92301;2399;1;45;25;0;2;0;0;1;1;0;0;0;16;20110101
AT1;AT13;AT130;90101;101;2;2081;955;38;145;39;63;74;28;25;8;2;704;20120101
AT1;AT13;AT130;90101;102;2;876;400;11;60;16;26;20;6;5;3;1;328;20120101
AT1;AT13;AT130;90101;103;2;1123;473;5;59;16;41;23;6;13;6;2;479;20120101
AT1;AT13;AT130;90101;104;2;841;376;12;65;16;23;35;16;6;6;0;286;20120101
AT1;AT13;AT130;90101;105;2;1146;528;18;82;17;44;48;16;17;8;1;367;20120101
AT1;AT13;AT130;90101;106;2;1423;669;23;120;27;47;35;16;22;6;5;453;20120101
AT1;AT13;AT130;90101;107;2;1393;584;16;102;26;47;47;14;7;8;4;538;20120101
AT1;AT13;AT130;90201;201;2;5460;2441;123;556;80;130;123;24;32;29;6;1916;20120101
AT1;AT13;AT130;90201;202;2;5713;2043;96;522;81;137;176;60;65;31;9;2493;20120101
AT1;AT13;AT130;90201;203;2;6486;2582;139;690;138;196;288;91;73;30;7;2252;20120101
AT1;AT13;AT130;90201;204;2;7510;3097;145;668;124;182;255;107;66;73;9;2784;20120101
AT1;AT13;AT130;90201;205;2;4762;1861;93;450;76;142;157;41;41;25;3;1873;20120101
AT1;AT13;AT130;90201;206;2;3439;1717;86;319;55;105;91;31;18;17;6;994;20120101
AT1;AT13;AT130;90201;207;2;6540;2289;117;543;82;140;168;57;45;27;8;3064;20120101
AT1;AT13;AT130;90201;208;2;1095;637;19;110;8;15;13;8;3;3;3;276;20120101
AT1;AT13;AT130;90201;209;2;8413;3941;151;814;75;178;138;43;33;17;10;3013;20120101
AT1;AT13;AT130;90201;299;2;3;3;0;0;0;0;0;0;0;0;0;0;20120101
AT1;AT13;AT130;90301;301;2;5785;2480;109;549;127;211;249;97;62;29;7;1865;20120101
AT1;AT13;AT130;90301;302;2;4650;2156;98;470;102;144;188;49;46;23;6;1368;20120101
AT1;AT13;AT130;90301;303;2;3324;1494;58;229;68;114;102;49;31;18;5;1156;20120101
AT1;AT13;AT130;90301;304;2;5617;1992;117;477;72;189;183;62;56;27;7;2435;20120101
AT1;AT13;AT130;90301;305;2;4285;1822;123;435;81;164;133;45;31;15;3;1433;20120101
AT1;AT13;AT130;90301;306;2;8008;3493;247;845;126;230;250;68;54;43;7;2645;20120101
AT1;AT13;AT130;90301;307;2;2827;1309;62;285;36;64;58;16;13;7;4;973;20120101
AT1;AT13;AT130;90301;308;2;849;419;21;133;17;39;21;5;12;4;2;176;20120101
AT1;AT13;AT130;90301;309;2;4629;2189;86;382;105;155;161;42;33;28;5;1443;20120101
AT1;AT13;AT130;90301;310;2;3921;1702;74;331;43;79;89;28;28;10;8;1529;20120101
AT1;AT13;AT130;90301;311;2;1431;720;28;129;16;26;13;11;7;2;2;477;20120101
AT1;AT13;AT130;90401;401;2;1243;480;13;87;30;33;47;13;13;8;0;519;20120101
AT1;AT13;AT130;90401;402;2;5189;2054;92;401;95;196;192;71;52;22;3;2011;20120101
AT1;AT13;AT130;90401;403;2;6558;2721;147;573;149;240;256;98;77;48;4;2245;20120101
AT1;AT13;AT130;90401;404;2;3656;1601;85;314;61;111;135;49;31;32;6;1231;20120101
AT1;AT13;AT130;90401;499;2;7;2;0;0;0;0;0;0;0;0;0;5;20120101
AT1;AT13;AT130;90501;501;2;5886;2397;183;589;139;226;256;88;85;46;8;1869;20120101
AT1;AT13;AT130;90501;502;2;9924;3924;226;782;123;235;242;93;66;53;8;4172;20120101
AT1;AT13;AT130;90501;503;2;8339;2910;198;666;160;234;316;96;84;51;6;3618;20120101
AT1;AT13;AT130;90501;504;2;3211;1119;88;295;79;132;142;59;51;45;7;1194;20120101
AT1;AT13;AT130;90501;599;2;4;0;0;0;0;0;0;0;0;0;0;4;20120101
AT1;AT13;AT130;90601;601;2;3886;1608;69;351;100;154;191;62;46;34;6;1265;20120101
AT1;AT13;AT130;90601;602;2;4713;1701;86;463;100;170;240;81;61;36;5;1770;20120101
AT1;AT13;AT130;90601;603;2;7012;2694;186;723;200;282;408;99;81;47;8;2284;20120101
AT1;AT13;AT130;90701;701;2;2901;1188;52;262;80;115;144;37;28;31;2;962;20120101
AT1;AT13;AT130;90701;702;2;1561;591;24;111;38;84;103;39;31;21;1;518;20120101
AT1;AT13;AT130;90701;703;2;2442;962;57;211;67;110;152;47;32;24;2;778;20120101
AT1;AT13;AT130;90701;704;2;5318;1967;125;532;127;205;315;89;89;51;3;1815;20120101
AT1;AT13;AT130;90701;705;2;4060;1401;90;398;98;145;247;80;59;38;3;1501;20120101
AT1;AT13;AT130;90801;801;2;2531;978;51;237;77;114;148;46;23;28;2;827;20120101
AT1;AT13;AT130;90801;802;2;6083;2553;117;520;152;232;377;122;63;40;4;1903;20120101
AT1;AT13;AT130;90801;803;2;3919;1570;91;375;114;155;247;63;48;41;2;1213;20120101
AT1;AT13;AT130;90901;901;2;4344;1710;88;460;118;163;228;73;55;32;5;1412;20120101
AT1;AT13;AT130;90901;902;2;5804;2318;128;626;147;198;303;103;59;45;6;1871;20120101
AT1;AT13;AT130;90901;903;2;2203;823;48;213;61;74;135;34;17;22;3;773;20120101
AT1;AT13;AT130;90901;904;2;4833;1648;99;491;126;183;309;93;62;47;4;1771;20120101
AT1;AT13;AT130;90901;905;2;2844;1218;42;270;52;113;141;49;31;15;0;913;20120101
AT1;AT13;AT130;90901;906;2;1113;472;12;78;26;36;88;17;11;2;1;370;20120101
AT1;AT13;AT130;91001;1001;2;450;199;4;31;3;3;3;0;2;3;0;202;20120101
AT1;AT13;AT130;91001;1002;2;9545;3885;221;718;61;145;93;38;29;14;13;4328;20120101
AT1;AT13;AT130;91001;1003;2;3564;1641;97;322;19;67;38;8;12;13;5;1342;20120101
AT1;AT13;AT130;91001;1004;2;3911;1439;82;258;38;58;54;22;21;10;4;1925;20120101
AT1;AT13;AT130;91001;1005;2;8822;3606;279;627;56;153;131;39;22;13;10;3886;20120101
AT1;AT13;AT130;91001;1006;2;6040;2120;139;375;38;87;79;18;23;25;7;3129;20120101
AT1;AT13;AT130;91001;1007;2;6280;2880;244;606;55;125;78;25;27;11;6;2223;20120101
AT1;AT13;AT130;91001;1008;2;4838;1918;132;350;33;97;59;32;14;12;4;2187;20120101
AT1;AT13;AT130;91001;1009;2;2489;1272;79;230;17;59;29;12;2;11;4;774;20120101
AT1;AT13;AT130;91001;1010;2;8521;4287;246;798;54;154;93;34;26;15;14;2800;20120101
AT1;AT13;AT130;91001;1011;2;4574;2610;109;348;30;67;41;16;12;7;11;1323;20120101
AT1;AT13;AT130;91001;1012;2;1249;583;43;100;13;35;22;8;8;4;0;433;20120101
AT1;AT13;AT130;91001;1013;2;2737;1770;73;237;24;47;20;9;4;5;5;543;20120101
AT1;AT13;AT130;91001;1014;2;2204;1410;58;219;17;43;21;4;6;3;8;415;20120101
AT1;AT13;AT130;91001;1015;2;3031;1823;74;239;19;70;31;12;6;5;5;747;20120101
AT1;AT13;AT130;91001;1016;2;3083;2048;75;277;21;60;42;15;11;6;4;524;20120101
AT1;AT13;AT130;91001;1017;2;454;344;9;38;3;9;4;0;0;1;2;44;20120101
AT1;AT13;AT130;91001;1018;2;2258;1453;73;232;29;55;39;11;8;6;3;349;20120101
AT1;AT13;AT130;91001;1019;2;1409;879;23;153;9;33;26;7;5;2;1;271;20120101
AT1;AT13;AT130;91001;1020;2;5184;3146;158;536;44;110;63;13;20;4;23;1067;20120101
AT1;AT13;AT130;91001;1021;2;3581;2280;88;346;32;89;54;9;10;7;1;665;20120101
AT1;AT13;AT130;91001;1022;2;3333;1214;99;265;38;68;64;24;13;11;4;1533;20120101
AT1;AT13;AT130;91001;1023;2;4888;2392;143;331;42;71;63;27;14;13;8;1784;20120101
AT1;AT13;AT130;91001;1099;2;93;53;3;6;0;1;0;0;0;0;0;30;20120101
AT1;AT13;AT130;91101;1101;2;915;276;29;96;28;45;56;14;6;7;1;357;20120101
AT1;AT13;AT130;91101;1102;2;6963;3338;183;584;38;130;90;26;13;11;8;2542;20120101
AT1;AT13;AT130;91101;1103;2;8166;3818;149;571;61;153;93;40;27;9;7;3238;20120101
AT1;AT13;AT130;91101;1104;2;2254;1070;58;285;12;39;26;6;6;1;0;751;20120101
AT1;AT13;AT130;91101;1105;2;5530;3265;151;485;38;91;60;22;13;2;2;1401;20120101
AT1;AT13;AT130;91101;1106;2;152;86;6;23;2;1;1;0;0;0;0;33;20120101
AT1;AT13;AT130;91101;1107;2;3517;2097;102;331;22;58;27;14;10;5;9;842;20120101
AT1;AT13;AT130;91101;1108;2;426;293;8;45;3;13;5;1;5;0;0;53;20120101
AT1;AT13;AT130;91101;1109;2;1254;807;42;91;13;18;6;11;1;1;2;262;20120101
AT1;AT13;AT130;91101;1110;2;13207;7659;334;1172;81;230;136;34;44;18;13;3486;20120101
AT1;AT13;AT130;91101;1111;2;2208;1092;41;179;4;31;22;2;4;3;0;830;20120101
AT1;AT13;AT130;91101;1112;2;166;110;3;20;0;0;0;0;0;0;0;33;20120101
AT1;AT13;AT130;91101;1113;2;2379;1350;91;235;16;46;26;5;6;6;2;596;20120101
AT1;AT13;AT130;91101;1199;2;46;37;0;5;0;0;0;1;1;0;0;2;20120101
AT1;AT13;AT130;91201;1201;2;2057;836;44;148;23;39;56;15;10;12;2;872;20120101
AT1;AT13;AT130;91201;1202;2;8998;3807;214;749;105;139;162;46;34;25;13;3704;20120101
AT1;AT13;AT130;91201;1203;2;2588;1289;48;185;10;37;23;7;7;1;1;980;20120101
AT1;AT13;AT130;91201;1204;2;4292;1649;117;356;63;120;103;34;25;12;5;1808;20120101
AT1;AT13;AT130;91201;1205;2;4313;1861;95;425;56;105;97;35;31;22;2;1584;20120101
AT1;AT13;AT130;91201;1206;2;4475;1740;114;389;78;140;140;49;42;26;6;1751;20120101
AT1;AT13;AT130;91201;1207;2;3582;1966;71;341;44;62;56;22;16;6;3;995;20120101
AT1;AT13;AT130;91201;1208;2;2347;1111;47;222;16;58;35;9;9;7;5;828;20120101
AT1;AT13;AT130;91201;1209;2;4105;2164;67;293;23;58;41;15;9;5;4;1426;20120101
AT1;AT13;AT130;91201;1210;2;4871;2532;129;470;54;131;100;28;31;13;9;1374;20120101
AT1;AT13;AT130;91201;1211;2;5050;3008;116;499;67;154;105;29;35;12;12;1013;20120101
AT1;AT13;AT130;91201;1299;2;3;1;0;0;0;1;1;0;0;0;0;0;20120101
AT1;AT13;AT130;91301;1301;2;241;118;4;30;1;10;10;1;1;1;0;65;20120101
AT1;AT13;AT130;91301;1302;2;3323;1790;31;225;71;113;119;48;24;19;1;882;20120101
AT1;AT13;AT130;91301;1303;2;4860;2474;94;511;86;194;157;40;56;21;6;1221;20120101
AT1;AT13;AT130;91301;1304;2;5577;3103;79;496;89;215;199;73;46;41;7;1229;20120101
AT1;AT13;AT130;91301;1305;2;2324;1341;32;205;57;61;71;32;23;7;0;495;20120101
AT1;AT13;AT130;91301;1306;2;1370;752;22;131;15;43;49;14;10;2;1;331;20120101
AT1;AT13;AT130;91301;1307;2;1789;998;32;195;22;48;36;8;12;2;2;434;20120101
AT1;AT13;AT130;91301;1308;2;3519;2012;72;388;52;111;101;39;20;3;4;717;20120101
AT1;AT13;AT130;91301;1309;2;2648;1629;64;260;31;64;35;8;10;0;5;542;20120101
AT1;AT13;AT130;91301;1310;2;31;16;1;5;0;3;2;0;0;0;0;4;20120101
AT1;AT13;AT130;91301;1311;2;2261;1506;47;201;34;49;42;15;8;9;2;348;20120101
AT1;AT13;AT130;91301;1399;2;21;9;0;3;0;0;1;1;0;0;0;7;20120101
AT1;AT13;AT130;91401;1401;2;3454;1586;83;360;52;105;110;27;22;15;4;1090;20120101
AT1;AT13;AT130;91401;1402;2;4269;1606;75;306;55;109;110;28;23;16;5;1936;20120101
AT1;AT13;AT130;91401;1403;2;4646;2277;75;415;89;139;151;55;40;26;9;1370;20120101
AT1;AT13;AT130;91401;1404;2;10135;5025;233;1017;122;231;203;48;58;26;9;3163;20120101
AT1;AT13;AT130;91401;1405;2;2144;1340;32;192;29;61;41;17;6;6;0;420;20120101
AT1;AT13;AT130;91401;1406;2;6406;3352;138;718;79;180;142;41;26;7;7;1716;20120101
AT1;AT13;AT130;91401;1407;2;1561;914;30;129;12;26;17;3;6;2;4;418;20120101
AT1;AT13;AT130;91401;1408;2;2053;1230;49;235;27;50;46;16;13;4;4;379;20120101
AT1;AT13;AT130;91401;1409;2;119;70;6;16;2;3;4;3;2;1;0;12;20120101
AT1;AT13;AT130;91401;1410;2;3894;2260;64;389;64;122;138;36;34;9;4;774;20120101
AT1;AT13;AT130;91401;1411;2;3411;2300;66;290;37;69;97;22;15;5;6;504;20120101
AT1;AT13;AT130;91401;1412;2;2968;1836;55;288;41;92;95;29;27;13;3;489;20120101
AT1;AT13;AT130;91401;1499;2;54;27;0;10;0;2;1;0;0;1;0;13;20120101
AT1;AT13;AT130;91501;1501;2;5423;2256;98;495;74;138;184;53;26;28;4;2067;20120101
AT1;AT13;AT130;91501;1502;2;4625;1416;92;355;82;134;157;55;40;25;6;2263;20120101
AT1;AT13;AT130;91501;1503;2;6026;1910;117;426;79;142;215;43;54;30;9;3001;20120101
AT1;AT13;AT130;91501;1504;2;3679;1276;70;275;42;58;102;34;19;18;2;1783;20120101
AT1;AT13;AT130;91501;1505;2;5690;2288;134;509;91;136;124;48;52;12;10;2286;20120101
AT1;AT13;AT130;91501;1506;2;7093;2560;129;599;83;143;205;42;48;38;5;3241;20120101
AT1;AT13;AT130;91501;1507;2;4510;2192;107;462;38;98;90;22;21;7;9;1464;20120101
AT1;AT13;AT130;91501;1599;2;25;0;0;0;0;0;1;0;0;0;0;24;20120101
AT1;AT13;AT130;91601;1601;2;6902;2326;127;607;113;152;288;79;67;47;12;3084;20120101
AT1;AT13;AT130;91601;1602;2;4066;1230;57;242;52;84;117;40;43;27;3;2171;20120101
AT1;AT13;AT130;91601;1603;2;6321;3015;117;613;63;152;117;41;35;23;6;2139;20120101
AT1;AT13;AT130;91601;1604;2;4182;1885;89;414;56;100;134;31;32;20;6;1415;20120101
AT1;AT13;AT130;91601;1605;2;7947;3468;157;697;119;201;232;54;34;28;5;2952;20120101
AT1;AT13;AT130;91601;1606;2;5325;2753;98;459;62;108;109;29;34;9;7;1657;20120101
AT1;AT13;AT130;91601;1607;2;5174;2548;104;519;50;133;106;38;25;16;5;1630;20120101
AT1;AT13;AT130;91601;1608;2;1885;1220;32;219;24;45;32;9;5;4;1;294;20120101
AT1;AT13;AT130;91601;1609;2;2770;1801;44;226;49;75;106;28;27;10;4;400;20120101
AT1;AT13;AT130;91601;1610;2;5054;1630;63;312;53;95;143;30;21;26;5;2676;20120101
AT1;AT13;AT130;91601;1699;2;85;58;1;7;0;4;1;1;0;0;0;13;20120101
AT1;AT13;AT130;91701;1701;2;5399;2088;81;454;98;150;208;49;38;35;4;2194;20120101
AT1;AT13;AT130;91701;1702;2;7144;2702;139;603;124;169;258;52;71;43;7;2976;20120101
AT1;AT13;AT130;91701;1703;2;8711;3855;163;803;109;188;260;58;53;37;10;3175;20120101
AT1;AT13;AT130;91701;1704;2;2071;1253;37;193;42;51;63;10;20;10;1;391;20120101
AT1;AT13;AT130;91701;1705;2;3182;1950;30;269;46;75;109;26;21;11;3;642;20120101
AT1;AT13;AT130;91701;1706;2;1299;721;14;102;15;28;34;17;12;6;3;347;20120101
AT1;AT13;AT130;91701;1799;2;21;15;2;2;1;0;0;0;0;0;0;1;20120101
AT1;AT13;AT130;91801;1801;2;1150;602;19;63;29;39;41;12;11;4;0;330;20120101
AT1;AT13;AT130;91801;1802;2;7465;3297;113;647;167;260;413;117;84;57;8;2302;20120101
AT1;AT13;AT130;91801;1803;2;7748;3009;128;665;182;268;369;112;71;44;10;2890;20120101
AT1;AT13;AT130;91801;1804;2;4849;2605;69;403;99;162;157;63;32;23;7;1229;20120101
AT1;AT13;AT130;91801;1805;2;5034;2757;77;398;106;175;177;62;45;26;4;1207;20120101
AT1;AT13;AT130;91901;1901;2;3115;1671;43;291;56;82;81;23;11;7;9;841;20120101
AT1;AT13;AT130;91901;1902;2;5244;2653;92;592;56;131;88;32;22;8;8;1562;20120101
AT1;AT13;AT130;91901;1903;2;137;45;1;17;5;9;3;3;2;1;0;51;20120101
AT1;AT13;AT130;91901;1904;2;7312;3529;109;702;120;191;218;89;55;27;13;2259;20120101
AT1;AT13;AT130;91901;1905;2;3887;2107;51;263;81;91;81;29;33;12;4;1135;20120101
AT1;AT13;AT130;91901;1906;2;2614;1432;42;210;56;70;73;26;25;13;4;663;20120101
AT1;AT13;AT130;91901;1907;2;1570;892;16;118;31;41;39;17;9;10;4;393;20120101
AT1;AT13;AT130;91901;1908;2;6937;3804;125;698;104;175;144;50;39;16;14;1768;20120101
AT1;AT13;AT130;91901;1909;2;2248;947;22;109;47;57;85;22;19;12;3;925;20120101
AT1;AT13;AT130;91901;1910;2;4708;2731;64;375;78;114;119;41;50;19;9;1108;20120101
AT1;AT13;AT130;91901;1999;2;4;2;0;0;0;0;0;0;0;0;0;2;20120101
AT1;AT13;AT130;92001;2001;2;4263;2063;53;416;36;74;64;15;10;6;4;1522;20120101
AT1;AT13;AT130;92001;2002;2;7487;2917;130;771;74;144;115;40;38;10;10;3238;20120101
AT1;AT13;AT130;92001;2003;2;6999;2695;122;754;93;168;200;72;42;28;8;2817;20120101
AT1;AT13;AT130;92001;2004;2;4910;2075;96;506;54;79;91;20;15;10;5;1959;20120101
AT1;AT13;AT130;92001;2005;2;5602;1967;93;488;77;132;135;34;45;27;2;2602;20120101
AT1;AT13;AT130;92001;2006;2;4371;2041;75;468;49;76;57;12;14;8;5;1566;20120101
AT1;AT13;AT130;92001;2007;2;6767;3087;125;740;67;138;121;24;25;16;11;2413;20120101
AT1;AT13;AT130;92001;2008;2;2797;1071;48;326;27;52;55;24;15;13;9;1157;20120101
AT1;AT13;AT130;92001;2099;2;41;17;1;7;3;0;2;0;0;0;0;11;20120101
AT1;AT13;AT130;92101;2101;2;692;483;6;87;8;12;15;2;6;3;0;70;20120101
AT1;AT13;AT130;92101;2102;2;3619;2216;39;419;31;92;61;18;15;6;2;720;20120101
AT1;AT13;AT130;92101;2103;2;2836;1792;38;376;25;54;32;8;17;4;0;490;20120101
AT1;AT13;AT130;92101;2104;2;2029;1295;33;269;10;37;25;6;5;4;5;340;20120101
AT1;AT13;AT130;92101;2105;2;9724;5636;180;1072;51;115;82;27;28;14;21;2498;20120101
AT1;AT13;AT130;92101;2106;2;433;254;5;41;3;8;7;1;3;1;1;109;20120101
AT1;AT13;AT130;92101;2107;2;1635;894;25;202;16;35;28;7;5;0;1;422;20120101
AT1;AT13;AT130;92101;2108;2;1364;857;31;170;10;23;13;4;2;0;2;252;20120101
AT1;AT13;AT130;92101;2109;2;3577;2174;49;401;32;65;41;12;7;4;6;786;20120101
AT1;AT13;AT130;92101;2110;2;2388;1434;33;218;17;30;27;14;11;1;2;601;20120101
AT1;AT13;AT130;92101;2111;2;2595;1484;36;295;25;54;34;9;15;2;2;639;20120101
AT1;AT13;AT130;92101;2112;2;3807;2192;48;394;21;49;35;5;17;2;2;1042;20120101
AT1;AT13;AT130;92101;2113;2;2481;1586;43;323;31;53;40;13;17;4;0;371;20120101
AT1;AT13;AT130;92101;2114;2;2627;1558;52;420;15;37;30;8;9;0;7;491;20120101
AT1;AT13;AT130;92101;2115;2;2352;1447;38;316;21;38;35;12;6;0;2;437;20120101
AT1;AT13;AT130;92101;2116;2;1747;1212;29;207;15;25;21;5;6;1;3;223;20120101
AT1;AT13;AT130;92101;2117;2;3413;1997;52;323;20;50;35;12;16;4;4;900;20120101
AT1;AT13;AT130;92101;2118;2;3546;1870;52;403;28;55;36;12;16;8;8;1058;20120101
AT1;AT13;AT130;92101;2119;2;1629;916;26;218;9;21;16;9;4;1;2;407;20120101
AT1;AT13;AT130;92101;2120;2;848;376;16;112;4;22;8;6;2;0;1;301;20120101
AT1;AT13;AT130;92101;2121;2;3145;1524;40;364;19;60;33;11;7;5;3;1079;20120101
AT1;AT13;AT130;92101;2122;2;4381;2184;72;533;31;99;49;31;21;10;8;1343;20120101
AT1;AT13;AT130;92101;2123;2;5403;2595;94;706;58;123;103;32;25;12;10;1645;20120101
AT1;AT13;AT130;92101;2124;2;2037;1140;35;293;20;49;20;13;6;5;2;454;20120101
AT1;AT13;AT130;92101;2125;2;2405;1367;34;254;33;54;47;13;20;6;2;575;20120101
AT1;AT13;AT130;92101;2126;2;3768;2075;72;475;48;75;78;19;19;7;6;894;20120101
AT1;AT13;AT130;92101;2127;2;766;465;17;66;2;14;11;2;0;1;2;186;20120101
AT1;AT13;AT130;92101;2128;2;128;39;2;13;1;0;1;0;1;0;0;71;20120101
AT1;AT13;AT130;92101;2129;2;93;68;3;15;0;3;2;0;0;0;0;2;20120101
AT1;AT13;AT130;92101;2130;2;4;1;0;2;0;0;0;0;0;0;0;1;20120101
AT1;AT13;AT130;92101;2199;2;104;79;1;13;0;3;0;1;0;0;0;7;20120101
AT1;AT13;AT130;92201;2201;2;1001;581;24;129;13;27;11;3;3;0;0;210;20120101
AT1;AT13;AT130;92201;2202;2;2316;1453;32;227;19;56;22;8;4;2;3;490;20120101
AT1;AT13;AT130;92201;2203;2;715;467;9;72;6;9;8;1;3;1;2;137;20120101
AT1;AT13;AT130;92201;2204;2;1977;1295;46;217;18;43;27;5;4;1;3;318;20120101
AT1;AT13;AT130;92201;2205;2;2730;1767;49;306;25;66;24;6;10;2;2;473;20120101
AT1;AT13;AT130;92201;2206;2;5942;3667;105;615;44;101;53;22;17;9;13;1296;20120101
AT1;AT13;AT130;92201;2207;2;2442;1543;38;240;22;64;34;6;8;2;3;482;20120101
AT1;AT13;AT130;92201;2208;2;8195;4454;125;755;42;117;89;30;16;11;6;2550;20120101
AT1;AT13;AT130;92201;2209;2;7297;4134;132;727;60;141;85;38;20;6;4;1950;20120101
AT1;AT13;AT130;92201;2210;2;3346;1725;61;341;45;89;69;17;10;8;2;979;20120101
AT1;AT13;AT130;92201;2211;2;5709;3100;78;601;63;127;86;26;20;11;5;1592;20120101
AT1;AT13;AT130;92201;2212;2;1749;954;15;148;21;26;24;9;9;3;2;538;20120101
AT1;AT13;AT130;92201;2213;2;3468;2022;57;358;32;78;42;11;12;4;4;848;20120101
AT1;AT13;AT130;92201;2214;2;2660;1891;29;265;13;34;44;12;6;5;4;357;20120101
AT1;AT13;AT130;92201;2215;2;4633;2868;90;414;30;82;49;16;18;6;7;1053;20120101
AT1;AT13;AT130;92201;2216;2;599;337;17;102;6;11;9;5;1;0;1;110;20120101
AT1;AT13;AT130;92201;2217;2;838;547;14;88;6;25;15;7;1;3;0;132;20120101
AT1;AT13;AT130;92201;2218;2;2923;1833;52;331;25;62;46;10;6;7;5;546;20120101
AT1;AT13;AT130;92201;2219;2;2903;1589;55;296;31;63;44;11;13;3;9;789;20120101
AT1;AT13;AT130;92201;2220;2;1494;886;24;111;10;23;19;5;2;3;1;410;20120101
AT1;AT13;AT130;92201;2221;2;1049;642;18;112;9;27;14;6;5;1;1;214;20120101
AT1;AT13;AT130;92201;2222;2;3380;2089;56;320;24;48;36;10;3;3;2;789;20120101
AT1;AT13;AT130;92201;2223;2;2262;1390;24;209;27;57;30;7;6;3;1;508;20120101
AT1;AT13;AT130;92201;2224;2;3020;1921;41;291;31;69;45;16;8;9;3;586;20120101
AT1;AT13;AT130;92201;2225;2;994;681;26;101;5;17;14;4;2;4;0;140;20120101
AT1;AT13;AT130;92201;2226;2;1905;1207;42;209;20;55;28;7;8;1;5;323;20120101
