Herkunftsgebiet (Österreichisches Bundesland,Ausland) in Wien gemeldeter Personen, nach Geschlecht und Wiener Zählbezirk ;;;;;;;;;;;;;;;;;;
Place of Birth (Austrian Provinces, Foreign) of residents in Vienna by sex and Vienna subdistrict;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;BORN_AT13;BORN_AT11;BORN_AT12;BORN_AT21;BORN_AT22;BORN_AT31;BORN_AT32;BORN_AT33;BORN_AT34;BORN_AT_UNCLASSIFIED;FOREIGN_BORN;REF_DATE
AT1;AT13;AT130;92201;2211;2;5705;3155;79;589;60;126;85;23;20;10;5;1553;20110101
AT1;AT13;AT130;92201;2212;2;1732;951;17;153;21;25;23;9;6;4;3;520;20110101
AT1;AT13;AT130;92201;2213;2;3410;2027;56;356;33;81;45;10;10;5;5;782;20110101
AT1;AT13;AT130;92201;2214;2;2661;1899;30;273;15;35;44;10;5;4;4;342;20110101
AT1;AT13;AT130;92201;2215;2;4644;2874;92;425;32;84;44;16;19;6;12;1040;20110101
AT1;AT13;AT130;92201;2216;2;607;347;16;100;5;11;10;5;1;0;1;111;20110101
AT1;AT13;AT130;92201;2217;2;622;409;9;65;5;15;10;4;1;3;0;101;20110101
AT1;AT13;AT130;92201;2218;2;2657;1703;50;283;19;55;42;8;5;6;5;481;20110101
AT1;AT13;AT130;92201;2219;2;2915;1603;60;306;30;60;37;13;13;3;9;781;20110101
AT1;AT13;AT130;92201;2220;2;1453;867;24;117;8;23;20;7;2;2;1;382;20110101
AT1;AT13;AT130;92201;2221;2;574;352;14;71;6;16;5;2;0;0;3;105;20110101
AT1;AT13;AT130;92201;2222;2;3439;2131;57;322;27;56;37;8;3;3;3;792;20110101
AT1;AT13;AT130;92201;2223;2;2226;1384;25;209;26;60;27;6;5;4;1;479;20110101
AT1;AT13;AT130;92201;2224;2;2967;1897;42;287;32;66;46;15;7;7;3;565;20110101
AT1;AT13;AT130;92201;2225;2;980;671;25;105;5;20;10;4;2;4;0;134;20110101
AT1;AT13;AT130;92201;2226;2;1891;1210;41;212;16;54;28;6;8;1;5;310;20110101
AT1;AT13;AT130;92201;2227;2;3213;2129;50;332;26;64;43;24;15;3;5;522;20110101
AT1;AT13;AT130;92201;2228;2;1821;1173;34;161;27;42;25;7;9;6;2;335;20110101
AT1;AT13;AT130;92201;2229;2;1785;1107;35;178;13;40;10;5;4;1;2;390;20110101
AT1;AT13;AT130;92201;2230;2;7;5;0;0;0;0;0;0;0;0;0;2;20110101
AT1;AT13;AT130;92201;2231;2;46;38;0;2;1;0;0;0;0;0;0;5;20110101
AT1;AT13;AT130;92201;2232;2;2153;798;37;201;36;58;47;16;14;11;0;935;20110101
AT1;AT13;AT130;92201;2299;2;415;289;5;48;3;10;4;3;1;0;1;51;20110101
AT1;AT13;AT130;92301;2301;2;1206;690;30;114;6;28;17;4;8;5;3;301;20110101
AT1;AT13;AT130;92301;2302;2;2229;1165;60;256;25;57;32;9;6;4;3;612;20110101
AT1;AT13;AT130;92301;2303;2;1854;1219;53;205;13;34;20;7;4;1;4;294;20110101
AT1;AT13;AT130;92301;2304;2;4053;2344;113;387;39;98;48;13;10;10;7;984;20110101
AT1;AT13;AT130;92301;2305;2;4657;2505;124;652;47;134;55;19;13;14;6;1088;20110101
AT1;AT13;AT130;92301;2306;2;483;274;15;77;2;11;6;2;0;1;1;94;20110101
AT1;AT13;AT130;92301;2307;2;4535;2538;100;497;39;122;70;20;18;14;7;1110;20110101
AT1;AT13;AT130;92301;2308;2;2283;1395;53;257;27;58;38;11;9;6;4;425;20110101
AT1;AT13;AT130;92301;2309;2;3701;2225;72;427;42;100;67;21;18;10;5;714;20110101
AT1;AT13;AT130;92301;2310;2;2776;1653;78;339;34;66;39;10;5;4;5;543;20110101
AT1;AT13;AT130;92301;2311;2;3761;2091;97;500;50;104;70;23;10;8;6;802;20110101
AT1;AT13;AT130;92301;2312;2;2872;1733;43;368;32;59;58;21;14;6;3;535;20110101
AT1;AT13;AT130;92301;2313;2;2230;1405;40;251;36;62;54;27;16;8;2;329;20110101
AT1;AT13;AT130;92301;2314;2;2489;1559;51;213;30;90;63;31;17;11;3;421;20110101
AT1;AT13;AT130;92301;2315;2;1137;696;14;103;17;32;32;13;15;5;1;209;20110101
AT1;AT13;AT130;92301;2316;2;1239;702;12;145;13;43;41;9;8;9;3;254;20110101
AT1;AT13;AT130;92301;2317;2;115;61;1;10;1;1;2;1;0;2;0;36;20110101
AT1;AT13;AT130;92301;2318;2;2870;1862;68;316;28;63;44;16;8;2;1;462;20110101
AT1;AT13;AT130;92301;2319;2;5271;3146;139;621;61;164;113;26;21;4;4;972;20110101
AT1;AT13;AT130;92301;2399;2;51;27;1;4;0;1;1;0;0;0;0;17;20110101
AT1;AT13;AT130;90101;101;1;1939;954;23;105;32;78;64;27;22;13;2;619;20110101
AT1;AT13;AT130;90101;102;1;771;368;4;51;10;20;20;13;9;5;0;271;20110101
AT1;AT13;AT130;90101;103;1;1026;496;12;54;15;33;25;7;17;3;3;361;20110101
AT1;AT13;AT130;90101;104;1;740;395;3;52;17;23;16;14;11;5;0;204;20110101
AT1;AT13;AT130;90101;105;1;1046;533;9;62;18;49;44;10;10;12;1;298;20110101
AT1;AT13;AT130;90101;106;1;1294;659;14;85;30;41;46;24;13;11;1;370;20110101
AT1;AT13;AT130;90101;107;1;1327;652;16;52;20;50;49;26;16;5;2;439;20110101
AT1;AT13;AT130;90201;201;1;4834;2466;76;457;64;134;105;27;25;16;5;1459;20110101
AT1;AT13;AT130;90201;202;1;5681;2004;73;426;88;117;157;51;49;38;9;2669;20110101
AT1;AT13;AT130;90201;203;1;6143;2608;81;510;122;197;304;76;79;56;4;2106;20110101
AT1;AT13;AT130;90201;204;1;7158;3154;85;555;103;182;221;72;69;55;9;2653;20110101
AT1;AT13;AT130;90201;205;1;4404;1844;67;334;65;107;107;44;49;26;10;1751;20110101
AT1;AT13;AT130;90201;206;1;3071;1663;58;253;56;70;58;23;26;12;1;851;20110101
AT1;AT13;AT130;90201;207;1;6735;2417;94;439;76;154;153;46;40;33;7;3276;20110101
AT1;AT13;AT130;90201;208;1;924;563;12;86;8;17;7;5;2;1;2;221;20110101
AT1;AT13;AT130;90201;209;1;7617;3795;104;562;75;130;116;27;30;22;8;2748;20110101
AT1;AT13;AT130;90201;210;1;2;0;0;0;0;0;0;0;0;0;0;2;20110101
AT1;AT13;AT130;90201;299;1;44;21;0;0;1;1;0;0;0;0;0;21;20110101
AT1;AT13;AT130;90301;301;1;5323;2417;100;407;121;188;190;71;56;42;6;1725;20110101
AT1;AT13;AT130;90301;302;1;4045;2172;69;304;87;133;151;55;40;25;12;997;20110101
AT1;AT13;AT130;90301;303;1;2860;1341;45;213;63;94;81;49;28;15;3;928;20110101
AT1;AT13;AT130;90301;304;1;5164;1951;88;343;92;145;166;58;54;30;3;2234;20110101
AT1;AT13;AT130;90301;305;1;3810;1735;76;304;81;139;124;44;33;18;2;1254;20110101
AT1;AT13;AT130;90301;306;1;7095;3332;153;598;92;212;165;60;69;39;9;2366;20110101
AT1;AT13;AT130;90301;307;1;2456;1109;51;216;32;44;50;12;22;14;2;904;20110101
AT1;AT13;AT130;90301;308;1;879;490;16;119;19;32;34;13;12;5;2;137;20110101
AT1;AT13;AT130;90301;309;1;4016;2012;62;329;101;134;134;49;55;32;7;1101;20110101
AT1;AT13;AT130;90301;310;1;3803;1726;50;252;42;71;78;27;20;8;5;1524;20110101
AT1;AT13;AT130;90301;311;1;1116;592;19;92;9;19;16;1;5;0;0;363;20110101
AT1;AT13;AT130;90401;401;1;1136;468;13;65;22;50;45;17;19;8;0;429;20110101
AT1;AT13;AT130;90401;402;1;4645;2054;61;306;97;175;152;74;56;30;3;1637;20110101
AT1;AT13;AT130;90401;403;1;5696;2507;78;445;136;217;226;120;75;52;2;1838;20110101
AT1;AT13;AT130;90401;404;1;3195;1498;44;241;57;105;102;49;35;36;2;1026;20110101
AT1;AT13;AT130;90501;501;1;5484;2283;132;417;160;210;244;101;97;52;3;1785;20110101
AT1;AT13;AT130;90501;502;1;9521;3997;175;590;161;215;241;109;62;55;6;3910;20110101
AT1;AT13;AT130;90501;503;1;8114;2975;153;546;133;252;267;112;86;61;5;3524;20110101
AT1;AT13;AT130;90501;504;1;3024;1116;62;221;73;97;120;57;40;31;1;1206;20110101
AT1;AT13;AT130;90501;599;1;2;1;0;0;0;0;0;0;0;0;0;1;20110101
AT1;AT13;AT130;90601;601;1;3513;1595;61;274;83;139;150;75;57;25;3;1051;20110101
AT1;AT13;AT130;90601;602;1;4391;1697;91;323;86;166;215;55;57;35;2;1664;20110101
AT1;AT13;AT130;90601;603;1;6198;2578;145;543;152;214;336;115;80;61;15;1959;20110101
AT1;AT13;AT130;90601;699;1;3;0;0;0;0;1;0;1;0;0;0;1;20110101
AT1;AT13;AT130;90701;701;1;2663;1135;43;186;76;95;145;54;39;29;3;858;20110101
AT1;AT13;AT130;90701;702;1;1310;584;22;79;45;53;68;30;20;16;2;391;20110101
AT1;AT13;AT130;90701;703;1;2156;949;47;176;56;87;138;33;30;29;4;607;20110101
AT1;AT13;AT130;90701;704;1;4652;1852;70;398;121;173;286;92;64;46;5;1545;20110101
AT1;AT13;AT130;90701;705;1;3692;1352;62;307;96;141;244;83;52;45;4;1306;20110101
AT1;AT13;AT130;90701;799;1;2;1;0;0;0;0;0;0;0;0;0;1;20110101
AT1;AT13;AT130;90801;801;1;2990;1122;36;173;72;87;124;37;40;28;0;1271;20110101
AT1;AT13;AT130;90801;802;1;5074;2340;74;362;123;176;281;109;68;60;1;1480;20110101
AT1;AT13;AT130;90801;803;1;3586;1545;63;292;100;110;233;59;44;37;2;1101;20110101
AT1;AT13;AT130;90801;899;1;7;4;0;0;1;0;1;0;0;0;0;1;20110101
AT1;AT13;AT130;90901;901;1;3935;1680;67;312;108;159;170;56;44;34;2;1303;20110101
AT1;AT13;AT130;90901;902;1;5316;2167;83;488;168;175;211;91;64;43;4;1822;20110101
AT1;AT13;AT130;90901;903;1;1938;764;37;141;60;58;94;34;20;21;0;709;20110101
AT1;AT13;AT130;90901;904;1;4405;1705;52;355;123;147;246;66;51;50;3;1607;20110101
AT1;AT13;AT130;90901;905;1;2484;1120;34;169;77;94;125;52;38;15;2;758;20110101
AT1;AT13;AT130;90901;906;1;967;445;17;61;20;35;53;12;9;10;1;304;20110101
AT1;AT13;AT130;91001;1001;1;467;204;7;19;2;5;7;1;0;1;0;221;20110101
AT1;AT13;AT130;91001;1002;1;9377;4100;155;561;71;151;116;35;33;23;6;4126;20110101
AT1;AT13;AT130;91001;1003;1;3326;1649;59;232;12;61;36;16;11;4;1;1245;20110101
AT1;AT13;AT130;91001;1004;1;3863;1423;64;219;23;57;56;20;19;16;5;1961;20110101
AT1;AT13;AT130;91001;1005;1;8699;3725;193;522;85;139;100;35;35;15;6;3844;20110101
AT1;AT13;AT130;91001;1006;1;6048;2194;115;314;42;82;65;19;21;11;3;3182;20110101
AT1;AT13;AT130;91001;1007;1;5578;2714;151;383;41;90;72;23;28;8;7;2061;20110101
AT1;AT13;AT130;91001;1008;1;4703;1889;94;277;34;76;70;20;11;11;3;2218;20110101
AT1;AT13;AT130;91001;1009;1;2263;1251;42;173;19;49;31;12;13;4;4;665;20110101
AT1;AT13;AT130;91001;1010;1;7519;4105;171;554;44;142;77;38;27;14;12;2335;20110101
AT1;AT13;AT130;91001;1011;1;4313;2644;71;294;34;63;48;12;12;6;4;1125;20110101
AT1;AT13;AT130;91001;1012;1;1212;586;36;117;26;63;29;9;6;5;1;334;20110101
AT1;AT13;AT130;91001;1013;1;2193;1502;38;188;19;32;21;5;2;2;2;382;20110101
AT1;AT13;AT130;91001;1014;1;1898;1357;38;120;11;22;17;6;7;2;3;315;20110101
AT1;AT13;AT130;91001;1015;1;2578;1626;44;204;23;69;22;7;6;3;1;573;20110101
AT1;AT13;AT130;91001;1016;1;2864;2081;52;213;21;48;35;7;10;5;7;385;20110101
AT1;AT13;AT130;91001;1017;1;438;312;11;45;4;12;11;2;2;3;0;36;20110101
AT1;AT13;AT130;91001;1018;1;2096;1471;44;165;13;54;26;6;2;6;2;307;20110101
AT1;AT13;AT130;91001;1019;1;1255;855;17;111;13;20;21;6;1;5;0;206;20110101
AT1;AT13;AT130;91001;1020;1;4316;2868;110;366;24;62;38;14;14;5;12;803;20110101
AT1;AT13;AT130;91001;1021;1;3000;2071;65;211;25;67;36;9;14;5;1;496;20110101
AT1;AT13;AT130;91001;1022;1;3132;1182;68;225;41;57;62;24;23;10;4;1436;20110101
AT1;AT13;AT130;91001;1023;1;4610;2304;93;264;35;59;58;19;17;8;3;1750;20110101
AT1;AT13;AT130;91001;1099;1;269;203;4;19;4;4;6;0;0;3;1;25;20110101
AT1;AT13;AT130;91101;1101;1;911;332;33;102;17;58;47;7;17;13;0;285;20110101
AT1;AT13;AT130;91101;1102;1;6569;3360;114;426;44;119;69;28;18;8;4;2379;20110101
AT1;AT13;AT130;91101;1103;1;7995;3869;142;492;64;124;72;38;31;16;5;3142;20110101
AT1;AT13;AT130;91101;1104;1;2235;1119;48;263;13;53;18;4;5;2;4;706;20110101
AT1;AT13;AT130;91101;1105;1;4933;3175;112;388;27;90;55;11;10;6;5;1054;20110101
AT1;AT13;AT130;91101;1106;1;162;107;7;19;0;3;0;0;0;0;0;26;20110101
AT1;AT13;AT130;91101;1107;1;3005;1901;62;220;21;41;22;11;12;2;5;708;20110101
AT1;AT13;AT130;91101;1108;1;399;264;20;34;6;13;2;3;1;0;0;56;20110101
AT1;AT13;AT130;91101;1109;1;1175;800;20;80;9;31;9;3;6;1;0;216;20110101
AT1;AT13;AT130;91101;1110;1;12047;7430;265;919;76;229;140;30;35;15;5;2903;20110101
AT1;AT13;AT130;91101;1111;1;2582;1128;25;154;11;27;19;5;0;4;3;1206;20110101
AT1;AT13;AT130;91101;1112;1;244;99;0;10;0;2;0;0;0;0;1;132;20110101
AT1;AT13;AT130;91101;1113;1;2045;1234;62;159;16;47;24;3;8;1;3;488;20110101
AT1;AT13;AT130;91101;1199;1;67;47;4;10;0;0;2;0;0;0;0;4;20110101
AT1;AT13;AT130;91201;1201;1;2016;769;45;113;30;45;50;13;18;8;0;925;20110101
AT1;AT13;AT130;91201;1202;1;8335;3843;138;512;68;144;125;49;42;20;11;3383;20110101
AT1;AT13;AT130;91201;1203;1;2472;1362;30;149;12;32;20;7;5;5;0;850;20110101
AT1;AT13;AT130;91201;1204;1;4104;1685;87;274;63;83;101;49;28;10;2;1722;20110101
AT1;AT13;AT130;91201;1205;1;3895;1777;87;304;49;79;93;21;20;16;4;1445;20110101
AT1;AT13;AT130;91201;1206;1;4155;1680;81;284;55;108;117;56;49;28;3;1694;20110101
AT1;AT13;AT130;91201;1207;1;2981;1797;43;222;23;55;42;16;11;5;6;761;20110101
AT1;AT13;AT130;91201;1208;1;2122;1017;37;177;17;48;34;9;7;6;2;768;20110101
AT1;AT13;AT130;91201;1209;1;3824;2211;46;248;16;52;30;7;10;7;2;1195;20110101
AT1;AT13;AT130;91201;1210;1;4437;2374;84;314;44;132;84;20;19;14;1;1351;20110101
AT1;AT13;AT130;91201;1211;1;4175;2674;75;321;64;113;94;29;29;14;3;759;20110101
AT1;AT13;AT130;91201;1299;1;39;31;1;4;0;1;0;0;0;0;1;1;20110101
AT1;AT13;AT130;91301;1301;1;205;119;6;15;8;3;6;2;3;1;0;42;20110101
AT1;AT13;AT130;91301;1302;1;2730;1620;16;155;42;95;86;34;29;20;3;630;20110101
AT1;AT13;AT130;91301;1303;1;4042;2222;70;344;76;142;115;46;34;21;4;968;20110101
AT1;AT13;AT130;91301;1304;1;4522;2822;40;305;86;132;139;51;36;28;7;876;20110101
AT1;AT13;AT130;91301;1305;1;1900;1225;28;123;27;51;40;20;23;4;0;359;20110101
AT1;AT13;AT130;91301;1306;1;1125;697;14;76;12;33;31;16;11;8;0;227;20110101
AT1;AT13;AT130;91301;1307;1;1438;872;26;112;17;53;33;7;15;3;0;300;20110101
AT1;AT13;AT130;91301;1308;1;2917;1890;41;228;43;67;57;22;17;8;3;541;20110101
AT1;AT13;AT130;91301;1309;1;2262;1549;29;192;28;41;26;8;8;1;4;376;20110101
AT1;AT13;AT130;91301;1310;1;43;16;1;9;2;5;2;0;1;0;0;7;20110101
AT1;AT13;AT130;91301;1311;1;2081;1511;31;145;30;47;49;15;11;7;2;233;20110101
AT1;AT13;AT130;91301;1399;1;26;21;0;0;1;0;1;0;1;0;0;2;20110101
AT1;AT13;AT130;91401;1401;1;3189;1573;69;272;52;83;83;26;25;21;3;982;20110101
AT1;AT13;AT130;91401;1402;1;4115;1673;42;261;38;78;77;31;29;24;4;1858;20110101
AT1;AT13;AT130;91401;1403;1;3967;2131;61;305;69;108;111;39;27;28;4;1084;20110101
AT1;AT13;AT130;91401;1404;1;9057;4730;131;715;80;219;182;61;36;29;3;2871;20110101
AT1;AT13;AT130;91401;1405;1;1971;1343;26;155;24;48;38;12;7;3;2;313;20110101
AT1;AT13;AT130;91401;1406;1;5424;3077;86;486;69;138;90;58;32;9;2;1377;20110101
AT1;AT13;AT130;91401;1407;1;1346;868;17;96;5;19;13;5;4;1;0;318;20110101
AT1;AT13;AT130;91401;1408;1;1735;1180;22;149;21;40;30;8;15;7;1;262;20110101
AT1;AT13;AT130;91401;1409;1;170;103;4;21;2;3;4;1;2;2;0;28;20110101
AT1;AT13;AT130;91401;1410;1;3402;2118;53;300;56;97;103;25;25;12;4;609;20110101
AT1;AT13;AT130;91401;1411;1;3015;2189;36;229;30;51;81;17;16;8;3;355;20110101
AT1;AT13;AT130;91401;1412;1;2792;1880;26;249;36;77;71;26;17;18;3;389;20110101
AT1;AT13;AT130;91401;1499;1;98;69;2;9;4;0;3;0;0;1;0;10;20110101
AT1;AT13;AT130;91501;1501;1;5062;2238;70;390;73;108;146;48;30;29;2;1928;20110101
AT1;AT13;AT130;91501;1502;1;4911;1571;72;334;68;120;155;50;43;32;7;2459;20110101
AT1;AT13;AT130;91501;1503;1;5870;1981;51;326;79;112;176;48;56;38;2;3001;20110101
AT1;AT13;AT130;91501;1504;1;3869;1326;53;247;40;70;97;35;36;20;2;1943;20110101
AT1;AT13;AT130;91501;1505;1;5250;2240;86;349;70;100;121;48;39;19;8;2170;20110101
AT1;AT13;AT130;91501;1506;1;6939;2520;101;469;90;158;194;56;48;41;7;3255;20110101
AT1;AT13;AT130;91501;1507;1;3928;2057;66;276;43;66;77;30;25;16;4;1268;20110101
AT1;AT13;AT130;91501;1599;1;26;3;0;1;0;0;0;0;0;0;0;22;20110101
AT1;AT13;AT130;91601;1601;1;6633;2408;77;433;106;151;225;79;65;46;5;3038;20110101
AT1;AT13;AT130;91601;1602;1;4184;1367;47;185;58;83;106;28;34;30;3;2243;20110101
AT1;AT13;AT130;91601;1603;1;5813;2940;93;448;81;136;92;36;32;21;10;1924;20110101
AT1;AT13;AT130;91601;1604;1;3889;1789;64;296;61;102;105;25;24;17;5;1401;20110101
AT1;AT13;AT130;91601;1605;1;7490;3264;84;465;111;155;227;62;48;35;3;3036;20110101
AT1;AT13;AT130;91601;1606;1;4888;2621;65;324;48;82;109;25;29;17;3;1565;20110101
AT1;AT13;AT130;91601;1607;1;4550;2421;58;319;52;96;84;33;37;15;6;1429;20110101
AT1;AT13;AT130;91601;1608;1;1307;940;18;107;15;22;13;6;9;4;1;172;20110101
AT1;AT13;AT130;91601;1609;1;2351;1670;29;191;30;63;65;34;17;11;2;239;20110101
AT1;AT13;AT130;91601;1610;1;5261;1739;40;259;53;67;124;27;20;32;1;2899;20110101
AT1;AT13;AT130;91601;1699;1;230;172;4;19;4;1;4;1;2;0;0;23;20110101
AT1;AT13;AT130;91701;1701;1;5107;2078;49;343;84;105;146;31;38;26;1;2206;20110101
AT1;AT13;AT130;91701;1702;1;6756;2725;103;423;138;121;246;62;52;38;6;2842;20110101
AT1;AT13;AT130;91701;1703;1;8542;3947;118;601;107;194;204;68;59;36;6;3202;20110101
AT1;AT13;AT130;91701;1704;1;1568;1032;20;111;30;37;34;16;7;8;3;270;20110101
AT1;AT13;AT130;91701;1705;1;2666;1743;33;180;32;64;80;20;16;13;6;479;20110101
AT1;AT13;AT130;91701;1706;1;1118;723;9;72;16;27;32;24;13;5;1;196;20110101
AT1;AT13;AT130;91701;1799;1;45;27;1;3;0;1;0;1;1;0;0;11;20110101
AT1;AT13;AT130;91801;1801;1;873;477;4;66;16;18;29;11;8;8;1;235;20110101
AT1;AT13;AT130;91801;1802;1;6403;3070;78;431;133;179;314;93;74;45;7;1979;20110101
AT1;AT13;AT130;91801;1803;1;6942;2913;89;462;151;206;301;85;65;55;6;2609;20110101
AT1;AT13;AT130;91801;1804;1;4158;2502;36;253;85;107;129;50;35;17;3;941;20110101
AT1;AT13;AT130;91801;1805;1;3942;2292;43;254;90;106;130;48;44;22;8;905;20110101
AT1;AT13;AT130;91801;1899;1;1;0;0;1;0;0;0;0;0;0;0;0;20110101
AT1;AT13;AT130;91901;1901;1;2621;1524;24;179;44;59;67;30;13;10;2;669;20110101
AT1;AT13;AT130;91901;1902;1;4357;2418;49;351;47;91;68;28;14;11;8;1272;20110101
AT1;AT13;AT130;91901;1903;1;134;52;3;11;6;7;6;2;2;2;0;43;20110101
AT1;AT13;AT130;91901;1904;1;6148;3185;69;444;98;165;157;68;47;25;3;1887;20110101
AT1;AT13;AT130;91901;1905;1;3154;1757;30;212;47;85;67;37;23;14;3;879;20110101
AT1;AT13;AT130;91901;1906;1;2360;1418;18;139;31;65;64;28;30;12;1;554;20110101
AT1;AT13;AT130;91901;1907;1;1309;839;10;76;25;32;25;18;12;5;3;264;20110101
AT1;AT13;AT130;91901;1908;1;5703;3433;73;444;77;125;137;46;33;12;6;1317;20110101
AT1;AT13;AT130;91901;1909;1;2060;943;9;72;27;41;61;23;23;9;0;852;20110101
AT1;AT13;AT130;91901;1910;1;3762;2436;34;234;38;91;91;28;34;16;4;756;20110101
AT1;AT13;AT130;91901;1999;1;9;4;0;2;0;0;0;1;0;0;0;2;20110101
AT1;AT13;AT130;92001;2001;1;3893;2065;45;320;35;58;45;17;23;7;1;1277;20110101
AT1;AT13;AT130;92001;2002;1;7810;3213;128;600;98;136;134;47;41;13;7;3393;20110101
AT1;AT13;AT130;92001;2003;1;6665;2585;97;600;81;145;172;56;53;34;4;2838;20110101
AT1;AT13;AT130;92001;2004;1;4493;2108;68;355;54;95;88;19;23;13;6;1664;20110101
AT1;AT13;AT130;92001;2005;1;5663;2055;52;410;72;110;134;40;41;31;5;2713;20110101
AT1;AT13;AT130;92001;2006;1;4021;1974;53;341;31;66;57;13;21;8;4;1453;20110101
AT1;AT13;AT130;92001;2007;1;6026;2980;81;570;50;112;102;27;19;17;5;2063;20110101
AT1;AT13;AT130;92001;2008;1;2636;1015;40;265;37;50;52;16;4;9;6;1142;20110101
AT1;AT13;AT130;92001;2099;1;38;20;4;6;0;0;1;0;0;0;0;7;20110101
AT1;AT13;AT130;92101;2101;1;642;448;11;87;7;11;11;3;4;1;0;59;20110101
AT1;AT13;AT130;92101;2102;1;3348;2206;40;344;29;67;35;17;16;3;2;589;20110101
AT1;AT13;AT130;92101;2103;1;2564;1766;41;282;18;50;28;3;4;0;0;372;20110101
AT1;AT13;AT130;92101;2104;1;1898;1319;27;222;10;30;14;11;8;0;5;252;20110101
AT1;AT13;AT130;92101;2105;1;8398;5374;118;699;39;91;65;17;14;7;12;1962;20110101
AT1;AT13;AT130;92101;2106;1;411;254;3;41;4;3;6;3;0;1;0;96;20110101
AT1;AT13;AT130;92101;2107;1;1684;966;27;200;15;49;15;9;4;4;5;390;20110101
AT1;AT13;AT130;92101;2108;1;1121;752;13;146;10;11;5;1;3;0;1;179;20110101
AT1;AT13;AT130;92101;2109;1;3274;2202;38;312;29;61;37;13;9;4;3;566;20110101
AT1;AT13;AT130;92101;2110;1;2637;1696;38;255;21;49;15;5;7;7;3;541;20110101
AT1;AT13;AT130;92101;2111;1;2218;1336;32;200;17;43;24;7;7;2;1;549;20110101
AT1;AT13;AT130;92101;2112;1;3477;2196;35;291;22;46;20;13;12;0;3;839;20110101
AT1;AT13;AT130;92101;2113;1;2165;1452;33;241;22;59;37;14;10;6;1;290;20110101
AT1;AT13;AT130;92101;2114;1;2362;1530;32;316;16;42;26;5;6;1;5;383;20110101
AT1;AT13;AT130;92101;2115;1;1875;1246;29;174;12;39;34;5;3;1;3;329;20110101
AT1;AT13;AT130;92101;2116;1;1606;1173;22;193;15;21;27;6;6;0;3;140;20110101
AT1;AT13;AT130;92101;2117;1;3002;1863;32;243;12;51;20;5;16;3;1;756;20110101
AT1;AT13;AT130;92101;2118;1;3477;1947;32;376;21;59;34;21;13;9;5;960;20110101
AT1;AT13;AT130;92101;2119;1;1543;904;15;191;9;25;7;2;6;1;3;380;20110101
AT1;AT13;AT130;92101;2120;1;788;380;7;83;2;21;4;8;9;1;0;273;20110101
AT1;AT13;AT130;92101;2121;1;3147;1617;35;308;27;62;26;14;10;7;3;1038;20110101
AT1;AT13;AT130;92101;2122;1;3873;2072;52;382;27;94;56;21;14;9;6;1140;20110101
AT1;AT13;AT130;92101;2123;1;4766;2446;75;488;55;87;71;15;12;7;3;1507;20110101
AT1;AT13;AT130;92101;2124;1;1397;843;18;164;13;32;14;5;3;1;2;302;20110101
AT1;AT13;AT130;92101;2125;1;1999;1242;14;179;20;56;27;19;10;4;1;427;20110101
AT1;AT13;AT130;92101;2126;1;3232;1919;62;333;39;72;52;18;16;11;5;705;20110101
AT1;AT13;AT130;92101;2127;1;746;484;11;63;6;10;12;1;2;1;1;155;20110101
AT1;AT13;AT130;92101;2128;1;166;69;0;11;0;0;4;0;1;0;0;81;20110101
AT1;AT13;AT130;92101;2129;1;4;3;0;0;0;0;0;0;0;0;0;1;20110101
AT1;AT13;AT130;92101;2130;1;12;4;0;1;0;0;0;0;0;0;0;7;20110101
AT1;AT13;AT130;92101;2199;1;301;220;3;49;4;4;2;1;1;0;0;17;20110101
AT1;AT13;AT130;92201;2201;1;1029;641;13;127;14;27;17;4;1;1;2;182;20110101
AT1;AT13;AT130;92201;2202;1;2132;1412;23;195;16;34;24;6;3;4;1;414;20110101
AT1;AT13;AT130;92201;2203;1;670;451;11;70;8;8;3;3;3;1;2;110;20110101
AT1;AT13;AT130;92201;2204;1;1924;1361;37;192;16;36;15;6;3;0;2;256;20110101
AT1;AT13;AT130;92201;2205;1;2462;1734;40;261;15;67;16;8;7;4;1;309;20110101
AT1;AT13;AT130;92201;2206;1;5401;3652;80;478;39;82;47;12;11;5;5;990;20110101
AT1;AT13;AT130;92201;2207;1;2255;1546;29;212;24;55;26;8;9;0;1;345;20110101
AT1;AT13;AT130;92201;2208;1;7237;4181;87;593;40;110;60;26;20;17;8;2095;20110101
AT1;AT13;AT130;92201;2209;1;6333;3962;96;517;42;108;59;20;15;3;5;1506;20110101
AT1;AT13;AT130;92201;2210;1;2844;1643;39;259;31;57;50;15;16;7;3;724;20110101
AT1;AT13;AT130;92201;2211;1;5183;3030;67;444;62;103;78;22;27;7;8;1335;20110101
AT1;AT13;AT130;92201;2212;1;1632;964;14;125;6;18;17;6;5;5;1;471;20110101
AT1;AT13;AT130;92201;2213;1;2993;1880;41;277;27;58;30;8;9;3;3;657;20110101
AT1;AT13;AT130;92201;2214;1;2340;1775;30;193;14;42;21;4;8;3;2;248;20110101
AT1;AT13;AT130;92201;2215;1;3918;2553;52;269;23;63;35;15;17;1;4;886;20110101
AT1;AT13;AT130;92201;2216;1;566;328;7;81;9;10;4;0;0;2;0;125;20110101
