Staatsangehigkeit in Wien gemeldeter Personen nach Geschlecht und Alter;;;;;;;;;;;;;;;;;;;
Nationality of residents in Vienna by sex and age;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;AGE;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_HRV;POP_ROU;POP_CZE;POP_HUN;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;00000;0000;1;7;8208;332;211;115;147;67;66;83;12;21;671;6483;20110101
AT1;AT13;AT130;00000;0000;1;8;8198;377;229;100;103;53;60;69;10;26;600;6571;20110101
AT1;AT13;AT130;00000;0000;1;9;7832;371;242;90;117;74;73;55;3;24;600;6183;20110101
AT1;AT13;AT130;00000;0000;1;10;8061;376;265;94;124;79;114;69;11;23;637;6269;20110101
AT1;AT13;AT130;00000;0000;1;11;7744;356;237;75;116;65;59;60;10;18;572;6176;20110101
AT1;AT13;AT130;00000;0000;1;12;7859;404;243;71;99;76;90;65;6;16;572;6217;20110101
AT1;AT13;AT130;00000;0000;1;13;8069;426;246;89;111;74;110;67;9;24;560;6353;20110101
AT1;AT13;AT130;00000;0000;1;14;8335;392;223;67;90;83;94;56;11;22;563;6734;20110101
AT1;AT13;AT130;00000;0000;1;15;8177;414;225;53;93;67;88;49;5;16;541;6626;20110101
AT1;AT13;AT130;00000;0000;1;16;8700;426;256;58;100;70;87;54;8;25;578;7038;20110101
AT1;AT13;AT130;00000;0000;1;17;8719;417;223;55;78;70;99;60;6;22;617;7072;20110101
AT1;AT13;AT130;00000;0000;1;18;9084;429;243;75;109;88;83;62;4;22;733;7236;20110101
AT1;AT13;AT130;00000;0000;1;19;9813;456;422;101;93;86;98;97;8;31;819;7602;20110101
AT1;AT13;AT130;00000;0000;1;20;10727;412;510;192;115;113;120;124;11;53;988;8089;20110101
AT1;AT13;AT130;00000;0000;1;21;11132;440;524;261;107;105;101;160;17;39;990;8388;20110101
AT1;AT13;AT130;00000;0000;1;22;11690;417;471;322;157;163;115;181;14;55;1182;8613;20110101
AT1;AT13;AT130;00000;0000;1;23;11821;460;479;410;170;142;112;212;16;63;1365;8392;20110101
AT1;AT13;AT130;00000;0000;1;24;12271;477;511;421;203;187;98;188;16;71;1550;8549;20110101
AT1;AT13;AT130;00000;0000;1;25;12704;501;641;535;215;249;141;216;15;68;1604;8519;20110101
AT1;AT13;AT130;00000;0000;1;26;13282;576;669;516;287;285;149;218;19;75;1727;8761;20110101
AT1;AT13;AT130;00000;0000;1;27;13192;578;642;529;304;285;162;208;20;87;1807;8570;20110101
AT1;AT13;AT130;00000;0000;1;28;13604;582;761;517;286;277;125;204;21;91;1866;8874;20110101
AT1;AT13;AT130;00000;0000;1;29;13780;624;757;548;293;255;147;206;21;126;1832;8971;20110101
AT1;AT13;AT130;00000;0000;1;30;13549;663;745;550;349;271;134;193;31;124;1922;8567;20110101
AT1;AT13;AT130;00000;0000;1;31;13006;660;717;509;366;227;168;224;23;118;1909;8085;20110101
AT1;AT13;AT130;00000;0000;1;32;12574;689;656;483;380;227;138;210;23;116;1847;7805;20110101
AT1;AT13;AT130;00000;0000;1;33;12363;710;586;497;348;219;155;185;32;125;1843;7663;20110101
AT1;AT13;AT130;00000;0000;1;34;12342;666;520;449;341;230;144;187;28;159;1823;7795;20110101
AT1;AT13;AT130;00000;0000;1;35;12558;738;447;432;348;224;167;177;26;132;1799;8068;20110101
AT1;AT13;AT130;00000;0000;1;36;12614;791;458;374;314;198;142;175;18;129;1683;8332;20110101
AT1;AT13;AT130;00000;0000;1;37;12236;701;404;376;287;217;149;152;28;95;1489;8338;20110101
AT1;AT13;AT130;00000;0000;1;38;12762;722;400;385;286;216;181;132;18;92;1471;8859;20110101
AT1;AT13;AT130;00000;0000;1;39;13009;710;355;379;320;172;200;175;16;78;1323;9281;20110101
AT1;AT13;AT130;00000;0000;1;40;13305;735;318;340;281;165;190;139;15;83;1264;9775;20110101
AT1;AT13;AT130;00000;0000;1;41;14063;748;312;365;274;169;226;152;18;88;1170;10541;20110101
AT1;AT13;AT130;00000;0000;1;42;14542;760;278;386;270;174;226;137;24;98;1126;11063;20110101
AT1;AT13;AT130;00000;0000;1;43;14450;707;213;391;260;178;250;143;24;68;1081;11135;20110101
AT1;AT13;AT130;00000;0000;1;44;14285;628;243;328;267;210;255;65;21;76;964;11228;20110101
AT1;AT13;AT130;00000;0000;1;45;14380;649;350;316;279;191;226;80;20;64;931;11274;20110101
AT1;AT13;AT130;00000;0000;1;46;14328;579;293;346;267;197;211;65;27;51;931;11361;20110101
AT1;AT13;AT130;00000;0000;1;47;14118;611;248;285;272;167;188;75;17;65;888;11302;20110101
AT1;AT13;AT130;00000;0000;1;48;13601;535;232;280;256;177;220;69;15;64;854;10899;20110101
AT1;AT13;AT130;00000;0000;1;49;13090;554;182;244;280;166;195;54;12;71;773;10559;20110101
AT1;AT13;AT130;00000;0000;1;50;12506;600;224;234;260;166;171;37;22;70;697;10025;20110101
AT1;AT13;AT130;00000;0000;1;51;11959;525;224;198;294;136;166;49;16;56;634;9661;20110101
AT1;AT13;AT130;00000;0000;1;52;11237;530;182;159;299;162;154;48;15;66;590;9032;20110101
AT1;AT13;AT130;00000;0000;1;53;10937;540;156;182;306;135;136;44;21;77;592;8748;20110101
AT1;AT13;AT130;00000;0000;1;54;10348;568;197;147;265;143;144;43;21;82;596;8142;20110101
AT1;AT13;AT130;00000;0000;1;55;9877;610;232;158;306;130;129;39;16;93;512;7652;20110101
AT1;AT13;AT130;00000;0000;1;56;9328;661;175;109;282;140;175;27;11;83;487;7178;20110101
AT1;AT13;AT130;00000;0000;1;57;8845;682;159;108;239;162;144;26;18;84;464;6759;20110101
AT1;AT13;AT130;00000;0000;1;58;8843;844;132;90;229;175;142;22;10;63;465;6671;20110101
AT1;AT13;AT130;00000;0000;1;59;8290;744;119;102;194;141;146;19;11;64;405;6345;20110101
AT1;AT13;AT130;00000;0000;1;60;8777;860;165;87;135;158;138;14;12;46;400;6762;20110101
AT1;AT13;AT130;00000;0000;1;61;8945;717;145;75;167;123;138;17;5;33;353;7172;20110101
AT1;AT13;AT130;00000;0000;1;62;9647;678;148;97;114;109;83;19;12;31;349;8007;20110101
AT1;AT13;AT130;00000;0000;1;63;9814;586;133;80;76;105;74;13;6;41;311;8389;20110101
AT1;AT13;AT130;00000;0000;1;64;7535;399;145;68;75;113;68;15;7;12;275;6358;20110101
AT1;AT13;AT130;00000;0000;1;65;7046;306;139;79;41;59;62;11;8;14;222;6105;20110101
AT1;AT13;AT130;00000;0000;1;66;8993;383;104;82;35;67;47;12;11;25;219;8008;20110101
AT1;AT13;AT130;00000;0000;1;67;8832;317;78;70;41;55;61;9;3;10;202;7986;20110101
AT1;AT13;AT130;00000;0000;1;68;8255;260;87;68;24;48;39;6;6;10;205;7502;20110101
AT1;AT13;AT130;00000;0000;1;69;9096;249;74;65;21;53;45;3;4;6;185;8391;20110101
AT1;AT13;AT130;00000;0000;1;70;9303;223;70;65;10;44;43;5;2;7;159;8675;20110101
AT1;AT13;AT130;00000;0000;1;71;8592;205;69;52;17;37;28;8;2;2;145;8027;20110101
AT1;AT13;AT130;00000;0000;1;72;5135;138;57;47;11;39;23;3;1;4;160;4652;20110101
AT1;AT13;AT130;00000;0000;1;73;4357;160;54;50;6;32;24;3;0;2;131;3895;20110101
AT1;AT13;AT130;00000;0000;1;74;3998;109;40;40;8;27;20;8;0;4;124;3618;20110101
AT1;AT13;AT130;00000;0000;1;75;3791;100;40;48;6;19;22;3;0;3;128;3422;20110101
AT1;AT13;AT130;00000;0000;1;76;3560;100;49;33;6;22;13;1;1;2;108;3225;20110101
AT1;AT13;AT130;00000;0000;1;77;3535;91;42;20;9;10;14;5;0;2;99;3243;20110101
AT1;AT13;AT130;00000;0000;1;78;3470;58;43;16;7;6;8;3;0;1;87;3241;20110101
AT1;AT13;AT130;00000;0000;1;79;3305;78;26;19;4;10;8;2;0;1;92;3065;20110101
AT1;AT13;AT130;00000;0000;1;80;3347;52;19;23;2;11;9;1;0;1;78;3151;20110101
AT1;AT13;AT130;00000;0000;1;81;2970;41;10;17;3;3;2;6;1;2;59;2826;20110101
AT1;AT13;AT130;00000;0000;1;82;2846;30;11;18;6;9;7;1;2;1;51;2710;20110101
AT1;AT13;AT130;00000;0000;1;83;2536;26;13;15;0;5;4;1;0;1;51;2420;20110101
AT1;AT13;AT130;00000;0000;1;84;2320;23;8;8;1;2;2;2;0;1;42;2231;20110101
AT1;AT13;AT130;00000;0000;1;85;2083;8;6;10;1;2;2;2;1;1;35;2015;20110101
AT1;AT13;AT130;00000;0000;1;86;1744;8;5;8;0;0;0;1;0;1;22;1699;20110101
AT1;AT13;AT130;00000;0000;1;87;1523;7;1;11;3;0;1;0;0;1;25;1474;20110101
AT1;AT13;AT130;00000;0000;1;88;1298;4;4;7;2;0;1;1;0;0;28;1251;20110101
AT1;AT13;AT130;00000;0000;1;89;955;3;5;4;0;1;0;1;0;0;17;924;20110101
AT1;AT13;AT130;00000;0000;1;90;810;4;3;8;2;1;2;0;0;1;16;773;20110101
AT1;AT13;AT130;00000;0000;1;91;525;4;0;6;0;1;0;1;0;0;9;504;20110101
AT1;AT13;AT130;00000;0000;1;92;300;1;0;3;0;0;0;0;0;0;5;291;20110101
AT1;AT13;AT130;00000;0000;1;93;209;0;1;1;0;0;0;0;0;0;5;202;20110101
AT1;AT13;AT130;00000;0000;1;94;170;0;0;2;0;0;0;1;0;0;1;166;20110101
AT1;AT13;AT130;00000;0000;1;95;131;0;2;0;0;0;0;1;0;0;2;126;20110101
AT1;AT13;AT130;00000;0000;1;96;128;1;0;2;0;0;0;0;0;0;2;123;20110101
AT1;AT13;AT130;00000;0000;1;97;90;0;0;1;0;0;0;0;0;0;4;85;20110101
AT1;AT13;AT130;00000;0000;1;98;56;0;0;0;0;0;0;0;0;0;1;55;20110101
AT1;AT13;AT130;00000;0000;1;99;32;1;0;0;0;0;0;0;0;0;1;30;20110101
AT1;AT13;AT130;00000;0000;1;100;28;0;0;0;0;0;0;0;0;0;1;27;20110101
AT1;AT13;AT130;00000;0000;1;101;8;1;0;0;0;0;0;0;0;0;2;5;20110101
AT1;AT13;AT130;00000;0000;1;102;9;0;0;0;0;0;0;0;0;0;1;8;20110101
AT1;AT13;AT130;00000;0000;1;103;4;2;0;0;0;0;0;0;0;0;1;1;20110101
AT1;AT13;AT130;00000;0000;1;104;2;0;0;0;0;0;0;0;0;0;0;2;20110101
AT1;AT13;AT130;00000;0000;2;0;8624;373;251;212;200;84;52;164;17;51;1057;6163;20120101
AT1;AT13;AT130;00000;0000;2;1;8678;375;285;190;183;64;66;161;21;56;1067;6210;20120101
AT1;AT13;AT130;00000;0000;2;2;8326;335;275;183;225;76;50;140;18;49;1052;5923;20120101
AT1;AT13;AT130;00000;0000;2;3;8305;315;262;174;201;52;73;126;21;39;973;6069;20120101
AT1;AT13;AT130;00000;0000;2;4;8196;334;245;158;185;73;50;112;18;50;876;6095;20120101
AT1;AT13;AT130;00000;0000;2;5;8340;342;221;153;177;57;67;95;19;28;837;6344;20120101
AT1;AT13;AT130;00000;0000;2;6;7954;324;213;136;132;72;72;101;15;28;742;6119;20120101
AT1;AT13;AT130;00000;0000;2;7;7807;309;211;107;116;58;60;92;13;37;693;6111;20120101
AT1;AT13;AT130;00000;0000;2;8;7645;322;214;88;99;54;63;76;11;19;648;6051;20120101
AT1;AT13;AT130;00000;0000;2;9;7881;314;223;115;95;59;54;51;7;21;676;6266;20120101
AT1;AT13;AT130;00000;0000;2;10;7597;312;249;91;107;63;73;56;9;22;636;5979;20120101
AT1;AT13;AT130;00000;0000;2;11;7717;366;272;82;90;63;73;73;10;17;617;6054;20120101
AT1;AT13;AT130;00000;0000;2;12;7493;368;234;59;101;58;68;58;5;18;596;5928;20120101
AT1;AT13;AT130;00000;0000;2;13;7553;366;215;75;101;90;90;56;9;23;558;5970;20120101
AT1;AT13;AT130;00000;0000;2;14;7673;356;223;80;95;81;82;61;13;18;574;6090;20120101
AT1;AT13;AT130;00000;0000;2;15;7976;386;220;75;107;76;91;72;3;25;603;6318;20120101
AT1;AT13;AT130;00000;0000;2;16;7988;401;208;67;82;71;78;64;8;15;583;6411;20120101
AT1;AT13;AT130;00000;0000;2;17;8299;411;238;53;119;72;90;61;8;20;602;6625;20120101
AT1;AT13;AT130;00000;0000;2;18;8785;420;224;73;108;61;80;84;11;26;617;7081;20120101
AT1;AT13;AT130;00000;0000;2;19;10082;504;301;137;134;82;69;167;12;61;823;7792;20120101
AT1;AT13;AT130;00000;0000;2;20;11305;457;398;229;142;129;119;216;20;100;1037;8458;20120101
AT1;AT13;AT130;00000;0000;2;21;12056;494;436;338;177;107;107;262;19;103;1283;8730;20120101
AT1;AT13;AT130;00000;0000;2;22;12543;439;514;413;186;140;146;320;31;101;1405;8848;20120101
AT1;AT13;AT130;00000;0000;2;23;13294;526;496;464;258;174;146;374;30;145;1640;9041;20120101
AT1;AT13;AT130;00000;0000;2;24;13432;567;522;514;270;170;140;345;46;119;1747;8992;20120101
AT1;AT13;AT130;00000;0000;2;25;13554;557;553;583;316;203;152;351;37;119;1883;8800;20120101
AT1;AT13;AT130;00000;0000;2;26;13667;650;573;569;363;223;146;293;51;161;2009;8629;20120101
AT1;AT13;AT130;00000;0000;2;27;14163;633;563;607;372;242;156;328;46;143;2116;8957;20120101
AT1;AT13;AT130;00000;0000;2;28;14316;644;571;581;434;228;156;288;46;173;2265;8930;20120101
AT1;AT13;AT130;00000;0000;2;29;14536;654;556;589;417;198;182;284;54;168;2290;9144;20120101
AT1;AT13;AT130;00000;0000;2;30;14602;673;626;572;456;204;153;362;60;185;2321;8990;20120101
AT1;AT13;AT130;00000;0000;2;31;14024;657;540;571;450;177;180;344;65;168;2309;8563;20120101
AT1;AT13;AT130;00000;0000;2;32;13072;672;517;516;439;146;196;322;72;172;2062;7958;20120101
AT1;AT13;AT130;00000;0000;2;33;12807;636;507;439;461;136;135;327;86;196;2006;7878;20120101
AT1;AT13;AT130;00000;0000;2;34;12640;699;476;436;427;120;158;305;68;207;1944;7800;20120101
AT1;AT13;AT130;00000;0000;2;35;12493;653;396;437;424;134;143;293;98;168;1965;7782;20120101
AT1;AT13;AT130;00000;0000;2;36;12704;677;391;383;411;139;154;263;85;189;1791;8221;20120101
AT1;AT13;AT130;00000;0000;2;37;13054;682;446;315;365;133;151;288;67;169;1693;8745;20120101
AT1;AT13;AT130;00000;0000;2;38;12910;658;427;317;340;128;158;189;79;132;1631;8851;20120101
