Migrationshintergrund in Wien gemeldeter Personen nach Geschlecht und Alter;;;;;;;;;;;;;;;;;;;
Migration background of residents in Vienna by sex and age;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;AGE;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_HRV;POP_ROU;POP_CZE;POP_HUN;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;00000;0000;2;104;13;1;0;0;0;0;0;0;0;0;1;11;20110101
AT1;AT13;AT130;00000;0000;2;105;6;0;0;0;0;0;0;0;0;0;1;5;20110101
AT1;AT13;AT130;00000;0000;2;106;7;2;0;0;0;0;0;0;0;0;2;3;20110101
AT1;AT13;AT130;00000;0000;2;107;1;0;0;0;0;0;0;0;0;0;0;1;20110101
AT1;AT13;AT130;00000;0000;2;108;2;0;0;0;0;0;0;0;0;0;0;2;20110101
AT1;AT13;AT130;00000;0000;2;110;1;0;0;0;0;0;0;0;0;0;0;1;20110101
AT1;AT13;AT130;00000;0000;2;111;1;0;1;0;0;0;0;0;0;0;0;0;20110101
AT1;AT13;AT130;00000;0000;1;0;9079;398;312;235;200;77;66;136;22;51;1077;6505;20110101
AT1;AT13;AT130;00000;0000;1;1;8990;388;307;216;211;86;60;135;23;44;1158;6362;20110101
AT1;AT13;AT130;00000;0000;1;2;9058;394;315;199;206;73;66;130;25;41;1003;6606;20110101
AT1;AT13;AT130;00000;0000;1;3;8582;413;299;166;178;60;76;108;21;34;985;6242;20110101
AT1;AT13;AT130;00000;0000;1;4;8590;418;229;165;167;77;59;96;18;43;957;6361;20110101
AT1;AT13;AT130;00000;0000;1;5;8319;337;233;140;158;67;61;88;12;31;889;6303;20110101
AT1;AT13;AT130;00000;0000;1;6;8458;333;208;164;146;64;66;94;17;36;848;6482;20110101
AT1;AT13;AT130;00000;0000;1;7;8208;338;222;134;148;71;66;84;13;24;794;6314;20110101
AT1;AT13;AT130;00000;0000;1;8;8198;399;244;137;105;54;61;70;11;30;765;6322;20110101
AT1;AT13;AT130;00000;0000;1;9;7832;390;273;106;122;82;74;58;4;26;785;5912;20110101
AT1;AT13;AT130;00000;0000;1;10;8061;391;312;106;128;81;114;73;17;30;838;5971;20110101
AT1;AT13;AT130;00000;0000;1;11;7744;377;300;104;123;69;59;67;17;22;756;5850;20110101
AT1;AT13;AT130;00000;0000;1;12;7859;443;323;95;104;84;91;69;11;28;779;5832;20110101
AT1;AT13;AT130;00000;0000;1;13;8069;475;346;102;118;79;113;73;20;31;795;5917;20110101
AT1;AT13;AT130;00000;0000;1;14;8335;444;347;88;95;87;97;65;16;29;790;6277;20110101
AT1;AT13;AT130;00000;0000;1;15;8177;456;348;76;99;69;89;52;7;27;748;6206;20110101
AT1;AT13;AT130;00000;0000;1;16;8700;481;365;76;109;79;94;65;9;31;785;6606;20110101
AT1;AT13;AT130;00000;0000;1;17;8719;477;353;80;86;76;107;67;10;26;803;6634;20110101
AT1;AT13;AT130;00000;0000;1;18;9084;512;371;109;122;149;95;66;12;30;993;6625;20110101
AT1;AT13;AT130;00000;0000;1;19;9813;563;563;132;115;205;112;105;11;36;1073;6898;20110101
AT1;AT13;AT130;00000;0000;1;20;10727;583;686;238;137;245;156;139;19;61;1350;7113;20110101
AT1;AT13;AT130;00000;0000;1;21;11132;669;774;303;126;248;126;193;22;45;1361;7265;20110101
AT1;AT13;AT130;00000;0000;1;22;11690;668;760;373;186;333;145;226;21;64;1568;7346;20110101
AT1;AT13;AT130;00000;0000;1;23;11821;725;798;437;209;291;145;252;20;76;1764;7104;20110101
AT1;AT13;AT130;00000;0000;1;24;12271;715;825;461;241;339;131;251;25;78;1920;7285;20110101
AT1;AT13;AT130;00000;0000;1;25;12704;726;914;589;272;384;178;263;25;82;1958;7313;20110101
AT1;AT13;AT130;00000;0000;1;26;13282;789;918;566;336;408;175;267;28;84;2109;7602;20110101
AT1;AT13;AT130;00000;0000;1;27;13192;792;816;582;353;401;180;243;31;101;2168;7525;20110101
AT1;AT13;AT130;00000;0000;1;28;13604;742;963;584;338;386;143;246;31;107;2217;7847;20110101
AT1;AT13;AT130;00000;0000;1;29;13780;802;976;625;354;351;170;257;44;143;2166;7892;20110101
AT1;AT13;AT130;00000;0000;1;30;13549;836;1001;610;421;345;157;239;48;145;2275;7472;20110101
AT1;AT13;AT130;00000;0000;1;31;13006;837;972;569;425;335;188;266;39;140;2237;6998;20110101
AT1;AT13;AT130;00000;0000;1;32;12574;880;934;552;444;297;157;242;48;132;2250;6638;20110101
AT1;AT13;AT130;00000;0000;1;33;12363;909;865;564;415;295;167;234;64;143;2233;6474;20110101
AT1;AT13;AT130;00000;0000;1;34;12342;889;834;516;389;314;160;221;55;177;2215;6572;20110101
AT1;AT13;AT130;00000;0000;1;35;12558;941;733;511;401;312;178;210;48;163;2204;6857;20110101
AT1;AT13;AT130;00000;0000;1;36;12614;979;826;449;365;267;153;208;44;144;2166;7013;20110101
AT1;AT13;AT130;00000;0000;1;37;12236;889;820;452;327;318;162;191;54;113;1954;6956;20110101
AT1;AT13;AT130;00000;0000;1;38;12762;964;869;480;330;331;202;172;37;112;2001;7264;20110101
AT1;AT13;AT130;00000;0000;1;39;13009;989;856;473;357;307;220;228;28;93;1888;7570;20110101
AT1;AT13;AT130;00000;0000;1;40;13305;1045;810;415;339;307;210;208;32;94;1930;7915;20110101
AT1;AT13;AT130;00000;0000;1;41;14063;1123;836;438;325;344;260;237;35;118;1879;8468;20110101
AT1;AT13;AT130;00000;0000;1;42;14542;1110;773;465;323;376;283;235;44;109;1941;8883;20110101
AT1;AT13;AT130;00000;0000;1;43;14450;1022;702;464;319;390;284;247;49;82;1855;9036;20110101
AT1;AT13;AT130;00000;0000;1;44;14285;950;789;408;327;382;296;109;44;96;1877;9007;20110101
AT1;AT13;AT130;00000;0000;1;45;14380;1022;1082;391;352;356;272;133;48;82;1848;8794;20110101
AT1;AT13;AT130;00000;0000;1;46;14328;872;930;422;335;375;257;130;53;67;1859;9028;20110101
AT1;AT13;AT130;00000;0000;1;47;14118;971;804;349;345;318;231;119;48;93;1882;8958;20110101
AT1;AT13;AT130;00000;0000;1;48;13601;823;713;339;346;323;246;128;32;74;1814;8763;20110101
AT1;AT13;AT130;00000;0000;1;49;13090;843;676;296;383;300;232;113;34;93;1623;8497;20110101
AT1;AT13;AT130;00000;0000;1;50;12506;849;735;289;372;297;208;90;62;93;1591;7920;20110101
AT1;AT13;AT130;00000;0000;1;51;11959;744;711;252;406;254;193;104;48;86;1456;7705;20110101
AT1;AT13;AT130;00000;0000;1;52;11237;787;544;194;437;277;177;107;55;92;1340;7227;20110101
AT1;AT13;AT130;00000;0000;1;53;10937;771;480;223;463;226;172;100;50;112;1324;7016;20110101
AT1;AT13;AT130;00000;0000;1;54;10348;811;569;189;433;246;177;97;66;131;1236;6393;20110101
AT1;AT13;AT130;00000;0000;1;55;9877;845;629;203;506;237;149;109;52;161;1155;5831;20110101
AT1;AT13;AT130;00000;0000;1;56;9328;929;466;166;409;241;195;75;75;148;1070;5554;20110101
AT1;AT13;AT130;00000;0000;1;57;8845;945;380;153;408;261;164;78;58;156;1016;5226;20110101
AT1;AT13;AT130;00000;0000;1;58;8843;1209;303;124;372;286;168;76;53;109;954;5189;20110101
AT1;AT13;AT130;00000;0000;1;59;8290;1051;252;138;336;222;173;66;59;108;830;5055;20110101
AT1;AT13;AT130;00000;0000;1;60;8777;1200;366;126;264;245;168;67;71;92;851;5327;20110101
AT1;AT13;AT130;00000;0000;1;61;8945;1032;329;112;269;215;172;51;64;97;774;5830;20110101
AT1;AT13;AT130;00000;0000;1;62;9647;938;287;165;217;170;104;51;86;94;803;6732;20110101
AT1;AT13;AT130;00000;0000;1;63;9814;784;276;189;146;147;87;45;78;100;722;7240;20110101
AT1;AT13;AT130;00000;0000;1;64;7535;581;236;231;166;169;77;59;93;85;652;5186;20110101
AT1;AT13;AT130;00000;0000;1;65;7046;444;237;371;112;82;72;30;222;84;570;4822;20110101
AT1;AT13;AT130;00000;0000;1;66;8993;543;163;332;140;102;54;38;364;87;553;6617;20110101
AT1;AT13;AT130;00000;0000;1;67;8832;476;125;272;119;76;71;45;274;81;545;6748;20110101
AT1;AT13;AT130;00000;0000;1;68;8255;434;130;252;87;65;47;42;265;77;492;6364;20110101
AT1;AT13;AT130;00000;0000;1;69;9096;402;113;248;67;73;54;40;270;70;514;7245;20110101
AT1;AT13;AT130;00000;0000;1;70;9303;349;113;242;54;62;52;31;294;73;456;7577;20110101
AT1;AT13;AT130;00000;0000;1;71;8592;319;91;233;58;47;36;48;214;76;426;7044;20110101
AT1;AT13;AT130;00000;0000;1;72;5135;263;83;155;34;47;28;36;132;64;426;3867;20110101
AT1;AT13;AT130;00000;0000;1;73;4357;268;77;132;32;47;29;30;155;75;372;3140;20110101
AT1;AT13;AT130;00000;0000;1;74;3998;205;57;97;32;34;31;38;151;78;314;2961;20110101
AT1;AT13;AT130;00000;0000;1;75;3791;179;53;110;36;24;25;27;118;56;303;2860;20110101
AT1;AT13;AT130;00000;0000;1;76;3560;180;61;77;30;25;14;25;125;49;291;2683;20110101
AT1;AT13;AT130;00000;0000;1;77;3535;163;54;48;27;12;19;24;102;49;222;2815;20110101
AT1;AT13;AT130;00000;0000;1;78;3470;127;57;34;29;10;9;15;127;36;206;2820;20110101
AT1;AT13;AT130;00000;0000;1;79;3305;147;31;45;15;13;10;23;116;33;194;2678;20110101
AT1;AT13;AT130;00000;0000;1;80;3347;109;27;44;18;12;11;20;127;49;192;2738;20110101
AT1;AT13;AT130;00000;0000;1;81;2970;107;11;40;18;5;4;25;105;45;148;2462;20110101
AT1;AT13;AT130;00000;0000;1;82;2846;66;13;49;13;12;8;15;122;25;132;2391;20110101
AT1;AT13;AT130;00000;0000;1;83;2536;62;15;26;10;6;4;22;105;31;125;2130;20110101
AT1;AT13;AT130;00000;0000;1;84;2320;54;9;20;10;2;3;20;85;22;106;1989;20110101
AT1;AT13;AT130;00000;0000;1;85;2083;25;8;25;10;2;2;20;93;20;96;1782;20110101
AT1;AT13;AT130;00000;0000;1;86;1744;38;7;18;15;1;2;15;58;23;70;1497;20110101
AT1;AT13;AT130;00000;0000;1;87;1523;22;1;18;15;0;3;13;68;22;79;1282;20110101
AT1;AT13;AT130;00000;0000;1;88;1298;29;4;20;8;0;3;12;38;23;84;1077;20110101
AT1;AT13;AT130;00000;0000;1;89;955;15;6;14;6;2;1;13;52;11;51;784;20110101
AT1;AT13;AT130;00000;0000;1;90;810;16;3;22;13;1;2;7;36;15;42;653;20110101
AT1;AT13;AT130;00000;0000;1;91;525;19;0;12;3;1;0;5;38;11;30;406;20110101
AT1;AT13;AT130;00000;0000;1;92;300;8;1;6;1;0;0;3;15;8;23;235;20110101
AT1;AT13;AT130;00000;0000;1;93;209;2;1;6;1;0;0;4;14;3;9;169;20110101
AT1;AT13;AT130;00000;0000;1;94;170;2;0;7;1;0;0;4;9;1;9;137;20110101
AT1;AT13;AT130;00000;0000;1;95;131;1;2;4;0;0;0;3;7;1;4;109;20110101
AT1;AT13;AT130;00000;0000;1;96;128;4;0;4;0;0;1;1;2;4;10;102;20110101
AT1;AT13;AT130;00000;0000;1;97;90;1;0;1;1;0;0;1;2;0;8;76;20110101
AT1;AT13;AT130;00000;0000;1;98;56;1;0;1;0;0;0;0;1;1;3;49;20110101
AT1;AT13;AT130;00000;0000;1;99;32;2;0;0;0;0;0;0;1;1;2;26;20110101
AT1;AT13;AT130;00000;0000;1;100;28;0;0;0;0;0;0;0;3;0;1;24;20110101
AT1;AT13;AT130;00000;0000;1;101;8;1;0;0;0;0;0;0;0;0;2;5;20110101
AT1;AT13;AT130;00000;0000;1;102;9;0;0;0;0;0;0;0;0;0;1;8;20110101
AT1;AT13;AT130;00000;0000;1;103;4;2;0;0;0;0;0;0;0;0;1;1;20110101
AT1;AT13;AT130;00000;0000;1;104;2;0;0;0;0;0;0;0;0;0;0;2;20110101
AT1;AT13;AT130;00000;0000;2;0;8624;375;254;223;200;84;54;165;19;52;1094;6104;20120101
AT1;AT13;AT130;00000;0000;2;1;8678;379;288;200;183;65;66;161;23;57;1124;6132;20120101
AT1;AT13;AT130;00000;0000;2;2;8326;337;277;190;226;80;53;141;20;50;1131;5821;20120101
AT1;AT13;AT130;00000;0000;2;3;8305;321;271;191;202;53;73;129;25;42;1066;5932;20120101
AT1;AT13;AT130;00000;0000;2;4;8196;344;249;179;186;75;50;112;21;54;980;5946;20120101
AT1;AT13;AT130;00000;0000;2;5;8340;356;223;178;178;58;69;95;20;31;973;6159;20120101
AT1;AT13;AT130;00000;0000;2;6;7954;330;220;148;134;73;72;101;19;31;841;5985;20120101
AT1;AT13;AT130;00000;0000;2;7;7807;315;214;136;118;60;62;92;21;40;804;5945;20120101
AT1;AT13;AT130;00000;0000;2;8;7645;341;225;112;102;57;64;78;13;19;791;5843;20120101
AT1;AT13;AT130;00000;0000;2;9;7881;323;234;141;100;59;55;54;12;26;837;6040;20120101
AT1;AT13;AT130;00000;0000;2;10;7597;334;281;119;109;66;73;57;9;24;814;5711;20120101
AT1;AT13;AT130;00000;0000;2;11;7717;383;318;106;92;69;73;77;14;24;811;5750;20120101
AT1;AT13;AT130;00000;0000;2;12;7493;385;295;83;108;61;70;61;6;27;798;5599;20120101
AT1;AT13;AT130;00000;0000;2;13;7553;412;314;103;108;95;92;58;12;26;774;5559;20120101
AT1;AT13;AT130;00000;0000;2;14;7673;424;318;108;107;84;85;70;20;29;788;5640;20120101
AT1;AT13;AT130;00000;0000;2;15;7976;432;318;95;114;81;92;80;6;26;838;5894;20120101
AT1;AT13;AT130;00000;0000;2;16;7988;447;315;92;91;74;81;73;11;21;817;5966;20120101
AT1;AT13;AT130;00000;0000;2;17;8299;459;343;82;128;78;92;66;13;26;836;6176;20120101
AT1;AT13;AT130;00000;0000;2;18;8785;469;324;105;114;68;84;92;15;33;855;6626;20120101
AT1;AT13;AT130;00000;0000;2;19;10082;569;409;174;145;140;76;172;14;67;1118;7198;20120101
AT1;AT13;AT130;00000;0000;2;20;11305;555;536;273;154;270;137;224;25;108;1319;7704;20120101
AT1;AT13;AT130;00000;0000;2;21;12056;648;600;393;196;259;131;289;20;106;1666;7748;20120101
AT1;AT13;AT130;00000;0000;2;22;12543;657;751;477;211;331;176;361;34;106;1797;7642;20120101
AT1;AT13;AT130;00000;0000;2;23;13294;731;749;523;285;379;182;430;38;153;2045;7779;20120101
AT1;AT13;AT130;00000;0000;2;24;13432;797;828;555;320;349;172;402;57;134;2205;7613;20120101
AT1;AT13;AT130;00000;0000;2;25;13554;768;839;624;358;368;184;427;41;131;2328;7486;20120101
AT1;AT13;AT130;00000;0000;2;26;13667;844;816;608;410;396;171;345;63;175;2381;7458;20120101
AT1;AT13;AT130;00000;0000;2;27;14163;830;812;660;414;433;207;385;56;161;2477;7728;20120101
AT1;AT13;AT130;00000;0000;2;28;14316;824;778;630;489;403;175;338;59;190;2669;7761;20120101
AT1;AT13;AT130;00000;0000;2;29;14536;836;744;654;468;337;209;336;71;181;2630;8070;20120101
AT1;AT13;AT130;00000;0000;2;30;14602;863;836;631;514;373;173;397;83;210;2704;7818;20120101
AT1;AT13;AT130;00000;0000;2;31;14024;840;799;630;524;335;204;413;94;195;2729;7261;20120101
AT1;AT13;AT130;00000;0000;2;32;13072;860;786;590;518;304;215;369;97;196;2496;6641;20120101
AT1;AT13;AT130;00000;0000;2;33;12807;838;768;502;544;290;151;389;119;229;2433;6544;20120101
AT1;AT13;AT130;00000;0000;2;34;12640;912;752;503;494;286;181;373;98;236;2515;6290;20120101
AT1;AT13;AT130;00000;0000;2;35;12493;920;688;515;509;299;163;354;132;192;2511;6210;20120101
AT1;AT13;AT130;00000;0000;2;36;12704;915;724;482;495;295;173;335;107;232;2399;6547;20120101
AT1;AT13;AT130;00000;0000;2;37;13054;959;866;428;436;338;189;354;112;205;2328;6839;20120101
